epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668183719078,2022-11-11T18:21:59.078,0.000,-0.314,-0.089,-0.964
1668183719118,2022-11-11T18:21:59.118,0.040,-0.316,-0.090,-0.971
1668183719158,2022-11-11T18:21:59.158,0.080,-0.315,-0.090,-0.970
1668183719198,2022-11-11T18:21:59.198,0.120,-0.316,-0.090,-0.969
1668183719238,2022-11-11T18:21:59.238,0.160,-0.315,-0.090,-0.970
1668183719278,2022-11-11T18:21:59.278,0.200,-0.315,-0.090,-0.970
1668183719318,2022-11-11T18:21:59.318,0.240,-0.316,-0.090,-0.969
1668183719358,2022-11-11T18:21:59.358,0.280,-0.317,-0.089,-0.970
1668183719398,2022-11-11T18:21:59.398,0.320,-0.316,-0.091,-0.969
1668183719438,2022-11-11T18:21:59.438,0.360,-0.317,-0.089,-0.970
1668183719478,2022-11-11T18:21:59.478,0.400,-0.317,-0.089,-0.970
1668183719518,2022-11-11T18:21:59.518,0.440,-0.316,-0.091,-0.968
1668183719558,2022-11-11T18:21:59.558,0.480,-0.316,-0.089,-0.969
1668183719598,2022-11-11T18:21:59.598,0.520,-0.316,-0.089,-0.970
1668183719638,2022-11-11T18:21:59.638,0.560,-0.316,-0.089,-0.970
1668183719678,2022-11-11T18:21:59.678,0.600,-0.317,-0.089,-0.970
1668183719718,2022-11-11T18:21:59.718,0.640,-0.316,-0.089,-0.970
1668183719758,2022-11-11T18:21:59.758,0.680,-0.315,-0.092,-0.969
1668183719798,2022-11-11T18:21:59.798,0.720,-0.317,-0.089,-0.969
1668183719838,2022-11-11T18:21:59.838,0.760,-0.317,-0.089,-0.969
1668183719878,2022-11-11T18:21:59.878,0.800,-0.317,-0.091,-0.968
1668183719918,2022-11-11T18:21:59.918,0.840,-0.316,-0.089,-0.968
1668183719958,2022-11-11T18:21:59.958,0.880,-0.316,-0.090,-0.970
1668183719998,2022-11-11T18:21:59.998,0.920,-0.316,-0.091,-0.970
1668183720038,2022-11-11T18:22:00.038,0.960,-0.317,-0.091,-0.970
1668183720078,2022-11-11T18:22:00.078,1.000,-0.316,-0.091,-0.969
1668183720118,2022-11-11T18:22:00.118,1.040,-0.316,-0.090,-0.969
1668183720158,2022-11-11T18:22:00.158,1.080,-0.316,-0.091,-0.969
1668183720198,2022-11-11T18:22:00.198,1.120,-0.317,-0.091,-0.969
1668183720238,2022-11-11T18:22:00.238,1.160,-0.316,-0.090,-0.969
1668183720278,2022-11-11T18:22:00.278,1.200,-0.316,-0.090,-0.968
1668183720318,2022-11-11T18:22:00.318,1.240,-0.315,-0.090,-0.968
1668183720358,2022-11-11T18:22:00.358,1.280,-0.316,-0.091,-0.969
1668183720398,2022-11-11T18:22:00.398,1.320,-0.316,-0.090,-0.969
1668183720438,2022-11-11T18:22:00.438,1.360,-0.318,-0.090,-0.969
1668183720478,2022-11-11T18:22:00.478,1.400,-0.317,-0.091,-0.968
1668183720518,2022-11-11T18:22:00.518,1.440,-0.314,-0.092,-0.969
1668183720558,2022-11-11T18:22:00.558,1.480,-0.315,-0.091,-0.968
1668183720598,2022-11-11T18:22:00.598,1.520,-0.316,-0.089,-0.970
1668183720638,2022-11-11T18:22:00.638,1.560,-0.316,-0.092,-0.968
1668183720678,2022-11-11T18:22:00.678,1.600,-0.315,-0.090,-0.967
