epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668186648118,2022-11-11T19:10:48.118,0.000,-0.026,-0.024,-1.003
1668186648158,2022-11-11T19:10:48.158,0.040,-0.025,-0.025,-1.013
1668186648198,2022-11-11T19:10:48.198,0.080,-0.026,-0.023,-1.011
1668186648238,2022-11-11T19:10:48.238,0.120,-0.028,-0.025,-1.011
1668186648278,2022-11-11T19:10:48.278,0.160,-0.026,-0.024,-1.011
1668186648318,2022-11-11T19:10:48.318,0.200,-0.026,-0.024,-1.010
1668186648358,2022-11-11T19:10:48.358,0.240,-0.026,-0.024,-1.010
1668186648398,2022-11-11T19:10:48.398,0.280,-0.026,-0.023,-1.011
1668186648438,2022-11-11T19:10:48.438,0.320,-0.026,-0.025,-1.012
1668186648478,2022-11-11T19:10:48.478,0.360,-0.026,-0.023,-1.010
1668186648518,2022-11-11T19:10:48.518,0.400,-0.026,-0.024,-1.010
1668186648558,2022-11-11T19:10:48.558,0.440,-0.026,-0.024,-1.010
1668186648598,2022-11-11T19:10:48.598,0.480,-0.026,-0.024,-1.009
1668186648638,2022-11-11T19:10:48.638,0.520,-0.028,-0.024,-1.010
1668186648678,2022-11-11T19:10:48.678,0.560,-0.027,-0.025,-1.009
1668186648718,2022-11-11T19:10:48.718,0.600,-0.025,-0.025,-1.010
1668186648758,2022-11-11T19:10:48.758,0.640,-0.025,-0.024,-1.010
1668186648798,2022-11-11T19:10:48.798,0.680,-0.027,-0.025,-1.011
1668186648838,2022-11-11T19:10:48.838,0.720,-0.026,-0.024,-1.011
1668186648878,2022-11-11T19:10:48.878,0.760,-0.025,-0.024,-1.009
1668186648918,2022-11-11T19:10:48.918,0.800,-0.026,-0.022,-1.009
1668186648958,2022-11-11T19:10:48.958,0.840,-0.026,-0.022,-1.011
1668186648998,2022-11-11T19:10:48.998,0.880,-0.026,-0.024,-1.010
1668186649038,2022-11-11T19:10:49.038,0.920,-0.025,-0.024,-1.010
1668186649078,2022-11-11T19:10:49.078,0.960,-0.025,-0.024,-1.010
1668186649118,2022-11-11T19:10:49.118,1.000,-0.028,-0.019,-1.010
1668186649158,2022-11-11T19:10:49.158,1.040,-0.025,-0.023,-1.010
1668186649198,2022-11-11T19:10:49.198,1.080,-0.027,-0.026,-1.009
1668186649238,2022-11-11T19:10:49.238,1.120,-0.026,-0.028,-1.010
1668186649278,2022-11-11T19:10:49.278,1.160,-0.026,-0.027,-1.010
1668186649318,2022-11-11T19:10:49.318,1.200,-0.027,-0.021,-1.012
1668186649358,2022-11-11T19:10:49.358,1.240,-0.026,-0.025,-1.011
1668186649398,2022-11-11T19:10:49.398,1.280,-0.026,-0.024,-1.010
1668186649438,2022-11-11T19:10:49.438,1.320,-0.027,-0.023,-1.010
1668186649478,2022-11-11T19:10:49.478,1.360,-0.027,-0.024,-1.010
1668186649518,2022-11-11T19:10:49.518,1.400,-0.026,-0.023,-1.010
1668186649558,2022-11-11T19:10:49.558,1.440,-0.026,-0.026,-1.010
1668186649598,2022-11-11T19:10:49.598,1.480,-0.026,-0.023,-1.010
1668186649638,2022-11-11T19:10:49.638,1.520,-0.027,-0.023,-1.009
1668186649678,2022-11-11T19:10:49.678,1.560,-0.026,-0.024,-1.009
1668186649718,2022-11-11T19:10:49.718,1.600,-0.026,-0.023,-1.009
1668186649758,2022-11-11T19:10:49.758,1.640,-0.026,-0.025,-1.007
1668186649798,2022-11-11T19:10:49.798,1.680,-0.026,-0.025,-1.009
1668186649838,2022-11-11T19:10:49.838,1.720,-0.026,-0.022,-1.010
1668186649878,2022-11-11T19:10:49.878,1.760,-0.027,-0.025,-1.010
1668186649918,2022-11-11T19:10:49.918,1.800,-0.024,-0.025,-1.010
1668186649958,2022-11-11T19:10:49.958,1.840,-0.026,-0.019,-1.010
1668186649998,2022-11-11T19:10:49.998,1.880,-0.027,-0.023,-1.010
1668186650038,2022-11-11T19:10:50.038,1.920,-0.026,-0.022,-1.010
1668186650078,2022-11-11T19:10:50.078,1.960,-0.025,-0.030,-1.009
1668186650118,2022-11-11T19:10:50.118,2.000,-0.024,-0.027,-1.010
1668186650158,2022-11-11T19:10:50.158,2.040,-0.026,-0.016,-1.011
1668186650198,2022-11-11T19:10:50.198,2.080,-0.027,-0.016,-1.009
1668186650238,2022-11-11T19:10:50.238,2.120,-0.025,-0.021,-1.009
1668186650278,2022-11-11T19:10:50.278,2.160,-0.027,-0.018,-1.010
1668186650318,2022-11-11T19:10:50.318,2.200,-0.027,-0.023,-1.010
1668186650358,2022-11-11T19:10:50.358,2.240,-0.027,-0.020,-1.010
1668186650398,2022-11-11T19:10:50.398,2.280,-0.026,-0.024,-1.009
1668186650438,2022-11-11T19:10:50.438,2.320,-0.026,-0.020,-1.009
1668186650478,2022-11-11T19:10:50.478,2.360,-0.026,-0.025,-1.007
1668186650518,2022-11-11T19:10:50.518,2.400,-0.027,-0.022,-1.009
1668186650558,2022-11-11T19:10:50.558,2.440,-0.027,-0.014,-1.010
1668186650598,2022-11-11T19:10:50.598,2.480,-0.027,-0.016,-1.011
1668186650638,2022-11-11T19:10:50.638,2.520,-0.026,-0.021,-1.009
1668186650678,2022-11-11T19:10:50.678,2.560,-0.026,-0.018,-1.009
1668186650718,2022-11-11T19:10:50.718,2.600,-0.027,-0.016,-1.010
1668186650758,2022-11-11T19:10:50.758,2.640,-0.026,-0.022,-1.010
1668186650798,2022-11-11T19:10:50.798,2.680,-0.024,-0.020,-1.010
1668186650838,2022-11-11T19:10:50.838,2.720,-0.026,-0.019,-1.010
1668186650878,2022-11-11T19:10:50.878,2.760,-0.026,-0.018,-1.010
1668186650918,2022-11-11T19:10:50.918,2.800,-0.027,-0.022,-1.009
1668186650958,2022-11-11T19:10:50.958,2.840,-0.027,-0.017,-1.010
1668186650998,2022-11-11T19:10:50.998,2.880,-0.026,-0.016,-1.010
1668186651038,2022-11-11T19:10:51.038,2.920,-0.027,-0.020,-1.008
1668186651078,2022-11-11T19:10:51.078,2.960,-0.025,-0.020,-1.010
1668186651118,2022-11-11T19:10:51.118,3.000,-0.025,-0.029,-1.010
1668186651158,2022-11-11T19:10:51.158,3.040,-0.026,-0.022,-1.010
1668186651198,2022-11-11T19:10:51.198,3.080,-0.026,-0.018,-1.010
1668186651238,2022-11-11T19:10:51.238,3.120,-0.026,-0.020,-1.009
1668186651278,2022-11-11T19:10:51.278,3.160,-0.026,-0.016,-1.009
1668186651318,2022-11-11T19:10:51.318,3.200,-0.026,-0.018,-1.009
1668186651358,2022-11-11T19:10:51.358,3.240,-0.026,-0.017,-1.010
1668186651398,2022-11-11T19:10:51.398,3.280,-0.025,-0.019,-1.010
1668186651438,2022-11-11T19:10:51.438,3.320,-0.027,-0.021,-1.008
1668186651478,2022-11-11T19:10:51.478,3.360,-0.024,-0.021,-1.009
1668186651518,2022-11-11T19:10:51.518,3.400,-0.026,-0.018,-1.010
1668186651558,2022-11-11T19:10:51.558,3.440,-0.026,-0.019,-1.009
1668186651598,2022-11-11T19:10:51.598,3.480,-0.026,-0.019,-1.009
1668186651638,2022-11-11T19:10:51.638,3.520,-0.025,-0.024,-1.008
1668186651678,2022-11-11T19:10:51.678,3.560,-0.025,-0.016,-1.012
1668186651718,2022-11-11T19:10:51.718,3.600,-0.027,-0.019,-1.009
1668186651758,2022-11-11T19:10:51.758,3.640,-0.026,-0.021,-1.010
1668186651798,2022-11-11T19:10:51.798,3.680,-0.024,-0.024,-1.010
1668186651838,2022-11-11T19:10:51.838,3.720,-0.025,-0.019,-1.010
1668186651878,2022-11-11T19:10:51.878,3.760,-0.026,-0.019,-1.010
