epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668607201016,2022-11-16T16:00:01.016,0.000,-0.150,-0.167,-0.980
1668607201056,2022-11-16T16:00:01.056,0.040,-0.148,-0.170,-0.987
1668607201096,2022-11-16T16:00:01.096,0.080,-0.149,-0.167,-0.986
1668607201136,2022-11-16T16:00:01.136,0.120,-0.148,-0.167,-0.985
1668607201176,2022-11-16T16:00:01.176,0.160,-0.149,-0.168,-0.985
1668607201216,2022-11-16T16:00:01.216,0.200,-0.149,-0.170,-0.986
1668607201256,2022-11-16T16:00:01.256,0.240,-0.149,-0.170,-0.987
1668607201296,2022-11-16T16:00:01.296,0.280,-0.149,-0.168,-0.985
1668607201336,2022-11-16T16:00:01.336,0.320,-0.148,-0.168,-0.985
1668607201376,2022-11-16T16:00:01.376,0.360,-0.150,-0.170,-0.986
1668607201416,2022-11-16T16:00:01.416,0.400,-0.148,-0.168,-0.984
1668607201456,2022-11-16T16:00:01.456,0.440,-0.149,-0.168,-0.985
1668607201496,2022-11-16T16:00:01.496,0.480,-0.149,-0.169,-0.985
1668607201536,2022-11-16T16:00:01.536,0.520,-0.147,-0.169,-0.985
1668607201576,2022-11-16T16:00:01.576,0.560,-0.149,-0.169,-0.986
1668607201616,2022-11-16T16:00:01.616,0.600,-0.148,-0.167,-0.984
1668607201656,2022-11-16T16:00:01.656,0.640,-0.149,-0.167,-0.985
1668607201696,2022-11-16T16:00:01.696,0.680,-0.149,-0.171,-0.986
1668607201736,2022-11-16T16:00:01.736,0.720,-0.149,-0.169,-0.987
1668607201776,2022-11-16T16:00:01.776,0.760,-0.148,-0.166,-0.985
1668607201816,2022-11-16T16:00:01.816,0.800,-0.149,-0.167,-0.984
1668607201856,2022-11-16T16:00:01.856,0.840,-0.148,-0.169,-0.985
1668607201896,2022-11-16T16:00:01.896,0.880,-0.148,-0.169,-0.984
1668607201936,2022-11-16T16:00:01.936,0.920,-0.150,-0.170,-0.984
1668607201976,2022-11-16T16:00:01.976,0.960,-0.148,-0.169,-0.983
1668607202016,2022-11-16T16:00:02.016,1.000,-0.145,-0.168,-0.984
1668607202056,2022-11-16T16:00:02.056,1.040,-0.145,-0.169,-0.986
1668607202096,2022-11-16T16:00:02.096,1.080,-0.151,-0.170,-0.986
1668607202136,2022-11-16T16:00:02.136,1.120,-0.146,-0.175,-0.985
1668607202176,2022-11-16T16:00:02.176,1.160,-0.142,-0.168,-0.985
1668607202216,2022-11-16T16:00:02.216,1.200,-0.145,-0.168,-0.985
1668607202256,2022-11-16T16:00:02.256,1.240,-0.147,-0.172,-0.984
1668607202296,2022-11-16T16:00:02.296,1.280,-0.146,-0.171,-0.984
1668607202336,2022-11-16T16:00:02.336,1.320,-0.146,-0.173,-0.987
1668607202376,2022-11-16T16:00:02.376,1.360,-0.146,-0.173,-0.985
1668607202416,2022-11-16T16:00:02.416,1.400,-0.142,-0.166,-0.985
1668607202456,2022-11-16T16:00:02.456,1.440,-0.145,-0.169,-0.982
1668607202496,2022-11-16T16:00:02.496,1.480,-0.144,-0.172,-0.985
