epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668607200938,2022-11-16T16:00:00.938,0.000,0.396,-0.061,0.427
1668607200978,2022-11-16T16:00:00.978,0.040,0.854,-0.030,0.000
1668607201018,2022-11-16T16:00:01.018,0.080,-0.183,-0.183,0.274
1668607201058,2022-11-16T16:00:01.058,0.120,-0.488,-0.213,0.396
1668607201098,2022-11-16T16:00:01.098,0.160,-0.579,-0.183,0.488
1668607201138,2022-11-16T16:00:01.138,0.200,-0.305,-0.152,0.457
1668607201178,2022-11-16T16:00:01.178,0.240,0.030,-0.061,0.366
1668607201218,2022-11-16T16:00:01.218,0.280,0.152,-0.122,0.335
1668607201258,2022-11-16T16:00:01.258,0.320,-0.213,-0.122,0.335
1668607201298,2022-11-16T16:00:01.298,0.360,-0.335,-0.122,0.305
1668607201338,2022-11-16T16:00:01.338,0.400,-0.030,-0.213,0.305
1668607201378,2022-11-16T16:00:01.378,0.440,-0.305,-0.274,0.396
1668607201418,2022-11-16T16:00:01.418,0.480,-1.006,-0.183,0.335
1668607201458,2022-11-16T16:00:01.458,0.520,-1.189,-0.305,0.335
1668607201498,2022-11-16T16:00:01.498,0.560,-0.640,-0.457,0.366
1668607201538,2022-11-16T16:00:01.538,0.600,-0.305,-0.213,0.366
1668607201578,2022-11-16T16:00:01.578,0.640,-0.427,-0.305,0.427
1668607201618,2022-11-16T16:00:01.618,0.680,-0.396,-0.244,0.427
1668607201658,2022-11-16T16:00:01.658,0.720,-0.091,-0.183,0.366
1668607201698,2022-11-16T16:00:01.698,0.760,-0.061,-0.183,0.366
1668607201738,2022-11-16T16:00:01.738,0.800,-0.671,-0.274,0.488
1668607201778,2022-11-16T16:00:01.778,0.840,-0.610,-0.396,0.518
1668607201818,2022-11-16T16:00:01.818,0.880,-0.244,-0.152,0.457
1668607201858,2022-11-16T16:00:01.858,0.920,0.000,0.213,0.244
1668607201898,2022-11-16T16:00:01.898,0.960,-0.213,0.000,0.274
1668607201938,2022-11-16T16:00:01.938,1.000,-0.427,-0.152,0.457
1668607201978,2022-11-16T16:00:01.978,1.040,-0.335,0.183,0.457
1668607202018,2022-11-16T16:00:02.018,1.080,0.244,0.518,0.518
1668607202058,2022-11-16T16:00:02.058,1.120,0.762,0.579,0.579
1668607202098,2022-11-16T16:00:02.098,1.160,0.732,0.305,0.488
1668607202138,2022-11-16T16:00:02.138,1.200,-0.122,-0.305,0.274
1668607202178,2022-11-16T16:00:02.178,1.240,-1.098,-0.427,0.244
1668607202218,2022-11-16T16:00:02.218,1.280,-0.244,-0.183,0.366
1668607202258,2022-11-16T16:00:02.258,1.320,0.000,-0.061,0.396
1668607202298,2022-11-16T16:00:02.298,1.360,-0.213,-0.061,0.366
1668607202338,2022-11-16T16:00:02.338,1.400,-0.244,-0.061,0.335
1668607202378,2022-11-16T16:00:02.378,1.440,-0.762,-0.396,0.427
1668607202418,2022-11-16T16:00:02.418,1.480,-1.189,-0.396,0.427
1668607202458,2022-11-16T16:00:02.458,1.520,-0.183,-0.244,0.274
1668607202498,2022-11-16T16:00:02.498,1.560,0.335,0.091,0.213
1668607202538,2022-11-16T16:00:02.538,1.600,0.091,-0.152,0.366
1668607202578,2022-11-16T16:00:02.578,1.640,-0.549,-0.427,0.366
1668607202618,2022-11-16T16:00:02.618,1.680,-1.006,-0.305,0.396
1668607202658,2022-11-16T16:00:02.658,1.720,-0.762,-0.457,0.488
1668607202698,2022-11-16T16:00:02.698,1.760,-0.366,-0.305,0.305
1668607202738,2022-11-16T16:00:02.738,1.800,-0.244,-0.091,0.305
1668607202778,2022-11-16T16:00:02.778,1.840,-0.152,-0.244,0.366
1668607202818,2022-11-16T16:00:02.818,1.880,-0.274,-0.274,0.305
1668607202858,2022-11-16T16:00:02.858,1.920,-0.152,-0.335,0.335
1668607202898,2022-11-16T16:00:02.898,1.960,-0.366,-0.213,0.274
1668607202938,2022-11-16T16:00:02.938,2.000,-0.549,-0.335,0.335
1668607202978,2022-11-16T16:00:02.978,2.040,-0.274,-0.396,0.396
1668607203018,2022-11-16T16:00:03.018,2.080,-0.213,-0.213,0.396
1668607203058,2022-11-16T16:00:03.058,2.120,0.122,-0.030,0.335
1668607203098,2022-11-16T16:00:03.098,2.160,0.457,-0.183,0.488
1668607203138,2022-11-16T16:00:03.138,2.200,-0.579,-0.305,0.488
1668607203178,2022-11-16T16:00:03.178,2.240,-0.366,-0.335,0.335
1668607203218,2022-11-16T16:00:03.218,2.280,0.091,-0.366,0.244
1668607203258,2022-11-16T16:00:03.258,2.320,-0.122,-0.305,0.305
1668607203298,2022-11-16T16:00:03.298,2.360,-0.213,-0.366,0.305
1668607203338,2022-11-16T16:00:03.338,2.400,-0.274,-0.366,0.305
1668607203378,2022-11-16T16:00:03.378,2.440,-0.518,-0.335,0.427
1668607203418,2022-11-16T16:00:03.418,2.480,-0.884,-0.488,0.518
1668607203458,2022-11-16T16:00:03.458,2.520,-0.610,-0.366,0.427
1668607203498,2022-11-16T16:00:03.498,2.560,-0.213,-0.274,0.366
1668607203538,2022-11-16T16:00:03.538,2.600,-0.061,-0.274,0.366
1668607203578,2022-11-16T16:00:03.578,2.640,-0.335,-0.274,0.366
1668607203618,2022-11-16T16:00:03.618,2.680,-0.122,-0.274,0.366
1668607203658,2022-11-16T16:00:03.658,2.720,-0.152,-0.244,0.305
1668607203698,2022-11-16T16:00:03.698,2.760,-0.549,-0.366,0.366
1668607203738,2022-11-16T16:00:03.738,2.800,-0.610,-0.305,0.427
1668607203778,2022-11-16T16:00:03.778,2.840,-0.427,-0.274,0.396
1668607203818,2022-11-16T16:00:03.818,2.880,-0.427,-0.366,0.366
1668607203858,2022-11-16T16:00:03.858,2.920,-0.579,-0.427,0.366
1668607203898,2022-11-16T16:00:03.898,2.960,-0.244,-0.274,0.427
1668607203938,2022-11-16T16:00:03.938,3.000,-0.183,-0.305,0.396
1668607203978,2022-11-16T16:00:03.978,3.040,-0.427,-0.305,0.427
1668607204018,2022-11-16T16:00:04.018,3.080,-0.366,-0.274,0.335
1668607204058,2022-11-16T16:00:04.058,3.120,-0.396,-0.366,0.396
1668607204098,2022-11-16T16:00:04.098,3.160,-0.427,-0.335,0.427
1668607204138,2022-11-16T16:00:04.138,3.200,-0.396,-0.244,0.305
1668607204178,2022-11-16T16:00:04.178,3.240,-0.183,-0.274,0.366
1668607204218,2022-11-16T16:00:04.218,3.280,-0.488,-0.335,0.366
1668607204258,2022-11-16T16:00:04.258,3.320,-0.732,-0.366,0.396
1668607204298,2022-11-16T16:00:04.298,3.360,-0.274,-0.274,0.427
1668607204338,2022-11-16T16:00:04.338,3.400,-0.518,-0.396,0.396
1668607204378,2022-11-16T16:00:04.378,3.440,-0.457,-0.366,0.335
1668607204418,2022-11-16T16:00:04.418,3.480,-0.335,-0.305,0.396
1668607204458,2022-11-16T16:00:04.458,3.520,-0.366,-0.213,0.335
1668607204498,2022-11-16T16:00:04.498,3.560,-0.427,-0.244,0.366
1668607204538,2022-11-16T16:00:04.538,3.600,-0.427,-0.244,0.396
1668607204578,2022-11-16T16:00:04.578,3.640,-0.183,-0.305,0.335
1668607204618,2022-11-16T16:00:04.618,3.680,-0.457,-0.427,0.366
1668607204658,2022-11-16T16:00:04.658,3.720,-0.579,-0.427,0.396
1668607204698,2022-11-16T16:00:04.698,3.760,-0.427,-0.366,0.366
1668607204738,2022-11-16T16:00:04.738,3.800,-0.244,-0.244,0.396
1668607204778,2022-11-16T16:00:04.778,3.840,-0.335,-0.213,0.366
1668607204818,2022-11-16T16:00:04.818,3.880,-0.244,-0.274,0.366
1668607204858,2022-11-16T16:00:04.858,3.920,-0.457,-0.335,0.366
1668607204898,2022-11-16T16:00:04.898,3.960,-0.549,-0.305,0.396
1668607204938,2022-11-16T16:00:04.938,4.000,-0.274,-0.274,0.366
1668607204978,2022-11-16T16:00:04.978,4.040,-0.335,-0.366,0.335
1668607205018,2022-11-16T16:00:05.018,4.080,-0.274,-0.335,0.396
1668607205058,2022-11-16T16:00:05.058,4.120,-0.305,-0.305,0.335
1668607205098,2022-11-16T16:00:05.098,4.160,-0.427,-0.366,0.335
1668607205138,2022-11-16T16:00:05.138,4.200,-0.488,-0.335,0.366
1668607205178,2022-11-16T16:00:05.178,4.240,-0.335,-0.213,0.427
1668607205218,2022-11-16T16:00:05.218,4.280,-0.305,-0.335,0.396
1668607205258,2022-11-16T16:00:05.258,4.320,-0.610,-0.335,0.366
1668607205298,2022-11-16T16:00:05.298,4.360,-0.579,-0.335,0.366
1668607205338,2022-11-16T16:00:05.338,4.400,-0.335,-0.305,0.396
1668607205378,2022-11-16T16:00:05.378,4.440,-0.305,-0.244,0.335
1668607205418,2022-11-16T16:00:05.418,4.480,-0.274,-0.244,0.366
1668607205458,2022-11-16T16:00:05.458,4.520,-0.396,-0.335,0.396
1668607205498,2022-11-16T16:00:05.498,4.560,-0.640,-0.366,0.366
1668607205538,2022-11-16T16:00:05.538,4.600,-0.152,-0.244,0.335
1668607205578,2022-11-16T16:00:05.578,4.640,-0.305,-0.305,0.366
1668607205618,2022-11-16T16:00:05.618,4.680,-0.640,-0.335,0.366
1668607205658,2022-11-16T16:00:05.658,4.720,-0.366,-0.335,0.366
1668607205698,2022-11-16T16:00:05.698,4.760,-0.305,-0.305,0.366
1668607205738,2022-11-16T16:00:05.738,4.800,-0.427,-0.335,0.305
1668607205778,2022-11-16T16:00:05.778,4.840,-0.427,-0.366,0.366
1668607205818,2022-11-16T16:00:05.818,4.880,-0.305,-0.274,0.335
1668607205858,2022-11-16T16:00:05.858,4.920,-0.457,-0.335,0.335
1668607205898,2022-11-16T16:00:05.898,4.960,-0.549,-0.335,0.366
