epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667160570914,2022-10-30T22:09:30.914,0.000,-0.610,0.091,-0.518
1667160570953,2022-10-30T22:09:30.953,0.039,-0.274,-0.213,-0.427
1667160570993,2022-10-30T22:09:30.993,0.079,0.213,0.030,-0.091
1667160571032,2022-10-30T22:09:31.032,0.118,0.061,0.091,-0.122
1667160571072,2022-10-30T22:09:31.072,0.158,0.000,0.000,-0.091
1667160571111,2022-10-30T22:09:31.111,0.197,0.213,0.122,0.061
1667160571151,2022-10-30T22:09:31.151,0.237,0.457,0.152,0.000
1667160571191,2022-10-30T22:09:31.191,0.277,0.000,0.030,-0.244
1667160571230,2022-10-30T22:09:31.230,0.316,-0.793,0.030,-0.183
1667160571270,2022-10-30T22:09:31.270,0.356,-0.213,0.183,0.244
1667160571309,2022-10-30T22:09:31.309,0.395,1.280,0.305,0.335
1667160571349,2022-10-30T22:09:31.349,0.435,-0.091,0.091,0.305
1667160571388,2022-10-30T22:09:31.388,0.474,-0.061,0.122,0.579
1667160571428,2022-10-30T22:09:31.428,0.514,0.030,-0.030,0.457
1667160571467,2022-10-30T22:09:31.467,0.553,0.183,-0.030,0.579
1667160571507,2022-10-30T22:09:31.507,0.593,0.061,-0.213,0.488
1667160571546,2022-10-30T22:09:31.546,0.632,-0.366,-0.213,0.579
1667160571586,2022-10-30T22:09:31.586,0.672,1.250,0.122,0.793
1667160571626,2022-10-30T22:09:31.626,0.712,1.890,0.122,-0.091
1667160571665,2022-10-30T22:09:31.665,0.751,-2.652,0.152,-0.762
1667160571705,2022-10-30T22:09:31.705,0.791,-0.884,-0.122,-0.610
1667160571744,2022-10-30T22:09:31.744,0.830,-1.128,0.061,-0.793
1667160571784,2022-10-30T22:09:31.784,0.870,-1.738,-0.030,-0.976
1667160571823,2022-10-30T22:09:31.823,0.909,-2.043,-0.213,-0.549
1667160571863,2022-10-30T22:09:31.863,0.949,-3.201,0.091,0.701
1667160571902,2022-10-30T22:09:31.902,0.988,3.720,1.677,1.707
1667160571942,2022-10-30T22:09:31.942,1.028,3.902,1.159,0.396
1667160571982,2022-10-30T22:09:31.982,1.068,-0.945,0.396,-0.305
1667160572021,2022-10-30T22:09:32.021,1.107,-2.134,-0.030,-0.061
1667160572061,2022-10-30T22:09:32.061,1.147,-0.579,0.030,0.244
1667160572100,2022-10-30T22:09:32.100,1.186,1.037,0.305,0.000
1667160572140,2022-10-30T22:09:32.140,1.226,-0.091,0.061,-0.457
1667160572179,2022-10-30T22:09:32.179,1.265,-0.518,-0.091,-0.427
1667160572219,2022-10-30T22:09:32.219,1.305,0.152,0.061,0.030
1667160572258,2022-10-30T22:09:32.258,1.344,0.061,0.274,0.427
1667160572298,2022-10-30T22:09:32.298,1.384,0.183,0.213,0.244
1667160572337,2022-10-30T22:09:32.337,1.423,-0.061,0.183,-0.122
1667160572377,2022-10-30T22:09:32.377,1.463,-0.671,0.244,0.000
1667160572417,2022-10-30T22:09:32.417,1.503,-0.793,0.244,0.091
1667160572456,2022-10-30T22:09:32.456,1.542,-0.976,0.366,-0.091
1667160572496,2022-10-30T22:09:32.496,1.582,-1.372,1.037,0.030
1667160572535,2022-10-30T22:09:32.535,1.621,-1.189,2.896,0.396
1667160572575,2022-10-30T22:09:32.575,1.661,-2.012,6.311,0.152
1667160572614,2022-10-30T22:09:32.614,1.700,-2.835,10.030,-0.671
1667160572654,2022-10-30T22:09:32.654,1.740,-3.659,12.683,-1.341
1667160572693,2022-10-30T22:09:32.693,1.779,-3.659,11.402,-1.159
1667160572733,2022-10-30T22:09:32.733,1.819,-1.341,8.262,-0.061
1667160572773,2022-10-30T22:09:32.773,1.859,0.061,2.652,0.793
1667160572812,2022-10-30T22:09:32.812,1.898,0.274,1.220,0.762
1667160572852,2022-10-30T22:09:32.852,1.938,1.250,1.098,1.098
1667160572891,2022-10-30T22:09:32.891,1.977,0.518,1.463,0.732
1667160572931,2022-10-30T22:09:32.931,2.017,-0.335,1.006,-0.579
1667160572970,2022-10-30T22:09:32.970,2.056,-1.189,0.122,-2.805
1667160573010,2022-10-30T22:09:33.010,2.096,-1.646,-0.640,-5.396
1667160573049,2022-10-30T22:09:33.049,2.135,-1.372,-1.067,-7.256
1667160573089,2022-10-30T22:09:33.089,2.175,-1.585,-1.341,-8.537
1667160573129,2022-10-30T22:09:33.129,2.215,-2.165,-1.616,-10.244
1667160573168,2022-10-30T22:09:33.168,2.254,-2.012,-1.860,-9.787
1667160573208,2022-10-30T22:09:33.208,2.294,-3.659,-1.921,-11.189
1667160573247,2022-10-30T22:09:33.247,2.333,-3.780,-4.024,-13.415
1667160573287,2022-10-30T22:09:33.287,2.373,-1.250,-4.756,-11.280
1667160573326,2022-10-30T22:09:33.326,2.412,-0.091,-3.476,-7.226
1667160573366,2022-10-30T22:09:33.366,2.452,-0.122,-3.049,-3.140
1667160573405,2022-10-30T22:09:33.405,2.491,0.579,-6.707,-1.433
1667160573445,2022-10-30T22:09:33.445,2.531,0.396,-8.537,-0.396
1667160573484,2022-10-30T22:09:33.484,2.570,0.671,-7.530,0.854
1667160573524,2022-10-30T22:09:33.524,2.610,1.128,-6.860,1.067
1667160573564,2022-10-30T22:09:33.564,2.650,-0.427,-4.177,0.030
1667160573603,2022-10-30T22:09:33.603,2.689,-0.244,-1.585,-0.701
1667160573643,2022-10-30T22:09:33.643,2.729,1.524,-0.793,-0.976
1667160573682,2022-10-30T22:09:33.682,2.768,-0.579,-1.006,-0.366
1667160573722,2022-10-30T22:09:33.722,2.808,-0.976,-1.402,0.976
1667160573761,2022-10-30T22:09:33.761,2.847,0.671,-1.037,1.159
1667160573801,2022-10-30T22:09:33.801,2.887,0.854,-1.220,0.945
1667160573840,2022-10-30T22:09:33.840,2.926,-0.335,-1.402,0.366
1667160573880,2022-10-30T22:09:33.880,2.966,-0.518,-1.037,0.671
1667160573920,2022-10-30T22:09:33.920,3.006,0.122,-0.610,1.006
1667160573959,2022-10-30T22:09:33.959,3.045,0.427,-0.335,0.732
1667160573999,2022-10-30T22:09:33.999,3.085,0.030,-0.579,0.640
1667160574038,2022-10-30T22:09:34.038,3.124,0.152,-0.366,0.915
1667160574078,2022-10-30T22:09:34.078,3.164,0.457,0.000,1.098
1667160574117,2022-10-30T22:09:34.117,3.203,0.793,-0.030,1.402
1667160574157,2022-10-30T22:09:34.157,3.243,1.006,-0.213,1.159
1667160574196,2022-10-30T22:09:34.196,3.282,1.189,-0.122,0.549
1667160574236,2022-10-30T22:09:34.236,3.322,0.762,0.152,0.061
1667160574275,2022-10-30T22:09:34.275,3.361,0.793,0.244,-0.274
1667160574315,2022-10-30T22:09:34.315,3.401,0.793,0.000,-0.427
1667160574355,2022-10-30T22:09:34.355,3.441,0.274,-0.244,-0.579
1667160574394,2022-10-30T22:09:34.394,3.480,1.006,-0.122,-0.427
1667160574434,2022-10-30T22:09:34.434,3.520,2.835,0.213,0.000
1667160574473,2022-10-30T22:09:34.473,3.559,0.396,0.091,-0.030
1667160574513,2022-10-30T22:09:34.513,3.599,0.823,0.396,0.122
1667160574552,2022-10-30T22:09:34.552,3.638,1.372,0.366,0.274
1667160574592,2022-10-30T22:09:34.592,3.678,0.000,0.091,0.030
1667160574631,2022-10-30T22:09:34.631,3.717,-0.640,0.061,-0.030
