epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668183946856,2022-11-11T18:25:46.856,0.000,-33.476,12.744,-2.530
1668183946897,2022-11-11T18:25:46.897,0.041,-29.848,12.500,-2.530
1668183946936,2022-11-11T18:25:46.936,0.080,-21.006,7.348,-3.902
1668183946977,2022-11-11T18:25:46.977,0.121,-24.268,3.567,2.622
1668183947018,2022-11-11T18:25:47.018,0.162,-12.927,1.616,13.140
1668183947058,2022-11-11T18:25:47.058,0.202,-15.579,-10.122,22.195
1668183947099,2022-11-11T18:25:47.099,0.243,-18.171,-8.537,18.537
1668183947140,2022-11-11T18:25:47.140,0.284,-0.640,4.207,9.848
1668183947180,2022-11-11T18:25:47.180,0.324,1.860,8.537,9.238
1668183947221,2022-11-11T18:25:47.221,0.365,3.049,8.659,9.146
1668183947262,2022-11-11T18:25:47.262,0.406,8.018,6.646,9.024
1668183947301,2022-11-11T18:25:47.301,0.445,6.646,-0.976,9.268
1668183947342,2022-11-11T18:25:47.342,0.486,6.738,-6.860,6.311
1668183947383,2022-11-11T18:25:47.383,0.527,6.860,-10.244,4.177
1668183947423,2022-11-11T18:25:47.423,0.567,3.323,-10.640,1.646
1668183947464,2022-11-11T18:25:47.464,0.608,3.994,-8.140,-4.512
1668183947505,2022-11-11T18:25:47.505,0.649,6.159,-11.799,-6.098
1668183947544,2022-11-11T18:25:47.544,0.688,0.945,-14.665,-3.628
1668183947585,2022-11-11T18:25:47.585,0.729,-1.677,-6.402,-2.622
1668183947626,2022-11-11T18:25:47.626,0.770,-2.165,6.555,-3.354
1668183947666,2022-11-11T18:25:47.666,0.810,0.244,9.695,-4.878
1668183947707,2022-11-11T18:25:47.707,0.851,2.439,5.640,-6.616
1668183947746,2022-11-11T18:25:47.746,0.890,3.445,-1.250,-4.543
1668183947787,2022-11-11T18:25:47.787,0.931,1.860,-5.854,1.280
1668183947829,2022-11-11T18:25:47.829,0.973,-0.396,-7.530,6.159
1668183947868,2022-11-11T18:25:47.868,1.012,-0.305,-4.756,4.268
1668183947909,2022-11-11T18:25:47.909,1.053,0.183,-0.762,1.220
1668183947950,2022-11-11T18:25:47.950,1.094,-0.854,1.646,0.518
1668183947990,2022-11-11T18:25:47.990,1.134,-0.823,5.244,0.061
1668183948031,2022-11-11T18:25:48.031,1.175,-0.213,3.293,-0.396
1668183948072,2022-11-11T18:25:48.072,1.216,1.098,-0.640,-0.244
1668183948111,2022-11-11T18:25:48.111,1.255,1.159,-4.878,0.579
1668183948152,2022-11-11T18:25:48.152,1.296,-0.244,-5.823,1.220
1668183948193,2022-11-11T18:25:48.193,1.337,0.549,-4.329,-0.640
1668183948233,2022-11-11T18:25:48.233,1.377,1.433,-2.561,-2.317
1668183948274,2022-11-11T18:25:48.274,1.418,1.037,-2.195,-1.433
1668183948315,2022-11-11T18:25:48.315,1.459,0.823,-1.829,-0.518
1668183948354,2022-11-11T18:25:48.354,1.498,0.274,-2.591,-0.244
1668183948395,2022-11-11T18:25:48.395,1.539,0.823,-2.683,-0.884
1668183948435,2022-11-11T18:25:48.435,1.579,1.037,-2.470,-1.006
1668183948476,2022-11-11T18:25:48.476,1.620,0.823,-3.476,-1.890
1668183948517,2022-11-11T18:25:48.517,1.661,0.854,-2.866,-1.860
1668183948557,2022-11-11T18:25:48.557,1.701,-0.610,-1.921,0.030
1668183948598,2022-11-11T18:25:48.598,1.742,-1.128,-1.921,-0.823
1668183948639,2022-11-11T18:25:48.639,1.783,-0.366,-2.591,-2.957
1668183948678,2022-11-11T18:25:48.678,1.822,0.152,-1.829,-3.476
1668183948719,2022-11-11T18:25:48.719,1.863,-0.213,-2.927,-1.220
1668183948760,2022-11-11T18:25:48.760,1.904,-1.677,-4.421,-0.274
1668183948800,2022-11-11T18:25:48.800,1.944,-0.549,-2.439,-1.311
1668183948841,2022-11-11T18:25:48.841,1.985,0.183,0.274,-0.030
1668183948882,2022-11-11T18:25:48.882,2.026,-0.915,0.366,1.189
1668183948921,2022-11-11T18:25:48.921,2.065,-0.701,0.793,0.183
1668183948962,2022-11-11T18:25:48.962,2.106,-0.366,1.006,-1.067
1668183949003,2022-11-11T18:25:49.003,2.147,-0.640,-1.524,-0.915
1668183949043,2022-11-11T18:25:49.043,2.187,-1.311,-2.470,-0.610
1668183949084,2022-11-11T18:25:49.084,2.228,-0.427,0.854,-1.098
1668183949123,2022-11-11T18:25:49.123,2.267,0.396,1.494,-2.195
1668183949164,2022-11-11T18:25:49.164,2.308,0.610,-1.524,-2.622
1668183949205,2022-11-11T18:25:49.205,2.349,1.006,-2.622,-2.622
1668183949245,2022-11-11T18:25:49.245,2.389,1.402,-1.951,-1.372
1668183949286,2022-11-11T18:25:49.286,2.430,0.518,-1.585,0.976
1668183949327,2022-11-11T18:25:49.327,2.471,0.244,-0.427,1.128
1668183949367,2022-11-11T18:25:49.367,2.511,-0.396,0.793,1.921
