epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668253000028,2022-11-12T13:36:40.028,0.000,-0.331,-0.096,-0.950
1668253000068,2022-11-12T13:36:40.068,0.040,-0.350,-0.074,-0.953
1668253000108,2022-11-12T13:36:40.108,0.080,-0.347,-0.063,-0.951
1668253000148,2022-11-12T13:36:40.148,0.120,-0.340,-0.095,-0.950
1668253000188,2022-11-12T13:36:40.188,0.160,-0.342,-0.087,-0.951
1668253000228,2022-11-12T13:36:40.228,0.200,-0.346,-0.066,-0.951
1668253000268,2022-11-12T13:36:40.268,0.240,-0.335,-0.086,-0.952
1668253000308,2022-11-12T13:36:40.308,0.280,-0.336,-0.088,-0.953
1668253000348,2022-11-12T13:36:40.348,0.320,-0.340,-0.078,-0.950
1668253000388,2022-11-12T13:36:40.388,0.360,-0.344,-0.083,-0.949
1668253000428,2022-11-12T13:36:40.428,0.400,-0.342,-0.086,-0.951
1668253000468,2022-11-12T13:36:40.468,0.440,-0.338,-0.075,-0.953
1668253000508,2022-11-12T13:36:40.508,0.480,-0.345,-0.081,-0.950
1668253000548,2022-11-12T13:36:40.548,0.520,-0.341,-0.076,-0.952
1668253000588,2022-11-12T13:36:40.588,0.560,-0.333,-0.079,-0.952
1668253000628,2022-11-12T13:36:40.628,0.600,-0.347,-0.098,-0.949
1668253000668,2022-11-12T13:36:40.668,0.640,-0.342,-0.074,-0.951
1668253000708,2022-11-12T13:36:40.708,0.680,-0.340,-0.072,-0.952
1668253000748,2022-11-12T13:36:40.748,0.720,-0.341,-0.086,-0.952
1668253000788,2022-11-12T13:36:40.788,0.760,-0.331,-0.084,-0.954
1668253000828,2022-11-12T13:36:40.828,0.800,-0.338,-0.083,-0.952
1668253000868,2022-11-12T13:36:40.868,0.840,-0.334,-0.084,-0.953
1668253000908,2022-11-12T13:36:40.908,0.880,-0.339,-0.084,-0.952
1668253000948,2022-11-12T13:36:40.948,0.920,-0.340,-0.083,-0.952
1668253000988,2022-11-12T13:36:40.988,0.960,-0.341,-0.080,-0.952
1668253001028,2022-11-12T13:36:41.028,1.000,-0.342,-0.081,-0.950
1668253001068,2022-11-12T13:36:41.068,1.040,-0.345,-0.083,-0.949
1668253001108,2022-11-12T13:36:41.108,1.080,-0.341,-0.080,-0.950
1668253001148,2022-11-12T13:36:41.148,1.120,-0.338,-0.080,-0.952
1668253001188,2022-11-12T13:36:41.188,1.160,-0.336,-0.083,-0.953
1668253001228,2022-11-12T13:36:41.228,1.200,-0.341,-0.086,-0.950
1668253001268,2022-11-12T13:36:41.268,1.240,-0.342,-0.078,-0.951
1668253001308,2022-11-12T13:36:41.308,1.280,-0.342,-0.076,-0.950
1668253001348,2022-11-12T13:36:41.348,1.320,-0.341,-0.088,-0.951
1668253001388,2022-11-12T13:36:41.388,1.360,-0.332,-0.086,-0.953
1668253001428,2022-11-12T13:36:41.428,1.400,-0.336,-0.084,-0.952
1668253001468,2022-11-12T13:36:41.468,1.440,-0.339,-0.077,-0.951
1668253001508,2022-11-12T13:36:41.508,1.480,-0.346,-0.072,-0.949
1668253001548,2022-11-12T13:36:41.548,1.520,-0.343,-0.077,-0.950
1668253001588,2022-11-12T13:36:41.588,1.560,-0.334,-0.087,-0.954
1668253001628,2022-11-12T13:36:41.628,1.600,-0.334,-0.082,-0.952
1668253001668,2022-11-12T13:36:41.668,1.640,-0.332,-0.086,-0.952
1668253001708,2022-11-12T13:36:41.708,1.680,-0.335,-0.092,-0.952
1668253001748,2022-11-12T13:36:41.748,1.720,-0.341,-0.090,-0.948
1668253001788,2022-11-12T13:36:41.788,1.760,-0.339,-0.083,-0.952
1668253001828,2022-11-12T13:36:41.828,1.800,-0.337,-0.087,-0.952
1668253001868,2022-11-12T13:36:41.868,1.840,-0.340,-0.088,-0.950
1668253001908,2022-11-12T13:36:41.908,1.880,-0.333,-0.083,-0.953
1668253001948,2022-11-12T13:36:41.948,1.920,-0.343,-0.090,-0.948
1668253001988,2022-11-12T13:36:41.988,1.960,-0.336,-0.083,-0.953
1668253002028,2022-11-12T13:36:42.028,2.000,-0.333,-0.097,-0.951
1668253002068,2022-11-12T13:36:42.068,2.040,-0.340,-0.089,-0.950
1668253002108,2022-11-12T13:36:42.108,2.080,-0.338,-0.078,-0.951
1668253002148,2022-11-12T13:36:42.148,2.120,-0.340,-0.090,-0.950
1668253002188,2022-11-12T13:36:42.188,2.160,-0.336,-0.086,-0.952
1668253002228,2022-11-12T13:36:42.228,2.200,-0.336,-0.088,-0.950
1668253002268,2022-11-12T13:36:42.268,2.240,-0.348,-0.089,-0.948
1668253002308,2022-11-12T13:36:42.308,2.280,-0.334,-0.076,-0.952
1668253002348,2022-11-12T13:36:42.348,2.320,-0.322,-0.104,-0.956
1668253002388,2022-11-12T13:36:42.388,2.360,-0.333,-0.092,-0.952
1668253002428,2022-11-12T13:36:42.428,2.400,-0.356,-0.060,-0.947
1668253002468,2022-11-12T13:36:42.468,2.440,-0.336,-0.095,-0.952
1668253002508,2022-11-12T13:36:42.508,2.480,-0.338,-0.087,-0.951
1668253002548,2022-11-12T13:36:42.548,2.520,-0.329,-0.087,-0.954
1668253002588,2022-11-12T13:36:42.588,2.560,-0.344,-0.102,-0.946
1668253002628,2022-11-12T13:36:42.628,2.600,-0.326,-0.086,-0.955
1668253002668,2022-11-12T13:36:42.668,2.640,-0.329,-0.091,-0.952
1668253002708,2022-11-12T13:36:42.708,2.680,-0.352,-0.059,-0.950
1668253002748,2022-11-12T13:36:42.748,2.720,-0.368,-0.121,-0.938
1668253002788,2022-11-12T13:36:42.788,2.760,-0.323,-0.115,-0.950
1668253002828,2022-11-12T13:36:42.828,2.800,-0.313,-0.091,-0.959
1668253002868,2022-11-12T13:36:42.868,2.840,-0.355,-0.101,-0.944
1668253002908,2022-11-12T13:36:42.908,2.880,-0.349,-0.080,-0.948
1668253002948,2022-11-12T13:36:42.948,2.920,-0.338,-0.093,-0.952
1668253002988,2022-11-12T13:36:42.988,2.960,-0.331,-0.112,-0.951
1668253003028,2022-11-12T13:36:43.028,3.000,-0.342,-0.098,-0.948
1668253003068,2022-11-12T13:36:43.068,3.040,-0.333,-0.092,-0.952
1668253003108,2022-11-12T13:36:43.108,3.080,-0.350,-0.081,-0.949
1668253003148,2022-11-12T13:36:43.148,3.120,-0.328,-0.105,-0.952
1668253003188,2022-11-12T13:36:43.188,3.160,-0.344,-0.092,-0.946
1668253003228,2022-11-12T13:36:43.228,3.200,-0.348,-0.101,-0.947
1668253003268,2022-11-12T13:36:43.268,3.240,-0.341,-0.091,-0.948
1668253003308,2022-11-12T13:36:43.308,3.280,-0.344,-0.096,-0.947
1668253003348,2022-11-12T13:36:43.348,3.320,-0.334,-0.101,-0.950
1668253003388,2022-11-12T13:36:43.388,3.360,-0.339,-0.101,-0.948
1668253003428,2022-11-12T13:36:43.428,3.400,-0.338,-0.096,-0.951
1668253003468,2022-11-12T13:36:43.468,3.440,-0.345,-0.088,-0.946
1668253003508,2022-11-12T13:36:43.508,3.480,-0.348,-0.098,-0.948
1668253003548,2022-11-12T13:36:43.548,3.520,-0.333,-0.111,-0.949
1668253003588,2022-11-12T13:36:43.588,3.560,-0.336,-0.094,-0.950
1668253003628,2022-11-12T13:36:43.628,3.600,-0.343,-0.095,-0.948
1668253003668,2022-11-12T13:36:43.668,3.640,-0.343,-0.087,-0.948
1668253003708,2022-11-12T13:36:43.708,3.680,-0.333,-0.104,-0.950
1668253003748,2022-11-12T13:36:43.748,3.720,-0.338,-0.103,-0.948
1668253003788,2022-11-12T13:36:43.788,3.760,-0.340,-0.102,-0.949
1668253003828,2022-11-12T13:36:43.828,3.800,-0.341,-0.092,-0.948
1668253003868,2022-11-12T13:36:43.868,3.840,-0.338,-0.098,-0.949
1668253003908,2022-11-12T13:36:43.908,3.880,-0.339,-0.101,-0.948
1668253003948,2022-11-12T13:36:43.948,3.920,-0.339,-0.099,-0.948
1668253003988,2022-11-12T13:36:43.988,3.960,-0.339,-0.096,-0.950
1668253004028,2022-11-12T13:36:44.028,4.000,-0.339,-0.092,-0.949
1668253004068,2022-11-12T13:36:44.068,4.040,-0.343,-0.103,-0.946
1668253004108,2022-11-12T13:36:44.108,4.080,-0.338,-0.091,-0.949
1668253004148,2022-11-12T13:36:44.148,4.120,-0.339,-0.096,-0.949
1668253004188,2022-11-12T13:36:44.188,4.160,-0.339,-0.103,-0.950
1668253004228,2022-11-12T13:36:44.228,4.200,-0.340,-0.092,-0.950
1668253004268,2022-11-12T13:36:44.268,4.240,-0.341,-0.092,-0.949
1668253004308,2022-11-12T13:36:44.308,4.280,-0.342,-0.103,-0.947
1668253004348,2022-11-12T13:36:44.348,4.320,-0.337,-0.098,-0.949
1668253004388,2022-11-12T13:36:44.388,4.360,-0.337,-0.098,-0.950
1668253004428,2022-11-12T13:36:44.428,4.400,-0.339,-0.102,-0.949
1668253004468,2022-11-12T13:36:44.468,4.440,-0.339,-0.093,-0.950
1668253004508,2022-11-12T13:36:44.508,4.480,-0.340,-0.096,-0.949
1668253004548,2022-11-12T13:36:44.548,4.520,-0.339,-0.105,-0.948
1668253004588,2022-11-12T13:36:44.588,4.560,-0.339,-0.098,-0.949
1668253004628,2022-11-12T13:36:44.628,4.600,-0.340,-0.096,-0.949
1668253004668,2022-11-12T13:36:44.668,4.640,-0.336,-0.097,-0.950
1668253004708,2022-11-12T13:36:44.708,4.680,-0.341,-0.100,-0.947
1668253004748,2022-11-12T13:36:44.748,4.720,-0.338,-0.097,-0.949
1668253004788,2022-11-12T13:36:44.788,4.760,-0.340,-0.098,-0.948
1668253004828,2022-11-12T13:36:44.828,4.800,-0.340,-0.098,-0.949
1668253004868,2022-11-12T13:36:44.868,4.840,-0.340,-0.092,-0.949
1668253004908,2022-11-12T13:36:44.908,4.880,-0.339,-0.094,-0.950
1668253004948,2022-11-12T13:36:44.948,4.920,-0.342,-0.097,-0.947
1668253004988,2022-11-12T13:36:44.988,4.960,-0.337,-0.095,-0.948
1668253005028,2022-11-12T13:36:45.028,5.000,-0.338,-0.100,-0.949
1668253005068,2022-11-12T13:36:45.068,5.040,-0.338,-0.099,-0.950
1668253005108,2022-11-12T13:36:45.108,5.080,-0.338,-0.093,-0.949
1668253005148,2022-11-12T13:36:45.148,5.120,-0.341,-0.098,-0.948
1668253005188,2022-11-12T13:36:45.188,5.160,-0.339,-0.099,-0.949
1668253005228,2022-11-12T13:36:45.228,5.200,-0.338,-0.093,-0.950
1668253005268,2022-11-12T13:36:45.268,5.240,-0.337,-0.093,-0.949
1668253005308,2022-11-12T13:36:45.308,5.280,-0.338,-0.101,-0.950
1668253005348,2022-11-12T13:36:45.348,5.320,-0.338,-0.097,-0.949
1668253005388,2022-11-12T13:36:45.388,5.360,-0.340,-0.091,-0.949
1668253005428,2022-11-12T13:36:45.428,5.400,-0.339,-0.091,-0.949
1668253005468,2022-11-12T13:36:45.468,5.440,-0.341,-0.095,-0.947
1668253005508,2022-11-12T13:36:45.508,5.480,-0.336,-0.105,-0.948
1668253005548,2022-11-12T13:36:45.548,5.520,-0.335,-0.098,-0.950
1668253005588,2022-11-12T13:36:45.588,5.560,-0.336,-0.093,-0.951
1668253005628,2022-11-12T13:36:45.628,5.600,-0.339,-0.095,-0.950
1668253005668,2022-11-12T13:36:45.668,5.640,-0.339,-0.096,-0.949
1668253005708,2022-11-12T13:36:45.708,5.680,-0.340,-0.099,-0.948
1668253005748,2022-11-12T13:36:45.748,5.720,-0.339,-0.092,-0.948
1668253005788,2022-11-12T13:36:45.788,5.760,-0.339,-0.098,-0.950
1668253005828,2022-11-12T13:36:45.828,5.800,-0.339,-0.098,-0.949
1668253005868,2022-11-12T13:36:45.868,5.840,-0.335,-0.097,-0.949
1668253005908,2022-11-12T13:36:45.908,5.880,-0.337,-0.097,-0.950
1668253005948,2022-11-12T13:36:45.948,5.920,-0.337,-0.097,-0.949
1668253005988,2022-11-12T13:36:45.988,5.960,-0.337,-0.096,-0.949
1668253006028,2022-11-12T13:36:46.028,6.000,-0.335,-0.096,-0.952
1668253006068,2022-11-12T13:36:46.068,6.040,-0.341,-0.096,-0.947
1668253006108,2022-11-12T13:36:46.108,6.080,-0.338,-0.093,-0.949
1668253006148,2022-11-12T13:36:46.148,6.120,-0.337,-0.097,-0.949
1668253006188,2022-11-12T13:36:46.188,6.160,-0.338,-0.107,-0.950
1668253006228,2022-11-12T13:36:46.228,6.200,-0.338,-0.096,-0.949
1668253006268,2022-11-12T13:36:46.268,6.240,-0.337,-0.089,-0.950
1668253006308,2022-11-12T13:36:46.308,6.280,-0.339,-0.101,-0.949
1668253006348,2022-11-12T13:36:46.348,6.320,-0.336,-0.100,-0.950
1668253006388,2022-11-12T13:36:46.388,6.360,-0.340,-0.097,-0.948
1668253006428,2022-11-12T13:36:46.428,6.400,-0.340,-0.092,-0.949
1668253006468,2022-11-12T13:36:46.468,6.440,-0.336,-0.099,-0.950
1668253006508,2022-11-12T13:36:46.508,6.480,-0.338,-0.099,-0.950
1668253006548,2022-11-12T13:36:46.548,6.520,-0.340,-0.094,-0.949
1668253006588,2022-11-12T13:36:46.588,6.560,-0.337,-0.098,-0.950
1668253006628,2022-11-12T13:36:46.628,6.600,-0.339,-0.098,-0.948
1668253006668,2022-11-12T13:36:46.668,6.640,-0.339,-0.098,-0.950
1668253006708,2022-11-12T13:36:46.708,6.680,-0.334,-0.094,-0.951
1668253006748,2022-11-12T13:36:46.748,6.720,-0.339,-0.099,-0.949
1668253006788,2022-11-12T13:36:46.788,6.760,-0.339,-0.096,-0.950
1668253006828,2022-11-12T13:36:46.828,6.800,-0.339,-0.095,-0.949
1668253006868,2022-11-12T13:36:46.868,6.840,-0.338,-0.097,-0.950
1668253006908,2022-11-12T13:36:46.908,6.880,-0.339,-0.099,-0.948
1668253006948,2022-11-12T13:36:46.948,6.920,-0.337,-0.097,-0.951
1668253006988,2022-11-12T13:36:46.988,6.960,-0.337,-0.093,-0.950
1668253007028,2022-11-12T13:36:47.028,7.000,-0.339,-0.098,-0.948
1668253007068,2022-11-12T13:36:47.068,7.040,-0.336,-0.104,-0.950
1668253007108,2022-11-12T13:36:47.108,7.080,-0.339,-0.098,-0.949
1668253007148,2022-11-12T13:36:47.148,7.120,-0.340,-0.092,-0.949
1668253007188,2022-11-12T13:36:47.188,7.160,-0.340,-0.095,-0.949
1668253007228,2022-11-12T13:36:47.228,7.200,-0.339,-0.098,-0.949
1668253007268,2022-11-12T13:36:47.268,7.240,-0.337,-0.104,-0.949
1668253007308,2022-11-12T13:36:47.308,7.280,-0.338,-0.095,-0.950
1668253007348,2022-11-12T13:36:47.348,7.320,-0.340,-0.094,-0.951
1668253007388,2022-11-12T13:36:47.388,7.360,-0.337,-0.097,-0.949
1668253007428,2022-11-12T13:36:47.428,7.400,-0.341,-0.094,-0.948
1668253007468,2022-11-12T13:36:47.468,7.440,-0.337,-0.103,-0.949
1668253007508,2022-11-12T13:36:47.508,7.480,-0.342,-0.091,-0.950
1668253007548,2022-11-12T13:36:47.548,7.520,-0.336,-0.098,-0.950
1668253007588,2022-11-12T13:36:47.588,7.560,-0.340,-0.098,-0.948
1668253007628,2022-11-12T13:36:47.628,7.600,-0.339,-0.095,-0.950
1668253007668,2022-11-12T13:36:47.668,7.640,-0.341,-0.094,-0.949
1668253007708,2022-11-12T13:36:47.708,7.680,-0.336,-0.095,-0.951
1668253007748,2022-11-12T13:36:47.748,7.720,-0.336,-0.104,-0.947
1668253007788,2022-11-12T13:36:47.788,7.760,-0.339,-0.098,-0.949
1668253007828,2022-11-12T13:36:47.828,7.800,-0.337,-0.092,-0.950
1668253007868,2022-11-12T13:36:47.868,7.840,-0.340,-0.095,-0.949
1668253007908,2022-11-12T13:36:47.908,7.880,-0.339,-0.100,-0.948
1668253007948,2022-11-12T13:36:47.948,7.920,-0.339,-0.099,-0.950
1668253007988,2022-11-12T13:36:47.988,7.960,-0.339,-0.094,-0.949
1668253008028,2022-11-12T13:36:48.028,8.000,-0.337,-0.092,-0.951
1668253008068,2022-11-12T13:36:48.068,8.040,-0.339,-0.102,-0.948
1668253008108,2022-11-12T13:36:48.108,8.080,-0.334,-0.100,-0.950
1668253008148,2022-11-12T13:36:48.148,8.120,-0.339,-0.094,-0.948
1668253008188,2022-11-12T13:36:48.188,8.160,-0.341,-0.092,-0.949
1668253008228,2022-11-12T13:36:48.228,8.200,-0.339,-0.101,-0.950
1668253008268,2022-11-12T13:36:48.268,8.240,-0.337,-0.091,-0.948
1668253008308,2022-11-12T13:36:48.308,8.280,-0.338,-0.100,-0.950
1668253008348,2022-11-12T13:36:48.348,8.320,-0.343,-0.099,-0.948
1668253008388,2022-11-12T13:36:48.388,8.360,-0.335,-0.094,-0.949
1668253008428,2022-11-12T13:36:48.428,8.400,-0.338,-0.101,-0.949
1668253008468,2022-11-12T13:36:48.468,8.440,-0.341,-0.098,-0.948
1668253008508,2022-11-12T13:36:48.508,8.480,-0.337,-0.095,-0.948
1668253008548,2022-11-12T13:36:48.548,8.520,-0.336,-0.101,-0.949
1668253008588,2022-11-12T13:36:48.588,8.560,-0.339,-0.096,-0.949
1668253008628,2022-11-12T13:36:48.628,8.600,-0.336,-0.095,-0.950
1668253008668,2022-11-12T13:36:48.668,8.640,-0.337,-0.104,-0.950
1668253008708,2022-11-12T13:36:48.708,8.680,-0.339,-0.098,-0.949
1668253008748,2022-11-12T13:36:48.748,8.720,-0.338,-0.089,-0.950
1668253008788,2022-11-12T13:36:48.788,8.760,-0.342,-0.098,-0.949
1668253008828,2022-11-12T13:36:48.828,8.800,-0.330,-0.101,-0.951
1668253008868,2022-11-12T13:36:48.868,8.840,-0.337,-0.096,-0.951
1668253008908,2022-11-12T13:36:48.908,8.880,-0.349,-0.090,-0.946
1668253008948,2022-11-12T13:36:48.948,8.920,-0.339,-0.091,-0.948
1668253008988,2022-11-12T13:36:48.988,8.960,-0.342,-0.104,-0.949
1668253009028,2022-11-12T13:36:49.028,9.000,-0.333,-0.101,-0.950
1668253009068,2022-11-12T13:36:49.068,9.040,-0.331,-0.096,-0.950
1668253009108,2022-11-12T13:36:49.108,9.080,-0.336,-0.096,-0.951
1668253009148,2022-11-12T13:36:49.148,9.120,-0.345,-0.100,-0.947
1668253009188,2022-11-12T13:36:49.188,9.160,-0.342,-0.089,-0.949
1668253009228,2022-11-12T13:36:49.228,9.200,-0.339,-0.094,-0.950
1668253009268,2022-11-12T13:36:49.268,9.240,-0.338,-0.103,-0.948
1668253009308,2022-11-12T13:36:49.308,9.280,-0.333,-0.100,-0.952
