epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667906571115,2022-11-08T13:22:51.115,0.000,0.366,0.122,-0.518
1667906571155,2022-11-08T13:22:51.155,0.040,0.457,-0.061,0.457
1667906571195,2022-11-08T13:22:51.195,0.080,0.762,-0.091,0.183
1667906571235,2022-11-08T13:22:51.235,0.120,0.671,-0.183,0.030
1667906571275,2022-11-08T13:22:51.275,0.160,-0.518,-0.366,0.335
1667906571315,2022-11-08T13:22:51.315,0.200,0.366,-0.122,0.183
1667906571355,2022-11-08T13:22:51.355,0.240,0.274,-0.183,0.213
1667906571395,2022-11-08T13:22:51.395,0.280,-0.366,-0.549,0.335
1667906571435,2022-11-08T13:22:51.435,0.320,-0.183,-0.305,0.213
1667906571475,2022-11-08T13:22:51.475,0.360,-0.244,-0.183,0.030
1667906571515,2022-11-08T13:22:51.515,0.400,0.030,-0.274,-0.122
1667906571555,2022-11-08T13:22:51.555,0.440,0.122,-0.091,0.061
1667906571595,2022-11-08T13:22:51.595,0.480,-0.579,-0.183,0.396
1667906571635,2022-11-08T13:22:51.635,0.520,-0.488,0.091,0.396
1667906571675,2022-11-08T13:22:51.675,0.560,0.518,0.610,0.061
1667906571715,2022-11-08T13:22:51.715,0.600,-0.061,1.189,0.061
1667906571755,2022-11-08T13:22:51.755,0.640,-0.854,1.402,0.183
1667906571795,2022-11-08T13:22:51.795,0.680,0.732,2.226,-0.427
1667906571835,2022-11-08T13:22:51.835,0.720,1.616,0.701,-0.793
1667906571875,2022-11-08T13:22:51.875,0.760,1.982,0.488,-0.732
1667906571915,2022-11-08T13:22:51.915,0.800,2.561,0.396,-0.945
1667906571955,2022-11-08T13:22:51.955,0.840,2.988,0.183,-1.159
1667906571995,2022-11-08T13:22:51.995,0.880,3.841,0.061,-1.189
1667906572035,2022-11-08T13:22:52.035,0.920,3.628,-0.549,-0.823
1667906572075,2022-11-08T13:22:52.075,0.960,2.530,-1.098,-0.488
1667906572115,2022-11-08T13:22:52.115,1.000,4.085,-1.585,-0.488
1667906572155,2022-11-08T13:22:52.155,1.040,4.085,-1.677,-0.244
1667906572195,2022-11-08T13:22:52.195,1.080,1.890,-1.921,0.274
1667906572235,2022-11-08T13:22:52.235,1.120,3.476,-1.311,-0.518
1667906572275,2022-11-08T13:22:52.275,1.160,3.415,-0.976,-0.732
1667906572315,2022-11-08T13:22:52.315,1.200,1.524,-1.646,-0.030
1667906572355,2022-11-08T13:22:52.355,1.240,1.402,-1.006,0.030
1667906572395,2022-11-08T13:22:52.395,1.280,0.610,-0.366,-0.244
1667906572435,2022-11-08T13:22:52.435,1.320,-0.030,-0.183,-0.549
1667906572475,2022-11-08T13:22:52.475,1.360,1.738,0.122,-0.671
1667906572515,2022-11-08T13:22:52.515,1.400,1.098,0.152,-0.579
1667906572555,2022-11-08T13:22:52.555,1.440,0.030,-0.030,-0.549
1667906572595,2022-11-08T13:22:52.595,1.480,1.890,0.396,-0.640
1667906572635,2022-11-08T13:22:52.635,1.520,1.616,-0.152,-0.518
1667906572675,2022-11-08T13:22:52.675,1.560,-0.061,-0.732,0.061
1667906572715,2022-11-08T13:22:52.715,1.600,0.579,-0.366,0.091
1667906572755,2022-11-08T13:22:52.755,1.640,1.585,-0.701,0.183
1667906572795,2022-11-08T13:22:52.795,1.680,-1.189,-1.006,0.549
1667906572835,2022-11-08T13:22:52.835,1.720,1.372,0.000,0.152
1667906572875,2022-11-08T13:22:52.875,1.760,0.366,-0.335,0.061
1667906572915,2022-11-08T13:22:52.915,1.800,0.061,-0.213,0.152
1667906572955,2022-11-08T13:22:52.955,1.840,0.488,0.061,0.152
1667906572995,2022-11-08T13:22:52.995,1.880,-0.335,-0.396,0.335
1667906573035,2022-11-08T13:22:53.035,1.920,0.610,-0.152,0.335
1667906573075,2022-11-08T13:22:53.075,1.960,0.549,-0.335,0.152
1667906573115,2022-11-08T13:22:53.115,2.000,0.854,-0.244,0.000
1667906573155,2022-11-08T13:22:53.155,2.040,0.396,-0.213,0.183
1667906573195,2022-11-08T13:22:53.195,2.080,0.884,-0.030,0.152
1667906573235,2022-11-08T13:22:53.235,2.120,1.555,-0.091,0.000
1667906573275,2022-11-08T13:22:53.275,2.160,-0.030,-0.244,0.061
1667906573315,2022-11-08T13:22:53.315,2.200,2.043,0.000,-0.335
1667906573355,2022-11-08T13:22:53.355,2.240,1.067,-0.213,-0.213
1667906573395,2022-11-08T13:22:53.395,2.280,-1.067,-0.945,0.152
1667906573435,2022-11-08T13:22:53.435,2.320,1.677,-0.305,-0.610
1667906573475,2022-11-08T13:22:53.475,2.360,2.165,0.030,-0.671
1667906573515,2022-11-08T13:22:53.515,2.400,-0.305,-0.427,0.122
1667906573555,2022-11-08T13:22:53.555,2.440,0.640,-0.061,0.061
1667906573595,2022-11-08T13:22:53.595,2.480,1.372,0.000,0.061
1667906573635,2022-11-08T13:22:53.635,2.520,0.183,-0.457,0.396
1667906573675,2022-11-08T13:22:53.675,2.560,0.884,-0.030,0.091
1667906573715,2022-11-08T13:22:53.715,2.600,0.457,-0.305,0.213
1667906573755,2022-11-08T13:22:53.755,2.640,-0.061,-0.305,0.305
1667906573795,2022-11-08T13:22:53.795,2.680,1.433,0.091,0.030
1667906573835,2022-11-08T13:22:53.835,2.720,1.463,-0.213,0.061
1667906573875,2022-11-08T13:22:53.875,2.760,0.793,-0.244,0.183
1667906573915,2022-11-08T13:22:53.915,2.800,0.579,-0.183,0.244
1667906573955,2022-11-08T13:22:53.955,2.840,1.433,0.061,-0.122
1667906573995,2022-11-08T13:22:53.995,2.880,1.220,-0.061,-0.183
1667906574035,2022-11-08T13:22:54.035,2.920,0.518,-0.213,0.122
1667906574075,2022-11-08T13:22:54.075,2.960,0.915,-0.183,0.061
1667906574115,2022-11-08T13:22:54.115,3.000,1.402,-0.152,-0.030
1667906574155,2022-11-08T13:22:54.155,3.040,0.915,-0.335,0.091
1667906574195,2022-11-08T13:22:54.195,3.080,0.945,-0.305,0.122
1667906574235,2022-11-08T13:22:54.235,3.120,1.707,-0.183,-0.183
1667906574275,2022-11-08T13:22:54.275,3.160,0.732,-0.366,0.030
1667906574315,2022-11-08T13:22:54.315,3.200,0.579,-0.335,0.152
1667906574355,2022-11-08T13:22:54.355,3.240,0.762,-0.274,0.305
1667906574395,2022-11-08T13:22:54.395,3.280,0.427,-0.457,0.335
1667906574435,2022-11-08T13:22:54.435,3.320,1.433,-0.213,0.061
1667906574475,2022-11-08T13:22:54.475,3.360,0.366,-0.091,0.305
1667906574515,2022-11-08T13:22:54.515,3.400,0.427,-0.305,0.305
1667906574555,2022-11-08T13:22:54.555,3.440,0.396,-0.457,0.213
1667906574595,2022-11-08T13:22:54.595,3.480,0.488,-0.274,0.152
1667906574635,2022-11-08T13:22:54.635,3.520,0.732,-0.122,0.152
1667906574675,2022-11-08T13:22:54.675,3.560,1.250,-0.061,0.091
1667906574715,2022-11-08T13:22:54.715,3.600,0.732,-0.183,0.244
1667906574755,2022-11-08T13:22:54.755,3.640,0.427,-0.305,0.305
1667906574795,2022-11-08T13:22:54.795,3.680,0.793,-0.396,0.213
1667906574835,2022-11-08T13:22:54.835,3.720,1.098,-0.122,0.000
1667906574875,2022-11-08T13:22:54.875,3.760,0.396,-0.274,0.091
1667906574915,2022-11-08T13:22:54.915,3.800,0.945,-0.183,0.000
1667906574955,2022-11-08T13:22:54.955,3.840,1.098,-0.091,-0.122
1667906574995,2022-11-08T13:22:54.995,3.880,0.427,-0.244,-0.091
1667906575035,2022-11-08T13:22:55.035,3.920,0.610,-0.183,-0.183
1667906575075,2022-11-08T13:22:55.075,3.960,0.945,-0.183,-0.061
1667906575115,2022-11-08T13:22:55.115,4.000,0.671,-0.335,-0.061
1667906575155,2022-11-08T13:22:55.155,4.040,0.183,-0.335,0.030
1667906575195,2022-11-08T13:22:55.195,4.080,0.640,-0.122,0.030
1667906575235,2022-11-08T13:22:55.235,4.120,1.341,0.030,-0.152
1667906575275,2022-11-08T13:22:55.275,4.160,0.640,-0.335,-0.030
1667906575315,2022-11-08T13:22:55.315,4.200,-0.274,-0.610,0.213
1667906575355,2022-11-08T13:22:55.355,4.240,0.671,-0.152,0.030
1667906575395,2022-11-08T13:22:55.395,4.280,1.585,-0.061,-0.061
1667906575435,2022-11-08T13:22:55.435,4.320,-0.091,-0.488,0.244
1667906575475,2022-11-08T13:22:55.475,4.360,0.427,-0.122,0.213
1667906575515,2022-11-08T13:22:55.515,4.400,1.585,-0.183,0.122
1667906575555,2022-11-08T13:22:55.555,4.440,0.396,-0.366,0.244
1667906575595,2022-11-08T13:22:55.595,4.480,-0.030,-0.213,0.213
1667906575635,2022-11-08T13:22:55.635,4.520,-0.274,-0.091,0.274
1667906575675,2022-11-08T13:22:55.675,4.560,0.030,-0.213,0.122
1667906575715,2022-11-08T13:22:55.715,4.600,0.122,-0.091,-0.122
1667906575755,2022-11-08T13:22:55.755,4.640,-0.305,0.152,-0.244
1667906575795,2022-11-08T13:22:55.795,4.680,0.061,0.457,-0.061
1667906575835,2022-11-08T13:22:55.835,4.720,0.335,0.671,-0.152
1667906575875,2022-11-08T13:22:55.875,4.760,0.122,0.640,0.091
1667906575915,2022-11-08T13:22:55.915,4.800,-0.488,0.335,0.122
1667906575955,2022-11-08T13:22:55.955,4.840,-0.305,0.122,0.122
1667906575995,2022-11-08T13:22:55.995,4.880,0.274,0.091,0.274
1667906576035,2022-11-08T13:22:56.035,4.920,-0.152,-0.244,0.366
1667906576075,2022-11-08T13:22:56.075,4.960,-0.091,-0.274,0.274
1667906576115,2022-11-08T13:22:56.115,5.000,0.945,-0.183,0.061
1667906576155,2022-11-08T13:22:56.155,5.040,0.640,-0.396,0.122
1667906576195,2022-11-08T13:22:56.195,5.080,0.244,-0.366,0.091
1667906576235,2022-11-08T13:22:56.235,5.120,0.854,-0.152,0.061
1667906576275,2022-11-08T13:22:56.275,5.160,1.037,-0.244,0.000
1667906576315,2022-11-08T13:22:56.315,5.200,0.427,-0.335,0.152
1667906576355,2022-11-08T13:22:56.355,5.240,0.701,-0.274,0.122
1667906576395,2022-11-08T13:22:56.395,5.280,0.640,-0.305,0.091
1667906576435,2022-11-08T13:22:56.435,5.320,0.945,-0.274,-0.091
1667906576475,2022-11-08T13:22:56.475,5.360,0.823,-0.305,-0.091
1667906576515,2022-11-08T13:22:56.515,5.400,0.884,-0.152,-0.061
1667906576555,2022-11-08T13:22:56.555,5.440,1.250,-0.183,-0.030
1667906576595,2022-11-08T13:22:56.595,5.480,1.037,-0.183,0.000
1667906576635,2022-11-08T13:22:56.635,5.520,1.159,-0.061,-0.030
1667906576675,2022-11-08T13:22:56.675,5.560,1.402,-0.183,-0.030
1667906576715,2022-11-08T13:22:56.715,5.600,1.250,-0.122,0.030
1667906576755,2022-11-08T13:22:56.755,5.640,0.762,-0.152,0.091
1667906576795,2022-11-08T13:22:56.795,5.680,0.579,-0.366,0.061
1667906576835,2022-11-08T13:22:56.835,5.720,0.945,-0.305,0.030
1667906576875,2022-11-08T13:22:56.875,5.760,1.098,-0.183,-0.183
1667906576915,2022-11-08T13:22:56.915,5.800,1.280,-0.030,-0.091
1667906576955,2022-11-08T13:22:56.955,5.840,0.915,-0.122,0.061
1667906576995,2022-11-08T13:22:56.995,5.880,1.037,-0.152,0.000
1667906577035,2022-11-08T13:22:57.035,5.920,1.341,-0.274,-0.091
1667906577075,2022-11-08T13:22:57.075,5.960,1.006,-0.274,0.061
1667906577115,2022-11-08T13:22:57.115,6.000,1.006,-0.061,0.061
1667906577155,2022-11-08T13:22:57.155,6.040,1.372,-0.061,-0.091
1667906577195,2022-11-08T13:22:57.195,6.080,1.159,-0.213,-0.122
1667906577235,2022-11-08T13:22:57.235,6.120,0.854,-0.244,-0.061
1667906577275,2022-11-08T13:22:57.275,6.160,1.098,-0.244,0.061
1667906577315,2022-11-08T13:22:57.315,6.200,1.067,-0.213,-0.061
1667906577355,2022-11-08T13:22:57.355,6.240,0.976,-0.213,-0.091
1667906577395,2022-11-08T13:22:57.395,6.280,0.579,-0.305,-0.030
1667906577435,2022-11-08T13:22:57.435,6.320,0.793,-0.183,0.000
1667906577475,2022-11-08T13:22:57.475,6.360,0.701,-0.183,-0.030
1667906577515,2022-11-08T13:22:57.515,6.400,0.762,-0.152,-0.152
1667906577555,2022-11-08T13:22:57.555,6.440,0.854,-0.061,-0.061
1667906577595,2022-11-08T13:22:57.595,6.480,0.945,-0.122,0.030
1667906577635,2022-11-08T13:22:57.635,6.520,0.854,-0.183,0.030
1667906577675,2022-11-08T13:22:57.675,6.560,0.732,-0.244,-0.061
1667906577715,2022-11-08T13:22:57.715,6.600,0.945,-0.274,0.030
1667906577755,2022-11-08T13:22:57.755,6.640,0.915,-0.152,0.061
1667906577795,2022-11-08T13:22:57.795,6.680,0.671,-0.274,0.030
1667906577835,2022-11-08T13:22:57.835,6.720,0.976,-0.274,-0.030
1667906577875,2022-11-08T13:22:57.875,6.760,1.402,-0.030,-0.030
1667906577915,2022-11-08T13:22:57.915,6.800,0.854,-0.244,0.000
1667906577955,2022-11-08T13:22:57.955,6.840,0.884,-0.152,-0.030
1667906577995,2022-11-08T13:22:57.995,6.880,0.732,-0.183,0.030
1667906578035,2022-11-08T13:22:58.035,6.920,1.037,-0.244,0.000
1667906578075,2022-11-08T13:22:58.075,6.960,0.976,-0.091,-0.122
1667906578115,2022-11-08T13:22:58.115,7.000,1.067,-0.122,-0.122
1667906578155,2022-11-08T13:22:58.155,7.040,0.793,-0.274,0.061
1667906578195,2022-11-08T13:22:58.195,7.080,1.189,-0.152,-0.030
1667906578235,2022-11-08T13:22:58.235,7.120,1.067,-0.183,-0.091
1667906578275,2022-11-08T13:22:58.275,7.160,0.579,-0.244,-0.061
1667906578315,2022-11-08T13:22:58.315,7.200,1.067,-0.152,-0.122
1667906578355,2022-11-08T13:22:58.355,7.240,0.945,-0.152,-0.061
1667906578395,2022-11-08T13:22:58.395,7.280,1.006,-0.152,-0.091
1667906578435,2022-11-08T13:22:58.435,7.320,0.915,-0.335,-0.122
1667906578475,2022-11-08T13:22:58.475,7.360,0.732,-0.335,-0.091
1667906578515,2022-11-08T13:22:58.515,7.400,0.915,-0.244,-0.091
1667906578555,2022-11-08T13:22:58.555,7.440,1.037,-0.213,-0.091
1667906578595,2022-11-08T13:22:58.595,7.480,0.793,-0.244,-0.122
1667906578635,2022-11-08T13:22:58.635,7.520,0.335,-0.244,0.091
1667906578675,2022-11-08T13:22:58.675,7.560,1.006,-0.274,0.030
1667906578715,2022-11-08T13:22:58.715,7.600,0.640,-0.274,-0.061
1667906578755,2022-11-08T13:22:58.755,7.640,0.915,-0.244,-0.061
1667906578795,2022-11-08T13:22:58.795,7.680,0.762,-0.213,-0.030
1667906578835,2022-11-08T13:22:58.835,7.720,0.732,-0.091,0.061
1667906578875,2022-11-08T13:22:58.875,7.760,1.402,0.000,-0.030
1667906578915,2022-11-08T13:22:58.915,7.800,0.427,-0.244,0.061
1667906578955,2022-11-08T13:22:58.955,7.840,0.335,-0.335,0.122
1667906578995,2022-11-08T13:22:58.995,7.880,1.037,-0.091,-0.061
1667906579035,2022-11-08T13:22:59.035,7.920,0.732,-0.244,-0.030
1667906579075,2022-11-08T13:22:59.075,7.960,0.762,-0.274,-0.030
1667906579115,2022-11-08T13:22:59.115,8.000,1.037,-0.122,-0.122
1667906579155,2022-11-08T13:22:59.155,8.040,0.823,-0.152,-0.061
1667906579195,2022-11-08T13:22:59.195,8.080,0.915,-0.122,-0.091
1667906579235,2022-11-08T13:22:59.235,8.120,0.671,-0.305,0.000
1667906579275,2022-11-08T13:22:59.275,8.160,0.793,-0.274,-0.030
1667906579315,2022-11-08T13:22:59.315,8.200,0.762,-0.213,-0.091
1667906579355,2022-11-08T13:22:59.355,8.240,0.518,-0.396,-0.061
1667906579395,2022-11-08T13:22:59.395,8.280,0.701,-0.427,-0.061
1667906579435,2022-11-08T13:22:59.435,8.320,0.884,-0.213,-0.030
1667906579475,2022-11-08T13:22:59.475,8.360,1.037,-0.213,-0.091
1667906579515,2022-11-08T13:22:59.515,8.400,0.793,-0.305,-0.030
1667906579555,2022-11-08T13:22:59.555,8.440,0.945,-0.152,0.000
1667906579595,2022-11-08T13:22:59.595,8.480,0.732,-0.122,0.030
1667906579635,2022-11-08T13:22:59.635,8.520,1.128,-0.183,0.030
1667906579675,2022-11-08T13:22:59.675,8.560,1.037,-0.244,0.000
1667906579715,2022-11-08T13:22:59.715,8.600,1.006,-0.152,0.061
1667906579755,2022-11-08T13:22:59.755,8.640,1.159,-0.152,-0.030
1667906579795,2022-11-08T13:22:59.795,8.680,0.457,-0.457,0.061
1667906579835,2022-11-08T13:22:59.835,8.720,0.671,-0.183,0.061
1667906579875,2022-11-08T13:22:59.875,8.760,1.159,0.030,0.000
1667906579915,2022-11-08T13:22:59.915,8.800,0.518,-0.213,0.183
1667906579955,2022-11-08T13:22:59.955,8.840,0.793,-0.091,0.030
1667906579995,2022-11-08T13:22:59.995,8.880,0.732,-0.335,0.030
1667906580035,2022-11-08T13:23:00.035,8.920,0.762,-0.213,0.122
1667906580075,2022-11-08T13:23:00.075,8.960,0.732,-0.152,0.030
1667906580115,2022-11-08T13:23:00.115,9.000,0.335,-0.335,0.122
1667906580155,2022-11-08T13:23:00.155,9.040,0.884,-0.122,0.030
1667906580195,2022-11-08T13:23:00.195,9.080,0.854,-0.213,-0.061
1667906580235,2022-11-08T13:23:00.235,9.120,0.671,-0.274,-0.030
1667906580275,2022-11-08T13:23:00.275,9.160,0.366,-0.335,0.000
1667906580315,2022-11-08T13:23:00.315,9.200,0.884,-0.183,0.030
1667906580355,2022-11-08T13:23:00.355,9.240,0.945,-0.091,0.030
1667906580395,2022-11-08T13:23:00.395,9.280,0.671,-0.152,0.061
1667906580435,2022-11-08T13:23:00.435,9.320,0.945,-0.274,0.091
1667906580475,2022-11-08T13:23:00.475,9.360,0.610,-0.305,0.030
1667906580515,2022-11-08T13:23:00.515,9.400,0.640,-0.213,0.000
1667906580555,2022-11-08T13:23:00.555,9.440,0.945,-0.122,0.030
1667906580595,2022-11-08T13:23:00.595,9.480,0.762,-0.152,0.030
1667906580635,2022-11-08T13:23:00.635,9.520,0.732,-0.122,-0.061
1667906580675,2022-11-08T13:23:00.675,9.560,0.579,-0.152,0.030
1667906580715,2022-11-08T13:23:00.715,9.600,0.549,-0.213,0.152
1667906580755,2022-11-08T13:23:00.755,9.640,0.732,-0.274,0.061
1667906580795,2022-11-08T13:23:00.795,9.680,0.762,-0.183,-0.061
