epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668178347302,2022-11-11T16.52.27.302,3.680,1.067,-0.244,0.457
1668178347342,2022-11-11T16.52.27.342,3.720,0.793,0.000,0.640
1668178347382,2022-11-11T16.52.27.382,3.760,0.732,0.000,0.579
1668178347422,2022-11-11T16.52.27.422,3.800,0.579,-0.244,0.427
1668178347462,2022-11-11T16.52.27.462,3.840,0.915,-0.122,0.183
1668178347502,2022-11-11T16.52.27.502,3.880,1.128,-0.244,0.213
1668178347542,2022-11-11T16.52.27.542,3.920,0.762,-0.396,0.335
1668178347582,2022-11-11T16.52.27.582,3.960,1.067,-0.122,0.213
1668178347622,2022-11-11T16.52.27.622,4.000,0.793,-0.183,0.518
1668178347662,2022-11-11T16.52.27.662,4.040,0.610,-0.274,1.006
1668178347702,2022-11-11T16.52.27.702,4.080,0.305,-0.213,1.189
1668178347742,2022-11-11T16.52.27.742,4.120,0.945,0.000,0.823
1668178347782,2022-11-11T16.52.27.782,4.160,1.067,0.183,1.006
1668178347822,2022-11-11T16.52.27.822,4.200,0.396,-0.030,1.037
1668178347862,2022-11-11T16.52.27.862,4.240,-0.183,-0.335,1.159
1668178347902,2022-11-11T16.52.27.902,4.280,-0.396,-0.701,0.915
1668178347942,2022-11-11T16.52.27.942,4.320,0.915,-0.152,0.396
1668178347982,2022-11-11T16.52.27.982,4.360,0.488,-0.274,0.671
1668178348022,2022-11-11T16.52.28.022,4.400,0.671,-0.244,0.518
1668178348062,2022-11-11T16.52.28.062,4.440,0.762,-0.244,0.396
1668178348102,2022-11-11T16.52.28.102,4.480,0.823,-0.091,0.427
1668178348142,2022-11-11T16.52.28.142,4.520,1.037,0.122,0.427
1668178348182,2022-11-11T16.52.28.182,4.560,0.579,0.061,0.671
1668178348222,2022-11-11T16.52.28.222,4.600,-0.213,-0.274,1.037
1668178348262,2022-11-11T16.52.28.262,4.640,0.000,-0.457,0.884
1668178348302,2022-11-11T16.52.28.302,4.680,1.677,-0.152,0.152
1668178348342,2022-11-11T16.52.28.342,4.720,0.457,-0.518,0.854
1668178348382,2022-11-11T16.52.28.382,4.760,-0.122,-0.488,1.280
1668178348422,2022-11-11T16.52.28.422,4.800,-0.152,-0.274,1.067
1668178348462,2022-11-11T16.52.28.462,4.840,0.427,-0.030,0.671
1668178348502,2022-11-11T16.52.28.502,4.880,0.122,-0.244,0.762
1668178348542,2022-11-11T16.52.28.542,4.920,0.396,-0.152,0.579
1668178348582,2022-11-11T16.52.28.582,4.960,0.305,0.000,0.793
1668178348622,2022-11-11T16.52.28.622,5.000,-0.091,-0.122,1.006
1668178348662,2022-11-11T16.52.28.662,5.040,0.335,-0.305,0.701
1668178348702,2022-11-11T16.52.28.702,5.080,0.488,-0.305,0.640
1668178348742,2022-11-11T16.52.28.742,5.120,0.427,-0.274,0.671
1668178348782,2022-11-11T16.52.28.782,5.160,0.274,-0.396,0.793
1668178348822,2022-11-11T16.52.28.822,5.200,0.061,-0.488,0.945
1668178348862,2022-11-11T16.52.28.862,5.240,-0.152,-0.518,1.159
1668178348902,2022-11-11T16.52.28.902,5.280,0.091,-0.305,0.945
1668178348942,2022-11-11T16.52.28.942,5.320,0.427,-0.244,0.610
1668178348982,2022-11-11T16.52.28.982,5.360,0.366,-0.366,0.640
1668178349022,2022-11-11T16.52.29.022,5.400,0.366,-0.213,0.701
1668178349062,2022-11-11T16.52.29.062,5.440,0.213,-0.305,0.793
1668178349102,2022-11-11T16.52.29.102,5.480,0.335,-0.366,0.762
1668178349142,2022-11-11T16.52.29.142,5.520,0.457,-0.244,0.518
1668178349182,2022-11-11T16.52.29.182,5.560,0.976,-0.061,0.213
1668178349222,2022-11-11T16.52.29.222,5.600,0.884,-0.030,0.183
1668178349262,2022-11-11T16.52.29.262,5.640,0.732,-0.061,0.213
1668178349302,2022-11-11T16.52.29.302,5.680,0.945,-0.061,0.122
1668178349342,2022-11-11T16.52.29.342,5.720,0.945,-0.152,0.183
1668178349382,2022-11-11T16.52.29.382,5.760,1.037,-0.122,0.152
1668178349422,2022-11-11T16.52.29.422,5.800,1.250,0.030,0.030
1668178349462,2022-11-11T16.52.29.462,5.840,0.488,-0.183,0.579
1668178349502,2022-11-11T16.52.29.502,5.880,0.122,-0.305,0.884
1668178349542,2022-11-11T16.52.29.542,5.920,0.793,0.061,0.732
1668178349582,2022-11-11T16.52.29.582,5.960,1.159,0.000,0.640
1668178349622,2022-11-11T16.52.29.622,6.000,0.610,-0.152,0.945
1668178349662,2022-11-11T16.52.29.662,6.040,0.671,0.030,0.762
1668178349702,2022-11-11T16.52.29.702,6.080,0.549,-0.213,0.579
1668178349742,2022-11-11T16.52.29.742,6.120,1.280,-0.213,0.000
1668178349782,2022-11-11T16.52.29.782,6.160,1.189,-0.122,-0.030
1668178349822,2022-11-11T16.52.29.822,6.200,0.854,0.030,0.213
1668178349862,2022-11-11T16.52.29.862,6.240,0.732,-0.152,0.274
1668178349902,2022-11-11T16.52.29.902,6.280,0.976,-0.152,-0.061
1668178349942,2022-11-11T16.52.29.942,6.320,1.006,-0.122,-0.335
1668178349982,2022-11-11T16.52.29.982,6.360,1.128,-0.152,-0.305
1668178350022,2022-11-11T16.52.30.022,6.400,0.701,-0.213,0.518
1668178350062,2022-11-11T16.52.30.062,6.440,-0.122,-0.030,1.524
1668178350102,2022-11-11T16.52.30.102,6.480,0.091,-0.061,1.372
1668178350142,2022-11-11T16.52.30.142,6.520,0.305,-0.244,0.915
1668178350182,2022-11-11T16.52.30.182,6.560,0.335,-0.152,0.732
1668178350222,2022-11-11T16.52.30.222,6.600,0.152,-0.122,0.945
1668178350262,2022-11-11T16.52.30.262,6.640,0.427,0.000,0.915
1668178350302,2022-11-11T16.52.30.302,6.680,0.305,0.030,1.006
1668178350342,2022-11-11T16.52.30.342,6.720,0.610,0.000,0.884
1668178350382,2022-11-11T16.52.30.382,6.760,0.579,-0.152,0.762
1668178350422,2022-11-11T16.52.30.422,6.800,0.488,-0.274,0.671
1668178350462,2022-11-11T16.52.30.462,6.840,0.823,-0.213,0.488
1668178350502,2022-11-11T16.52.30.502,6.880,0.854,-0.183,0.457
1668178350542,2022-11-11T16.52.30.542,6.920,0.610,-0.244,0.549
1668178350582,2022-11-11T16.52.30.582,6.960,0.671,-0.213,0.457
1668178350622,2022-11-11T16.52.30.622,7.000,0.793,-0.122,0.335
1668178350662,2022-11-11T16.52.30.662,7.040,1.006,-0.183,0.152
1668178350702,2022-11-11T16.52.30.702,7.080,0.915,-0.274,0.152
1668178350742,2022-11-11T16.52.30.742,7.120,0.945,-0.274,0.091
1668178350782,2022-11-11T16.52.30.782,7.160,1.037,-0.152,0.213
1668178350822,2022-11-11T16.52.30.822,7.200,0.701,-0.152,0.427
1668178350862,2022-11-11T16.52.30.862,7.240,0.610,-0.183,0.457
1668178350902,2022-11-11T16.52.30.902,7.280,0.671,-0.183,0.396
1668178350942,2022-11-11T16.52.30.942,7.320,0.671,-0.061,0.488
1668178350982,2022-11-11T16.52.30.982,7.360,0.854,0.030,0.457
1668178351022,2022-11-11T16.52.31.022,7.400,1.128,-0.122,0.274
1668178351062,2022-11-11T16.52.31.062,7.440,0.793,-0.305,0.396
1668178351102,2022-11-11T16.52.31.102,7.480,0.518,-0.152,0.427
1668178351142,2022-11-11T16.52.31.142,7.520,0.732,-0.030,0.244
1668178351182,2022-11-11T16.52.31.182,7.560,1.098,-0.122,0.030
1668178351222,2022-11-11T16.52.31.222,7.600,1.006,-0.213,0.122
1668178351262,2022-11-11T16.52.31.262,7.640,0.366,-0.122,0.610
1668178351302,2022-11-11T16.52.31.302,7.680,0.000,-0.213,0.945
1668178351342,2022-11-11T16.52.31.342,7.720,0.457,-0.183,0.610
1668178351382,2022-11-11T16.52.31.382,7.760,1.555,-0.152,-0.152
1668178351422,2022-11-11T16.52.31.422,7.800,1.524,-0.244,-0.152
1668178351462,2022-11-11T16.52.31.462,7.840,0.884,-0.274,0.244
1668178351502,2022-11-11T16.52.31.502,7.880,0.945,-0.122,0.152
1668178351542,2022-11-11T16.52.31.542,7.920,0.640,-0.305,0.213
1668178351582,2022-11-11T16.52.31.582,7.960,0.549,-0.244,0.518
1668178351622,2022-11-11T16.52.31.622,8.000,0.396,-0.122,0.762
1668178351662,2022-11-11T16.52.31.662,8.040,0.183,-0.183,0.854
1668178351702,2022-11-11T16.52.31.702,8.080,0.732,-0.244,0.274
1668178351742,2022-11-11T16.52.31.742,8.120,1.067,-0.274,-0.030
1668178351782,2022-11-11T16.52.31.782,8.160,0.701,-0.244,0.213
1668178351822,2022-11-11T16.52.31.822,8.200,1.067,-0.122,0.122
1668178351862,2022-11-11T16.52.31.862,8.240,1.006,-0.152,0.244
1668178351902,2022-11-11T16.52.31.902,8.280,0.518,-0.244,0.671
1668178351942,2022-11-11T16.52.31.942,8.320,0.701,-0.122,0.488
1668178351982,2022-11-11T16.52.31.982,8.360,0.854,-0.183,0.396
1668178352022,2022-11-11T16.52.32.022,8.400,0.793,-0.122,0.427
1668178352062,2022-11-11T16.52.32.062,8.440,0.762,-0.152,0.457
1668178352102,2022-11-11T16.52.32.102,8.480,0.701,-0.152,0.701
1668178352142,2022-11-11T16.52.32.142,8.520,0.488,-0.213,0.793
1668178352182,2022-11-11T16.52.32.182,8.560,1.189,-0.091,0.122
1668178352222,2022-11-11T16.52.32.222,8.600,1.311,-0.091,-0.030
1668178352262,2022-11-11T16.52.32.262,8.640,0.915,0.061,0.335
1668178352302,2022-11-11T16.52.32.302,8.680,0.762,0.091,0.457
1668178352342,2022-11-11T16.52.32.342,8.720,0.671,0.000,0.488
1668178352382,2022-11-11T16.52.32.382,8.760,0.488,-0.030,0.640
1668178352422,2022-11-11T16.52.32.422,8.800,0.854,0.061,0.427
1668178352462,2022-11-11T16.52.32.462,8.840,1.220,-0.091,0.030
1668178352502,2022-11-11T16.52.32.502,8.880,0.732,-0.274,0.213
1668178352542,2022-11-11T16.52.32.542,8.920,0.579,-0.091,0.549
1668178352582,2022-11-11T16.52.32.582,8.960,0.701,-0.061,0.610
1668178352622,2022-11-11T16.52.32.622,9.000,0.427,-0.183,0.854
1668178352662,2022-11-11T16.52.32.662,9.040,0.671,-0.091,0.701
1668178352702,2022-11-11T16.52.32.702,9.080,0.671,-0.091,0.518
1668178352742,2022-11-11T16.52.32.742,9.120,0.701,-0.061,0.335
1668178352782,2022-11-11T16.52.32.782,9.160,0.701,-0.091,0.335
1668178352822,2022-11-11T16.52.32.822,9.200,0.884,-0.091,0.122
1668178352862,2022-11-11T16.52.32.862,9.240,0.549,-0.244,0.244
1668178352902,2022-11-11T16.52.32.902,9.280,0.579,-0.183,0.305
1668178352942,2022-11-11T16.52.32.942,9.320,0.610,-0.183,0.457
1668178352982,2022-11-11T16.52.32.982,9.360,0.640,-0.122,0.610
1668178353022,2022-11-11T16.52.33.022,9.400,0.396,-0.091,0.884
1668178353062,2022-11-11T16.52.33.062,9.440,0.213,-0.030,1.006
1668178353102,2022-11-11T16.52.33.102,9.480,0.396,-0.061,0.701
1668178353142,2022-11-11T16.52.33.142,9.520,0.793,-0.061,0.274
1668178353182,2022-11-11T16.52.33.182,9.560,0.976,-0.091,0.183
1668178353222,2022-11-11T16.52.33.222,9.600,0.945,-0.061,0.213
1668178353262,2022-11-11T16.52.33.262,9.640,1.037,-0.061,0.152
1668178353302,2022-11-11T16.52.33.302,9.680,0.518,-0.152,0.457
1668178353342,2022-11-11T16.52.33.342,9.720,0.427,-0.122,0.671
1668178353382,2022-11-11T16.52.33.382,9.760,0.518,-0.091,0.701
1668178353422,2022-11-11T16.52.33.422,9.800,0.427,-0.152,0.762
1668178353462,2022-11-11T16.52.33.462,9.840,0.305,-0.244,0.823
1668178353502,2022-11-11T16.52.33.502,9.880,0.549,-0.122,0.640
1668178353542,2022-11-11T16.52.33.542,9.920,0.793,-0.122,0.396
1668178353582,2022-11-11T16.52.33.582,9.960,0.732,-0.152,0.396
1668178353622,2022-11-11T16.52.33.622,10.000,0.671,-0.091,0.457
1668178353662,2022-11-11T16.52.33.662,10.040,0.701,-0.030,0.396
1668178353702,2022-11-11T16.52.33.702,10.080,0.762,-0.122,0.457
1668178353742,2022-11-11T16.52.33.742,10.120,0.732,-0.122,0.457
1668178353782,2022-11-11T16.52.33.782,10.160,0.701,-0.122,0.457
1668178353822,2022-11-11T16.52.33.822,10.200,0.701,-0.091,0.366
1668178353862,2022-11-11T16.52.33.862,10.240,1.006,-0.091,0.152
1668178353902,2022-11-11T16.52.33.902,10.280,0.945,-0.183,0.244
1668178353942,2022-11-11T16.52.33.942,10.320,0.427,-0.335,0.762
1668178353982,2022-11-11T16.52.33.982,10.360,-0.152,-0.030,1.128
1668178354022,2022-11-11T16.52.34.022,10.400,0.183,0.152,0.884
1668178354062,2022-11-11T16.52.34.062,10.440,0.671,0.000,0.335
1668178354102,2022-11-11T16.52.34.102,10.480,0.915,-0.183,0.030
1668178354142,2022-11-11T16.52.34.142,10.520,0.579,-0.061,0.488
1668178354182,2022-11-11T16.52.34.182,10.560,0.244,-0.030,0.854
1668178354222,2022-11-11T16.52.34.222,10.600,0.579,0.000,0.762
1668178354262,2022-11-11T16.52.34.262,10.640,0.274,-0.122,0.976
1668178354302,2022-11-11T16.52.34.302,10.680,0.335,-0.183,0.884
1668178354342,2022-11-11T16.52.34.342,10.720,0.518,-0.213,0.640
1668178354382,2022-11-11T16.52.34.382,10.760,0.549,-0.244,0.579
1668178354422,2022-11-11T16.52.34.422,10.800,0.579,-0.213,0.732
1668178354462,2022-11-11T16.52.34.462,10.840,0.884,-0.122,0.701
1668178354502,2022-11-11T16.52.34.502,10.880,1.463,-0.183,0.213
1668178354542,2022-11-11T16.52.34.542,10.920,1.037,-0.366,0.366
1668178354582,2022-11-11T16.52.34.582,10.960,0.610,-0.183,0.579
1668178354622,2022-11-11T16.52.34.622,11.000,0.732,-0.122,0.488
1668178354662,2022-11-11T16.52.34.662,11.040,0.579,-0.213,0.549
1668178354702,2022-11-11T16.52.34.702,11.080,0.427,-0.183,0.640
1668178354742,2022-11-11T16.52.34.742,11.120,0.640,-0.183,0.488
1668178354782,2022-11-11T16.52.34.782,11.160,0.640,-0.305,0.488
1668178354822,2022-11-11T16.52.34.822,11.200,0.335,-0.305,0.793
1668178354862,2022-11-11T16.52.34.862,11.240,0.213,-0.305,0.793
1668178354902,2022-11-11T16.52.34.902,11.280,0.762,-0.213,0.396
1668178354942,2022-11-11T16.52.34.942,11.320,0.884,-0.091,0.488
1668178354982,2022-11-11T16.52.34.982,11.360,0.640,-0.122,0.610
1668178355022,2022-11-11T16.52.35.022,11.400,0.732,-0.274,0.457
1668178355062,2022-11-11T16.52.35.062,11.440,0.671,-0.335,0.366
1668178355102,2022-11-11T16.52.35.102,11.480,0.396,-0.244,0.427
1668178355142,2022-11-11T16.52.35.142,11.520,0.518,-0.030,0.610
1668178355182,2022-11-11T16.52.35.182,11.560,0.274,-0.061,0.945
1668178355222,2022-11-11T16.52.35.222,11.600,0.213,-0.183,0.915
1668178355262,2022-11-11T16.52.35.262,11.640,0.457,-0.152,0.427
1668178355302,2022-11-11T16.52.35.302,11.680,0.396,-0.183,0.213
1668178355342,2022-11-11T16.52.35.342,11.720,0.274,-0.122,0.244
1668178355382,2022-11-11T16.52.35.382,11.760,0.457,-0.183,0.396
1668178355422,2022-11-11T16.52.35.422,11.800,0.549,-0.213,0.427
1668178355462,2022-11-11T16.52.35.462,11.840,0.213,-0.335,0.671
1668178355502,2022-11-11T16.52.35.502,11.880,-0.061,-0.305,1.006
1668178355542,2022-11-11T16.52.35.542,11.920,-0.030,-0.305,1.067
1668178355582,2022-11-11T16.52.35.582,11.960,0.488,-0.091,0.823
1668178355622,2022-11-11T16.52.35.622,12.000,1.037,0.122,0.457
1668178355662,2022-11-11T16.52.35.662,12.040,0.854,0.061,0.396
1668178355702,2022-11-11T16.52.35.702,12.080,1.189,0.183,0.122
1668178355742,2022-11-11T16.52.35.742,12.120,1.707,0.244,-0.213
1668178355782,2022-11-11T16.52.35.782,12.160,1.646,0.030,-0.610
1668178355822,2022-11-11T16.52.35.822,12.200,0.610,-0.030,-0.335
1668178355862,2022-11-11T16.52.35.862,12.240,-0.213,-0.122,0.335
1668178355902,2022-11-11T16.52.35.902,12.280,-0.396,-0.091,0.854
1668178355942,2022-11-11T16.52.35.942,12.320,0.427,0.091,0.671
1668178355982,2022-11-11T16.52.35.982,12.360,0.396,-0.122,1.006
1668178356022,2022-11-11T16.52.36.022,12.400,0.610,-0.030,1.189
1668178356062,2022-11-11T16.52.36.062,12.440,0.915,-0.061,0.793
1668178356102,2022-11-11T16.52.36.102,12.480,1.128,-0.122,0.152
1668178356142,2022-11-11T16.52.36.142,12.520,0.762,-0.213,0.152
1668178356182,2022-11-11T16.52.36.182,12.560,0.457,-0.244,0.274
1668178356222,2022-11-11T16.52.36.222,12.600,0.793,-0.183,0.244
1668178356262,2022-11-11T16.52.36.262,12.640,0.427,-0.305,0.244
1668178356302,2022-11-11T16.52.36.302,12.680,-0.061,-0.427,0.427
1668178356342,2022-11-11T16.52.36.342,12.720,-0.335,-0.244,0.427
1668178356382,2022-11-11T16.52.36.382,12.760,-0.091,-0.244,0.244
1668178356422,2022-11-11T16.52.36.422,12.800,0.518,-0.427,0.854
1668178356462,2022-11-11T16.52.36.462,12.840,0.518,-0.335,1.677
1668178356502,2022-11-11T16.52.36.502,12.880,-0.122,-0.549,1.829
1668178356542,2022-11-11T16.52.36.542,12.920,-0.061,-0.488,0.427
1668178356582,2022-11-11T16.52.36.582,12.960,1.006,-0.183,-0.122
1668178356622,2022-11-11T16.52.36.622,13.000,1.463,0.000,0.213
1668178356662,2022-11-11T16.52.36.662,13.040,1.341,0.244,0.427
1668178356702,2022-11-11T16.52.36.702,13.080,0.244,-0.091,0.854
1668178356742,2022-11-11T16.52.36.742,13.120,0.152,-0.122,0.793
1668178356782,2022-11-11T16.52.36.782,13.160,0.518,0.061,0.610
1668178356822,2022-11-11T16.52.36.822,13.200,1.098,0.000,0.488
1668178356862,2022-11-11T16.52.36.862,13.240,1.006,-0.122,0.518
1668178356902,2022-11-11T16.52.36.902,13.280,1.128,0.030,0.457
1668178356942,2022-11-11T16.52.36.942,13.320,0.671,-0.122,0.701
1668178356982,2022-11-11T16.52.36.982,13.360,0.671,-0.183,0.579
1668178357022,2022-11-11T16.52.37.022,13.400,0.793,-0.183,0.274
1668178357062,2022-11-11T16.52.37.062,13.440,0.762,0.030,0.244
1668178357102,2022-11-11T16.52.37.102,13.480,0.640,0.122,0.335
1668178357142,2022-11-11T16.52.37.142,13.520,0.518,0.091,0.366
1668178357182,2022-11-11T16.52.37.182,13.560,0.488,0.091,0.457
1668178357222,2022-11-11T16.52.37.222,13.600,0.244,-0.152,0.701
1668178357262,2022-11-11T16.52.37.262,13.640,0.854,0.030,0.427
1668178357302,2022-11-11T16.52.37.302,13.680,1.189,0.091,0.305
1668178357342,2022-11-11T16.52.37.342,13.720,0.610,-0.061,0.549
1668178357382,2022-11-11T16.52.37.382,13.760,-0.091,0.030,0.884
1668178357422,2022-11-11T16.52.37.422,13.800,-0.213,0.061,0.915
1668178357462,2022-11-11T16.52.37.462,13.840,0.488,0.000,0.427
1668178357502,2022-11-11T16.52.37.502,13.880,0.488,-0.366,0.396
1668178357542,2022-11-11T16.52.37.542,13.920,0.183,-0.335,0.610
1668178357582,2022-11-11T16.52.37.582,13.960,0.152,-0.305,0.671
1668178357622,2022-11-11T16.52.37.622,14.000,1.585,-0.061,-0.030
1668178357662,2022-11-11T16.52.37.662,14.040,1.463,-0.213,0.000
1668178357702,2022-11-11T16.52.37.702,14.080,0.518,-0.244,0.274
1668178357742,2022-11-11T16.52.37.742,14.120,-0.183,-0.183,0.762
1668178357782,2022-11-11T16.52.37.782,14.160,0.457,-0.091,0.579
1668178357822,2022-11-11T16.52.37.822,14.200,1.006,-0.122,0.213
1668178357862,2022-11-11T16.52.37.862,14.240,0.854,-0.152,0.366
1668178357902,2022-11-11T16.52.37.902,14.280,-0.061,-0.244,0.915
1668178357942,2022-11-11T16.52.37.942,14.320,0.183,-0.305,0.701
1668178357982,2022-11-11T16.52.37.982,14.360,0.823,-0.091,0.396
1668178358022,2022-11-11T16.52.38.022,14.400,0.701,-0.061,0.549
1668178358062,2022-11-11T16.52.38.062,14.440,0.244,0.000,0.793
1668178358102,2022-11-11T16.52.38.102,14.480,0.213,-0.061,0.732
1668178358142,2022-11-11T16.52.38.142,14.520,0.427,-0.183,0.579
1668178358182,2022-11-11T16.52.38.182,14.560,1.037,-0.030,0.335
