epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667423793987,2022-11-02T23.16.33.987,0.000,-0.095,0.170,-0.986
1667423794028,2022-11-02T23.16.34.028,0.041,-0.095,0.171,-0.995
1667423794070,2022-11-02T23.16.34.070,0.083,-0.094,0.169,-0.993
1667423794109,2022-11-02T23.16.34.109,0.122,-0.094,0.169,-0.992
1667423794150,2022-11-02T23.16.34.150,0.163,-0.095,0.169,-0.992
1667423794191,2022-11-02T23.16.34.191,0.204,-0.096,0.170,-0.992
1667423794232,2022-11-02T23.16.34.232,0.245,-0.096,0.170,-0.992
1667423794272,2022-11-02T23.16.34.272,0.285,-0.096,0.167,-0.991
1667423794313,2022-11-02T23.16.34.313,0.326,-0.096,0.169,-0.993
1667423794354,2022-11-02T23.16.34.354,0.367,-0.096,0.169,-0.991
1667423794393,2022-11-02T23.16.34.393,0.406,-0.096,0.169,-0.992
1667423794434,2022-11-02T23.16.34.434,0.447,-0.094,0.169,-0.993
1667423794475,2022-11-02T23.16.34.475,0.488,-0.094,0.168,-0.994
1667423794516,2022-11-02T23.16.34.516,0.529,-0.091,0.164,-0.998
1667423794556,2022-11-02T23.16.34.556,0.569,-0.097,0.165,-0.998
1667423794597,2022-11-02T23.16.34.597,0.610,-0.108,0.181,-1.008
1667423794638,2022-11-02T23.16.34.638,0.651,-0.113,0.194,-1.002
1667423794679,2022-11-02T23.16.34.679,0.692,-0.161,0.223,-0.979
1667423794718,2022-11-02T23.16.34.718,0.731,-0.172,0.234,-0.988
1667423794759,2022-11-02T23.16.34.759,0.772,-0.147,0.171,-0.972
1667423794800,2022-11-02T23.16.34.800,0.813,-0.181,0.242,-0.962
1667423794841,2022-11-02T23.16.34.841,0.854,-0.186,0.283,-0.948
1667423794881,2022-11-02T23.16.34.881,0.894,-0.225,0.228,-0.960
1667423794922,2022-11-02T23.16.34.922,0.935,-0.236,0.210,-0.955
1667423794963,2022-11-02T23.16.34.963,0.976,-0.209,0.200,-0.941
1667423795004,2022-11-02T23.16.35.004,1.017,-0.224,0.169,-0.937
1667423795044,2022-11-02T23.16.35.044,1.057,-0.285,0.189,-0.961
1667423795085,2022-11-02T23.16.35.085,1.098,-0.288,0.194,-0.958
1667423795126,2022-11-02T23.16.35.126,1.139,-0.289,0.182,-0.951
1667423795165,2022-11-02T23.16.35.165,1.178,-0.314,0.147,-0.964
1667423795206,2022-11-02T23.16.35.206,1.219,-0.318,0.175,-0.961
1667423795247,2022-11-02T23.16.35.247,1.260,-0.299,0.177,-0.945
1667423795288,2022-11-02T23.16.35.288,1.301,-0.299,0.150,-0.940
1667423795328,2022-11-02T23.16.35.328,1.341,-0.284,0.167,-0.935
1667423795369,2022-11-02T23.16.35.369,1.382,-0.267,0.132,-0.937
1667423795410,2022-11-02T23.16.35.410,1.423,-0.283,0.129,-0.954
1667423795451,2022-11-02T23.16.35.451,1.464,-0.280,0.131,-0.959
1667423795490,2022-11-02T23.16.35.490,1.503,-0.288,0.121,-0.972
1667423795531,2022-11-02T23.16.35.531,1.544,-0.299,0.121,-0.965
1667423795572,2022-11-02T23.16.35.572,1.585,-0.296,0.125,-0.951
1667423795613,2022-11-02T23.16.35.613,1.626,-0.266,0.105,-0.938
1667423795653,2022-11-02T23.16.35.653,1.666,-0.237,0.128,-0.927
1667423795694,2022-11-02T23.16.35.694,1.707,-0.227,0.140,-0.925
1667423795735,2022-11-02T23.16.35.735,1.748,-0.254,0.144,-0.958
1667423795775,2022-11-02T23.16.35.775,1.788,-0.269,0.148,-0.980
1667423795816,2022-11-02T23.16.35.816,1.829,-0.283,0.132,-0.991
1667423795857,2022-11-02T23.16.35.857,1.870,-0.287,0.137,-0.985
1667423795898,2022-11-02T23.16.35.898,1.911,-0.283,0.136,-0.979
1667423795937,2022-11-02T23.16.35.937,1.950,-0.282,0.130,-0.978
1667423795978,2022-11-02T23.16.35.978,1.991,-0.279,0.138,-0.971
1667423796019,2022-11-02T23.16.36.019,2.032,-0.274,0.134,-0.964
1667423796060,2022-11-02T23.16.36.060,2.073,-0.268,0.152,-0.963
1667423796100,2022-11-02T23.16.36.100,2.113,-0.258,0.148,-0.961
1667423796141,2022-11-02T23.16.36.141,2.154,-0.268,0.146,-0.968
1667423796182,2022-11-02T23.16.36.182,2.195,-0.267,0.137,-0.969
1667423796223,2022-11-02T23.16.36.223,2.236,-0.254,0.132,-0.961
1667423796262,2022-11-02T23.16.36.262,2.275,-0.254,0.130,-0.956
1667423796303,2022-11-02T23.16.36.303,2.316,-0.245,0.114,-0.958
1667423796344,2022-11-02T23.16.36.344,2.357,-0.259,0.130,-0.968
1667423796384,2022-11-02T23.16.36.384,2.397,-0.265,0.128,-0.978
1667423796425,2022-11-02T23.16.36.425,2.438,-0.267,0.141,-0.981
1667423796466,2022-11-02T23.16.36.466,2.479,-0.292,0.159,-0.977
1667423796507,2022-11-02T23.16.36.507,2.520,-0.313,0.172,-0.973
1667423796547,2022-11-02T23.16.36.547,2.560,-0.324,0.184,-0.955
1667423796588,2022-11-02T23.16.36.588,2.601,-0.337,0.203,-0.949
1667423796629,2022-11-02T23.16.36.629,2.642,-0.275,0.177,-0.950
1667423796670,2022-11-02T23.16.36.670,2.683,-0.220,0.175,-0.944
1667423796709,2022-11-02T23.16.36.709,2.722,-0.190,0.152,-0.945
1667423796750,2022-11-02T23.16.36.750,2.763,-0.199,0.149,-0.956
1667423796791,2022-11-02T23.16.36.791,2.804,-0.172,0.118,-0.962
1667423796832,2022-11-02T23.16.36.832,2.845,-0.168,0.115,-0.974
1667423796872,2022-11-02T23.16.36.872,2.885,-0.166,0.129,-0.963
1667423796913,2022-11-02T23.16.36.913,2.926,-0.128,0.066,-0.979
1667423796954,2022-11-02T23.16.36.954,2.967,-0.107,0.069,-0.992
1667423796995,2022-11-02T23.16.36.995,3.008,-0.082,0.054,-0.989
1667423797034,2022-11-02T23.16.37.034,3.047,-0.094,0.032,-1.021
1667423797075,2022-11-02T23.16.37.075,3.088,-0.162,0.072,-1.064
1667423797116,2022-11-02T23.16.37.116,3.129,-0.201,0.081,-1.089
1667423797156,2022-11-02T23.16.37.156,3.169,-0.175,0.097,-1.060
1667423797197,2022-11-02T23.16.37.197,3.210,-0.124,0.115,-0.993
1667423797238,2022-11-02T23.16.37.238,3.251,-0.112,0.104,-0.959
1667423797279,2022-11-02T23.16.37.279,3.292,-0.135,0.099,-0.969
1667423797319,2022-11-02T23.16.37.319,3.332,-0.165,0.131,-0.990
1667423797360,2022-11-02T23.16.37.360,3.373,-0.160,0.121,-0.997
1667423797401,2022-11-02T23.16.37.401,3.414,-0.147,0.112,-0.996
1667423797442,2022-11-02T23.16.37.442,3.455,-0.149,0.123,-0.993
1667423797481,2022-11-02T23.16.37.481,3.494,-0.156,0.129,-0.997
1667423797522,2022-11-02T23.16.37.522,3.535,-0.150,0.126,-0.995
1667423797563,2022-11-02T23.16.37.563,3.576,-0.147,0.126,-0.991
1667423797604,2022-11-02T23.16.37.604,3.617,-0.147,0.118,-0.989
1667423797644,2022-11-02T23.16.37.644,3.657,-0.154,0.116,-0.990
1667423797685,2022-11-02T23.16.37.685,3.698,-0.152,0.131,-0.989
1667423797726,2022-11-02T23.16.37.726,3.739,-0.151,0.130,-0.987
1667423797765,2022-11-02T23.16.37.765,3.778,-0.154,0.114,-0.993
1667423797806,2022-11-02T23.16.37.806,3.819,-0.156,0.112,-1.004
1667423797847,2022-11-02T23.16.37.847,3.860,-0.151,0.112,-0.998
1667423797888,2022-11-02T23.16.37.888,3.901,-0.147,0.115,-0.992
1667423797928,2022-11-02T23.16.37.928,3.941,-0.146,0.117,-0.984
1667423797969,2022-11-02T23.16.37.969,3.982,-0.155,0.119,-0.986
1667423798010,2022-11-02T23.16.38.010,4.023,-0.169,0.123,-0.999
1667423798051,2022-11-02T23.16.38.051,4.064,-0.169,0.123,-0.999
1667423798091,2022-11-02T23.16.38.091,4.104,-0.162,0.117,-0.991
1667423798132,2022-11-02T23.16.38.132,4.145,-0.160,0.121,-0.988
1667423798173,2022-11-02T23.16.38.173,4.186,-0.155,0.119,-0.992
1667423798214,2022-11-02T23.16.38.214,4.227,-0.160,0.116,-0.992
1667423798253,2022-11-02T23.16.38.253,4.266,-0.169,0.122,-0.993
1667423798294,2022-11-02T23.16.38.294,4.307,-0.163,0.113,-0.992
1667423798335,2022-11-02T23.16.38.335,4.348,-0.165,0.121,-0.991
1667423798376,2022-11-02T23.16.38.376,4.389,-0.163,0.118,-0.990
1667423798416,2022-11-02T23.16.38.416,4.429,-0.159,0.114,-0.989
1667423798457,2022-11-02T23.16.38.457,4.470,-0.161,0.121,-0.989
1667423798498,2022-11-02T23.16.38.498,4.511,-0.165,0.119,-0.992
1667423798537,2022-11-02T23.16.38.537,4.550,-0.163,0.124,-0.992
1667423798578,2022-11-02T23.16.38.578,4.591,-0.158,0.120,-0.990
1667423798619,2022-11-02T23.16.38.619,4.632,-0.161,0.115,-0.995
1667423798660,2022-11-02T23.16.38.660,4.673,-0.162,0.119,-0.995
1667423798700,2022-11-02T23.16.38.700,4.713,-0.157,0.115,-0.992
1667423798741,2022-11-02T23.16.38.741,4.754,-0.166,0.122,-0.995
1667423798782,2022-11-02T23.16.38.782,4.795,-0.163,0.119,-0.995
1667423798823,2022-11-02T23.16.38.823,4.836,-0.162,0.117,-0.990
1667423798862,2022-11-02T23.16.38.862,4.875,-0.162,0.121,-0.990
1667423798903,2022-11-02T23.16.38.903,4.916,-0.157,0.121,-0.989
1667423798945,2022-11-02T23.16.38.945,4.958,-0.158,0.120,-0.989
1667423798986,2022-11-02T23.16.38.986,4.999,-0.161,0.113,-0.993
1667423799025,2022-11-02T23.16.39.025,5.038,-0.160,0.116,-0.993
1667423799066,2022-11-02T23.16.39.066,5.079,-0.161,0.118,-0.990
1667423799107,2022-11-02T23.16.39.107,5.120,-0.157,0.117,-0.989
1667423799147,2022-11-02T23.16.39.147,5.160,-0.163,0.122,-0.991
1667423799188,2022-11-02T23.16.39.188,5.201,-0.160,0.116,-0.992
1667423799229,2022-11-02T23.16.39.229,5.242,-0.160,0.116,-0.992
1667423799270,2022-11-02T23.16.39.270,5.283,-0.160,0.120,-0.990
1667423799309,2022-11-02T23.16.39.309,5.322,-0.165,0.117,-0.995
1667423799350,2022-11-02T23.16.39.350,5.363,-0.169,0.119,-0.996
1667423799391,2022-11-02T23.16.39.391,5.404,-0.163,0.116,-0.988
1667423799432,2022-11-02T23.16.39.432,5.445,-0.168,0.120,-0.989
1667423799472,2022-11-02T23.16.39.472,5.485,-0.170,0.127,-0.989
1667423799513,2022-11-02T23.16.39.513,5.526,-0.170,0.120,-0.995
1667423799554,2022-11-02T23.16.39.554,5.567,-0.173,0.123,-0.995
1667423799595,2022-11-02T23.16.39.595,5.608,-0.170,0.118,-0.995
1667423799634,2022-11-02T23.16.39.634,5.647,-0.171,0.121,-0.991
1667423799675,2022-11-02T23.16.39.675,5.688,-0.167,0.119,-0.991
1667423799716,2022-11-02T23.16.39.716,5.729,-0.164,0.114,-0.989
1667423799757,2022-11-02T23.16.39.757,5.770,-0.171,0.123,-0.991
1667423799797,2022-11-02T23.16.39.797,5.810,-0.164,0.119,-0.990
1667423799838,2022-11-02T23.16.39.838,5.851,-0.167,0.125,-0.988
1667423799879,2022-11-02T23.16.39.879,5.892,-0.168,0.121,-0.990
1667423799919,2022-11-02T23.16.39.919,5.932,-0.168,0.116,-0.991
1667423799960,2022-11-02T23.16.39.960,5.973,-0.174,0.121,-0.991
1667423800001,2022-11-02T23.16.40.001,6.014,-0.166,0.115,-0.991
1667423800042,2022-11-02T23.16.40.042,6.055,-0.169,0.119,-0.990
1667423800081,2022-11-02T23.16.40.081,6.094,-0.170,0.115,-0.990
1667423800122,2022-11-02T23.16.40.122,6.135,-0.172,0.121,-0.990
1667423800163,2022-11-02T23.16.40.163,6.176,-0.170,0.118,-0.990
1667423800204,2022-11-02T23.16.40.204,6.217,-0.167,0.115,-0.988
1667423800244,2022-11-02T23.16.40.244,6.257,-0.169,0.118,-0.987
1667423800285,2022-11-02T23.16.40.285,6.298,-0.174,0.120,-0.990
1667423800326,2022-11-02T23.16.40.326,6.339,-0.171,0.115,-0.990
1667423800367,2022-11-02T23.16.40.367,6.380,-0.172,0.116,-0.990
1667423800406,2022-11-02T23.16.40.406,6.419,-0.166,0.115,-0.987
1667423800447,2022-11-02T23.16.40.447,6.460,-0.166,0.114,-0.988
1667423800488,2022-11-02T23.16.40.488,6.501,-0.171,0.116,-0.991
1667423800528,2022-11-02T23.16.40.528,6.541,-0.172,0.114,-0.996
1667423800569,2022-11-02T23.16.40.569,6.582,-0.168,0.119,-0.995
1667423800610,2022-11-02T23.16.40.610,6.623,-0.169,0.118,-0.993
1667423800651,2022-11-02T23.16.40.651,6.664,-0.173,0.116,-0.992
1667423800691,2022-11-02T23.16.40.691,6.704,-0.173,0.121,-0.987
1667423800732,2022-11-02T23.16.40.732,6.745,-0.171,0.120,-0.983
1667423800773,2022-11-02T23.16.40.773,6.786,-0.173,0.115,-0.988
1667423800814,2022-11-02T23.16.40.814,6.827,-0.170,0.118,-0.991
1667423800853,2022-11-02T23.16.40.853,6.866,-0.171,0.117,-0.992
1667423800894,2022-11-02T23.16.40.894,6.907,-0.172,0.119,-0.993
1667423800935,2022-11-02T23.16.40.935,6.948,-0.169,0.122,-0.989
1667423800976,2022-11-02T23.16.40.976,6.989,-0.169,0.123,-0.989
1667423801016,2022-11-02T23.16.41.016,7.029,-0.172,0.121,-0.991
1667423801057,2022-11-02T23.16.41.057,7.070,-0.169,0.119,-0.990
1667423801098,2022-11-02T23.16.41.098,7.111,-0.172,0.118,-0.990
1667423801137,2022-11-02T23.16.41.137,7.150,-0.168,0.122,-0.990
1667423801178,2022-11-02T23.16.41.178,7.191,-0.169,0.123,-0.988
1667423801219,2022-11-02T23.16.41.219,7.232,-0.174,0.121,-0.991
1667423801260,2022-11-02T23.16.41.260,7.273,-0.173,0.122,-0.990
1667423801300,2022-11-02T23.16.41.300,7.313,-0.172,0.118,-0.987
1667423859468,2022-11-02T23.17.39.468,65.481,-0.078,0.133,-0.983
1667423859509,2022-11-02T23.17.39.509,65.522,-0.053,0.155,-0.965
1667423859550,2022-11-02T23.17.39.550,65.563,-0.063,0.209,-0.950
1667423859590,2022-11-02T23.17.39.590,65.603,-0.066,0.233,-0.957
1667423859631,2022-11-02T23.17.39.631,65.644,-0.082,0.246,-0.987
1667423859672,2022-11-02T23.17.39.672,65.685,-0.079,0.232,-0.996
1667423859713,2022-11-02T23.17.39.713,65.726,-0.078,0.221,-1.002
1667423859752,2022-11-02T23.17.39.752,65.765,-0.075,0.196,-1.010
1667423859793,2022-11-02T23.17.39.793,65.806,-0.068,0.162,-0.997
1667423859834,2022-11-02T23.17.39.834,65.847,-0.076,0.152,-0.998
1667423859875,2022-11-02T23.17.39.875,65.888,-0.069,0.159,-0.995
1667423859915,2022-11-02T23.17.39.915,65.928,-0.061,0.165,-0.991
1667423859956,2022-11-02T23.17.39.956,65.969,-0.066,0.174,-0.995
1667423859997,2022-11-02T23.17.39.997,66.010,-0.068,0.178,-0.999
1667423860038,2022-11-02T23.17.40.038,66.051,-0.059,0.178,-0.994
1667423860077,2022-11-02T23.17.40.077,66.090,-0.060,0.174,-1.000
1667423860118,2022-11-02T23.17.40.118,66.131,-0.062,0.171,-1.007
1667423860159,2022-11-02T23.17.40.159,66.172,-0.051,0.161,-1.003
1667423860199,2022-11-02T23.17.40.199,66.212,-0.047,0.169,-0.998
1667423860240,2022-11-02T23.17.40.240,66.253,-0.039,0.175,-0.993
1667423860281,2022-11-02T23.17.40.281,66.294,-0.042,0.180,-0.993
1667423860322,2022-11-02T23.17.40.322,66.335,-0.042,0.184,-0.991
1667423860362,2022-11-02T23.17.40.362,66.375,-0.030,0.174,-0.990
1667423860403,2022-11-02T23.17.40.403,66.416,-0.026,0.168,-0.991
1667423860444,2022-11-02T23.17.40.444,66.457,-0.043,0.171,-0.995
1667423860485,2022-11-02T23.17.40.485,66.498,-0.056,0.169,-0.995
1667423860524,2022-11-02T23.17.40.524,66.537,-0.056,0.169,-0.983
1667423860565,2022-11-02T23.17.40.565,66.578,-0.054,0.165,-0.979
1667423860606,2022-11-02T23.17.40.606,66.619,-0.066,0.162,-0.988
1667423860647,2022-11-02T23.17.40.647,66.660,-0.067,0.157,-1.002
1667423860687,2022-11-02T23.17.40.687,66.700,-0.070,0.165,-1.006
1667423860728,2022-11-02T23.17.40.728,66.741,-0.063,0.163,-1.003
1667423860769,2022-11-02T23.17.40.769,66.782,-0.063,0.167,-0.999
1667423860810,2022-11-02T23.17.40.810,66.823,-0.062,0.166,-0.996
1667423860849,2022-11-02T23.17.40.849,66.862,-0.067,0.173,-1.000
1667423860890,2022-11-02T23.17.40.890,66.903,-0.062,0.167,-0.998
1667423860931,2022-11-02T23.17.40.931,66.944,-0.058,0.162,-0.995
1667423860971,2022-11-02T23.17.40.971,66.984,-0.065,0.172,-0.996
1667423861012,2022-11-02T23.17.41.012,67.025,-0.061,0.162,-0.996
1667423861053,2022-11-02T23.17.41.053,67.066,-0.062,0.164,-0.999
1667423861094,2022-11-02T23.17.41.094,67.107,-0.061,0.165,-0.998
1667423861134,2022-11-02T23.17.41.134,67.147,-0.062,0.169,-0.996
1667423861175,2022-11-02T23.17.41.175,67.188,-0.061,0.168,-0.995
1667423861216,2022-11-02T23.17.41.216,67.229,-0.057,0.170,-0.989
1667423861257,2022-11-02T23.17.41.257,67.270,-0.061,0.173,-0.991
1667423861296,2022-11-02T23.17.41.296,67.309,-0.058,0.168,-0.993
1667423861337,2022-11-02T23.17.41.337,67.350,-0.059,0.172,-0.990
1667423861378,2022-11-02T23.17.41.378,67.391,-0.058,0.172,-0.994
1667423861419,2022-11-02T23.17.41.419,67.432,-0.057,0.172,-0.996
1667423861459,2022-11-02T23.17.41.459,67.472,-0.057,0.168,-0.996
1667423861500,2022-11-02T23.17.41.500,67.513,-0.058,0.167,-0.996
1667423861541,2022-11-02T23.17.41.541,67.554,-0.054,0.170,-0.987
1667423861580,2022-11-02T23.17.41.580,67.593,-0.062,0.171,-0.987
1667423861621,2022-11-02T23.17.41.621,67.634,-0.065,0.172,-0.990
1667423861662,2022-11-02T23.17.41.662,67.675,-0.068,0.171,-0.992
1667423861703,2022-11-02T23.17.41.703,67.716,-0.069,0.162,-1.001
1667423861743,2022-11-02T23.17.41.743,67.756,-0.075,0.164,-1.010
1667423861784,2022-11-02T23.17.41.784,67.797,-0.077,0.165,-1.007
1667423861825,2022-11-02T23.17.41.825,67.838,-0.074,0.164,-1.001
1667423861866,2022-11-02T23.17.41.866,67.879,-0.067,0.163,-0.992
1667423861906,2022-11-02T23.17.41.906,67.919,-0.064,0.158,-0.985
1667423861947,2022-11-02T23.17.41.947,67.960,-0.067,0.163,-0.985
1667423861988,2022-11-02T23.17.41.988,68.001,-0.068,0.164,-0.987
1667423862029,2022-11-02T23.17.42.029,68.042,-0.070,0.169,-0.994
1667423862068,2022-11-02T23.17.42.068,68.081,-0.074,0.167,-1.001
1667423862109,2022-11-02T23.17.42.109,68.122,-0.078,0.171,-0.999
1667423862150,2022-11-02T23.17.42.150,68.163,-0.078,0.164,-0.998
1667423862191,2022-11-02T23.17.42.191,68.204,-0.086,0.153,-0.995
1667423862231,2022-11-02T23.17.42.231,68.244,-0.096,0.150,-1.006
1667423862272,2022-11-02T23.17.42.272,68.285,-0.098,0.147,-1.008
1667423862313,2022-11-02T23.17.42.313,68.326,-0.094,0.130,-1.003
1667423862352,2022-11-02T23.17.42.352,68.365,-0.103,0.129,-1.000
1667423862393,2022-11-02T23.17.42.393,68.406,-0.101,0.143,-0.988
1667423862434,2022-11-02T23.17.42.434,68.447,-0.097,0.144,-0.976
1667423862475,2022-11-02T23.17.42.475,68.488,-0.099,0.144,-0.976
1667423862515,2022-11-02T23.17.42.515,68.528,-0.096,0.145,-0.990
1667423862556,2022-11-02T23.17.42.556,68.569,-0.094,0.135,-0.998
1667423862597,2022-11-02T23.17.42.597,68.610,-0.103,0.130,-1.006
1667423862638,2022-11-02T23.17.42.638,68.651,-0.111,0.130,-1.007
1667423862677,2022-11-02T23.17.42.677,68.690,-0.107,0.132,-0.999
1667423862719,2022-11-02T23.17.42.719,68.732,-0.108,0.140,-0.996
1667423862760,2022-11-02T23.17.42.760,68.773,-0.105,0.138,-0.989
1667423862801,2022-11-02T23.17.42.801,68.814,-0.101,0.139,-0.990
1667423862840,2022-11-02T23.17.42.840,68.853,-0.110,0.142,-0.999
1667423862881,2022-11-02T23.17.42.881,68.894,-0.113,0.142,-1.002
