epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667426109354,2022-11-02T23.55.09.354,2.802,-0.452,0.063,-0.899
1667426109395,2022-11-02T23.55.09.395,2.843,-0.452,0.063,-0.936
1667426109436,2022-11-02T23.55.09.436,2.884,-0.452,0.066,-0.909
1667426109477,2022-11-02T23.55.09.477,2.925,-0.451,0.067,-0.891
1667426109517,2022-11-02T23.55.09.517,2.965,-0.445,0.070,-0.910
1667426109558,2022-11-02T23.55.09.558,3.006,-0.442,0.075,-0.908
1667426109599,2022-11-02T23.55.09.599,3.047,-0.448,0.069,-0.878
1667426109640,2022-11-02T23.55.09.640,3.088,-0.450,0.062,-0.918
1667426109679,2022-11-02T23.55.09.679,3.127,-0.449,0.064,-0.922
1667426109720,2022-11-02T23.55.09.720,3.168,-0.448,0.074,-0.900
1667426109761,2022-11-02T23.55.09.761,3.209,-0.447,0.069,-0.898
1667426109801,2022-11-02T23.55.09.801,3.249,-0.445,0.068,-0.910
1667426109842,2022-11-02T23.55.09.842,3.290,-0.449,0.068,-0.902
1667426109883,2022-11-02T23.55.09.883,3.331,-0.450,0.070,-0.898
1667426109924,2022-11-02T23.55.09.924,3.372,-0.445,0.076,-0.910
1667426109963,2022-11-02T23.55.09.963,3.411,-0.448,0.071,-0.907
1667426110005,2022-11-02T23.55.10.005,3.453,-0.450,0.066,-0.899
1667426110046,2022-11-02T23.55.10.046,3.494,-0.451,0.068,-0.894
1667426110087,2022-11-02T23.55.10.087,3.535,-0.448,0.070,-0.911
1667426110126,2022-11-02T23.55.10.126,3.574,-0.444,0.075,-0.913
1667426110167,2022-11-02T23.55.10.167,3.615,-0.442,0.076,-0.902
1667426110208,2022-11-02T23.55.10.208,3.656,-0.447,0.072,-0.900
1667426110249,2022-11-02T23.55.10.249,3.697,-0.448,0.068,-0.909
1667426110289,2022-11-02T23.55.10.289,3.737,-0.448,0.070,-0.909
1667426110330,2022-11-02T23.55.10.330,3.778,-0.445,0.073,-0.904
1667426110371,2022-11-02T23.55.10.371,3.819,-0.444,0.073,-0.904
1667426110410,2022-11-02T23.55.10.410,3.858,-0.446,0.073,-0.901
1667426110451,2022-11-02T23.55.10.451,3.899,-0.446,0.073,-0.904
1667426110492,2022-11-02T23.55.10.492,3.940,-0.445,0.078,-0.916
1667426110533,2022-11-02T23.55.10.533,3.981,-0.448,0.075,-0.908
1667426110573,2022-11-02T23.55.10.573,4.021,-0.448,0.075,-0.906
1667426110614,2022-11-02T23.55.10.614,4.062,-0.456,0.068,-0.896
1667426110655,2022-11-02T23.55.10.655,4.103,-0.456,0.074,-0.900
1667426110696,2022-11-02T23.55.10.696,4.144,-0.445,0.087,-0.898
1667426110735,2022-11-02T23.55.10.735,4.183,-0.442,0.093,-0.906
1667426110776,2022-11-02T23.55.10.776,4.224,-0.447,0.082,-0.893
1667426110817,2022-11-02T23.55.10.817,4.265,-0.449,0.074,-0.903
1667426110859,2022-11-02T23.55.10.859,4.307,-0.446,0.077,-0.922
1667426110898,2022-11-02T23.55.10.898,4.346,-0.445,0.082,-0.892
1667426110939,2022-11-02T23.55.10.939,4.387,-0.444,0.085,-0.897
1667426110980,2022-11-02T23.55.10.980,4.428,-0.447,0.081,-0.919
1667426111020,2022-11-02T23.55.11.020,4.468,-0.445,0.083,-0.910
1667426111061,2022-11-02T23.55.11.061,4.509,-0.435,0.091,-0.911
1667426111102,2022-11-02T23.55.11.102,4.550,-0.429,0.095,-0.911
1667426111143,2022-11-02T23.55.11.143,4.591,-0.434,0.098,-0.905
1667426111182,2022-11-02T23.55.11.182,4.630,-0.436,0.095,-0.904
1667426111223,2022-11-02T23.55.11.223,4.671,-0.432,0.102,-0.916
1667426111264,2022-11-02T23.55.11.264,4.712,-0.436,0.102,-0.906
1667426111305,2022-11-02T23.55.11.305,4.753,-0.439,0.099,-0.907
1667426111345,2022-11-02T23.55.11.345,4.793,-0.427,0.103,-0.919
1667426111386,2022-11-02T23.55.11.386,4.834,-0.414,0.116,-0.916
1667426111427,2022-11-02T23.55.11.427,4.875,-0.417,0.114,-0.886
1667426111466,2022-11-02T23.55.11.466,4.914,-0.435,0.105,-0.866
1667426111507,2022-11-02T23.55.11.507,4.955,-0.459,0.097,-0.887
1667426111548,2022-11-02T23.55.11.548,4.996,-0.475,0.086,-0.904
1667426111589,2022-11-02T23.55.11.589,5.037,-0.469,0.087,-0.924
1667426111629,2022-11-02T23.55.11.629,5.077,-0.447,0.099,-0.899
1667426111670,2022-11-02T23.55.11.670,5.118,-0.425,0.113,-0.901
1667426111711,2022-11-02T23.55.11.711,5.159,-0.423,0.109,-0.922
1667426111752,2022-11-02T23.55.11.752,5.200,-0.425,0.098,-0.916
1667426111792,2022-11-02T23.55.11.792,5.240,-0.431,0.103,-0.898
1667426111833,2022-11-02T23.55.11.833,5.281,-0.445,0.093,-0.890
1667426111874,2022-11-02T23.55.11.874,5.322,-0.452,0.089,-0.909
1667426111913,2022-11-02T23.55.11.913,5.361,-0.460,0.091,-0.870
1667426111954,2022-11-02T23.55.11.954,5.402,-0.472,0.084,-0.892
1667426111995,2022-11-02T23.55.11.995,5.443,-0.468,0.085,-0.916
1667426112036,2022-11-02T23.55.12.036,5.484,-0.450,0.100,-0.909
1667426112076,2022-11-02T23.55.12.076,5.524,-0.443,0.112,-0.889
1667426112117,2022-11-02T23.55.12.117,5.565,-0.442,0.107,-0.914
1667426112158,2022-11-02T23.55.12.158,5.606,-0.433,0.109,-0.927
1667426112199,2022-11-02T23.55.12.199,5.647,-0.415,0.126,-0.911
1667426112238,2022-11-02T23.55.12.238,5.686,-0.434,0.114,-0.849
1667426112279,2022-11-02T23.55.12.279,5.727,-0.480,0.078,-0.852
1667426112320,2022-11-02T23.55.12.320,5.768,-0.501,0.061,-0.909
1667426112361,2022-11-02T23.55.12.361,5.809,-0.467,0.075,-0.933
1667426112401,2022-11-02T23.55.12.401,5.849,-0.422,0.110,-0.912
1667426112442,2022-11-02T23.55.12.442,5.890,-0.401,0.144,-0.908
1667426112483,2022-11-02T23.55.12.483,5.931,-0.407,0.145,-0.932
1667426112523,2022-11-02T23.55.12.523,5.971,-0.431,0.115,-0.904
1667426112564,2022-11-02T23.55.12.564,6.012,-0.465,0.081,-0.861
1667426112605,2022-11-02T23.55.12.605,6.053,-0.484,0.066,-0.846
1667426112646,2022-11-02T23.55.12.646,6.094,-0.489,0.072,-0.872
1667426112685,2022-11-02T23.55.12.685,6.133,-0.477,0.089,-0.920
1667426112726,2022-11-02T23.55.12.726,6.174,-0.443,0.104,-0.960
1667426112767,2022-11-02T23.55.12.767,6.215,-0.404,0.127,-0.944
1667426112808,2022-11-02T23.55.12.808,6.256,-0.390,0.151,-0.875
1667426112848,2022-11-02T23.55.12.848,6.296,-0.416,0.138,-0.879
1667426112889,2022-11-02T23.55.12.889,6.337,-0.465,0.089,-0.882
1667426112930,2022-11-02T23.55.12.930,6.378,-0.506,0.054,-0.868
1667426112971,2022-11-02T23.55.12.971,6.419,-0.512,0.038,-0.885
1667426113010,2022-11-02T23.55.13.010,6.458,-0.473,0.072,-0.918
1667426113051,2022-11-02T23.55.13.051,6.499,-0.427,0.121,-0.937
1667426113092,2022-11-02T23.55.13.092,6.540,-0.378,0.157,-0.967
1667426113132,2022-11-02T23.55.13.132,6.580,-0.351,0.171,-0.925
1667426113173,2022-11-02T23.55.13.173,6.621,-0.364,0.161,-0.866
1667426113214,2022-11-02T23.55.13.214,6.662,-0.423,0.120,-0.850
1667426113255,2022-11-02T23.55.13.255,6.703,-0.486,0.069,-0.878
1667426113295,2022-11-02T23.55.13.295,6.743,-0.520,0.035,-0.902
1667426113336,2022-11-02T23.55.13.336,6.784,-0.519,0.026,-0.892
1667426113377,2022-11-02T23.55.13.377,6.825,-0.488,0.046,-0.921
1667426113418,2022-11-02T23.55.13.418,6.866,-0.433,0.091,-0.961
1667426113457,2022-11-02T23.55.13.457,6.905,-0.375,0.144,-0.965
1667426113498,2022-11-02T23.55.13.498,6.946,-0.344,0.180,-0.914
1667426113539,2022-11-02T23.55.13.539,6.987,-0.367,0.167,-0.870
1667426113580,2022-11-02T23.55.13.580,7.028,-0.422,0.115,-0.864
1667426113620,2022-11-02T23.55.13.620,7.068,-0.475,0.070,-0.864
1667426113661,2022-11-02T23.55.13.661,7.109,-0.503,0.043,-0.892
1667426113702,2022-11-02T23.55.13.702,7.150,-0.480,0.054,-0.912
1667426113741,2022-11-02T23.55.13.741,7.189,-0.431,0.102,-0.900
1667426113782,2022-11-02T23.55.13.782,7.230,-0.411,0.137,-0.927
1667426113823,2022-11-02T23.55.13.823,7.271,-0.414,0.122,-0.967
1667426113864,2022-11-02T23.55.13.864,7.312,-0.408,0.105,-0.932
1667426113904,2022-11-02T23.55.13.904,7.352,-0.407,0.095,-0.882
1667426113945,2022-11-02T23.55.13.945,7.393,-0.413,0.083,-0.910
1667426113986,2022-11-02T23.55.13.986,7.434,-0.416,0.084,-0.911
1667426114027,2022-11-02T23.55.14.027,7.475,-0.416,0.091,-0.918
1667426114067,2022-11-02T23.55.14.067,7.515,-0.411,0.096,-0.941
1667426114108,2022-11-02T23.55.14.108,7.556,-0.401,0.103,-0.935
1667426114149,2022-11-02T23.55.14.149,7.597,-0.395,0.111,-0.914
1667426114190,2022-11-02T23.55.14.190,7.638,-0.397,0.111,-0.921
1667426114229,2022-11-02T23.55.14.229,7.677,-0.411,0.102,-0.920
1667426114270,2022-11-02T23.55.14.270,7.718,-0.419,0.096,-0.917
1667426114311,2022-11-02T23.55.14.311,7.759,-0.415,0.099,-0.927
1667426114351,2022-11-02T23.55.14.351,7.799,-0.410,0.106,-0.913
1667426114392,2022-11-02T23.55.14.392,7.840,-0.409,0.109,-0.905
1667426114433,2022-11-02T23.55.14.433,7.881,-0.407,0.106,-0.925
1667426114474,2022-11-02T23.55.14.474,7.922,-0.409,0.104,-0.912
1667426114513,2022-11-02T23.55.14.513,7.961,-0.404,0.112,-0.917
1667426114554,2022-11-02T23.55.14.554,8.002,-0.410,0.113,-0.905
1667426114595,2022-11-02T23.55.14.595,8.043,-0.428,0.095,-0.927
1667426114636,2022-11-02T23.55.14.636,8.084,-0.432,0.090,-0.931
1667426114676,2022-11-02T23.55.14.676,8.124,-0.422,0.103,-0.909
1667426114717,2022-11-02T23.55.14.717,8.165,-0.416,0.108,-0.899
1667426114758,2022-11-02T23.55.14.758,8.206,-0.413,0.106,-0.915
1667426114799,2022-11-02T23.55.14.799,8.247,-0.414,0.107,-0.917
1667426114838,2022-11-02T23.55.14.838,8.286,-0.416,0.107,-0.912
1667426114880,2022-11-02T23.55.14.880,8.328,-0.420,0.103,-0.916
1667426114921,2022-11-02T23.55.14.921,8.369,-0.423,0.101,-0.915
1667426114960,2022-11-02T23.55.14.960,8.408,-0.423,0.103,-0.924
1667426115001,2022-11-02T23.55.15.001,8.449,-0.418,0.111,-0.898
1667426115042,2022-11-02T23.55.15.042,8.490,-0.413,0.110,-0.914
1667426115083,2022-11-02T23.55.15.083,8.531,-0.412,0.112,-0.919
1667426115123,2022-11-02T23.55.15.123,8.571,-0.419,0.099,-0.915
1667426115164,2022-11-02T23.55.15.164,8.612,-0.419,0.104,-0.921
1667426115205,2022-11-02T23.55.15.205,8.653,-0.421,0.107,-0.909
1667426115246,2022-11-02T23.55.15.246,8.694,-0.426,0.102,-0.914
1667426115285,2022-11-02T23.55.15.285,8.733,-0.420,0.104,-0.917
1667426115326,2022-11-02T23.55.15.326,8.774,-0.418,0.106,-0.907
1667426115367,2022-11-02T23.55.15.367,8.815,-0.419,0.110,-0.906
1667426115408,2022-11-02T23.55.15.408,8.856,-0.418,0.107,-0.921
1667426115448,2022-11-02T23.55.15.448,8.896,-0.411,0.112,-0.924
1667426115489,2022-11-02T23.55.15.489,8.937,-0.414,0.113,-0.913
1667426115530,2022-11-02T23.55.15.530,8.978,-0.421,0.111,-0.924
1667426115569,2022-11-02T23.55.15.569,9.017,-0.417,0.112,-0.922
1667426115610,2022-11-02T23.55.15.610,9.058,-0.413,0.114,-0.903
1667426115651,2022-11-02T23.55.15.651,9.099,-0.409,0.113,-0.907
1667426115692,2022-11-02T23.55.15.692,9.140,-0.415,0.104,-0.932
1667426115732,2022-11-02T23.55.15.732,9.180,-0.416,0.107,-0.900
1667426115773,2022-11-02T23.55.15.773,9.221,-0.411,0.112,-0.900
1667426115814,2022-11-02T23.55.15.814,9.262,-0.419,0.109,-0.924
1667426115855,2022-11-02T23.55.15.855,9.303,-0.425,0.106,-0.909
1667426115895,2022-11-02T23.55.15.895,9.343,-0.424,0.114,-0.907
1667426115936,2022-11-02T23.55.15.936,9.384,-0.420,0.120,-0.921
1667426115977,2022-11-02T23.55.15.977,9.425,-0.425,0.120,-0.915
1667426116016,2022-11-02T23.55.16.016,9.464,-0.435,0.108,-0.907
1667426116057,2022-11-02T23.55.16.057,9.505,-0.438,0.103,-0.909
1667426116098,2022-11-02T23.55.16.098,9.546,-0.436,0.112,-0.912
1667426116139,2022-11-02T23.55.16.139,9.587,-0.419,0.131,-0.932
1667426116179,2022-11-02T23.55.16.179,9.627,-0.407,0.143,-0.903
1667426116220,2022-11-02T23.55.16.220,9.668,-0.406,0.148,-0.908
1667426116261,2022-11-02T23.55.16.261,9.709,-0.416,0.133,-0.911
1667426116302,2022-11-02T23.55.16.302,9.750,-0.443,0.100,-0.863
1667426116341,2022-11-02T23.55.16.341,9.789,-0.466,0.071,-0.871
1667426116382,2022-11-02T23.55.16.382,9.830,-0.457,0.086,-0.894
1667426116423,2022-11-02T23.55.16.423,9.871,-0.438,0.117,-0.894
1667426116464,2022-11-02T23.55.16.464,9.912,-0.426,0.134,-0.922
1667426116504,2022-11-02T23.55.16.504,9.952,-0.425,0.129,-0.937
1667426116545,2022-11-02T23.55.16.545,9.993,-0.431,0.114,-0.923
1667426116586,2022-11-02T23.55.16.586,10.034,-0.434,0.100,-0.884
1667426116626,2022-11-02T23.55.16.626,10.074,-0.453,0.102,-0.859
1667426116667,2022-11-02T23.55.16.667,10.115,-0.469,0.107,-0.884
1667426116708,2022-11-02T23.55.16.708,10.156,-0.454,0.119,-0.950
1667426116749,2022-11-02T23.55.16.749,10.197,-0.425,0.128,-0.947
1667426116788,2022-11-02T23.55.16.788,10.236,-0.407,0.126,-0.915
1667426116829,2022-11-02T23.55.16.829,10.277,-0.414,0.116,-0.861
1667426116870,2022-11-02T23.55.16.870,10.318,-0.426,0.116,-0.871
1667426116911,2022-11-02T23.55.16.911,10.359,-0.414,0.138,-0.927
1667426116951,2022-11-02T23.55.16.951,10.399,-0.417,0.136,-0.902
1667426116992,2022-11-02T23.55.16.992,10.440,-0.461,0.103,-0.855
1667426117033,2022-11-02T23.55.17.033,10.481,-0.503,0.069,-0.866
1667426117072,2022-11-02T23.55.17.072,10.520,-0.498,0.056,-0.929
1667426117113,2022-11-02T23.55.17.113,10.561,-0.438,0.091,-0.960
1667426117154,2022-11-02T23.55.17.154,10.602,-0.391,0.141,-0.922
1667426117195,2022-11-02T23.55.17.195,10.643,-0.387,0.159,-0.891
1667426117235,2022-11-02T23.55.17.235,10.683,-0.405,0.143,-0.934
1667426117276,2022-11-02T23.55.17.276,10.724,-0.433,0.123,-0.896
1667426117317,2022-11-02T23.55.17.317,10.765,-0.469,0.092,-0.861
1667426117358,2022-11-02T23.55.17.358,10.806,-0.485,0.083,-0.887
1667426117398,2022-11-02T23.55.17.398,10.846,-0.474,0.091,-0.904
1667426117439,2022-11-02T23.55.17.439,10.887,-0.437,0.111,-0.916
1667426117480,2022-11-02T23.55.17.480,10.928,-0.407,0.124,-0.934
1667426117521,2022-11-02T23.55.17.521,10.969,-0.391,0.139,-0.924
1667426117560,2022-11-02T23.55.17.560,11.008,-0.383,0.159,-0.895
1667426117601,2022-11-02T23.55.17.601,11.049,-0.419,0.137,-0.862
1667426117642,2022-11-02T23.55.17.642,11.090,-0.467,0.086,-0.902
1667426117682,2022-11-02T23.55.17.682,11.130,-0.479,0.062,-0.916
1667426117723,2022-11-02T23.55.17.723,11.171,-0.469,0.076,-0.898
1667426117764,2022-11-02T23.55.17.764,11.212,-0.437,0.115,-0.928
1667426117805,2022-11-02T23.55.17.805,11.253,-0.394,0.152,-0.930
1667426117844,2022-11-02T23.55.17.844,11.292,-0.365,0.177,-0.899
1667426117885,2022-11-02T23.55.17.885,11.333,-0.404,0.155,-0.870
1667426117926,2022-11-02T23.55.17.926,11.374,-0.468,0.081,-0.906
1667426117967,2022-11-02T23.55.17.967,11.415,-0.479,0.065,-0.901
1667426118007,2022-11-02T23.55.18.007,11.455,-0.457,0.100,-0.886
1667426118048,2022-11-02T23.55.18.048,11.496,-0.424,0.129,-0.918
1667426118089,2022-11-02T23.55.18.089,11.537,-0.388,0.148,-0.934
1667426118129,2022-11-02T23.55.18.129,11.577,-0.383,0.152,-0.881
1667426118170,2022-11-02T23.55.18.170,11.618,-0.410,0.126,-0.897
1667426118211,2022-11-02T23.55.18.211,11.659,-0.440,0.103,-0.924
1667426118252,2022-11-02T23.55.18.252,11.700,-0.447,0.106,-0.924
1667426118291,2022-11-02T23.55.18.291,11.739,-0.426,0.119,-0.926
1667426118332,2022-11-02T23.55.18.332,11.780,-0.413,0.130,-0.907
1667426118373,2022-11-02T23.55.18.373,11.821,-0.414,0.118,-0.910
1667426118414,2022-11-02T23.55.18.414,11.862,-0.412,0.113,-0.922
1667426118454,2022-11-02T23.55.18.454,11.902,-0.409,0.110,-0.918
1667426118495,2022-11-02T23.55.18.495,11.943,-0.399,0.115,-0.912
1667426118536,2022-11-02T23.55.18.536,11.984,-0.394,0.124,-0.918
1667426118577,2022-11-02T23.55.18.577,12.025,-0.400,0.131,-0.911
1667426118616,2022-11-02T23.55.18.616,12.064,-0.418,0.122,-0.912
1667426118657,2022-11-02T23.55.18.657,12.105,-0.427,0.108,-0.929
1667426118698,2022-11-02T23.55.18.698,12.146,-0.421,0.110,-0.915
1667426118738,2022-11-02T23.55.18.738,12.186,-0.408,0.126,-0.907
1667426118779,2022-11-02T23.55.18.779,12.227,-0.399,0.135,-0.919
1667426118820,2022-11-02T23.55.18.820,12.268,-0.404,0.127,-0.918
1667426118861,2022-11-02T23.55.18.861,12.309,-0.414,0.123,-0.902
1667426118901,2022-11-02T23.55.18.901,12.349,-0.422,0.114,-0.920
1667426118942,2022-11-02T23.55.18.942,12.390,-0.425,0.112,-0.917
1667426118983,2022-11-02T23.55.18.983,12.431,-0.426,0.116,-0.897
1667426119024,2022-11-02T23.55.19.024,12.472,-0.424,0.119,-0.906
1667426119063,2022-11-02T23.55.19.063,12.511,-0.420,0.118,-0.926
1667426119104,2022-11-02T23.55.19.104,12.552,-0.405,0.125,-0.917
1667426119145,2022-11-02T23.55.19.145,12.593,-0.396,0.136,-0.907
1667426119185,2022-11-02T23.55.19.185,12.633,-0.404,0.131,-0.913
1667426119226,2022-11-02T23.55.19.226,12.674,-0.427,0.115,-0.912
1667426119267,2022-11-02T23.55.19.267,12.715,-0.438,0.102,-0.911
1667426119308,2022-11-02T23.55.19.308,12.756,-0.434,0.104,-0.908
1667426119347,2022-11-02T23.55.19.347,12.795,-0.422,0.119,-0.903
1667426119388,2022-11-02T23.55.19.388,12.836,-0.408,0.129,-0.916
1667426119429,2022-11-02T23.55.19.429,12.877,-0.402,0.131,-0.930
1667426119470,2022-11-02T23.55.19.470,12.918,-0.409,0.122,-0.911
1667426119510,2022-11-02T23.55.19.510,12.958,-0.422,0.108,-0.899
1667426119551,2022-11-02T23.55.19.551,12.999,-0.421,0.113,-0.920
1667426119592,2022-11-02T23.55.19.592,13.040,-0.410,0.128,-0.916
1667426119633,2022-11-02T23.55.19.633,13.081,-0.405,0.132,-0.906
1667426119672,2022-11-02T23.55.19.672,13.120,-0.416,0.124,-0.899
1667426119713,2022-11-02T23.55.19.713,13.161,-0.431,0.111,-0.908
1667426119755,2022-11-02T23.55.19.755,13.203,-0.432,0.110,-0.924
1667426119794,2022-11-02T23.55.19.794,13.242,-0.415,0.121,-0.922
1667426119835,2022-11-02T23.55.19.835,13.283,-0.401,0.132,-0.906
1667426119876,2022-11-02T23.55.19.876,13.324,-0.401,0.131,-0.916
1667426119917,2022-11-02T23.55.19.917,13.365,-0.412,0.121,-0.918
1667426119957,2022-11-02T23.55.19.957,13.405,-0.418,0.114,-0.914
1667426119998,2022-11-02T23.55.19.998,13.446,-0.420,0.112,-0.908
1667426120039,2022-11-02T23.55.20.039,13.487,-0.416,0.118,-0.918
1667426120080,2022-11-02T23.55.20.080,13.528,-0.416,0.123,-0.917
1667426120119,2022-11-02T23.55.20.119,13.567,-0.416,0.121,-0.911
1667426120160,2022-11-02T23.55.20.160,13.608,-0.409,0.122,-0.920
1667426120201,2022-11-02T23.55.20.201,13.649,-0.411,0.120,-0.913
1667426120242,2022-11-02T23.55.20.242,13.690,-0.412,0.124,-0.923
1667426120282,2022-11-02T23.55.20.282,13.730,-0.413,0.128,-0.929
1667426120323,2022-11-02T23.55.20.323,13.771,-0.415,0.118,-0.914
1667426120364,2022-11-02T23.55.20.364,13.812,-0.422,0.110,-0.909
1667426120403,2022-11-02T23.55.20.403,13.851,-0.422,0.108,-0.920
1667426120444,2022-11-02T23.55.20.444,13.892,-0.410,0.121,-0.938
1667426120485,2022-11-02T23.55.20.485,13.933,-0.399,0.126,-0.925
1667426120526,2022-11-02T23.55.20.526,13.974,-0.396,0.132,-0.904
1667426120566,2022-11-02T23.55.20.566,14.014,-0.398,0.118,-0.919
1667426120607,2022-11-02T23.55.20.607,14.055,-0.393,0.114,-0.891
1667426120648,2022-11-02T23.55.20.648,14.096,-0.386,0.142,-0.874
1667426120689,2022-11-02T23.55.20.689,14.137,-0.385,0.128,-0.957
1667426120729,2022-11-02T23.55.20.729,14.177,-0.374,0.133,-0.947
1667426120770,2022-11-02T23.55.20.770,14.218,-0.357,0.139,-0.885
1667426120811,2022-11-02T23.55.20.811,14.259,-0.349,0.122,-0.928
1667426120850,2022-11-02T23.55.20.850,14.298,-0.346,0.108,-0.968
1667426120891,2022-11-02T23.55.20.891,14.339,-0.341,0.110,-0.968
1667426120932,2022-11-02T23.55.20.932,14.380,-0.333,0.115,-0.973
1667426120973,2022-11-02T23.55.20.973,14.421,-0.321,0.120,-0.963
