epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668340091672,2022-11-13T13:48:11.672,0.000,1.128,0.976,-0.396
1668340091712,2022-11-13T13:48:11.712,0.040,1.250,0.945,-0.640
1668340091752,2022-11-13T13:48:11.752,0.080,0.884,1.250,-0.305
1668340091792,2022-11-13T13:48:11.792,0.120,0.030,1.311,0.183
1668340091832,2022-11-13T13:48:11.832,0.160,-0.854,0.671,0.244
1668340091872,2022-11-13T13:48:11.872,0.200,-1.159,-0.396,-0.244
1668340091912,2022-11-13T13:48:11.912,0.240,-0.823,-0.976,-0.701
1668340091952,2022-11-13T13:48:11.952,0.280,-0.183,-0.671,-1.098
1668340091992,2022-11-13T13:48:11.992,0.320,0.091,0.305,-0.549
1668340092032,2022-11-13T13:48:12.032,0.360,0.061,0.915,0.152
1668340092072,2022-11-13T13:48:12.072,0.400,-0.213,1.189,0.396
1668340092112,2022-11-13T13:48:12.112,0.440,0.366,1.037,-0.152
1668340092152,2022-11-13T13:48:12.152,0.480,0.549,1.098,-0.610
1668340092192,2022-11-13T13:48:12.192,0.520,0.762,1.128,-0.579
1668340092232,2022-11-13T13:48:12.232,0.560,0.579,1.280,-0.305
1668340092272,2022-11-13T13:48:12.272,0.600,0.945,1.402,-0.396
1668340092312,2022-11-13T13:48:12.312,0.640,1.067,1.585,-0.488
1668340092352,2022-11-13T13:48:12.352,0.680,0.793,1.402,-0.427
1668340092392,2022-11-13T13:48:12.392,0.720,0.640,1.128,-0.396
1668340092432,2022-11-13T13:48:12.432,0.760,0.305,0.884,-0.366
1668340092472,2022-11-13T13:48:12.472,0.800,0.427,0.671,-0.305
1668340092512,2022-11-13T13:48:12.512,0.840,0.122,0.579,-0.396
1668340092552,2022-11-13T13:48:12.552,0.880,0.213,0.183,-0.549
1668340092592,2022-11-13T13:48:12.592,0.920,-0.488,-0.061,-0.366
1668340092632,2022-11-13T13:48:12.632,0.960,-0.396,0.061,-0.274
1668340092672,2022-11-13T13:48:12.672,1.000,-0.335,0.396,-0.152
1668340092712,2022-11-13T13:48:12.712,1.040,-0.213,0.610,-0.122
1668340092752,2022-11-13T13:48:12.752,1.080,0.122,0.610,-0.183
1668340092792,2022-11-13T13:48:12.792,1.120,-0.030,0.366,-0.183
1668340092832,2022-11-13T13:48:12.832,1.160,-0.183,0.183,-0.213
1668340092872,2022-11-13T13:48:12.872,1.200,-0.335,0.061,-0.244
1668340092912,2022-11-13T13:48:12.912,1.240,-0.396,-0.213,-0.244
1668340092952,2022-11-13T13:48:12.952,1.280,-0.366,-0.457,-0.213
1668340092992,2022-11-13T13:48:12.992,1.320,-0.091,-0.457,-0.183
1668340093032,2022-11-13T13:48:13.032,1.360,0.061,-0.366,-0.305
1668340093072,2022-11-13T13:48:13.072,1.400,-0.366,-0.091,-0.274
1668340093112,2022-11-13T13:48:13.112,1.440,-0.152,0.122,-0.366
1668340093152,2022-11-13T13:48:13.152,1.480,-0.091,0.213,-0.335
1668340093192,2022-11-13T13:48:13.192,1.520,-0.396,0.213,-0.274
1668340093232,2022-11-13T13:48:13.232,1.560,-0.671,0.000,-0.305
1668340093272,2022-11-13T13:48:13.272,1.600,-0.305,0.091,-0.427
1668340093312,2022-11-13T13:48:13.312,1.640,0.061,0.305,-0.335
1668340093352,2022-11-13T13:48:13.352,1.680,-0.244,0.213,-0.244
