epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668330666657,2022-11-13T11:11:06.657,0.000,-0.091,-0.061,1.189
1668330666697,2022-11-13T11:11:06.697,0.040,-0.061,0.061,0.976
1668330666737,2022-11-13T11:11:06.737,0.080,-0.518,0.366,0.915
1668330666777,2022-11-13T11:11:06.777,0.120,0.061,-0.030,-0.030
1668330666817,2022-11-13T11:11:06.817,0.160,-0.030,0.091,-0.732
1668330666857,2022-11-13T11:11:06.857,0.200,-0.945,0.488,0.091
1668330666897,2022-11-13T11:11:06.897,0.240,-1.006,0.945,0.823
1668330666937,2022-11-13T11:11:06.937,0.280,-0.945,0.701,1.524
1668330666977,2022-11-13T11:11:06.977,0.320,-0.793,0.335,2.012
1668330667017,2022-11-13T11:11:07.017,0.360,-0.549,0.396,2.043
1668330667057,2022-11-13T11:11:07.057,0.400,0.183,0.000,0.793
1668330667097,2022-11-13T11:11:07.097,0.440,0.213,0.091,0.000
1668330667137,2022-11-13T11:11:07.137,0.480,-0.732,0.610,0.244
1668330667177,2022-11-13T11:11:07.177,0.520,-1.159,0.518,0.305
1668330667217,2022-11-13T11:11:07.217,0.560,-1.189,0.793,0.213
1668330667257,2022-11-13T11:11:07.257,0.600,-1.341,1.402,0.213
1668330667297,2022-11-13T11:11:07.297,0.640,-0.610,0.915,0.274
1668330667337,2022-11-13T11:11:07.337,0.680,-0.091,0.732,0.366
1668330667377,2022-11-13T11:11:07.377,0.720,0.244,0.610,0.579
1668330667417,2022-11-13T11:11:07.417,0.760,0.396,0.488,0.549
1668330667457,2022-11-13T11:11:07.457,0.800,0.488,-0.061,0.396
1668330667497,2022-11-13T11:11:07.497,0.840,0.640,-0.152,0.030
1668330667537,2022-11-13T11:11:07.537,0.880,1.037,-0.427,-0.335
1668330667577,2022-11-13T11:11:07.577,0.920,1.799,-0.884,-0.610
1668330667617,2022-11-13T11:11:07.617,0.960,2.134,-0.915,-0.610
