epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668185353913,2022-11-11T18:49:13.913,0.000,2.104,-0.305,-2.652
1668185353954,2022-11-11T18:49:13.954,0.041,1.982,0.335,-2.866
1668185353993,2022-11-11T18:49:13.993,0.080,0.335,1.280,-2.927
1668185354034,2022-11-11T18:49:14.034,0.121,1.524,0.854,-4.024
1668185354075,2022-11-11T18:49:14.075,0.162,3.872,-0.579,-4.268
1668185354115,2022-11-11T18:49:14.115,0.202,4.817,0.915,-4.848
1668185354156,2022-11-11T18:49:14.156,0.243,1.250,4.665,-3.811
1668185354197,2022-11-11T18:49:14.197,0.284,1.006,4.756,-3.354
1668185354237,2022-11-11T18:49:14.237,0.324,1.677,5.305,-5.122
1668185354278,2022-11-11T18:49:14.278,0.365,2.683,9.055,-5.610
1668185354319,2022-11-11T18:49:14.319,0.406,0.610,10.640,-4.573
1668185354358,2022-11-11T18:49:14.358,0.445,1.006,5.671,-3.537
1668185354399,2022-11-11T18:49:14.399,0.486,0.518,2.591,-4.604
1668185354439,2022-11-11T18:49:14.439,0.526,0.396,1.951,-7.195
1668185354480,2022-11-11T18:49:14.480,0.567,1.311,2.988,-8.841
1668185354521,2022-11-11T18:49:14.521,0.608,0.213,1.402,-5.976
1668185354560,2022-11-11T18:49:14.560,0.647,0.152,0.945,-2.622
1668185354601,2022-11-11T18:49:14.601,0.688,-2.805,0.274,-0.244
1668185354642,2022-11-11T18:49:14.642,0.729,-0.091,-4.421,-0.488
1668185354682,2022-11-11T18:49:14.682,0.769,0.732,-0.244,-2.470
1668185354723,2022-11-11T18:49:14.723,0.810,-0.884,2.104,-0.305
1668185354764,2022-11-11T18:49:14.764,0.851,0.488,1.494,-0.549
1668185354803,2022-11-11T18:49:14.803,0.890,1.128,-1.067,-1.067
1668185354844,2022-11-11T18:49:14.844,0.931,0.976,-2.348,-0.579
1668185354886,2022-11-11T18:49:14.886,0.973,1.128,-2.165,0.122
