epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667731271029,2022-11-06T12:41:11.029,0.000,-1.250,-1.341,-0.427
1667731271068,2022-11-06T12:41:11.068,0.039,-1.555,-1.494,0.000
1667731271108,2022-11-06T12:41:11.108,0.079,-2.165,-1.067,-0.213
1667731271147,2022-11-06T12:41:11.147,0.118,-0.549,0.152,-0.579
1667731271187,2022-11-06T12:41:11.187,0.158,1.250,1.768,-0.518
1667731271227,2022-11-06T12:41:11.227,0.198,0.091,2.409,-0.305
1667731271266,2022-11-06T12:41:11.266,0.237,-0.518,2.500,-0.183
1667731271306,2022-11-06T12:41:11.306,0.277,-0.671,1.921,-0.061
1667731271345,2022-11-06T12:41:11.345,0.316,0.427,0.793,0.061
1667731271385,2022-11-06T12:41:11.385,0.356,0.427,0.274,-0.122
1667731271424,2022-11-06T12:41:11.424,0.395,-0.122,-0.061,-0.183
1667731271464,2022-11-06T12:41:11.464,0.435,0.976,-0.396,0.457
1667731271503,2022-11-06T12:41:11.503,0.474,1.037,-0.213,0.854
1667731271543,2022-11-06T12:41:11.543,0.514,-0.122,-1.037,0.884
1667731271583,2022-11-06T12:41:11.583,0.554,2.530,-0.579,0.884
1667731271622,2022-11-06T12:41:11.622,0.593,3.598,-0.396,0.579
1667731271662,2022-11-06T12:41:11.662,0.633,0.945,-1.738,0.610
1667731271701,2022-11-06T12:41:11.701,0.672,0.915,-2.561,0.457
1667731271741,2022-11-06T12:41:11.741,0.712,1.890,-1.707,0.366
1667731271780,2022-11-06T12:41:11.780,0.751,1.494,-1.128,0.366
1667731271820,2022-11-06T12:41:11.820,0.791,0.854,-0.244,0.213
1667731271859,2022-11-06T12:41:11.859,0.830,1.250,0.701,-0.244
1667731271899,2022-11-06T12:41:11.899,0.870,2.470,1.768,-0.274
1667731271938,2022-11-06T12:41:11.938,0.909,1.006,1.311,-0.183
1667731271978,2022-11-06T12:41:11.978,0.949,-0.488,0.823,-0.122
