epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668176153279,2022-11-11T16.15.53.279,11.080,-0.336,0.079,-0.936
1668176153319,2022-11-11T16.15.53.319,11.120,-0.336,0.078,-0.937
1668176153359,2022-11-11T16.15.53.359,11.160,-0.335,0.078,-0.936
1668176153399,2022-11-11T16.15.53.399,11.200,-0.335,0.081,-0.937
1668176153439,2022-11-11T16.15.53.439,11.240,-0.336,0.075,-0.935
1668176153479,2022-11-11T16.15.53.479,11.280,-0.338,0.073,-0.936
1668176153519,2022-11-11T16.15.53.519,11.320,-0.337,0.076,-0.934
1668176153559,2022-11-11T16.15.53.559,11.360,-0.336,0.084,-0.938
1668176153599,2022-11-11T16.15.53.599,11.400,-0.335,0.086,-0.938
1668176153639,2022-11-11T16.15.53.639,11.440,-0.339,0.077,-0.934
1668176153679,2022-11-11T16.15.53.679,11.480,-0.337,0.068,-0.934
1668176153719,2022-11-11T16.15.53.719,11.520,-0.336,0.071,-0.936
1668176153759,2022-11-11T16.15.53.759,11.560,-0.336,0.078,-0.936
1668176153799,2022-11-11T16.15.53.799,11.600,-0.335,0.077,-0.937
1668176153839,2022-11-11T16.15.53.839,11.640,-0.337,0.077,-0.936
1668176153879,2022-11-11T16.15.53.879,11.680,-0.336,0.077,-0.936
1668176153919,2022-11-11T16.15.53.919,11.720,-0.337,0.077,-0.935
1668176153959,2022-11-11T16.15.53.959,11.760,-0.336,0.075,-0.937
1668176153999,2022-11-11T16.15.53.999,11.800,-0.337,0.083,-0.935
1668176154039,2022-11-11T16.15.54.039,11.840,-0.339,0.072,-0.937
1668176154079,2022-11-11T16.15.54.079,11.880,-0.333,0.059,-0.938
1668176154119,2022-11-11T16.15.54.119,11.920,-0.333,0.086,-0.938
1668176154159,2022-11-11T16.15.54.159,11.960,-0.329,0.085,-0.938
1668176154199,2022-11-11T16.15.54.199,12.000,-0.332,0.077,-0.938
1668176154239,2022-11-11T16.15.54.239,12.040,-0.334,0.075,-0.937
1668176154279,2022-11-11T16.15.54.279,12.080,-0.336,0.077,-0.937
1668176154319,2022-11-11T16.15.54.319,12.120,-0.334,0.076,-0.938
1668176154359,2022-11-11T16.15.54.359,12.160,-0.333,0.075,-0.937
1668176154399,2022-11-11T16.15.54.399,12.200,-0.333,0.074,-0.936
1668176154439,2022-11-11T16.15.54.439,12.240,-0.335,0.072,-0.936
1668176154479,2022-11-11T16.15.54.479,12.280,-0.333,0.075,-0.937
1668176154519,2022-11-11T16.15.54.519,12.320,-0.335,0.077,-0.937
1668176154559,2022-11-11T16.15.54.559,12.360,-0.334,0.078,-0.936
1668176154599,2022-11-11T16.15.54.599,12.400,-0.334,0.077,-0.937
1668176154639,2022-11-11T16.15.54.639,12.440,-0.335,0.077,-0.937
1668176154679,2022-11-11T16.15.54.679,12.480,-0.333,0.077,-0.937
1668176154719,2022-11-11T16.15.54.719,12.520,-0.334,0.078,-0.937
1668176154759,2022-11-11T16.15.54.759,12.560,-0.332,0.079,-0.936
1668176154799,2022-11-11T16.15.54.799,12.600,-0.334,0.076,-0.936
1668176154839,2022-11-11T16.15.54.839,12.640,-0.333,0.075,-0.937
1668176154879,2022-11-11T16.15.54.879,12.680,-0.335,0.077,-0.937
1668176154919,2022-11-11T16.15.54.919,12.720,-0.334,0.077,-0.937
1668176154959,2022-11-11T16.15.54.959,12.760,-0.334,0.078,-0.938
1668176154999,2022-11-11T16.15.54.999,12.800,-0.334,0.077,-0.937
1668176155039,2022-11-11T16.15.55.039,12.840,-0.334,0.078,-0.937
1668176155079,2022-11-11T16.15.55.079,12.880,-0.334,0.079,-0.937
1668176155119,2022-11-11T16.15.55.119,12.920,-0.334,0.079,-0.937
1668176155159,2022-11-11T16.15.55.159,12.960,-0.335,0.078,-0.938
1668176155199,2022-11-11T16.15.55.199,13.000,-0.334,0.077,-0.937
1668176155239,2022-11-11T16.15.55.239,13.040,-0.334,0.079,-0.938
1668176155279,2022-11-11T16.15.55.279,13.080,-0.333,0.079,-0.937
1668176155319,2022-11-11T16.15.55.319,13.120,-0.335,0.077,-0.937
1668176155359,2022-11-11T16.15.55.359,13.160,-0.334,0.078,-0.937
1668176155399,2022-11-11T16.15.55.399,13.200,-0.334,0.076,-0.938
1668176155439,2022-11-11T16.15.55.439,13.240,-0.335,0.077,-0.937
1668176155479,2022-11-11T16.15.55.479,13.280,-0.334,0.078,-0.937
1668176155519,2022-11-11T16.15.55.519,13.320,-0.334,0.078,-0.937
1668176155559,2022-11-11T16.15.55.559,13.360,-0.334,0.078,-0.937
1668176155599,2022-11-11T16.15.55.599,13.400,-0.334,0.075,-0.938
1668176155639,2022-11-11T16.15.55.639,13.440,-0.334,0.077,-0.936
1668176155679,2022-11-11T16.15.55.679,13.480,-0.333,0.077,-0.935
1668176155719,2022-11-11T16.15.55.719,13.520,-0.334,0.077,-0.938
1668176155759,2022-11-11T16.15.55.759,13.560,-0.334,0.077,-0.936
1668176155799,2022-11-11T16.15.55.799,13.600,-0.333,0.077,-0.937
1668176155839,2022-11-11T16.15.55.839,13.640,-0.334,0.077,-0.936
1668176155879,2022-11-11T16.15.55.879,13.680,-0.334,0.078,-0.937
1668176155919,2022-11-11T16.15.55.919,13.720,-0.334,0.078,-0.937
1668176155959,2022-11-11T16.15.55.959,13.760,-0.334,0.078,-0.937
1668176155999,2022-11-11T16.15.55.999,13.800,-0.334,0.075,-0.936
1668176156039,2022-11-11T16.15.56.039,13.840,-0.334,0.077,-0.937
1668176156079,2022-11-11T16.15.56.079,13.880,-0.334,0.079,-0.937
1668176156119,2022-11-11T16.15.56.119,13.920,-0.334,0.079,-0.937
1668176156159,2022-11-11T16.15.56.159,13.960,-0.335,0.078,-0.938
1668176156199,2022-11-11T16.15.56.199,14.000,-0.336,0.079,-0.937
1668176156239,2022-11-11T16.15.56.239,14.040,-0.335,0.078,-0.936
1668176156279,2022-11-11T16.15.56.279,14.080,-0.336,0.078,-0.936
1668176156319,2022-11-11T16.15.56.319,14.120,-0.335,0.080,-0.936
1668176156359,2022-11-11T16.15.56.359,14.160,-0.334,0.079,-0.937
1668176156399,2022-11-11T16.15.56.399,14.200,-0.336,0.078,-0.937
