epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667755288853,2022-11-06T19.21.28.853,7.120,-0.274,0.225,-0.932
1667755288893,2022-11-06T19.21.28.893,7.160,-0.274,0.226,-0.932
1667755288933,2022-11-06T19.21.28.933,7.200,-0.274,0.224,-0.933
1667755288973,2022-11-06T19.21.28.973,7.240,-0.274,0.223,-0.933
1667755289013,2022-11-06T19.21.29.013,7.280,-0.275,0.222,-0.933
1667755289053,2022-11-06T19.21.29.053,7.320,-0.274,0.225,-0.933
1667755289093,2022-11-06T19.21.29.093,7.360,-0.274,0.223,-0.933
1667755289133,2022-11-06T19.21.29.133,7.400,-0.276,0.224,-0.933
1667755289173,2022-11-06T19.21.29.173,7.440,-0.275,0.222,-0.934
1667755289213,2022-11-06T19.21.29.213,7.480,-0.275,0.225,-0.934
1667755289253,2022-11-06T19.21.29.253,7.520,-0.276,0.222,-0.932
1667755289293,2022-11-06T19.21.29.293,7.560,-0.276,0.221,-0.932
1667755289333,2022-11-06T19.21.29.333,7.600,-0.274,0.221,-0.934
1667755289373,2022-11-06T19.21.29.373,7.640,-0.276,0.221,-0.933
1667755289413,2022-11-06T19.21.29.413,7.680,-0.274,0.223,-0.933
1667755289453,2022-11-06T19.21.29.453,7.720,-0.275,0.219,-0.931
1667755289493,2022-11-06T19.21.29.493,7.760,-0.275,0.221,-0.934
1667755289533,2022-11-06T19.21.29.533,7.800,-0.276,0.222,-0.934
1667755289573,2022-11-06T19.21.29.573,7.840,-0.276,0.220,-0.933
1667755289613,2022-11-06T19.21.29.613,7.880,-0.275,0.222,-0.934
1667755289653,2022-11-06T19.21.29.653,7.920,-0.275,0.221,-0.933
1667755289693,2022-11-06T19.21.29.693,7.960,-0.275,0.220,-0.934
1667755289733,2022-11-06T19.21.29.733,8.000,-0.276,0.222,-0.933
1667755289773,2022-11-06T19.21.29.773,8.040,-0.275,0.219,-0.933
1667755289813,2022-11-06T19.21.29.813,8.080,-0.275,0.222,-0.934
1667755289853,2022-11-06T19.21.29.853,8.120,-0.274,0.224,-0.934
1667755289893,2022-11-06T19.21.29.893,8.160,-0.275,0.219,-0.933
1667755289933,2022-11-06T19.21.29.933,8.200,-0.275,0.222,-0.932
1667755289973,2022-11-06T19.21.29.973,8.240,-0.275,0.222,-0.933
1667755290013,2022-11-06T19.21.30.013,8.280,-0.275,0.221,-0.933
1667755290053,2022-11-06T19.21.30.053,8.320,-0.275,0.221,-0.933
1667755290093,2022-11-06T19.21.30.093,8.360,-0.275,0.220,-0.934
1667755290133,2022-11-06T19.21.30.133,8.400,-0.275,0.221,-0.933
1667755290173,2022-11-06T19.21.30.173,8.440,-0.275,0.221,-0.934
1667755290213,2022-11-06T19.21.30.213,8.480,-0.276,0.224,-0.932
1667755290253,2022-11-06T19.21.30.253,8.520,-0.275,0.218,-0.933
1667755290293,2022-11-06T19.21.30.293,8.560,-0.274,0.221,-0.934
1667755290333,2022-11-06T19.21.30.333,8.600,-0.273,0.221,-0.934
1667755290373,2022-11-06T19.21.30.373,8.640,-0.274,0.230,-0.929
1667755290413,2022-11-06T19.21.30.413,8.680,-0.275,0.230,-0.931
1667755290453,2022-11-06T19.21.30.453,8.720,-0.275,0.228,-0.933
1667755290493,2022-11-06T19.21.30.493,8.760,-0.274,0.224,-0.932
1667755290533,2022-11-06T19.21.30.533,8.800,-0.275,0.225,-0.932
1667755290573,2022-11-06T19.21.30.573,8.840,-0.275,0.224,-0.932
1667755290613,2022-11-06T19.21.30.613,8.880,-0.276,0.224,-0.933
1667755290653,2022-11-06T19.21.30.653,8.920,-0.275,0.224,-0.933
1667755290693,2022-11-06T19.21.30.693,8.960,-0.275,0.223,-0.933
1667755290733,2022-11-06T19.21.30.733,9.000,-0.275,0.223,-0.933
1667755290773,2022-11-06T19.21.30.773,9.040,-0.274,0.223,-0.933
1667755290813,2022-11-06T19.21.30.813,9.080,-0.275,0.224,-0.932
1667755290853,2022-11-06T19.21.30.853,9.120,-0.275,0.223,-0.932
1667755290893,2022-11-06T19.21.30.893,9.160,-0.275,0.226,-0.933
1667755290933,2022-11-06T19.21.30.933,9.200,-0.275,0.224,-0.934
1667755290973,2022-11-06T19.21.30.973,9.240,-0.275,0.224,-0.934
1667755291013,2022-11-06T19.21.31.013,9.280,-0.275,0.224,-0.932
1667755291053,2022-11-06T19.21.31.053,9.320,-0.274,0.222,-0.932
1667755291093,2022-11-06T19.21.31.093,9.360,-0.274,0.228,-0.931
1667755291133,2022-11-06T19.21.31.133,9.400,-0.273,0.228,-0.933
1667755291173,2022-11-06T19.21.31.173,9.440,-0.276,0.221,-0.932
1667755291213,2022-11-06T19.21.31.213,9.480,-0.275,0.226,-0.933
1667755291253,2022-11-06T19.21.31.253,9.520,-0.274,0.228,-0.932
1667755291293,2022-11-06T19.21.31.293,9.560,-0.276,0.223,-0.933
1667755291333,2022-11-06T19.21.31.333,9.600,-0.276,0.224,-0.933
1667755291373,2022-11-06T19.21.31.373,9.640,-0.274,0.225,-0.933
1667755291413,2022-11-06T19.21.31.413,9.680,-0.275,0.226,-0.932
1667755291453,2022-11-06T19.21.31.453,9.720,-0.274,0.223,-0.933
1667755291493,2022-11-06T19.21.31.493,9.760,-0.274,0.223,-0.932
1667755291533,2022-11-06T19.21.31.533,9.800,-0.276,0.226,-0.931
1667755291573,2022-11-06T19.21.31.573,9.840,-0.274,0.224,-0.932
1667755291613,2022-11-06T19.21.31.613,9.880,-0.274,0.226,-0.933
1667755291653,2022-11-06T19.21.31.653,9.920,-0.275,0.224,-0.932
1667755291693,2022-11-06T19.21.31.693,9.960,-0.275,0.225,-0.931
1667755291733,2022-11-06T19.21.31.733,10.000,-0.275,0.224,-0.932
1667755291773,2022-11-06T19.21.31.773,10.040,-0.275,0.225,-0.933
1667755291813,2022-11-06T19.21.31.813,10.080,-0.275,0.221,-0.933
1667755291853,2022-11-06T19.21.31.853,10.120,-0.275,0.224,-0.934
1667755291893,2022-11-06T19.21.31.893,10.160,-0.275,0.223,-0.932
1667755291933,2022-11-06T19.21.31.933,10.200,-0.275,0.224,-0.932
1667755291973,2022-11-06T19.21.31.973,10.240,-0.276,0.223,-0.932
1667755292013,2022-11-06T19.21.32.013,10.280,-0.274,0.224,-0.933
1667755292053,2022-11-06T19.21.32.053,10.320,-0.275,0.224,-0.933
1667755292093,2022-11-06T19.21.32.093,10.360,-0.275,0.221,-0.932
1667755292133,2022-11-06T19.21.32.133,10.400,-0.275,0.224,-0.932
1667755292173,2022-11-06T19.21.32.173,10.440,-0.276,0.223,-0.933
1667755292213,2022-11-06T19.21.32.213,10.480,-0.276,0.223,-0.933
1667755292253,2022-11-06T19.21.32.253,10.520,-0.276,0.223,-0.932
1667755292293,2022-11-06T19.21.32.293,10.560,-0.276,0.223,-0.932
1667755292333,2022-11-06T19.21.32.333,10.600,-0.275,0.223,-0.933
1667755292373,2022-11-06T19.21.32.373,10.640,-0.276,0.224,-0.933
1667755292413,2022-11-06T19.21.32.413,10.680,-0.276,0.223,-0.933
1667755292453,2022-11-06T19.21.32.453,10.720,-0.275,0.223,-0.933
1667755292493,2022-11-06T19.21.32.493,10.760,-0.275,0.223,-0.932
1667755292533,2022-11-06T19.21.32.533,10.800,-0.275,0.222,-0.931
1667755292573,2022-11-06T19.21.32.573,10.840,-0.276,0.223,-0.934
1667755292613,2022-11-06T19.21.32.613,10.880,-0.276,0.224,-0.933
1667755292653,2022-11-06T19.21.32.653,10.920,-0.276,0.223,-0.933
1667755292693,2022-11-06T19.21.32.693,10.960,-0.277,0.223,-0.932
1667755292733,2022-11-06T19.21.32.733,11.000,-0.274,0.223,-0.934
1667755292773,2022-11-06T19.21.32.773,11.040,-0.275,0.223,-0.933
1667755292813,2022-11-06T19.21.32.813,11.080,-0.275,0.223,-0.933
1667755292853,2022-11-06T19.21.32.853,11.120,-0.275,0.223,-0.934
1667755292893,2022-11-06T19.21.32.893,11.160,-0.275,0.224,-0.933
1667755292933,2022-11-06T19.21.32.933,11.200,-0.276,0.222,-0.933
1667755292973,2022-11-06T19.21.32.973,11.240,-0.275,0.223,-0.933
1667755293013,2022-11-06T19.21.33.013,11.280,-0.275,0.224,-0.932
1667755293053,2022-11-06T19.21.33.053,11.320,-0.276,0.224,-0.932
1667755293093,2022-11-06T19.21.33.093,11.360,-0.276,0.223,-0.932
1667755293133,2022-11-06T19.21.33.133,11.400,-0.277,0.223,-0.933
1667755293173,2022-11-06T19.21.33.173,11.440,-0.276,0.223,-0.932
1667755293213,2022-11-06T19.21.33.213,11.480,-0.276,0.225,-0.931
1667755293253,2022-11-06T19.21.33.253,11.520,-0.277,0.224,-0.932
1667755293293,2022-11-06T19.21.33.293,11.560,-0.277,0.223,-0.933
1667755293333,2022-11-06T19.21.33.333,11.600,-0.278,0.224,-0.932
1667755293373,2022-11-06T19.21.33.373,11.640,-0.276,0.224,-0.932
1667755293413,2022-11-06T19.21.33.413,11.680,-0.278,0.223,-0.932
1667755293453,2022-11-06T19.21.33.453,11.720,-0.276,0.225,-0.932
1667755293493,2022-11-06T19.21.33.493,11.760,-0.276,0.223,-0.932
1667755293533,2022-11-06T19.21.33.533,11.800,-0.276,0.223,-0.933
1667755293573,2022-11-06T19.21.33.573,11.840,-0.277,0.223,-0.933
1667755293613,2022-11-06T19.21.33.613,11.880,-0.276,0.223,-0.933
1667755293653,2022-11-06T19.21.33.653,11.920,-0.275,0.224,-0.932
1667755293693,2022-11-06T19.21.33.693,11.960,-0.276,0.223,-0.933
1667755293733,2022-11-06T19.21.33.733,12.000,-0.276,0.222,-0.932
1667755293773,2022-11-06T19.21.33.773,12.040,-0.276,0.223,-0.933
1667755293813,2022-11-06T19.21.33.813,12.080,-0.277,0.223,-0.932
1667755293853,2022-11-06T19.21.33.853,12.120,-0.275,0.222,-0.932
1667755293893,2022-11-06T19.21.33.893,12.160,-0.275,0.223,-0.933
1667755293933,2022-11-06T19.21.33.933,12.200,-0.277,0.224,-0.933
1667755293973,2022-11-06T19.21.33.973,12.240,-0.275,0.222,-0.933
1667755294013,2022-11-06T19.21.34.013,12.280,-0.276,0.224,-0.932
1667755294053,2022-11-06T19.21.34.053,12.320,-0.275,0.224,-0.933
1667755294093,2022-11-06T19.21.34.093,12.360,-0.275,0.223,-0.933
1667755294133,2022-11-06T19.21.34.133,12.400,-0.276,0.224,-0.933
1667755294173,2022-11-06T19.21.34.173,12.440,-0.276,0.224,-0.932
1667755294213,2022-11-06T19.21.34.213,12.480,-0.275,0.223,-0.933
1667755294253,2022-11-06T19.21.34.253,12.520,-0.276,0.223,-0.932
1667755294293,2022-11-06T19.21.34.293,12.560,-0.276,0.224,-0.933
1667755294333,2022-11-06T19.21.34.333,12.600,-0.276,0.224,-0.932
1667755294373,2022-11-06T19.21.34.373,12.640,-0.275,0.225,-0.932
1667755294413,2022-11-06T19.21.34.413,12.680,-0.276,0.222,-0.932
1667755294453,2022-11-06T19.21.34.453,12.720,-0.276,0.224,-0.933
1667755294493,2022-11-06T19.21.34.493,12.760,-0.276,0.224,-0.933
1667755294533,2022-11-06T19.21.34.533,12.800,-0.277,0.223,-0.931
1667755294573,2022-11-06T19.21.34.573,12.840,-0.277,0.223,-0.933
1667755294613,2022-11-06T19.21.34.613,12.880,-0.275,0.224,-0.934
1667755294653,2022-11-06T19.21.34.653,12.920,-0.275,0.222,-0.932
1667755294693,2022-11-06T19.21.34.693,12.960,-0.276,0.223,-0.933
1667755294733,2022-11-06T19.21.34.733,13.000,-0.275,0.223,-0.932
1667755294773,2022-11-06T19.21.34.773,13.040,-0.276,0.223,-0.933
1667755294813,2022-11-06T19.21.34.813,13.080,-0.277,0.222,-0.932
1667755294853,2022-11-06T19.21.34.853,13.120,-0.276,0.224,-0.932
1667755294893,2022-11-06T19.21.34.893,13.160,-0.276,0.223,-0.933
1667755294933,2022-11-06T19.21.34.933,13.200,-0.276,0.223,-0.932
1667755294973,2022-11-06T19.21.34.973,13.240,-0.276,0.223,-0.932
1667755295013,2022-11-06T19.21.35.013,13.280,-0.276,0.222,-0.933
1667755295053,2022-11-06T19.21.35.053,13.320,-0.277,0.222,-0.933
1667755295093,2022-11-06T19.21.35.093,13.360,-0.276,0.223,-0.932
1667755295133,2022-11-06T19.21.35.133,13.400,-0.276,0.222,-0.932
1667755295173,2022-11-06T19.21.35.173,13.440,-0.276,0.223,-0.933
1667755295213,2022-11-06T19.21.35.213,13.480,-0.276,0.223,-0.932
1667755295253,2022-11-06T19.21.35.253,13.520,-0.277,0.223,-0.932
1667755295293,2022-11-06T19.21.35.293,13.560,-0.276,0.222,-0.933
1667755295333,2022-11-06T19.21.35.333,13.600,-0.276,0.224,-0.933
1667755295373,2022-11-06T19.21.35.373,13.640,-0.276,0.222,-0.933
1667755295413,2022-11-06T19.21.35.413,13.680,-0.275,0.224,-0.932
1667755295453,2022-11-06T19.21.35.453,13.720,-0.276,0.222,-0.932
1667755295493,2022-11-06T19.21.35.493,13.760,-0.275,0.224,-0.932
1667755295533,2022-11-06T19.21.35.533,13.800,-0.274,0.223,-0.932
1667755295573,2022-11-06T19.21.35.573,13.840,-0.276,0.222,-0.932
1667755295613,2022-11-06T19.21.35.613,13.880,-0.275,0.224,-0.933
1667755295653,2022-11-06T19.21.35.653,13.920,-0.276,0.223,-0.933
1667755295693,2022-11-06T19.21.35.693,13.960,-0.276,0.223,-0.933
1667755295733,2022-11-06T19.21.35.733,14.000,-0.276,0.222,-0.933
1667755295773,2022-11-06T19.21.35.773,14.040,-0.276,0.224,-0.932
1667755295813,2022-11-06T19.21.35.813,14.080,-0.276,0.224,-0.932
1667755295853,2022-11-06T19.21.35.853,14.120,-0.276,0.223,-0.933
1667755295893,2022-11-06T19.21.35.893,14.160,-0.275,0.224,-0.931
1667755295933,2022-11-06T19.21.35.933,14.200,-0.276,0.224,-0.932
