epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667717446204,2022-11-06T08:50:46.204,0.000,-0.109,0.129,-0.946
1667717446244,2022-11-06T08:50:46.244,0.040,-0.107,0.120,-0.957
1667717446284,2022-11-06T08:50:46.284,0.080,-0.108,0.125,-0.953
1667717446324,2022-11-06T08:50:46.324,0.120,-0.108,0.125,-0.954
1667717446364,2022-11-06T08:50:46.364,0.160,-0.108,0.119,-0.955
1667717446404,2022-11-06T08:50:46.404,0.200,-0.109,0.127,-0.953
1667717446444,2022-11-06T08:50:46.444,0.240,-0.107,0.122,-0.954
1667717446484,2022-11-06T08:50:46.484,0.280,-0.108,0.123,-0.953
1667717446524,2022-11-06T08:50:46.524,0.320,-0.111,0.126,-0.953
1667717446564,2022-11-06T08:50:46.564,0.360,-0.108,0.120,-0.955
1667717446604,2022-11-06T08:50:46.604,0.400,-0.107,0.124,-0.956
1667717446644,2022-11-06T08:50:46.644,0.440,-0.111,0.127,-0.954
1667717446684,2022-11-06T08:50:46.684,0.480,-0.107,0.121,-0.953
1667717446724,2022-11-06T08:50:46.724,0.520,-0.108,0.126,-0.953
1667717446764,2022-11-06T08:50:46.764,0.560,-0.109,0.123,-0.953
1667717446804,2022-11-06T08:50:46.804,0.600,-0.108,0.121,-0.954
1667717446844,2022-11-06T08:50:46.844,0.640,-0.107,0.124,-0.954
1667717446884,2022-11-06T08:50:46.884,0.680,-0.108,0.120,-0.955
1667717446924,2022-11-06T08:50:46.924,0.720,-0.109,0.124,-0.953
1667717446964,2022-11-06T08:50:46.964,0.760,-0.108,0.122,-0.953
1667717447004,2022-11-06T08:50:47.004,0.800,-0.107,0.124,-0.954
1667717447044,2022-11-06T08:50:47.044,0.840,-0.108,0.124,-0.955
1667717447084,2022-11-06T08:50:47.084,0.880,-0.107,0.121,-0.955
1667717447124,2022-11-06T08:50:47.124,0.920,-0.108,0.119,-0.953
1667717447164,2022-11-06T08:50:47.164,0.960,-0.111,0.124,-0.953
1667717447204,2022-11-06T08:50:47.204,1.000,-0.107,0.120,-0.953
1667717447244,2022-11-06T08:50:47.244,1.040,-0.107,0.123,-0.953
1667717447284,2022-11-06T08:50:47.284,1.080,-0.108,0.120,-0.954
1667717447324,2022-11-06T08:50:47.324,1.120,-0.109,0.121,-0.954
1667717447364,2022-11-06T08:50:47.364,1.160,-0.109,0.121,-0.954
1667717447404,2022-11-06T08:50:47.404,1.200,-0.109,0.120,-0.952
1667717447444,2022-11-06T08:50:47.444,1.240,-0.112,0.123,-0.953
1667717447484,2022-11-06T08:50:47.484,1.280,-0.108,0.116,-0.954
1667717447524,2022-11-06T08:50:47.524,1.320,-0.107,0.121,-0.954
1667717447564,2022-11-06T08:50:47.564,1.360,-0.109,0.120,-0.952
1667717447604,2022-11-06T08:50:47.604,1.400,-0.109,0.116,-0.953
1667717447644,2022-11-06T08:50:47.644,1.440,-0.108,0.119,-0.954
1667717447684,2022-11-06T08:50:47.684,1.480,-0.109,0.121,-0.952
1667717447724,2022-11-06T08:50:47.724,1.520,-0.108,0.119,-0.954
1667717447764,2022-11-06T08:50:47.764,1.560,-0.111,0.122,-0.952
1667717447804,2022-11-06T08:50:47.804,1.600,-0.107,0.115,-0.955
1667717447844,2022-11-06T08:50:47.844,1.640,-0.109,0.122,-0.954
1667717447884,2022-11-06T08:50:47.884,1.680,-0.109,0.122,-0.953
1667717447924,2022-11-06T08:50:47.924,1.720,-0.108,0.116,-0.954
1667717447964,2022-11-06T08:50:47.964,1.760,-0.109,0.121,-0.954
1667717448004,2022-11-06T08:50:48.004,1.800,-0.110,0.120,-0.953
1667717448044,2022-11-06T08:50:48.044,1.840,-0.107,0.116,-0.954
1667717448084,2022-11-06T08:50:48.084,1.880,-0.111,0.132,-0.952
1667717448124,2022-11-06T08:50:48.124,1.920,-0.110,0.121,-0.953
1667717448164,2022-11-06T08:50:48.164,1.960,-0.108,0.121,-0.952
1667717448204,2022-11-06T08:50:48.204,2.000,-0.108,0.130,-0.952
1667717448244,2022-11-06T08:50:48.244,2.040,-0.107,0.126,-0.952
1667717448284,2022-11-06T08:50:48.284,2.080,-0.109,0.125,-0.952
1667717448324,2022-11-06T08:50:48.324,2.120,-0.110,0.126,-0.953
1667717448364,2022-11-06T08:50:48.364,2.160,-0.109,0.123,-0.953
1667717448404,2022-11-06T08:50:48.404,2.200,-0.110,0.127,-0.952
1667717448444,2022-11-06T08:50:48.444,2.240,-0.107,0.123,-0.953
1667717448484,2022-11-06T08:50:48.484,2.280,-0.110,0.126,-0.953
1667717448524,2022-11-06T08:50:48.524,2.320,-0.111,0.125,-0.952
1667717448564,2022-11-06T08:50:48.564,2.360,-0.106,0.121,-0.952
1667717448604,2022-11-06T08:50:48.604,2.400,-0.110,0.125,-0.952
1667717448644,2022-11-06T08:50:48.644,2.440,-0.109,0.122,-0.953
1667717448684,2022-11-06T08:50:48.684,2.480,-0.110,0.122,-0.953
1667717448724,2022-11-06T08:50:48.724,2.520,-0.110,0.128,-0.953
1667717448764,2022-11-06T08:50:48.764,2.560,-0.108,0.120,-0.954
1667717448804,2022-11-06T08:50:48.804,2.600,-0.109,0.122,-0.952
1667717448844,2022-11-06T08:50:48.844,2.640,-0.111,0.136,-0.952
1667717448884,2022-11-06T08:50:48.884,2.680,-0.107,0.126,-0.954
1667717448924,2022-11-06T08:50:48.924,2.720,-0.114,0.127,-0.951
1667717448964,2022-11-06T08:50:48.964,2.760,-0.108,0.124,-0.953
1667717449004,2022-11-06T08:50:49.004,2.800,-0.111,0.123,-0.953
1667717449044,2022-11-06T08:50:49.044,2.840,-0.113,0.126,-0.953
1667717449084,2022-11-06T08:50:49.084,2.880,-0.109,0.124,-0.953
1667717449124,2022-11-06T08:50:49.124,2.920,-0.112,0.129,-0.952
1667717449164,2022-11-06T08:50:49.164,2.960,-0.108,0.118,-0.953
1667717449204,2022-11-06T08:50:49.204,3.000,-0.110,0.123,-0.953
1667717449244,2022-11-06T08:50:49.244,3.040,-0.114,0.129,-0.952
1667717449284,2022-11-06T08:50:49.284,3.080,-0.107,0.123,-0.954
1667717449324,2022-11-06T08:50:49.324,3.120,-0.112,0.133,-0.952
1667717449364,2022-11-06T08:50:49.364,3.160,-0.112,0.125,-0.953
1667717449404,2022-11-06T08:50:49.404,3.200,-0.109,0.133,-0.953
1667717449444,2022-11-06T08:50:49.444,3.240,-0.110,0.124,-0.954
1667717449484,2022-11-06T08:50:49.484,3.280,-0.110,0.120,-0.953
1667717449524,2022-11-06T08:50:49.524,3.320,-0.113,0.122,-0.952
1667717449564,2022-11-06T08:50:49.564,3.360,-0.114,0.116,-0.952
1667717449604,2022-11-06T08:50:49.604,3.400,-0.113,0.124,-0.953
1667717449644,2022-11-06T08:50:49.644,3.440,-0.115,0.127,-0.952
