epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667156064011,2022-10-30T20:54:24.011,0.000,-0.122,0.244,-0.305
1667156064051,2022-10-30T20:54:24.051,0.040,-0.061,0.030,-0.305
1667156064090,2022-10-30T20:54:24.090,0.079,0.091,0.122,-0.183
1667156064130,2022-10-30T20:54:24.130,0.119,-0.213,0.152,-0.122
1667156064169,2022-10-30T20:54:24.169,0.158,-0.274,0.244,0.061
1667156064209,2022-10-30T20:54:24.209,0.198,-0.061,0.091,0.183
1667156064248,2022-10-30T20:54:24.248,0.237,-0.091,0.091,-0.091
1667156064288,2022-10-30T20:54:24.288,0.277,0.091,0.091,-0.152
1667156064328,2022-10-30T20:54:24.328,0.317,0.152,0.152,0.030
1667156064367,2022-10-30T20:54:24.367,0.356,0.183,0.122,0.030
1667156064407,2022-10-30T20:54:24.407,0.396,0.183,0.122,-0.091
1667156064446,2022-10-30T20:54:24.446,0.435,0.061,0.396,-0.091
1667156064486,2022-10-30T20:54:24.486,0.475,0.091,0.061,0.030
1667156064525,2022-10-30T20:54:24.525,0.514,0.061,-0.061,-0.030
1667156064565,2022-10-30T20:54:24.565,0.554,0.122,0.152,0.030
1667156064604,2022-10-30T20:54:24.604,0.593,0.183,0.183,0.122
1667156064644,2022-10-30T20:54:24.644,0.633,0.427,0.152,0.061
1667156064683,2022-10-30T20:54:24.683,0.672,0.000,0.152,-0.091
1667156064723,2022-10-30T20:54:24.723,0.712,0.030,0.000,0.000
1667156064763,2022-10-30T20:54:24.763,0.752,0.030,0.152,0.061
1667156064802,2022-10-30T20:54:24.802,0.791,0.061,0.213,0.091
1667156064842,2022-10-30T20:54:24.842,0.831,-0.061,0.091,0.152
1667156064881,2022-10-30T20:54:24.881,0.870,0.122,0.061,0.152
1667156064921,2022-10-30T20:54:24.921,0.910,0.061,0.061,0.000
1667156064960,2022-10-30T20:54:24.960,0.949,0.244,-0.091,0.030
1667156065000,2022-10-30T20:54:25.000,0.989,0.213,0.213,0.183
1667156065039,2022-10-30T20:54:25.039,1.028,0.183,0.061,0.030
1667156065079,2022-10-30T20:54:25.079,1.068,0.000,0.152,-0.183
1667156065119,2022-10-30T20:54:25.119,1.108,-0.091,-0.030,0.061
1667156065158,2022-10-30T20:54:25.158,1.147,-0.122,0.091,0.061
1667156065198,2022-10-30T20:54:25.198,1.187,-0.061,-0.061,0.213
1667156065237,2022-10-30T20:54:25.237,1.226,-0.030,0.122,0.061
1667156065277,2022-10-30T20:54:25.277,1.266,0.122,0.152,-0.030
1667156065316,2022-10-30T20:54:25.316,1.305,0.152,0.061,-0.061
1667156065356,2022-10-30T20:54:25.356,1.345,0.152,-0.061,-0.122
1667156065395,2022-10-30T20:54:25.395,1.384,0.122,0.000,0.122
1667156065435,2022-10-30T20:54:25.435,1.424,0.213,0.244,0.183
1667156065475,2022-10-30T20:54:25.475,1.464,-0.061,0.152,0.030
1667156065514,2022-10-30T20:54:25.514,1.503,0.122,-0.122,-0.122
1667156065554,2022-10-30T20:54:25.554,1.543,0.183,0.030,-0.091
1667156065593,2022-10-30T20:54:25.593,1.582,0.213,0.030,-0.122
1667156065633,2022-10-30T20:54:25.633,1.622,-0.061,0.030,-0.122
1667156065672,2022-10-30T20:54:25.672,1.661,-0.030,-0.061,0.061
1667156065712,2022-10-30T20:54:25.712,1.701,0.122,0.122,-0.213
1667156065751,2022-10-30T20:54:25.751,1.740,0.000,-0.030,-0.335
1667156065791,2022-10-30T20:54:25.791,1.780,0.061,0.061,-0.152
1667156065830,2022-10-30T20:54:25.830,1.819,-0.396,0.671,0.488
1667156065870,2022-10-30T20:54:25.870,1.859,-1.098,1.433,0.945
1667156065910,2022-10-30T20:54:25.910,1.899,-0.488,0.945,0.518
1667156065949,2022-10-30T20:54:25.949,1.938,-0.213,0.549,0.061
1667156065989,2022-10-30T20:54:25.989,1.978,0.427,-0.061,-0.213
1667156066028,2022-10-30T20:54:26.028,2.017,0.000,0.122,-0.030
1667156066068,2022-10-30T20:54:26.068,2.057,-0.213,0.091,-0.335
1667156066107,2022-10-30T20:54:26.107,2.096,-0.244,0.152,0.061
1667156066147,2022-10-30T20:54:26.147,2.136,-0.335,0.396,0.457
1667156066186,2022-10-30T20:54:26.186,2.175,-0.244,0.122,0.335
1667156066226,2022-10-30T20:54:26.226,2.215,0.213,-0.427,0.000
1667156066266,2022-10-30T20:54:26.266,2.255,0.488,-0.640,-0.305
1667156066305,2022-10-30T20:54:26.305,2.294,0.335,0.030,-0.061
1667156066345,2022-10-30T20:54:26.345,2.334,0.091,0.122,0.091
1667156066384,2022-10-30T20:54:26.384,2.373,0.274,0.000,0.061
1667156066424,2022-10-30T20:54:26.424,2.413,0.183,0.274,0.061
1667156066463,2022-10-30T20:54:26.463,2.452,0.213,0.183,-0.030
1667156066503,2022-10-30T20:54:26.503,2.492,0.091,0.091,0.030
1667156066542,2022-10-30T20:54:26.542,2.531,0.305,-0.061,-0.091
1667156066582,2022-10-30T20:54:26.582,2.571,0.305,0.061,-0.183
1667156066621,2022-10-30T20:54:26.621,2.610,0.366,0.213,-0.030
1667156066661,2022-10-30T20:54:26.661,2.650,0.152,0.183,0.000
1667156066701,2022-10-30T20:54:26.701,2.690,0.122,0.152,0.030
1667156066740,2022-10-30T20:54:26.740,2.729,0.274,0.152,-0.030
1667156066780,2022-10-30T20:54:26.780,2.769,0.244,0.274,0.061
1667156066819,2022-10-30T20:54:26.819,2.808,-0.183,0.244,0.091
1667156066859,2022-10-30T20:54:26.859,2.848,0.091,0.183,0.000
1667156066898,2022-10-30T20:54:26.898,2.887,0.335,0.152,-0.061
1667156066938,2022-10-30T20:54:26.938,2.927,0.091,0.091,-0.122
1667156066977,2022-10-30T20:54:26.977,2.966,0.274,0.244,-0.030
1667156067017,2022-10-30T20:54:27.017,3.006,0.213,0.335,-0.061
1667156067057,2022-10-30T20:54:27.057,3.046,0.152,0.091,-0.061
1667156067096,2022-10-30T20:54:27.096,3.085,-0.091,0.030,0.152
1667156067136,2022-10-30T20:54:27.136,3.125,-0.061,0.152,0.152
1667156067175,2022-10-30T20:54:27.175,3.164,0.030,0.152,0.122
1667156067215,2022-10-30T20:54:27.215,3.204,0.030,0.183,0.000
1667156067254,2022-10-30T20:54:27.254,3.243,0.183,0.061,-0.091
1667156067294,2022-10-30T20:54:27.294,3.283,0.244,0.213,-0.030
1667156067333,2022-10-30T20:54:27.333,3.322,-0.030,0.122,-0.030
1667156067373,2022-10-30T20:54:27.373,3.362,0.061,0.091,-0.061
1667156067412,2022-10-30T20:54:27.412,3.401,0.122,0.335,0.030
1667156067452,2022-10-30T20:54:27.452,3.441,0.213,0.061,-0.091
1667156067492,2022-10-30T20:54:27.492,3.481,0.152,0.152,-0.061
1667156067531,2022-10-30T20:54:27.531,3.520,-0.091,0.274,-0.091
1667156067571,2022-10-30T20:54:27.571,3.560,0.183,0.061,-0.061
1667156067610,2022-10-30T20:54:27.610,3.599,0.183,0.061,-0.061
1667156067650,2022-10-30T20:54:27.650,3.639,-0.122,0.244,-0.213
1667156067689,2022-10-30T20:54:27.689,3.678,0.152,0.091,0.000
1667156067729,2022-10-30T20:54:27.729,3.718,0.061,0.152,-0.091
1667156067768,2022-10-30T20:54:27.768,3.757,0.061,0.122,-0.122
1667156067808,2022-10-30T20:54:27.808,3.797,0.152,-0.061,0.122
1667156067848,2022-10-30T20:54:27.848,3.837,0.061,0.091,0.091
1667156067887,2022-10-30T20:54:27.887,3.876,0.183,0.091,0.030
1667156067927,2022-10-30T20:54:27.927,3.916,0.183,-0.030,-0.122
1667156067966,2022-10-30T20:54:27.966,3.955,0.396,-0.061,-0.122
1667156068006,2022-10-30T20:54:28.006,3.995,0.122,0.122,0.030
1667156068045,2022-10-30T20:54:28.045,4.034,0.030,0.122,-0.061
1667156068085,2022-10-30T20:54:28.085,4.074,0.091,-0.061,-0.030
1667156068124,2022-10-30T20:54:28.124,4.113,-0.274,0.183,0.061
1667156068164,2022-10-30T20:54:28.164,4.153,-0.183,0.000,0.152
1667156068204,2022-10-30T20:54:28.204,4.193,0.061,0.183,0.030
1667156068243,2022-10-30T20:54:28.243,4.232,0.213,0.091,-0.396
1667156068283,2022-10-30T20:54:28.283,4.272,0.305,-0.030,-0.183
1667156068322,2022-10-30T20:54:28.322,4.311,0.030,0.000,0.152
1667156068362,2022-10-30T20:54:28.362,4.351,-0.030,0.183,0.000
1667156068401,2022-10-30T20:54:28.401,4.390,0.000,0.061,0.152
1667156068441,2022-10-30T20:54:28.441,4.430,0.091,0.244,0.030
1667156068480,2022-10-30T20:54:28.480,4.469,0.183,0.000,-0.152
1667156068520,2022-10-30T20:54:28.520,4.509,0.244,-0.061,-0.213
1667156068559,2022-10-30T20:54:28.559,4.548,-0.030,0.061,-0.091
1667156068599,2022-10-30T20:54:28.599,4.588,0.183,0.183,0.030
1667156068639,2022-10-30T20:54:28.639,4.628,0.000,0.213,0.030
1667156068678,2022-10-30T20:54:28.678,4.667,0.061,0.030,-0.061
1667156068718,2022-10-30T20:54:28.718,4.707,0.274,0.213,0.030
1667156068757,2022-10-30T20:54:28.757,4.746,0.183,0.244,0.091
1667156068797,2022-10-30T20:54:28.797,4.786,0.274,0.122,0.183
1667156068836,2022-10-30T20:54:28.836,4.825,0.152,0.244,0.122
1667156068876,2022-10-30T20:54:28.876,4.865,0.244,0.274,0.122
1667156068915,2022-10-30T20:54:28.915,4.904,0.122,0.244,-0.061
1667156068955,2022-10-30T20:54:28.955,4.944,0.244,0.091,-0.030
1667156068995,2022-10-30T20:54:28.995,4.984,0.274,0.396,-0.091
1667156069034,2022-10-30T20:54:29.034,5.023,-0.030,0.366,-0.091
1667156069074,2022-10-30T20:54:29.074,5.063,0.335,0.152,-0.091
1667156069113,2022-10-30T20:54:29.113,5.102,0.030,0.061,-0.030
1667156069153,2022-10-30T20:54:29.153,5.142,-0.183,0.305,-0.122
1667156069192,2022-10-30T20:54:29.192,5.181,-0.091,0.183,0.061
1667156069232,2022-10-30T20:54:29.232,5.221,0.000,0.183,0.061
1667156069271,2022-10-30T20:54:29.271,5.260,0.152,0.091,0.030
1667156069311,2022-10-30T20:54:29.311,5.300,0.091,0.213,-0.030
1667156069349,2022-10-30T20:54:29.349,5.338,0.061,0.152,-0.122
1667156069389,2022-10-30T20:54:29.389,5.378,0.122,0.152,-0.061
1667156069428,2022-10-30T20:54:29.428,5.417,0.030,0.213,0.122
1667156069468,2022-10-30T20:54:29.468,5.457,0.091,0.122,0.000
1667156069507,2022-10-30T20:54:29.507,5.496,-0.030,0.274,-0.061
1667156069547,2022-10-30T20:54:29.547,5.536,0.213,0.122,0.061
1667156069586,2022-10-30T20:54:29.586,5.575,0.274,0.122,0.091
1667156069626,2022-10-30T20:54:29.626,5.615,0.183,0.183,0.122
1667156069665,2022-10-30T20:54:29.665,5.654,-0.152,0.213,0.000
1667156069705,2022-10-30T20:54:29.705,5.694,0.122,0.152,0.000
1667156069745,2022-10-30T20:54:29.745,5.734,0.183,0.061,0.091
1667156069784,2022-10-30T20:54:29.784,5.773,-0.030,0.213,0.000
1667156069824,2022-10-30T20:54:29.824,5.813,0.061,0.274,0.000
1667156069863,2022-10-30T20:54:29.863,5.852,0.000,0.152,0.091
1667156069903,2022-10-30T20:54:29.903,5.892,0.122,0.152,-0.061
1667156069942,2022-10-30T20:54:29.942,5.931,0.305,0.091,-0.061
1667156069982,2022-10-30T20:54:29.982,5.971,0.122,0.274,0.000
1667156070021,2022-10-30T20:54:30.021,6.010,0.122,0.030,0.061
1667156070061,2022-10-30T20:54:30.061,6.050,0.274,0.122,-0.183
1667156070100,2022-10-30T20:54:30.100,6.089,-0.030,0.244,-0.061
1667156070140,2022-10-30T20:54:30.140,6.129,-0.152,0.244,0.030
1667156070180,2022-10-30T20:54:30.180,6.169,-0.030,-0.030,0.000
1667156070219,2022-10-30T20:54:30.219,6.208,-0.091,0.152,-0.244
1667156070259,2022-10-30T20:54:30.259,6.248,0.122,-0.061,-0.122
1667156070298,2022-10-30T20:54:30.298,6.287,0.183,0.122,0.122
1667156070338,2022-10-30T20:54:30.338,6.327,-0.091,0.152,-0.152
1667156070377,2022-10-30T20:54:30.377,6.366,0.244,-0.457,-0.152
1667156070417,2022-10-30T20:54:30.417,6.406,0.091,-0.244,-0.366
1667156070456,2022-10-30T20:54:30.456,6.445,-0.335,-0.183,-0.091
1667156070496,2022-10-30T20:54:30.496,6.485,0.152,-0.335,0.274
1667156070536,2022-10-30T20:54:30.536,6.525,0.244,-0.061,0.244
1667156070575,2022-10-30T20:54:30.575,6.564,0.244,-0.244,0.244
1667156070615,2022-10-30T20:54:30.615,6.604,-0.030,-0.061,-0.061
1667156070654,2022-10-30T20:54:30.654,6.643,-0.030,0.152,-0.152
1667156070694,2022-10-30T20:54:30.694,6.683,-0.061,-0.061,-0.030
1667156070733,2022-10-30T20:54:30.733,6.722,0.183,-0.183,0.122
1667156070773,2022-10-30T20:54:30.773,6.762,0.244,0.183,-0.091
1667156070812,2022-10-30T20:54:30.812,6.801,0.030,0.152,-0.274
1667156070852,2022-10-30T20:54:30.852,6.841,0.213,0.183,0.000
1667156070891,2022-10-30T20:54:30.891,6.880,0.152,0.152,0.152
1667156070931,2022-10-30T20:54:30.931,6.920,0.366,-0.091,0.305
1667156070971,2022-10-30T20:54:30.971,6.960,-0.244,0.457,0.122
1667156071010,2022-10-30T20:54:31.010,6.999,0.000,0.488,-0.030
1667156071050,2022-10-30T20:54:31.050,7.039,0.244,0.000,0.091
1667156071089,2022-10-30T20:54:31.089,7.078,-0.030,0.274,0.213
1667156071129,2022-10-30T20:54:31.129,7.118,0.122,0.061,0.427
1667156071168,2022-10-30T20:54:31.168,7.157,0.213,0.274,0.183
1667156071208,2022-10-30T20:54:31.208,7.197,0.244,0.427,-0.274
1667156071247,2022-10-30T20:54:31.247,7.236,0.213,0.183,-0.274
1667156071287,2022-10-30T20:54:31.287,7.276,0.091,0.000,-0.091
1667156071327,2022-10-30T20:54:31.327,7.316,0.091,0.152,0.030
1667156071366,2022-10-30T20:54:31.366,7.355,0.000,0.274,0.183
1667156071406,2022-10-30T20:54:31.406,7.395,0.091,0.457,0.000
1667156071445,2022-10-30T20:54:31.445,7.434,0.000,0.274,-0.091
1667156071485,2022-10-30T20:54:31.485,7.474,0.152,0.274,-0.244
1667156071524,2022-10-30T20:54:31.524,7.513,0.091,0.091,-0.244
1667156071564,2022-10-30T20:54:31.564,7.553,0.152,0.030,-0.061
1667156071603,2022-10-30T20:54:31.603,7.592,0.030,0.091,0.000
1667156071643,2022-10-30T20:54:31.643,7.632,-0.061,0.030,0.030
1667156071683,2022-10-30T20:54:31.683,7.672,0.244,0.061,-0.061
1667156071722,2022-10-30T20:54:31.722,7.711,-0.091,0.152,-0.213
