epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668159599975,2022-11-11T11.39.59.975,8.040,-0.329,0.107,-0.935
1668159600015,2022-11-11T11.40.00.015,8.080,-0.328,0.102,-0.937
1668159600055,2022-11-11T11.40.00.055,8.120,-0.328,0.105,-0.937
1668159600095,2022-11-11T11.40.00.095,8.160,-0.328,0.108,-0.938
1668159600135,2022-11-11T11.40.00.135,8.200,-0.328,0.108,-0.936
1668159600175,2022-11-11T11.40.00.175,8.240,-0.328,0.105,-0.937
1668159600215,2022-11-11T11.40.00.215,8.280,-0.328,0.107,-0.938
1668159600255,2022-11-11T11.40.00.255,8.320,-0.328,0.109,-0.938
1668159600295,2022-11-11T11.40.00.295,8.360,-0.328,0.106,-0.938
1668159600335,2022-11-11T11.40.00.335,8.400,-0.327,0.106,-0.938
1668159600375,2022-11-11T11.40.00.375,8.440,-0.327,0.111,-0.939
1668159600415,2022-11-11T11.40.00.415,8.480,-0.327,0.109,-0.939
1668159600455,2022-11-11T11.40.00.455,8.520,-0.326,0.110,-0.937
1668159600495,2022-11-11T11.40.00.495,8.560,-0.326,0.106,-0.937
1668159600535,2022-11-11T11.40.00.535,8.600,-0.326,0.105,-0.938
1668159600575,2022-11-11T11.40.00.575,8.640,-0.326,0.107,-0.938
1668159600615,2022-11-11T11.40.00.615,8.680,-0.327,0.108,-0.937
1668159600655,2022-11-11T11.40.00.655,8.720,-0.326,0.108,-0.936
1668159600695,2022-11-11T11.40.00.695,8.760,-0.326,0.107,-0.938
1668159600735,2022-11-11T11.40.00.735,8.800,-0.327,0.110,-0.937
1668159600775,2022-11-11T11.40.00.775,8.840,-0.326,0.108,-0.936
1668159600815,2022-11-11T11.40.00.815,8.880,-0.326,0.109,-0.938
1668159600855,2022-11-11T11.40.00.855,8.920,-0.328,0.109,-0.938
1668159600895,2022-11-11T11.40.00.895,8.960,-0.328,0.108,-0.937
1668159600935,2022-11-11T11.40.00.935,9.000,-0.326,0.109,-0.939
1668159600975,2022-11-11T11.40.00.975,9.040,-0.327,0.108,-0.937
1668159601015,2022-11-11T11.40.01.015,9.080,-0.328,0.105,-0.937
1668159601055,2022-11-11T11.40.01.055,9.120,-0.326,0.106,-0.937
1668159601095,2022-11-11T11.40.01.095,9.160,-0.327,0.107,-0.937
1668159601135,2022-11-11T11.40.01.135,9.200,-0.328,0.103,-0.937
1668159601175,2022-11-11T11.40.01.175,9.240,-0.327,0.107,-0.937
1668159601215,2022-11-11T11.40.01.215,9.280,-0.327,0.110,-0.937
1668159601255,2022-11-11T11.40.01.255,9.320,-0.327,0.105,-0.938
1668159601295,2022-11-11T11.40.01.295,9.360,-0.327,0.110,-0.937
1668159601335,2022-11-11T11.40.01.335,9.400,-0.325,0.103,-0.940
1668159601375,2022-11-11T11.40.01.375,9.440,-0.327,0.106,-0.939
1668159601415,2022-11-11T11.40.01.415,9.480,-0.327,0.110,-0.937
1668159601455,2022-11-11T11.40.01.455,9.520,-0.328,0.105,-0.937
1668159601495,2022-11-11T11.40.01.495,9.560,-0.327,0.108,-0.938
1668159601535,2022-11-11T11.40.01.535,9.600,-0.327,0.109,-0.937
1668159601575,2022-11-11T11.40.01.575,9.640,-0.327,0.106,-0.937
1668159601615,2022-11-11T11.40.01.615,9.680,-0.327,0.107,-0.938
1668159601655,2022-11-11T11.40.01.655,9.720,-0.327,0.107,-0.938
1668159601695,2022-11-11T11.40.01.695,9.760,-0.327,0.106,-0.936
1668159601735,2022-11-11T11.40.01.735,9.800,-0.328,0.106,-0.936
1668159601775,2022-11-11T11.40.01.775,9.840,-0.327,0.104,-0.939
1668159601815,2022-11-11T11.40.01.815,9.880,-0.326,0.109,-0.937
1668159601855,2022-11-11T11.40.01.855,9.920,-0.326,0.109,-0.934
1668159601895,2022-11-11T11.40.01.895,9.960,-0.326,0.106,-0.939
1668159601935,2022-11-11T11.40.01.935,10.000,-0.328,0.108,-0.939
1668159601975,2022-11-11T11.40.01.975,10.040,-0.328,0.105,-0.937
1668159602015,2022-11-11T11.40.02.015,10.080,-0.328,0.107,-0.936
1668159602055,2022-11-11T11.40.02.055,10.120,-0.328,0.104,-0.936
1668159602095,2022-11-11T11.40.02.095,10.160,-0.328,0.106,-0.938
1668159602135,2022-11-11T11.40.02.135,10.200,-0.329,0.105,-0.938
1668159602175,2022-11-11T11.40.02.175,10.240,-0.327,0.103,-0.936
1668159602215,2022-11-11T11.40.02.215,10.280,-0.329,0.106,-0.935
1668159602255,2022-11-11T11.40.02.255,10.320,-0.328,0.102,-0.939
1668159602295,2022-11-11T11.40.02.295,10.360,-0.328,0.108,-0.938
1668159602335,2022-11-11T11.40.02.335,10.400,-0.328,0.105,-0.936
1668159602375,2022-11-11T11.40.02.375,10.440,-0.328,0.106,-0.937
1668159602415,2022-11-11T11.40.02.415,10.480,-0.328,0.105,-0.939
1668159602455,2022-11-11T11.40.02.455,10.520,-0.327,0.104,-0.938
1668159602495,2022-11-11T11.40.02.495,10.560,-0.329,0.108,-0.937
1668159602535,2022-11-11T11.40.02.535,10.600,-0.328,0.101,-0.936
1668159602575,2022-11-11T11.40.02.575,10.640,-0.329,0.104,-0.939
1668159602615,2022-11-11T11.40.02.615,10.680,-0.325,0.108,-0.936
1668159602655,2022-11-11T11.40.02.655,10.720,-0.326,0.095,-0.935
1668159602695,2022-11-11T11.40.02.695,10.760,-0.327,0.101,-0.939
1668159602735,2022-11-11T11.40.02.735,10.800,-0.329,0.116,-0.941
1668159602775,2022-11-11T11.40.02.775,10.840,-0.326,0.107,-0.932
1668159602815,2022-11-11T11.40.02.815,10.880,-0.323,0.095,-0.938
1668159602855,2022-11-11T11.40.02.855,10.920,-0.328,0.113,-0.943
1668159602895,2022-11-11T11.40.02.895,10.960,-0.324,0.105,-0.937
1668159602935,2022-11-11T11.40.02.935,11.000,-0.325,0.107,-0.934
1668159602975,2022-11-11T11.40.02.975,11.040,-0.324,0.097,-0.941
1668159603015,2022-11-11T11.40.03.015,11.080,-0.327,0.113,-0.940
1668159603055,2022-11-11T11.40.03.055,11.120,-0.325,0.104,-0.937
1668159603095,2022-11-11T11.40.03.095,11.160,-0.322,0.094,-0.936
1668159603135,2022-11-11T11.40.03.135,11.200,-0.327,0.109,-0.938
1668159603175,2022-11-11T11.40.03.175,11.240,-0.326,0.107,-0.939
1668159603215,2022-11-11T11.40.03.215,11.280,-0.325,0.101,-0.941
1668159603255,2022-11-11T11.40.03.255,11.320,-0.325,0.111,-0.938
1668159603295,2022-11-11T11.40.03.295,11.360,-0.323,0.102,-0.939
1668159603335,2022-11-11T11.40.03.335,11.400,-0.327,0.108,-0.938
1668159603375,2022-11-11T11.40.03.375,11.440,-0.327,0.115,-0.938
1668159603415,2022-11-11T11.40.03.415,11.480,-0.326,0.102,-0.935
1668159603455,2022-11-11T11.40.03.455,11.520,-0.326,0.102,-0.938
1668159603495,2022-11-11T11.40.03.495,11.560,-0.328,0.112,-0.940
1668159603535,2022-11-11T11.40.03.535,11.600,-0.327,0.108,-0.936
1668159603575,2022-11-11T11.40.03.575,11.640,-0.326,0.100,-0.936
1668159603615,2022-11-11T11.40.03.615,11.680,-0.327,0.107,-0.939
1668159603655,2022-11-11T11.40.03.655,11.720,-0.328,0.110,-0.937
1668159603695,2022-11-11T11.40.03.695,11.760,-0.327,0.105,-0.937
1668159603735,2022-11-11T11.40.03.735,11.800,-0.327,0.104,-0.938
1668159603775,2022-11-11T11.40.03.775,11.840,-0.328,0.107,-0.938
1668159603815,2022-11-11T11.40.03.815,11.880,-0.329,0.104,-0.937
1668159603855,2022-11-11T11.40.03.855,11.920,-0.328,0.105,-0.936
1668159603895,2022-11-11T11.40.03.895,11.960,-0.329,0.106,-0.936
1668159603935,2022-11-11T11.40.03.935,12.000,-0.328,0.105,-0.938
1668159603975,2022-11-11T11.40.03.975,12.040,-0.330,0.108,-0.935
1668159604015,2022-11-11T11.40.04.015,12.080,-0.329,0.104,-0.937
1668159604055,2022-11-11T11.40.04.055,12.120,-0.328,0.103,-0.939
1668159604095,2022-11-11T11.40.04.095,12.160,-0.329,0.107,-0.937
1668159604135,2022-11-11T11.40.04.135,12.200,-0.329,0.103,-0.936
1668159604175,2022-11-11T11.40.04.175,12.240,-0.329,0.105,-0.936
1668159604215,2022-11-11T11.40.04.215,12.280,-0.330,0.104,-0.937
1668159604255,2022-11-11T11.40.04.255,12.320,-0.330,0.105,-0.938
1668159604295,2022-11-11T11.40.04.295,12.360,-0.329,0.104,-0.936
1668159604335,2022-11-11T11.40.04.335,12.400,-0.330,0.106,-0.936
1668159604375,2022-11-11T11.40.04.375,12.440,-0.329,0.103,-0.937
1668159604415,2022-11-11T11.40.04.415,12.480,-0.330,0.102,-0.937
1668159604455,2022-11-11T11.40.04.455,12.520,-0.332,0.103,-0.938
1668159604495,2022-11-11T11.40.04.495,12.560,-0.330,0.106,-0.935
1668159604535,2022-11-11T11.40.04.535,12.600,-0.329,0.102,-0.936
1668159604575,2022-11-11T11.40.04.575,12.640,-0.331,0.104,-0.938
1668159604615,2022-11-11T11.40.04.615,12.680,-0.332,0.104,-0.936
1668159604655,2022-11-11T11.40.04.655,12.720,-0.330,0.103,-0.933
1668159604695,2022-11-11T11.40.04.695,12.760,-0.331,0.104,-0.938
1668159604735,2022-11-11T11.40.04.735,12.800,-0.331,0.104,-0.938
1668159604775,2022-11-11T11.40.04.775,12.840,-0.330,0.103,-0.935
1668159604815,2022-11-11T11.40.04.815,12.880,-0.330,0.104,-0.936
1668159604855,2022-11-11T11.40.04.855,12.920,-0.330,0.103,-0.938
1668159604895,2022-11-11T11.40.04.895,12.960,-0.332,0.105,-0.938
1668159604935,2022-11-11T11.40.04.935,13.000,-0.331,0.103,-0.937
1668159604975,2022-11-11T11.40.04.975,13.040,-0.332,0.104,-0.937
1668159605015,2022-11-11T11.40.05.015,13.080,-0.331,0.102,-0.937
1668159605055,2022-11-11T11.40.05.055,13.120,-0.331,0.103,-0.937
1668159605095,2022-11-11T11.40.05.095,13.160,-0.331,0.104,-0.937
1668159605135,2022-11-11T11.40.05.135,13.200,-0.331,0.104,-0.937
1668159605175,2022-11-11T11.40.05.175,13.240,-0.331,0.104,-0.937
1668159605215,2022-11-11T11.40.05.215,13.280,-0.332,0.103,-0.937
1668159605255,2022-11-11T11.40.05.255,13.320,-0.332,0.103,-0.937
1668159605295,2022-11-11T11.40.05.295,13.360,-0.330,0.103,-0.938
1668159605335,2022-11-11T11.40.05.335,13.400,-0.331,0.103,-0.936
1668159605375,2022-11-11T11.40.05.375,13.440,-0.331,0.102,-0.936
1668159605415,2022-11-11T11.40.05.415,13.480,-0.331,0.103,-0.938
1668159605455,2022-11-11T11.40.05.455,13.520,-0.330,0.102,-0.937
1668159605495,2022-11-11T11.40.05.495,13.560,-0.332,0.104,-0.935
1668159605535,2022-11-11T11.40.05.535,13.600,-0.331,0.102,-0.936
1668159605575,2022-11-11T11.40.05.575,13.640,-0.330,0.104,-0.937
1668159605615,2022-11-11T11.40.05.615,13.680,-0.331,0.104,-0.936
1668159605655,2022-11-11T11.40.05.655,13.720,-0.331,0.104,-0.936
1668159605695,2022-11-11T11.40.05.695,13.760,-0.331,0.103,-0.937
1668159605735,2022-11-11T11.40.05.735,13.800,-0.331,0.103,-0.936
1668159605775,2022-11-11T11.40.05.775,13.840,-0.331,0.101,-0.936
1668159605815,2022-11-11T11.40.05.815,13.880,-0.331,0.104,-0.937
1668159605855,2022-11-11T11.40.05.855,13.920,-0.331,0.103,-0.937
1668159605895,2022-11-11T11.40.05.895,13.960,-0.332,0.103,-0.936
1668159605935,2022-11-11T11.40.05.935,14.000,-0.332,0.102,-0.937
1668159605975,2022-11-11T11.40.05.975,14.040,-0.332,0.104,-0.937
1668159606015,2022-11-11T11.40.06.015,14.080,-0.330,0.102,-0.936
1668159606055,2022-11-11T11.40.06.055,14.120,-0.331,0.102,-0.937
1668159606095,2022-11-11T11.40.06.095,14.160,-0.332,0.105,-0.937
1668159606135,2022-11-11T11.40.06.135,14.200,-0.331,0.100,-0.937
