epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668285822777,2022-11-12T22:43:42.777,0.000,-0.176,0.104,-0.975
1668285822817,2022-11-12T22:43:42.817,0.040,-0.174,0.105,-0.982
1668285822857,2022-11-12T22:43:42.857,0.080,-0.176,0.104,-0.981
1668285822897,2022-11-12T22:43:42.897,0.120,-0.176,0.102,-0.982
1668285822937,2022-11-12T22:43:42.937,0.160,-0.177,0.094,-0.981
1668285822977,2022-11-12T22:43:42.977,0.200,-0.176,0.099,-0.981
1668285823017,2022-11-12T22:43:43.017,0.240,-0.178,0.100,-0.980
1668285823057,2022-11-12T22:43:43.057,0.280,-0.178,0.100,-0.980
1668285823097,2022-11-12T22:43:43.097,0.320,-0.174,0.102,-0.981
1668285823137,2022-11-12T22:43:43.137,0.360,-0.175,0.099,-0.980
1668285823177,2022-11-12T22:43:43.177,0.400,-0.176,0.101,-0.979
1668285823217,2022-11-12T22:43:43.217,0.440,-0.177,0.101,-0.982
1668285823257,2022-11-12T22:43:43.257,0.480,-0.178,0.102,-0.981
1668285823297,2022-11-12T22:43:43.297,0.520,-0.176,0.099,-0.981
1668285823337,2022-11-12T22:43:43.337,0.560,-0.175,0.099,-0.981
1668285823377,2022-11-12T22:43:43.377,0.600,-0.177,0.104,-0.980
1668285823417,2022-11-12T22:43:43.417,0.640,-0.177,0.102,-0.980
1668285823457,2022-11-12T22:43:43.457,0.680,-0.174,0.100,-0.981
1668285823497,2022-11-12T22:43:43.497,0.720,-0.180,0.104,-0.980
1668285823537,2022-11-12T22:43:43.537,0.760,-0.178,0.104,-0.981
1668285823577,2022-11-12T22:43:43.577,0.800,-0.177,0.104,-0.980
1668285823617,2022-11-12T22:43:43.617,0.840,-0.176,0.102,-0.981
1668285823657,2022-11-12T22:43:43.657,0.880,-0.173,0.101,-0.980
1668285823697,2022-11-12T22:43:43.697,0.920,-0.176,0.102,-0.980
1668285823737,2022-11-12T22:43:43.737,0.960,-0.177,0.101,-0.981
1668285823777,2022-11-12T22:43:43.777,1.000,-0.177,0.099,-0.981
1668285823817,2022-11-12T22:43:43.817,1.040,-0.178,0.099,-0.980
1668285823857,2022-11-12T22:43:43.857,1.080,-0.176,0.100,-0.979
1668285823897,2022-11-12T22:43:43.897,1.120,-0.175,0.100,-0.979
1668285823937,2022-11-12T22:43:43.937,1.160,-0.175,0.097,-0.980
1668285823977,2022-11-12T22:43:43.977,1.200,-0.178,0.100,-0.980
1668285824017,2022-11-12T22:43:44.017,1.240,-0.177,0.101,-0.979
1668285824057,2022-11-12T22:43:44.057,1.280,-0.175,0.097,-0.980
1668285824097,2022-11-12T22:43:44.097,1.320,-0.176,0.097,-0.980
1668285824137,2022-11-12T22:43:44.137,1.360,-0.176,0.098,-0.980
1668285824177,2022-11-12T22:43:44.177,1.400,-0.176,0.100,-0.979
1668285824217,2022-11-12T22:43:44.217,1.440,-0.177,0.097,-0.980
1668285824257,2022-11-12T22:43:44.257,1.480,-0.178,0.101,-0.979
1668285824297,2022-11-12T22:43:44.297,1.520,-0.176,0.103,-0.979
1668285824337,2022-11-12T22:43:44.337,1.560,-0.178,0.103,-0.980
1668285824377,2022-11-12T22:43:44.377,1.600,-0.179,0.106,-0.981
1668285824417,2022-11-12T22:43:44.417,1.640,-0.176,0.100,-0.980
1668285824457,2022-11-12T22:43:44.457,1.680,-0.176,0.101,-0.980
1668285824497,2022-11-12T22:43:44.497,1.720,-0.176,0.100,-0.982
1668285824537,2022-11-12T22:43:44.537,1.760,-0.177,0.101,-0.979
1668285824577,2022-11-12T22:43:44.577,1.800,-0.176,0.101,-0.980
1668285824617,2022-11-12T22:43:44.617,1.840,-0.178,0.100,-0.980
1668285824657,2022-11-12T22:43:44.657,1.880,-0.177,0.103,-0.979
1668285824697,2022-11-12T22:43:44.697,1.920,-0.176,0.101,-0.979
1668285824737,2022-11-12T22:43:44.737,1.960,-0.176,0.100,-0.980
1668285824777,2022-11-12T22:43:44.777,2.000,-0.178,0.105,-0.979
1668285824817,2022-11-12T22:43:44.817,2.040,-0.175,0.099,-0.980
1668285824857,2022-11-12T22:43:44.857,2.080,-0.176,0.101,-0.979
1668285824897,2022-11-12T22:43:44.897,2.120,-0.177,0.100,-0.981
1668285824937,2022-11-12T22:43:44.937,2.160,-0.177,0.099,-0.980
1668285824977,2022-11-12T22:43:44.977,2.200,-0.177,0.101,-0.979
1668285825017,2022-11-12T22:43:45.017,2.240,-0.177,0.097,-0.980
1668285825057,2022-11-12T22:43:45.057,2.280,-0.175,0.104,-0.979
1668285825097,2022-11-12T22:43:45.097,2.320,-0.176,0.099,-0.981
1668285825137,2022-11-12T22:43:45.137,2.360,-0.177,0.099,-0.981
1668285825177,2022-11-12T22:43:45.177,2.400,-0.178,0.101,-0.980
1668285825217,2022-11-12T22:43:45.217,2.440,-0.178,0.102,-0.978
1668285825257,2022-11-12T22:43:45.257,2.480,-0.175,0.099,-0.980
1668285825297,2022-11-12T22:43:45.297,2.520,-0.176,0.100,-0.980
1668285825337,2022-11-12T22:43:45.337,2.560,-0.176,0.098,-0.980
1668285825377,2022-11-12T22:43:45.377,2.600,-0.176,0.097,-0.979
1668285825417,2022-11-12T22:43:45.417,2.640,-0.177,0.097,-0.981
1668285825457,2022-11-12T22:43:45.457,2.680,-0.177,0.096,-0.980
1668285825497,2022-11-12T22:43:45.497,2.720,-0.176,0.096,-0.980
1668285825537,2022-11-12T22:43:45.537,2.760,-0.179,0.099,-0.979
1668285825577,2022-11-12T22:43:45.577,2.800,-0.177,0.095,-0.979
1668285825617,2022-11-12T22:43:45.617,2.840,-0.177,0.100,-0.979
1668285825657,2022-11-12T22:43:45.657,2.880,-0.174,0.096,-0.982
1668285825697,2022-11-12T22:43:45.697,2.920,-0.178,0.097,-0.980
1668285825737,2022-11-12T22:43:45.737,2.960,-0.178,0.103,-0.981
1668285825777,2022-11-12T22:43:45.777,3.000,-0.175,0.095,-0.980
1668285825817,2022-11-12T22:43:45.817,3.040,-0.174,0.099,-0.981
1668285825857,2022-11-12T22:43:45.857,3.080,-0.178,0.102,-0.980
1668285825897,2022-11-12T22:43:45.897,3.120,-0.176,0.100,-0.980
1668285825937,2022-11-12T22:43:45.937,3.160,-0.177,0.101,-0.980
1668285825977,2022-11-12T22:43:45.977,3.200,-0.179,0.101,-0.981
1668285826017,2022-11-12T22:43:46.017,3.240,-0.179,0.098,-0.980
1668285826057,2022-11-12T22:43:46.057,3.280,-0.180,0.100,-0.980
1668285826097,2022-11-12T22:43:46.097,3.320,-0.178,0.099,-0.980
1668285826137,2022-11-12T22:43:46.137,3.360,-0.173,0.097,-0.981
1668285826177,2022-11-12T22:43:46.177,3.400,-0.174,0.096,-0.980
1668285826217,2022-11-12T22:43:46.217,3.440,-0.176,0.098,-0.980
1668285826257,2022-11-12T22:43:46.257,3.480,-0.177,0.093,-0.981
1668285826297,2022-11-12T22:43:46.297,3.520,-0.178,0.094,-0.979
1668285826337,2022-11-12T22:43:46.337,3.560,-0.178,0.098,-0.980
1668285826377,2022-11-12T22:43:46.377,3.600,-0.177,0.098,-0.980
1668285826417,2022-11-12T22:43:46.417,3.640,-0.175,0.096,-0.979
1668285826457,2022-11-12T22:43:46.457,3.680,-0.177,0.093,-0.981
1668285826497,2022-11-12T22:43:46.497,3.720,-0.177,0.095,-0.979
1668285826537,2022-11-12T22:43:46.537,3.760,-0.179,0.095,-0.980
1668285826577,2022-11-12T22:43:46.577,3.800,-0.176,0.098,-0.981
1668285826617,2022-11-12T22:43:46.617,3.840,-0.176,0.099,-0.980
1668285826657,2022-11-12T22:43:46.657,3.880,-0.178,0.099,-0.980
1668285826697,2022-11-12T22:43:46.697,3.920,-0.177,0.098,-0.982
1668285826737,2022-11-12T22:43:46.737,3.960,-0.177,0.095,-0.981
1668285826777,2022-11-12T22:43:46.777,4.000,-0.175,0.095,-0.980
1668285826817,2022-11-12T22:43:46.817,4.040,-0.176,0.094,-0.979
1668285826857,2022-11-12T22:43:46.857,4.080,-0.176,0.096,-0.980
1668285826897,2022-11-12T22:43:46.897,4.120,-0.178,0.097,-0.981
1668285826937,2022-11-12T22:43:46.937,4.160,-0.177,0.096,-0.980
1668285826977,2022-11-12T22:43:46.977,4.200,-0.178,0.099,-0.980
1668285827017,2022-11-12T22:43:47.017,4.240,-0.178,0.101,-0.978
1668285827057,2022-11-12T22:43:47.057,4.280,-0.174,0.103,-0.980
1668285827097,2022-11-12T22:43:47.097,4.320,-0.182,0.102,-0.980
1668285827137,2022-11-12T22:43:47.137,4.360,-0.180,0.101,-0.979
1668285827177,2022-11-12T22:43:47.177,4.400,-0.175,0.100,-0.979
1668285827217,2022-11-12T22:43:47.217,4.440,-0.175,0.096,-0.979
1668285827257,2022-11-12T22:43:47.257,4.480,-0.178,0.101,-0.979
1668285827297,2022-11-12T22:43:47.297,4.520,-0.180,0.100,-0.979
1668285827337,2022-11-12T22:43:47.337,4.560,-0.175,0.093,-0.981
1668285827377,2022-11-12T22:43:47.377,4.600,-0.178,0.106,-0.979
1668285827417,2022-11-12T22:43:47.417,4.640,-0.179,0.102,-0.979
1668285827457,2022-11-12T22:43:47.457,4.680,-0.177,0.101,-0.981
1668285827497,2022-11-12T22:43:47.497,4.720,-0.179,0.102,-0.981
1668285827537,2022-11-12T22:43:47.537,4.760,-0.178,0.103,-0.980
1668285827577,2022-11-12T22:43:47.577,4.800,-0.177,0.102,-0.979
1668285827617,2022-11-12T22:43:47.617,4.840,-0.176,0.102,-0.979
1668285827657,2022-11-12T22:43:47.657,4.880,-0.178,0.097,-0.980
1668285827697,2022-11-12T22:43:47.697,4.920,-0.178,0.100,-0.977
1668285827737,2022-11-12T22:43:47.737,4.960,-0.176,0.098,-0.980
1668285827777,2022-11-12T22:43:47.777,5.000,-0.178,0.101,-0.980
1668285827817,2022-11-12T22:43:47.817,5.040,-0.178,0.099,-0.978
1668285827857,2022-11-12T22:43:47.857,5.080,-0.177,0.100,-0.979
1668285827897,2022-11-12T22:43:47.897,5.120,-0.178,0.100,-0.980
1668285827937,2022-11-12T22:43:47.937,5.160,-0.178,0.100,-0.980
1668285827977,2022-11-12T22:43:47.977,5.200,-0.177,0.100,-0.980
1668285828017,2022-11-12T22:43:48.017,5.240,-0.177,0.097,-0.980
1668285828057,2022-11-12T22:43:48.057,5.280,-0.177,0.099,-0.979
1668285828097,2022-11-12T22:43:48.097,5.320,-0.176,0.098,-0.980
1668285828137,2022-11-12T22:43:48.137,5.360,-0.180,0.102,-0.980
1668285828177,2022-11-12T22:43:48.177,5.400,-0.179,0.101,-0.979
1668285828217,2022-11-12T22:43:48.217,5.440,-0.179,0.098,-0.979
1668285828257,2022-11-12T22:43:48.257,5.480,-0.179,0.103,-0.979
1668285828297,2022-11-12T22:43:48.297,5.520,-0.178,0.100,-0.978
1668285828337,2022-11-12T22:43:48.337,5.560,-0.179,0.099,-0.978
1668285828377,2022-11-12T22:43:48.377,5.600,-0.178,0.101,-0.980
1668285828417,2022-11-12T22:43:48.417,5.640,-0.178,0.102,-0.979
1668285828457,2022-11-12T22:43:48.457,5.680,-0.177,0.099,-0.979
1668285828497,2022-11-12T22:43:48.497,5.720,-0.178,0.102,-0.979
1668285828537,2022-11-12T22:43:48.537,5.760,-0.179,0.101,-0.979
1668285828577,2022-11-12T22:43:48.577,5.800,-0.178,0.101,-0.979
1668285828617,2022-11-12T22:43:48.617,5.840,-0.178,0.100,-0.981
1668285828657,2022-11-12T22:43:48.657,5.880,-0.179,0.102,-0.980
1668285828697,2022-11-12T22:43:48.697,5.920,-0.179,0.103,-0.979
1668285828737,2022-11-12T22:43:48.737,5.960,-0.177,0.100,-0.979
1668285828777,2022-11-12T22:43:48.777,6.000,-0.176,0.097,-0.980
1668285828817,2022-11-12T22:43:48.817,6.040,-0.179,0.102,-0.979
1668285828857,2022-11-12T22:43:48.857,6.080,-0.179,0.099,-0.980
1668285828897,2022-11-12T22:43:48.897,6.120,-0.178,0.099,-0.981
1668285828937,2022-11-12T22:43:48.937,6.160,-0.178,0.102,-0.979
1668285828977,2022-11-12T22:43:48.977,6.200,-0.176,0.101,-0.980
1668285829017,2022-11-12T22:43:49.017,6.240,-0.178,0.100,-0.979
1668285829057,2022-11-12T22:43:49.057,6.280,-0.179,0.102,-0.979
1668285829097,2022-11-12T22:43:49.097,6.320,-0.177,0.102,-0.979
1668285829137,2022-11-12T22:43:49.137,6.360,-0.178,0.101,-0.979
1668285829177,2022-11-12T22:43:49.177,6.400,-0.177,0.101,-0.980
1668285829217,2022-11-12T22:43:49.217,6.440,-0.178,0.103,-0.979
1668285829257,2022-11-12T22:43:49.257,6.480,-0.176,0.099,-0.980
1668285829297,2022-11-12T22:43:49.297,6.520,-0.179,0.102,-0.980
1668285829337,2022-11-12T22:43:49.337,6.560,-0.179,0.098,-0.981
1668285829377,2022-11-12T22:43:49.377,6.600,-0.180,0.101,-0.980
1668285829417,2022-11-12T22:43:49.417,6.640,-0.178,0.099,-0.980
1668285829457,2022-11-12T22:43:49.457,6.680,-0.176,0.101,-0.979
1668285829497,2022-11-12T22:43:49.497,6.720,-0.177,0.100,-0.980
1668285829537,2022-11-12T22:43:49.537,6.760,-0.178,0.100,-0.979
1668285829577,2022-11-12T22:43:49.577,6.800,-0.178,0.100,-0.978
1668285829617,2022-11-12T22:43:49.617,6.840,-0.178,0.099,-0.979
1668285829657,2022-11-12T22:43:49.657,6.880,-0.179,0.102,-0.979
1668285829697,2022-11-12T22:43:49.697,6.920,-0.179,0.100,-0.981
1668285829737,2022-11-12T22:43:49.737,6.960,-0.177,0.101,-0.980
1668285829777,2022-11-12T22:43:49.777,7.000,-0.176,0.102,-0.980
1668285829817,2022-11-12T22:43:49.817,7.040,-0.178,0.099,-0.979
1668285829857,2022-11-12T22:43:49.857,7.080,-0.178,0.101,-0.979
1668285829897,2022-11-12T22:43:49.897,7.120,-0.177,0.102,-0.980
1668285829937,2022-11-12T22:43:49.937,7.160,-0.179,0.102,-0.979
1668285829977,2022-11-12T22:43:49.977,7.200,-0.178,0.100,-0.979
1668285830017,2022-11-12T22:43:50.017,7.240,-0.179,0.101,-0.980
1668285830057,2022-11-12T22:43:50.057,7.280,-0.177,0.098,-0.979
1668285830097,2022-11-12T22:43:50.097,7.320,-0.178,0.098,-0.980
1668285830137,2022-11-12T22:43:50.137,7.360,-0.178,0.100,-0.979
1668285830177,2022-11-12T22:43:50.177,7.400,-0.178,0.100,-0.980
1668285830217,2022-11-12T22:43:50.217,7.440,-0.178,0.100,-0.979
1668285830257,2022-11-12T22:43:50.257,7.480,-0.177,0.099,-0.980
1668285830297,2022-11-12T22:43:50.297,7.520,-0.178,0.099,-0.980
1668285830337,2022-11-12T22:43:50.337,7.560,-0.179,0.102,-0.980
1668285830377,2022-11-12T22:43:50.377,7.600,-0.178,0.098,-0.980
1668285830417,2022-11-12T22:43:50.417,7.640,-0.178,0.100,-0.979
1668285830457,2022-11-12T22:43:50.457,7.680,-0.179,0.099,-0.979
1668285830497,2022-11-12T22:43:50.497,7.720,-0.178,0.100,-0.980
1668285830537,2022-11-12T22:43:50.537,7.760,-0.177,0.099,-0.980
1668285830577,2022-11-12T22:43:50.577,7.800,-0.177,0.100,-0.979
1668285830617,2022-11-12T22:43:50.617,7.840,-0.180,0.101,-0.977
1668285830657,2022-11-12T22:43:50.657,7.880,-0.178,0.099,-0.979
1668285830697,2022-11-12T22:43:50.697,7.920,-0.178,0.099,-0.979
1668285830737,2022-11-12T22:43:50.737,7.960,-0.177,0.099,-0.980
1668285830777,2022-11-12T22:43:50.777,8.000,-0.178,0.099,-0.979
1668285830817,2022-11-12T22:43:50.817,8.040,-0.177,0.097,-0.980
1668285830857,2022-11-12T22:43:50.857,8.080,-0.178,0.099,-0.980
1668285830897,2022-11-12T22:43:50.897,8.120,-0.180,0.099,-0.979
1668285830937,2022-11-12T22:43:50.937,8.160,-0.178,0.098,-0.980
1668285830977,2022-11-12T22:43:50.977,8.200,-0.179,0.102,-0.979
1668285831017,2022-11-12T22:43:51.017,8.240,-0.177,0.098,-0.979
1668285831057,2022-11-12T22:43:51.057,8.280,-0.177,0.100,-0.979
1668285831097,2022-11-12T22:43:51.097,8.320,-0.178,0.100,-0.979
1668285831137,2022-11-12T22:43:51.137,8.360,-0.176,0.099,-0.980
1668285831177,2022-11-12T22:43:51.177,8.400,-0.178,0.100,-0.980
1668285831217,2022-11-12T22:43:51.217,8.440,-0.178,0.097,-0.980
1668285831257,2022-11-12T22:43:51.257,8.480,-0.178,0.101,-0.979
1668285831297,2022-11-12T22:43:51.297,8.520,-0.177,0.100,-0.978
1668285831337,2022-11-12T22:43:51.337,8.560,-0.180,0.099,-0.980
1668285831377,2022-11-12T22:43:51.377,8.600,-0.178,0.100,-0.980
1668285831417,2022-11-12T22:43:51.417,8.640,-0.179,0.100,-0.978
1668285831457,2022-11-12T22:43:51.457,8.680,-0.178,0.100,-0.979
1668285831497,2022-11-12T22:43:51.497,8.720,-0.177,0.100,-0.981
1668285831537,2022-11-12T22:43:51.537,8.760,-0.181,0.099,-0.979
1668285831577,2022-11-12T22:43:51.577,8.800,-0.179,0.101,-0.979
1668285831617,2022-11-12T22:43:51.617,8.840,-0.177,0.098,-0.980
1668285831657,2022-11-12T22:43:51.657,8.880,-0.177,0.098,-0.979
1668285831697,2022-11-12T22:43:51.697,8.920,-0.178,0.100,-0.979
1668285831737,2022-11-12T22:43:51.737,8.960,-0.178,0.100,-0.980
1668285831777,2022-11-12T22:43:51.777,9.000,-0.177,0.099,-0.981
1668285831817,2022-11-12T22:43:51.817,9.040,-0.179,0.100,-0.980
1668285831857,2022-11-12T22:43:51.857,9.080,-0.179,0.100,-0.980
