epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667752146393,2022-11-06T18.29.06.393,3.520,0.884,-0.091,0.000
1667752146433,2022-11-06T18.29.06.433,3.560,1.433,-0.366,0.488
1667752146473,2022-11-06T18.29.06.473,3.600,1.128,-0.183,0.274
1667752146513,2022-11-06T18.29.06.513,3.640,0.793,-0.396,0.427
1667752146553,2022-11-06T18.29.06.553,3.680,1.006,-0.488,0.915
1667752146593,2022-11-06T18.29.06.593,3.720,0.610,-0.305,0.915
1667752146633,2022-11-06T18.29.06.633,3.760,0.671,0.213,0.427
1667752146673,2022-11-06T18.29.06.673,3.800,0.396,0.335,0.396
1667752146713,2022-11-06T18.29.06.713,3.840,0.213,0.122,0.030
1667752146753,2022-11-06T18.29.06.753,3.880,0.732,-0.213,0.305
1667752146793,2022-11-06T18.29.06.793,3.920,0.854,-0.061,0.396
1667752146833,2022-11-06T18.29.06.833,3.960,1.128,-0.091,0.183
1667752146873,2022-11-06T18.29.06.873,4.000,2.104,-0.671,0.549
1667752146913,2022-11-06T18.29.06.913,4.040,2.134,-0.183,0.000
1667752146953,2022-11-06T18.29.06.953,4.080,0.427,0.122,0.518
1667752146993,2022-11-06T18.29.06.993,4.120,-0.427,0.061,0.732
1667752147033,2022-11-06T18.29.07.033,4.160,-0.244,-0.030,0.762
1667752147073,2022-11-06T18.29.07.073,4.200,0.488,-0.335,0.457
1667752147113,2022-11-06T18.29.07.113,4.240,0.579,-0.427,0.091
1667752147153,2022-11-06T18.29.07.153,4.280,1.280,-0.244,0.335
1667752147193,2022-11-06T18.29.07.193,4.320,0.915,-0.305,1.037
1667752147233,2022-11-06T18.29.07.233,4.360,0.030,-1.738,1.982
1667752147273,2022-11-06T18.29.07.273,4.400,1.951,-0.396,1.250
1667752147313,2022-11-06T18.29.07.313,4.440,3.262,0.305,0.518
1667752147353,2022-11-06T18.29.07.353,4.480,1.707,0.000,0.701
1667752147393,2022-11-06T18.29.07.393,4.520,0.579,0.274,0.305
1667752147433,2022-11-06T18.29.07.433,4.560,0.457,0.549,-0.091
1667752147473,2022-11-06T18.29.07.473,4.600,0.701,-0.244,0.061
1667752147513,2022-11-06T18.29.07.513,4.640,0.518,-0.427,0.274
1667752147553,2022-11-06T18.29.07.553,4.680,0.671,-0.549,0.549
1667752147593,2022-11-06T18.29.07.593,4.720,0.823,-0.366,0.335
1667752147633,2022-11-06T18.29.07.633,4.760,1.189,-0.579,0.549
1667752147673,2022-11-06T18.29.07.673,4.800,0.854,-0.579,0.701
1667752147713,2022-11-06T18.29.07.713,4.840,-0.091,-0.396,0.762
1667752147753,2022-11-06T18.29.07.753,4.880,-0.152,-0.122,0.579
1667752147793,2022-11-06T18.29.07.793,4.920,0.061,0.152,0.854
1667752147833,2022-11-06T18.29.07.833,4.960,0.671,-0.183,0.335
1667752147873,2022-11-06T18.29.07.873,5.000,0.549,-0.183,0.335
1667752147913,2022-11-06T18.29.07.913,5.040,0.061,0.183,1.585
1667752147953,2022-11-06T18.29.07.953,5.080,0.061,0.213,1.402
1667752147993,2022-11-06T18.29.07.993,5.120,0.518,0.030,0.152
1667752148033,2022-11-06T18.29.08.033,5.160,0.274,0.061,-0.366
1667752148073,2022-11-06T18.29.08.073,5.200,0.488,0.335,-0.091
1667752148113,2022-11-06T18.29.08.113,5.240,0.884,0.518,0.396
1667752148153,2022-11-06T18.29.08.153,5.280,1.067,0.000,0.274
1667752148193,2022-11-06T18.29.08.193,5.320,0.976,-0.213,0.701
1667752148233,2022-11-06T18.29.08.233,5.360,0.701,-0.518,0.823
1667752148273,2022-11-06T18.29.08.273,5.400,0.427,-0.305,0.335
1667752148313,2022-11-06T18.29.08.313,5.440,0.518,-0.274,0.335
1667752148353,2022-11-06T18.29.08.353,5.480,0.213,-0.427,0.335
1667752148393,2022-11-06T18.29.08.393,5.520,0.549,-0.305,0.335
1667752148433,2022-11-06T18.29.08.433,5.560,0.793,-0.061,0.579
1667752148473,2022-11-06T18.29.08.473,5.600,0.884,-0.213,0.762
1667752148513,2022-11-06T18.29.08.513,5.640,0.518,-0.183,0.945
1667752148553,2022-11-06T18.29.08.553,5.680,-0.793,0.213,0.884
1667752148593,2022-11-06T18.29.08.593,5.720,-0.793,-0.335,0.823
1667752148633,2022-11-06T18.29.08.633,5.760,-1.006,-0.701,0.915
1667752148673,2022-11-06T18.29.08.673,5.800,0.274,-0.244,0.732
1667752148713,2022-11-06T18.29.08.713,5.840,1.341,0.030,0.274
1667752148753,2022-11-06T18.29.08.753,5.880,1.220,-0.366,-0.091
1667752148793,2022-11-06T18.29.08.793,5.920,0.823,0.061,0.091
1667752148833,2022-11-06T18.29.08.833,5.960,1.189,0.152,0.152
1667752148873,2022-11-06T18.29.08.873,6.000,1.433,-0.244,0.091
1667752148913,2022-11-06T18.29.08.913,6.040,1.098,-0.091,0.000
1667752148953,2022-11-06T18.29.08.953,6.080,0.915,-0.030,0.305
1667752148993,2022-11-06T18.29.08.993,6.120,0.915,-0.305,0.366
1667752149033,2022-11-06T18.29.09.033,6.160,1.280,-0.732,0.061
1667752149073,2022-11-06T18.29.09.073,6.200,1.372,-0.915,0.305
1667752149113,2022-11-06T18.29.09.113,6.240,0.976,-0.518,0.793
1667752149153,2022-11-06T18.29.09.153,6.280,0.671,-0.610,0.518
1667752149193,2022-11-06T18.29.09.193,6.320,0.335,-0.518,0.701
1667752149233,2022-11-06T18.29.09.233,6.360,0.884,-0.945,0.610
1667752149273,2022-11-06T18.29.09.273,6.400,0.366,-1.006,1.159
1667752149313,2022-11-06T18.29.09.313,6.440,0.610,0.152,0.640
1667752149353,2022-11-06T18.29.09.353,6.480,1.006,0.030,0.061
1667752149393,2022-11-06T18.29.09.393,6.520,0.213,-0.488,0.732
1667752149433,2022-11-06T18.29.09.433,6.560,0.305,-0.183,0.518
1667752149473,2022-11-06T18.29.09.473,6.600,0.488,-0.305,0.701
1667752149513,2022-11-06T18.29.09.513,6.640,0.305,-0.183,0.671
1667752149553,2022-11-06T18.29.09.553,6.680,0.610,-0.213,0.732
1667752149593,2022-11-06T18.29.09.593,6.720,0.518,-0.396,1.159
1667752149633,2022-11-06T18.29.09.633,6.760,0.671,-0.152,0.701
1667752149673,2022-11-06T18.29.09.673,6.800,0.640,0.000,0.213
1667752149713,2022-11-06T18.29.09.713,6.840,0.427,-0.091,0.152
1667752149753,2022-11-06T18.29.09.753,6.880,0.122,-0.183,0.549
1667752149793,2022-11-06T18.29.09.793,6.920,-0.671,0.122,1.098
1667752149833,2022-11-06T18.29.09.833,6.960,-0.762,0.244,0.854
1667752149873,2022-11-06T18.29.09.873,7.000,-0.793,0.396,0.854
1667752149913,2022-11-06T18.29.09.913,7.040,-0.091,0.213,0.854
1667752149953,2022-11-06T18.29.09.953,7.080,0.701,-0.335,0.213
1667752149993,2022-11-06T18.29.09.993,7.120,0.671,-0.488,0.274
1667752150033,2022-11-06T18.29.10.033,7.160,1.067,-0.610,0.213
1667752150073,2022-11-06T18.29.10.073,7.200,1.220,-0.549,0.061
1667752150113,2022-11-06T18.29.10.113,7.240,1.402,-0.579,-0.274
1667752150153,2022-11-06T18.29.10.153,7.280,0.976,-0.457,-0.274
1667752150193,2022-11-06T18.29.10.193,7.320,0.518,-0.427,-0.305
1667752150233,2022-11-06T18.29.10.233,7.360,-0.793,0.000,0.488
1667752150273,2022-11-06T18.29.10.273,7.400,-0.762,0.213,0.366
1667752150313,2022-11-06T18.29.10.313,7.440,-0.732,0.030,0.000
1667752150353,2022-11-06T18.29.10.353,7.480,-0.305,-0.183,0.488
1667752150393,2022-11-06T18.29.10.393,7.520,0.000,0.091,0.427
1667752150433,2022-11-06T18.29.10.433,7.560,-0.152,0.000,0.701
1667752150473,2022-11-06T18.29.10.473,7.600,0.030,0.152,0.793
1667752150513,2022-11-06T18.29.10.513,7.640,-0.061,0.457,0.762
1667752150553,2022-11-06T18.29.10.553,7.680,-1.372,0.488,1.280
1667752150593,2022-11-06T18.29.10.593,7.720,-1.646,0.457,1.768
1667752150633,2022-11-06T18.29.10.633,7.760,-1.555,0.518,1.494
1667752150673,2022-11-06T18.29.10.673,7.800,-0.152,0.152,1.311
1667752150713,2022-11-06T18.29.10.713,7.840,0.671,-0.366,1.250
1667752150753,2022-11-06T18.29.10.753,7.880,0.610,-0.274,1.280
1667752150793,2022-11-06T18.29.10.793,7.920,0.000,0.030,1.372
1667752150833,2022-11-06T18.29.10.833,7.960,0.183,0.183,1.524
1667752150873,2022-11-06T18.29.10.873,8.000,-0.152,0.335,1.768
1667752150913,2022-11-06T18.29.10.913,8.040,-0.549,0.457,1.799
1667752150953,2022-11-06T18.29.10.953,8.080,-1.037,0.579,1.555
1667752150993,2022-11-06T18.29.10.993,8.120,-0.488,0.183,0.884
1667752151033,2022-11-06T18.29.11.033,8.160,-0.335,0.122,0.457
1667752151073,2022-11-06T18.29.11.073,8.200,-0.335,-0.122,0.732
1667752151113,2022-11-06T18.29.11.113,8.240,0.579,-0.610,0.518
1667752151153,2022-11-06T18.29.11.153,8.280,0.762,-0.793,0.427
1667752151193,2022-11-06T18.29.11.193,8.320,0.884,-0.762,0.884
1667752151233,2022-11-06T18.29.11.233,8.360,0.274,-0.335,0.884
1667752151273,2022-11-06T18.29.11.273,8.400,-0.152,0.061,0.671
1667752151313,2022-11-06T18.29.11.313,8.440,-0.030,0.061,0.000
1667752151353,2022-11-06T18.29.11.353,8.480,0.030,-0.091,-0.061
1667752151393,2022-11-06T18.29.11.393,8.520,-0.030,-0.122,0.183
1667752151433,2022-11-06T18.29.11.433,8.560,0.610,-0.244,0.000
1667752151473,2022-11-06T18.29.11.473,8.600,1.220,-0.457,-0.427
1667752151513,2022-11-06T18.29.11.513,8.640,1.982,-0.640,-0.457
1667752151553,2022-11-06T18.29.11.553,8.680,2.439,-0.884,0.305
1667752151593,2022-11-06T18.29.11.593,8.720,1.738,-0.549,1.006
1667752151633,2022-11-06T18.29.11.633,8.760,-0.122,0.427,1.585
1667752151673,2022-11-06T18.29.11.673,8.800,-1.098,0.274,2.073
1667752151713,2022-11-06T18.29.11.713,8.840,-1.799,0.701,2.134
1667752151753,2022-11-06T18.29.11.753,8.880,-1.860,1.006,2.652
1667752151793,2022-11-06T18.29.11.793,8.920,-0.976,0.335,2.317
1667752151833,2022-11-06T18.29.11.833,8.960,-0.335,-0.183,1.707
1667752151873,2022-11-06T18.29.11.873,9.000,-0.152,-0.274,0.518
1667752151913,2022-11-06T18.29.11.913,9.040,0.793,-0.396,-0.457
1667752151953,2022-11-06T18.29.11.953,9.080,0.854,-0.091,-0.762
1667752151993,2022-11-06T18.29.11.993,9.120,0.549,0.457,-0.884
1667752152033,2022-11-06T18.29.12.033,9.160,0.396,0.732,-1.067
1667752152073,2022-11-06T18.29.12.073,9.200,1.677,0.061,-1.738
1667752152113,2022-11-06T18.29.12.113,9.240,2.287,-0.762,-1.555
1667752152153,2022-11-06T18.29.12.153,9.280,1.311,-0.732,-0.091
1667752152193,2022-11-06T18.29.12.193,9.320,-0.122,0.335,0.549
1667752152233,2022-11-06T18.29.12.233,9.360,0.061,0.244,0.305
1667752152273,2022-11-06T18.29.12.273,9.400,1.768,-0.915,0.396
1667752152313,2022-11-06T18.29.12.313,9.440,2.530,-1.189,0.671
1667752152353,2022-11-06T18.29.12.353,9.480,4.848,-2.012,1.220
1667752152393,2022-11-06T18.29.12.393,9.520,5.610,-2.348,0.823
1667752152433,2022-11-06T18.29.12.433,9.560,3.537,-1.921,0.671
1667752152473,2022-11-06T18.29.12.473,9.600,2.500,-1.128,0.183
1667752152513,2022-11-06T18.29.12.513,9.640,1.250,-0.091,0.427
1667752152553,2022-11-06T18.29.12.553,9.680,0.549,0.701,0.854
1667752152593,2022-11-06T18.29.12.593,9.720,0.274,0.915,0.701
1667752152633,2022-11-06T18.29.12.633,9.760,0.579,0.488,0.610
1667752152673,2022-11-06T18.29.12.673,9.800,0.945,0.030,0.732
1667752152713,2022-11-06T18.29.12.713,9.840,0.823,-0.091,0.671
1667752152753,2022-11-06T18.29.12.753,9.880,0.762,-0.213,0.518
1667752152793,2022-11-06T18.29.12.793,9.920,0.396,-0.396,0.549
1667752152833,2022-11-06T18.29.12.833,9.960,0.549,-0.213,0.061
1667752152873,2022-11-06T18.29.12.873,10.000,0.366,-0.091,0.122
1667752152913,2022-11-06T18.29.12.913,10.040,0.427,-0.122,0.549
1667752152953,2022-11-06T18.29.12.953,10.080,0.640,0.030,0.671
1667752152993,2022-11-06T18.29.12.993,10.120,1.189,-0.213,0.671
1667752153033,2022-11-06T18.29.13.033,10.160,1.067,-0.122,0.701
1667752153073,2022-11-06T18.29.13.073,10.200,0.488,0.061,1.067
1667752153113,2022-11-06T18.29.13.113,10.240,0.640,-0.091,0.671
1667752153153,2022-11-06T18.29.13.153,10.280,0.823,-0.061,0.518
1667752153193,2022-11-06T18.29.13.193,10.320,0.335,0.396,0.762
1667752153233,2022-11-06T18.29.13.233,10.360,0.671,0.701,0.488
1667752153273,2022-11-06T18.29.13.273,10.400,1.890,0.061,-0.579
1667752153313,2022-11-06T18.29.13.313,10.440,2.348,-0.366,-0.732
1667752153353,2022-11-06T18.29.13.353,10.480,1.555,-0.091,0.091
1667752153393,2022-11-06T18.29.13.393,10.520,0.976,0.213,0.335
1667752153433,2022-11-06T18.29.13.433,10.560,0.793,0.183,0.610
1667752153473,2022-11-06T18.29.13.473,10.600,0.335,0.030,0.945
1667752153513,2022-11-06T18.29.13.513,10.640,-1.037,0.640,1.372
1667752153553,2022-11-06T18.29.13.553,10.680,2.287,-0.061,-0.061
1667752153593,2022-11-06T18.29.13.593,10.720,4.116,-0.640,0.122
1667752153633,2022-11-06T18.29.13.633,10.760,3.110,-0.366,-0.152
1667752153673,2022-11-06T18.29.13.673,10.800,2.805,-0.579,-1.250
1667752153713,2022-11-06T18.29.13.713,10.840,1.524,-0.396,-0.823
1667752153753,2022-11-06T18.29.13.753,10.880,0.884,0.061,-0.518
1667752153793,2022-11-06T18.29.13.793,10.920,-0.640,0.274,0.396
1667752153833,2022-11-06T18.29.13.833,10.960,-0.610,0.152,0.274
1667752153873,2022-11-06T18.29.13.873,11.000,1.189,-0.244,-1.677
1667752153913,2022-11-06T18.29.13.913,11.040,0.915,-0.244,-0.457
1667752153953,2022-11-06T18.29.13.953,11.080,1.006,-0.488,1.433
1667752153993,2022-11-06T18.29.13.993,11.120,0.610,-0.152,0.610
1667752154033,2022-11-06T18.29.14.033,11.160,-0.274,-0.091,0.823
1667752154073,2022-11-06T18.29.14.073,11.200,-0.213,0.152,1.037
1667752154113,2022-11-06T18.29.14.113,11.240,0.610,0.061,0.793
1667752154153,2022-11-06T18.29.14.153,11.280,0.732,-0.122,0.640
1667752154193,2022-11-06T18.29.14.193,11.320,1.006,-0.427,0.610
1667752154233,2022-11-06T18.29.14.233,11.360,0.915,-0.091,0.366
1667752154273,2022-11-06T18.29.14.273,11.400,0.732,0.000,0.915
1667752154313,2022-11-06T18.29.14.313,11.440,-0.274,0.366,0.610
1667752154353,2022-11-06T18.29.14.353,11.480,0.366,0.335,0.701
1667752154393,2022-11-06T18.29.14.393,11.520,0.518,-0.457,0.823
1667752154433,2022-11-06T18.29.14.433,11.560,1.311,-1.037,1.159
1667752154473,2022-11-06T18.29.14.473,11.600,0.274,-0.061,1.311
1667752154513,2022-11-06T18.29.14.513,11.640,0.671,0.213,0.732
1667752154553,2022-11-06T18.29.14.553,11.680,0.732,-0.061,0.823
1667752154593,2022-11-06T18.29.14.593,11.720,1.037,-0.061,0.976
1667752154633,2022-11-06T18.29.14.633,11.760,0.793,-0.488,1.098
1667752154673,2022-11-06T18.29.14.673,11.800,0.152,-0.030,1.037
1667752154713,2022-11-06T18.29.14.713,11.840,0.122,0.274,0.915
1667752154753,2022-11-06T18.29.14.753,11.880,-0.305,0.274,0.823
1667752154793,2022-11-06T18.29.14.793,11.920,0.213,-0.030,0.793
1667752154833,2022-11-06T18.29.14.833,11.960,0.823,-0.213,0.335
1667752154873,2022-11-06T18.29.14.873,12.000,1.098,-0.396,0.122
1667752154913,2022-11-06T18.29.14.913,12.040,0.945,-0.122,-0.335
1667752154953,2022-11-06T18.29.14.953,12.080,2.713,-0.823,-0.945
1667752154993,2022-11-06T18.29.14.993,12.120,3.384,-1.402,-0.884
1667752155033,2022-11-06T18.29.15.033,12.160,2.470,-0.793,-0.183
1667752155073,2022-11-06T18.29.15.073,12.200,1.524,-0.396,0.335
1667752155113,2022-11-06T18.29.15.113,12.240,0.610,0.244,0.000
1667752155153,2022-11-06T18.29.15.153,12.280,0.152,0.335,0.000
1667752155193,2022-11-06T18.29.15.193,12.320,0.457,0.122,0.244
1667752155233,2022-11-06T18.29.15.233,12.360,1.220,0.061,-0.091
1667752155273,2022-11-06T18.29.15.273,12.400,2.439,-0.091,-1.128
1667752155313,2022-11-06T18.29.15.313,12.440,2.774,-0.640,-0.457
1667752155353,2022-11-06T18.29.15.353,12.480,1.250,-0.640,0.762
1667752155393,2022-11-06T18.29.15.393,12.520,1.341,-0.274,0.152
1667752155433,2022-11-06T18.29.15.433,12.560,0.488,-0.061,-0.213
1667752155473,2022-11-06T18.29.15.473,12.600,0.000,0.122,0.183
1667752155513,2022-11-06T18.29.15.513,12.640,-0.122,0.061,0.671
1667752155553,2022-11-06T18.29.15.553,12.680,0.305,-0.061,0.671
1667752155593,2022-11-06T18.29.15.593,12.720,-0.152,0.213,0.732
1667752155633,2022-11-06T18.29.15.633,12.760,-0.274,0.091,0.701
1667752155673,2022-11-06T18.29.15.673,12.800,0.305,0.030,0.701
1667752155713,2022-11-06T18.29.15.713,12.840,0.396,-0.030,1.006
1667752155753,2022-11-06T18.29.15.753,12.880,0.000,-0.030,1.098
1667752155793,2022-11-06T18.29.15.793,12.920,0.274,0.030,0.793
1667752155833,2022-11-06T18.29.15.833,12.960,0.000,-0.030,0.976
1667752155873,2022-11-06T18.29.15.873,13.000,-0.366,0.122,0.976
1667752155913,2022-11-06T18.29.15.913,13.040,-0.091,-0.091,0.915
1667752155953,2022-11-06T18.29.15.953,13.080,0.152,-0.030,0.732
1667752155993,2022-11-06T18.29.15.993,13.120,0.488,-0.305,0.457
1667752156033,2022-11-06T18.29.16.033,13.160,0.854,-0.457,0.274
1667752156073,2022-11-06T18.29.16.073,13.200,0.823,-0.366,0.274
1667752156113,2022-11-06T18.29.16.113,13.240,0.274,-0.427,0.427
1667752156153,2022-11-06T18.29.16.153,13.280,-1.128,0.030,0.762
1667752156193,2022-11-06T18.29.16.193,13.320,-0.854,-0.518,0.213
1667752156233,2022-11-06T18.29.16.233,13.360,0.213,-1.341,-0.244
1667752156273,2022-11-06T18.29.16.273,13.400,0.183,-0.762,0.854
1667752156313,2022-11-06T18.29.16.313,13.440,0.488,-0.457,1.006
1667752156353,2022-11-06T18.29.16.353,13.480,0.640,-0.457,0.915
1667752156393,2022-11-06T18.29.16.393,13.520,0.701,-0.183,0.732
1667752156433,2022-11-06T18.29.16.433,13.560,0.793,0.091,0.671
1667752156473,2022-11-06T18.29.16.473,13.600,0.549,0.274,0.732
1667752156513,2022-11-06T18.29.16.513,13.640,0.305,0.183,1.037
1667752156553,2022-11-06T18.29.16.553,13.680,-0.030,0.396,1.037
1667752156593,2022-11-06T18.29.16.593,13.720,-0.244,0.671,1.311
1667752156633,2022-11-06T18.29.16.633,13.760,0.274,0.335,1.189
1667752156673,2022-11-06T18.29.16.673,13.800,0.518,0.274,1.250
1667752156713,2022-11-06T18.29.16.713,13.840,1.189,-0.244,1.128
1667752156753,2022-11-06T18.29.16.753,13.880,1.220,-0.488,0.884
1667752156793,2022-11-06T18.29.16.793,13.920,0.945,-0.244,0.915
1667752156833,2022-11-06T18.29.16.833,13.960,0.518,-0.061,0.610
1667752156873,2022-11-06T18.29.16.873,14.000,-0.244,0.030,0.366
1667752156913,2022-11-06T18.29.16.913,14.040,0.335,-0.152,0.244
1667752156953,2022-11-06T18.29.16.953,14.080,0.366,-0.091,0.061
1667752156993,2022-11-06T18.29.16.993,14.120,0.823,-0.396,-0.122
1667752157033,2022-11-06T18.29.17.033,14.160,1.067,-0.335,0.061
1667752157073,2022-11-06T18.29.17.073,14.200,0.915,0.000,0.305
1667752157113,2022-11-06T18.29.17.113,14.240,0.976,0.000,0.427
1667752157153,2022-11-06T18.29.17.153,14.280,1.250,-0.244,0.274
1667752157193,2022-11-06T18.29.17.193,14.320,0.915,-0.244,0.061
1667752157233,2022-11-06T18.29.17.233,14.360,0.213,-0.061,0.488
1667752157273,2022-11-06T18.29.17.273,14.400,0.335,-0.091,0.823
1667752157313,2022-11-06T18.29.17.313,14.440,0.152,-0.122,0.945
1667752157353,2022-11-06T18.29.17.353,14.480,0.213,0.000,1.098
1667752157393,2022-11-06T18.29.17.393,14.520,0.213,0.091,1.067
1667752157433,2022-11-06T18.29.17.433,14.560,1.128,-0.396,0.945
