epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668099036056,2022-11-10T18:50:36.056,0.000,-0.189,0.120,-0.973
1668099036096,2022-11-10T18:50:36.096,0.040,-0.188,0.099,-0.980
1668099036137,2022-11-10T18:50:36.137,0.081,-0.188,0.111,-0.980
1668099036178,2022-11-10T18:50:36.178,0.122,-0.183,0.111,-0.979
1668099036218,2022-11-10T18:50:36.218,0.162,-0.188,0.106,-0.979
1668099036259,2022-11-10T18:50:36.259,0.203,-0.189,0.103,-0.980
1668099036300,2022-11-10T18:50:36.300,0.244,-0.188,0.112,-0.979
1668099036339,2022-11-10T18:50:36.339,0.283,-0.188,0.109,-0.979
1668099036380,2022-11-10T18:50:36.380,0.324,-0.186,0.115,-0.980
1668099036421,2022-11-10T18:50:36.421,0.365,-0.194,0.097,-0.979
1668099036461,2022-11-10T18:50:36.461,0.405,-0.193,0.108,-0.980
1668099036502,2022-11-10T18:50:36.502,0.446,-0.190,0.103,-0.979
1668099036543,2022-11-10T18:50:36.543,0.487,-0.192,0.108,-0.979
1668099036582,2022-11-10T18:50:36.582,0.526,-0.198,0.101,-0.978
1668099036623,2022-11-10T18:50:36.623,0.567,-0.197,0.104,-0.979
1668099036664,2022-11-10T18:50:36.664,0.608,-0.194,0.099,-0.979
1668099036704,2022-11-10T18:50:36.704,0.648,-0.191,0.111,-0.979
1668099036745,2022-11-10T18:50:36.745,0.689,-0.194,0.099,-0.979
1668099036784,2022-11-10T18:50:36.784,0.728,-0.195,0.109,-0.977
1668099036826,2022-11-10T18:50:36.826,0.770,-0.190,0.118,-0.977
1668099036867,2022-11-10T18:50:36.867,0.811,-0.188,0.111,-0.977
1668099036906,2022-11-10T18:50:36.906,0.850,-0.192,0.106,-0.979
1668099036947,2022-11-10T18:50:36.947,0.891,-0.193,0.104,-0.979
1668099036988,2022-11-10T18:50:36.988,0.932,-0.193,0.114,-0.977
1668099037028,2022-11-10T18:50:37.028,0.972,-0.184,0.121,-0.977
