epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667943948163,2022-11-08T23:45:48.163,0.000,-0.015,-0.093,-0.996
1667943948203,2022-11-08T23:45:48.203,0.040,-0.016,-0.094,-1.005
1667943948243,2022-11-08T23:45:48.243,0.080,-0.014,-0.093,-1.002
1667943948283,2022-11-08T23:45:48.283,0.120,-0.015,-0.094,-1.002
1667943948323,2022-11-08T23:45:48.323,0.160,-0.015,-0.091,-1.002
1667943948363,2022-11-08T23:45:48.363,0.200,-0.015,-0.093,-1.002
1667943948403,2022-11-08T23:45:48.403,0.240,-0.016,-0.094,-1.002
1667943948443,2022-11-08T23:45:48.443,0.280,-0.014,-0.093,-1.001
1667943948483,2022-11-08T23:45:48.483,0.320,-0.016,-0.094,-1.001
1667943948523,2022-11-08T23:45:48.523,0.360,-0.016,-0.094,-1.001
1667943948563,2022-11-08T23:45:48.563,0.400,-0.015,-0.092,-1.001
1667943948603,2022-11-08T23:45:48.603,0.440,-0.016,-0.093,-1.001
1667943948643,2022-11-08T23:45:48.643,0.480,-0.016,-0.093,-1.000
1667943948683,2022-11-08T23:45:48.683,0.520,-0.016,-0.093,-1.001
1667943948723,2022-11-08T23:45:48.723,0.560,-0.016,-0.093,-1.001
1667943948763,2022-11-08T23:45:48.763,0.600,-0.016,-0.093,-1.001
1667943948803,2022-11-08T23:45:48.803,0.640,-0.015,-0.094,-1.002
1667943948843,2022-11-08T23:45:48.843,0.680,-0.016,-0.093,-1.001
1667943948883,2022-11-08T23:45:48.883,0.720,-0.014,-0.093,-1.001
1667943948923,2022-11-08T23:45:48.923,0.760,-0.017,-0.093,-1.001
1667943948963,2022-11-08T23:45:48.963,0.800,-0.015,-0.093,-1.001
1667943949003,2022-11-08T23:45:49.003,0.840,-0.014,-0.091,-1.002
1667943949043,2022-11-08T23:45:49.043,0.880,-0.017,-0.094,-1.001
1667943949083,2022-11-08T23:45:49.083,0.920,-0.016,-0.090,-1.001
1667943949123,2022-11-08T23:45:49.123,0.960,-0.015,-0.092,-1.000
1667943949163,2022-11-08T23:45:49.163,1.000,-0.016,-0.092,-1.000
1667943949203,2022-11-08T23:45:49.203,1.040,-0.015,-0.092,-1.001
1667943949243,2022-11-08T23:45:49.243,1.080,-0.014,-0.093,-1.002
1667943949283,2022-11-08T23:45:49.283,1.120,-0.015,-0.092,-1.000
1667943949323,2022-11-08T23:45:49.323,1.160,-0.015,-0.092,-1.000
1667943949363,2022-11-08T23:45:49.363,1.200,-0.015,-0.094,-1.001
1667943949403,2022-11-08T23:45:49.403,1.240,-0.015,-0.093,-1.000
1667943949443,2022-11-08T23:45:49.443,1.280,-0.015,-0.093,-1.000
1667943949483,2022-11-08T23:45:49.483,1.320,-0.015,-0.092,-1.000
1667943949523,2022-11-08T23:45:49.523,1.360,-0.014,-0.094,-1.001
1667943949563,2022-11-08T23:45:49.563,1.400,-0.014,-0.093,-1.001
1667943949603,2022-11-08T23:45:49.603,1.440,-0.015,-0.093,-1.001
1667943949643,2022-11-08T23:45:49.643,1.480,-0.015,-0.095,-1.000
1667943949683,2022-11-08T23:45:49.683,1.520,-0.016,-0.094,-1.002
1667943949723,2022-11-08T23:45:49.723,1.560,-0.015,-0.094,-1.001
1667943949763,2022-11-08T23:45:49.763,1.600,-0.014,-0.093,-1.000
1667943949803,2022-11-08T23:45:49.803,1.640,-0.014,-0.093,-1.002
1667943949843,2022-11-08T23:45:49.843,1.680,-0.016,-0.094,-1.001
1667943949883,2022-11-08T23:45:49.883,1.720,-0.012,-0.092,-1.002
1667943949923,2022-11-08T23:45:49.923,1.760,-0.016,-0.095,-0.999
1667943949963,2022-11-08T23:45:49.963,1.800,-0.016,-0.094,-1.000
1667943950003,2022-11-08T23:45:50.003,1.840,-0.014,-0.093,-1.001
1667943950043,2022-11-08T23:45:50.043,1.880,-0.016,-0.094,-1.000
1667943950083,2022-11-08T23:45:50.083,1.920,-0.016,-0.094,-1.000
