epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668287874452,2022-11-12T23:17:54.452,0.000,0.884,-0.396,0.091
1668287874492,2022-11-12T23:17:54.492,0.040,0.915,-0.305,-0.549
1668287874532,2022-11-12T23:17:54.532,0.080,1.006,-0.122,0.122
1668287874572,2022-11-12T23:17:54.572,0.120,0.671,-0.213,0.030
1668287874612,2022-11-12T23:17:54.612,0.160,0.732,-0.335,0.030
1668287874652,2022-11-12T23:17:54.652,0.200,0.884,-0.183,0.061
1668287874692,2022-11-12T23:17:54.692,0.240,0.762,-0.183,0.061
1668287874732,2022-11-12T23:17:54.732,0.280,0.793,-0.183,0.030
1668287874772,2022-11-12T23:17:54.772,0.320,0.701,-0.213,0.000
1668287874812,2022-11-12T23:17:54.812,0.360,0.823,-0.183,-0.061
1668287874852,2022-11-12T23:17:54.852,0.400,0.701,-0.183,0.061
1668287874892,2022-11-12T23:17:54.892,0.440,0.915,-0.122,0.000
1668287874932,2022-11-12T23:17:54.932,0.480,0.579,-0.274,0.000
1668287874972,2022-11-12T23:17:54.972,0.520,0.823,-0.396,0.030
1668287875012,2022-11-12T23:17:55.012,0.560,0.976,-0.244,0.000
1668287875052,2022-11-12T23:17:55.052,0.600,0.671,-0.213,0.091
1668287875092,2022-11-12T23:17:55.092,0.640,0.762,-0.122,0.061
1668287875132,2022-11-12T23:17:55.132,0.680,0.701,-0.244,-0.030
1668287875172,2022-11-12T23:17:55.172,0.720,0.610,-0.366,0.030
1668287875212,2022-11-12T23:17:55.212,0.760,1.006,-0.091,0.061
1668287875252,2022-11-12T23:17:55.252,0.800,0.793,0.000,0.122
1668287875292,2022-11-12T23:17:55.292,0.840,1.250,-0.122,-0.061
1668287875332,2022-11-12T23:17:55.332,0.880,0.854,-0.244,-0.030
1668287875372,2022-11-12T23:17:55.372,0.920,1.037,-0.122,-0.061
1668287875412,2022-11-12T23:17:55.412,0.960,0.610,-0.213,0.030
1668287875452,2022-11-12T23:17:55.452,1.000,0.640,-0.244,0.000
1668287875492,2022-11-12T23:17:55.492,1.040,0.671,-0.091,0.061
1668287875532,2022-11-12T23:17:55.532,1.080,0.610,-0.213,0.000
1668287875572,2022-11-12T23:17:55.572,1.120,0.884,-0.213,-0.030
1668287875612,2022-11-12T23:17:55.612,1.160,0.762,-0.122,0.030
1668287875652,2022-11-12T23:17:55.652,1.200,1.037,-0.213,-0.061
1668287875692,2022-11-12T23:17:55.692,1.240,0.793,-0.183,0.061
1668287875732,2022-11-12T23:17:55.732,1.280,0.823,-0.244,0.000
1668287875772,2022-11-12T23:17:55.772,1.320,0.884,-0.274,-0.061
1668287875812,2022-11-12T23:17:55.812,1.360,0.762,-0.183,0.000
1668287875852,2022-11-12T23:17:55.852,1.400,0.518,-0.183,0.030
1668287875892,2022-11-12T23:17:55.892,1.440,0.732,-0.152,-0.061
1668287875932,2022-11-12T23:17:55.932,1.480,0.854,-0.213,-0.061
1668287875972,2022-11-12T23:17:55.972,1.520,0.732,-0.244,-0.030
1668287876012,2022-11-12T23:17:56.012,1.560,1.372,-0.152,-0.091
1668287876052,2022-11-12T23:17:56.052,1.600,1.189,0.122,0.061
1668287876092,2022-11-12T23:17:56.092,1.640,1.433,0.152,-0.091
1668287876132,2022-11-12T23:17:56.132,1.680,0.976,-0.183,-0.061
1668287876172,2022-11-12T23:17:56.172,1.720,0.854,-0.274,-0.061
1668287876212,2022-11-12T23:17:56.212,1.760,0.762,-0.183,0.000
1668287876252,2022-11-12T23:17:56.252,1.800,0.762,-0.152,0.030
1668287876292,2022-11-12T23:17:56.292,1.840,0.854,-0.152,0.000
1668287876332,2022-11-12T23:17:56.332,1.880,0.427,-0.305,0.091
1668287876372,2022-11-12T23:17:56.372,1.920,0.823,-0.183,0.000
1668287876412,2022-11-12T23:17:56.412,1.960,1.037,-0.061,-0.030
1668287876452,2022-11-12T23:17:56.452,2.000,0.823,-0.427,0.030
1668287876492,2022-11-12T23:17:56.492,2.040,0.945,-0.335,-0.030
1668287876532,2022-11-12T23:17:56.532,2.080,0.976,-0.152,0.030
1668287876572,2022-11-12T23:17:56.572,2.120,0.701,-0.183,0.061
1668287876612,2022-11-12T23:17:56.612,2.160,0.884,-0.213,0.000
