epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668363870288,2022-11-13T20.24.30.288,6.840,0.793,0.213,0.427
1668363870328,2022-11-13T20.24.30.328,6.880,0.457,0.030,0.518
1668363870368,2022-11-13T20.24.30.368,6.920,0.945,0.488,0.640
1668363870408,2022-11-13T20.24.30.408,6.960,0.396,0.488,0.854
1668363870448,2022-11-13T20.24.30.448,7.000,0.640,-0.030,0.366
1668363870488,2022-11-13T20.24.30.488,7.040,0.640,-0.183,0.610
1668363870528,2022-11-13T20.24.30.528,7.080,0.762,-0.091,0.671
1668363870568,2022-11-13T20.24.30.568,7.120,0.976,0.091,0.518
1668363870608,2022-11-13T20.24.30.608,7.160,0.213,-0.274,0.793
1668363870648,2022-11-13T20.24.30.648,7.200,0.366,-0.030,0.823
1668363870688,2022-11-13T20.24.30.688,7.240,0.366,0.396,1.006
1668363870728,2022-11-13T20.24.30.728,7.280,0.671,0.244,0.823
1668363870768,2022-11-13T20.24.30.768,7.320,0.823,1.524,0.457
1668363870808,2022-11-13T20.24.30.808,7.360,0.274,1.616,0.457
1668363870848,2022-11-13T20.24.30.848,7.400,-1.677,1.646,0.518
1668363870888,2022-11-13T20.24.30.888,7.440,-0.427,4.055,-0.213
1668363870928,2022-11-13T20.24.30.928,7.480,-1.128,5.427,0.884
1668363870968,2022-11-13T20.24.30.968,7.520,-2.744,1.220,2.073
1668363871008,2022-11-13T20.24.31.008,7.560,0.427,-1.189,0.488
1668363871048,2022-11-13T20.24.31.048,7.600,0.427,-1.707,1.250
1668363871088,2022-11-13T20.24.31.088,7.640,0.701,-1.524,1.555
1668363871128,2022-11-13T20.24.31.128,7.680,1.768,0.122,0.915
1668363871168,2022-11-13T20.24.31.168,7.720,3.293,1.220,0.457
1668363871208,2022-11-13T20.24.31.208,7.760,4.085,1.280,0.061
1668363871248,2022-11-13T20.24.31.248,7.800,2.317,2.317,-0.091
1668363871288,2022-11-13T20.24.31.288,7.840,0.976,2.317,0.244
1668363871328,2022-11-13T20.24.31.328,7.880,0.945,0.213,0.701
1668363871368,2022-11-13T20.24.31.368,7.920,1.372,-0.183,0.488
1668363871408,2022-11-13T20.24.31.408,7.960,1.524,-1.128,0.030
1668363871448,2022-11-13T20.24.31.448,8.000,0.762,2.530,0.915
1668363871488,2022-11-13T20.24.31.488,8.040,0.122,3.415,1.128
1668363871528,2022-11-13T20.24.31.528,8.080,-0.579,1.799,1.860
1668363871568,2022-11-13T20.24.31.568,8.120,0.518,0.854,0.640
1668363871608,2022-11-13T20.24.31.608,8.160,1.768,-1.402,0.457
1668363871648,2022-11-13T20.24.31.648,8.200,2.591,-2.591,-0.305
1668363871688,2022-11-13T20.24.31.688,8.240,0.488,-3.140,0.610
1668363871728,2022-11-13T20.24.31.728,8.280,0.793,-1.585,-0.213
1668363871768,2022-11-13T20.24.31.768,8.320,-0.762,-2.226,0.610
1668363871808,2022-11-13T20.24.31.808,8.360,-0.335,-2.195,0.488
1668363871848,2022-11-13T20.24.31.848,8.400,-0.213,-1.067,0.823
1668363871888,2022-11-13T20.24.31.888,8.440,0.122,-0.884,0.945
1668363871928,2022-11-13T20.24.31.928,8.480,0.610,-1.006,1.067
1668363871968,2022-11-13T20.24.31.968,8.520,0.457,-1.555,1.585
1668363872008,2022-11-13T20.24.32.008,8.560,0.884,-1.250,1.463
1668363872048,2022-11-13T20.24.32.048,8.600,0.549,-1.433,1.463
1668363872088,2022-11-13T20.24.32.088,8.640,1.189,-0.854,0.518
1668363872128,2022-11-13T20.24.32.128,8.680,1.037,-0.854,0.396
1668363872168,2022-11-13T20.24.32.168,8.720,0.701,-0.701,0.366
1668363872208,2022-11-13T20.24.32.208,8.760,0.000,-1.341,0.579
1668363872248,2022-11-13T20.24.32.248,8.800,0.213,-1.006,0.396
1668363872288,2022-11-13T20.24.32.288,8.840,0.274,-0.915,0.396
1668363872328,2022-11-13T20.24.32.328,8.880,1.037,-1.220,0.274
1668363872368,2022-11-13T20.24.32.368,8.920,1.555,-0.854,-0.335
1668363872408,2022-11-13T20.24.32.408,8.960,1.098,-0.427,-0.366
1668363872448,2022-11-13T20.24.32.448,9.000,0.213,-0.823,-0.061
1668363872488,2022-11-13T20.24.32.488,9.040,0.305,-0.915,-0.305
1668363872528,2022-11-13T20.24.32.528,9.080,0.915,-0.854,-0.152
1668363872568,2022-11-13T20.24.32.568,9.120,1.220,-0.518,0.061
1668363872608,2022-11-13T20.24.32.608,9.160,0.366,-0.274,0.549
1668363872648,2022-11-13T20.24.32.648,9.200,0.152,-0.396,0.823
1668363872688,2022-11-13T20.24.32.688,9.240,0.305,-0.488,0.671
1668363872728,2022-11-13T20.24.32.728,9.280,0.152,-0.518,0.823
1668363872768,2022-11-13T20.24.32.768,9.320,0.152,-0.518,0.701
1668363872808,2022-11-13T20.24.32.808,9.360,-0.030,-1.006,0.610
1668363872848,2022-11-13T20.24.32.848,9.400,0.061,-1.098,0.640
1668363872888,2022-11-13T20.24.32.888,9.440,0.152,-0.915,0.671
1668363872928,2022-11-13T20.24.32.928,9.480,0.274,-1.067,0.793
1668363872968,2022-11-13T20.24.32.968,9.520,0.488,-1.280,0.854
1668363873008,2022-11-13T20.24.33.008,9.560,1.494,0.213,0.000
1668363873048,2022-11-13T20.24.33.048,9.600,1.159,0.244,-0.030
1668363873088,2022-11-13T20.24.33.088,9.640,0.549,-0.335,0.396
1668363873128,2022-11-13T20.24.33.128,9.680,1.067,-0.061,0.335
1668363873168,2022-11-13T20.24.33.168,9.720,1.067,-0.061,0.427
1668363873208,2022-11-13T20.24.33.208,9.760,0.671,-0.274,0.518
1668363873248,2022-11-13T20.24.33.248,9.800,0.610,-0.335,0.427
1668363873288,2022-11-13T20.24.33.288,9.840,0.854,-0.030,0.335
1668363873328,2022-11-13T20.24.33.328,9.880,0.976,0.000,0.427
1668363873368,2022-11-13T20.24.33.368,9.920,0.579,-0.274,0.579
1668363873408,2022-11-13T20.24.33.408,9.960,0.823,-0.152,0.549
1668363873448,2022-11-13T20.24.33.448,10.000,0.793,-0.091,0.457
1668363873488,2022-11-13T20.24.33.488,10.040,0.854,-0.152,0.335
1668363873528,2022-11-13T20.24.33.528,10.080,0.945,-0.030,0.335
1668363873568,2022-11-13T20.24.33.568,10.120,0.518,-0.244,0.488
1668363873608,2022-11-13T20.24.33.608,10.160,0.457,-0.152,0.427
1668363873648,2022-11-13T20.24.33.648,10.200,0.732,-0.030,0.305
1668363873688,2022-11-13T20.24.33.688,10.240,0.610,-0.152,0.457
1668363873728,2022-11-13T20.24.33.728,10.280,0.640,-0.152,0.488
1668363873768,2022-11-13T20.24.33.768,10.320,0.701,-0.152,0.488
1668363873808,2022-11-13T20.24.33.808,10.360,0.762,-0.152,0.335
1668363873848,2022-11-13T20.24.33.848,10.400,0.854,-0.030,0.335
1668363873888,2022-11-13T20.24.33.888,10.440,0.732,-0.091,0.183
1668363873928,2022-11-13T20.24.33.928,10.480,0.396,-0.122,0.335
1668363873968,2022-11-13T20.24.33.968,10.520,0.183,-0.122,0.549
1668363874008,2022-11-13T20.24.34.008,10.560,1.037,0.213,0.305
1668363874048,2022-11-13T20.24.34.048,10.600,0.976,-0.030,0.640
1668363874088,2022-11-13T20.24.34.088,10.640,0.518,-0.244,0.915
1668363874128,2022-11-13T20.24.34.128,10.680,0.488,-0.152,0.579
1668363874168,2022-11-13T20.24.34.168,10.720,0.213,-0.244,0.488
1668363874208,2022-11-13T20.24.34.208,10.760,0.518,-0.122,0.457
1668363874248,2022-11-13T20.24.34.248,10.800,0.488,-0.427,0.762
1668363874288,2022-11-13T20.24.34.288,10.840,0.457,-0.457,0.854
1668363874328,2022-11-13T20.24.34.328,10.880,1.006,0.061,0.396
1668363874368,2022-11-13T20.24.34.368,10.920,1.067,0.274,0.152
1668363874408,2022-11-13T20.24.34.408,10.960,1.098,0.183,0.183
1668363874448,2022-11-13T20.24.34.448,11.000,0.945,-0.152,0.244
1668363874488,2022-11-13T20.24.34.488,11.040,0.640,0.030,0.152
1668363874528,2022-11-13T20.24.34.528,11.080,0.274,0.244,0.396
1668363874568,2022-11-13T20.24.34.568,11.120,0.518,0.457,0.213
1668363874608,2022-11-13T20.24.34.608,11.160,0.671,0.823,0.396
1668363874648,2022-11-13T20.24.34.648,11.200,0.366,0.671,0.854
1668363874688,2022-11-13T20.24.34.688,11.240,-0.091,-0.122,0.945
1668363874728,2022-11-13T20.24.34.728,11.280,0.213,-0.457,0.701
1668363874768,2022-11-13T20.24.34.768,11.320,0.701,-0.579,0.640
1668363874808,2022-11-13T20.24.34.808,11.360,0.396,-0.854,0.854
1668363874848,2022-11-13T20.24.34.848,11.400,0.762,-0.366,0.366
1668363874888,2022-11-13T20.24.34.888,11.440,0.396,-0.366,0.030
1668363874928,2022-11-13T20.24.34.928,11.480,0.579,-0.335,-0.152
1668363874968,2022-11-13T20.24.34.968,11.520,0.671,-0.061,0.091
1668363875008,2022-11-13T20.24.35.008,11.560,0.396,-0.152,0.335
1668363875048,2022-11-13T20.24.35.048,11.600,0.274,-0.274,0.274
1668363875088,2022-11-13T20.24.35.088,11.640,0.213,-0.213,0.335
1668363875128,2022-11-13T20.24.35.128,11.680,0.396,-0.122,0.366
1668363875168,2022-11-13T20.24.35.168,11.720,0.518,0.030,0.610
1668363875208,2022-11-13T20.24.35.208,11.760,0.274,-0.366,0.915
1668363875248,2022-11-13T20.24.35.248,11.800,0.244,-0.488,1.067
1668363875288,2022-11-13T20.24.35.288,11.840,0.610,-0.305,0.915
1668363875328,2022-11-13T20.24.35.328,11.880,0.366,-0.701,1.037
1668363875368,2022-11-13T20.24.35.368,11.920,1.067,-0.213,0.823
1668363875408,2022-11-13T20.24.35.408,11.960,1.189,0.152,0.823
1668363875448,2022-11-13T20.24.35.448,12.000,0.823,-0.030,0.945
1668363875488,2022-11-13T20.24.35.488,12.040,1.037,0.061,0.732
1668363875528,2022-11-13T20.24.35.528,12.080,1.341,0.152,0.396
1668363875568,2022-11-13T20.24.35.568,12.120,0.579,-0.427,0.549
1668363875608,2022-11-13T20.24.35.608,12.160,0.335,-0.335,0.396
1668363875648,2022-11-13T20.24.35.648,12.200,0.366,-0.183,-0.030
1668363875688,2022-11-13T20.24.35.688,12.240,0.122,-0.183,-0.366
1668363875728,2022-11-13T20.24.35.728,12.280,-0.457,-0.305,-0.457
1668363875768,2022-11-13T20.24.35.768,12.320,-0.305,-0.030,-0.488
1668363875808,2022-11-13T20.24.35.808,12.360,-0.122,0.244,0.152
1668363875848,2022-11-13T20.24.35.848,12.400,-1.311,0.610,1.189
1668363875888,2022-11-13T20.24.35.888,12.440,-1.494,0.579,1.616
1668363875928,2022-11-13T20.24.35.928,12.480,-0.579,-0.061,1.037
1668363875968,2022-11-13T20.24.35.968,12.520,1.006,0.518,0.213
1668363876008,2022-11-13T20.24.36.008,12.560,1.098,0.732,0.274
1668363876048,2022-11-13T20.24.36.048,12.600,1.006,0.762,0.732
1668363876088,2022-11-13T20.24.36.088,12.640,1.128,0.823,1.098
1668363876128,2022-11-13T20.24.36.128,12.680,0.884,0.396,0.854
1668363876168,2022-11-13T20.24.36.168,12.720,0.762,0.061,0.488
1668363876208,2022-11-13T20.24.36.208,12.760,0.884,0.030,0.152
1668363876248,2022-11-13T20.24.36.248,12.800,0.549,-0.030,0.427
1668363876288,2022-11-13T20.24.36.288,12.840,0.610,-0.122,0.701
1668363876328,2022-11-13T20.24.36.328,12.880,1.220,0.091,0.610
1668363876368,2022-11-13T20.24.36.368,12.920,1.128,-0.244,0.518
1668363876408,2022-11-13T20.24.36.408,12.960,1.463,-0.183,0.274
1668363876448,2022-11-13T20.24.36.448,13.000,1.463,0.000,0.305
1668363876488,2022-11-13T20.24.36.488,13.040,1.341,-0.335,0.244
1668363876528,2022-11-13T20.24.36.528,13.080,1.037,-0.549,0.305
1668363876568,2022-11-13T20.24.36.568,13.120,1.128,-0.152,0.305
1668363876608,2022-11-13T20.24.36.608,13.160,1.250,0.000,0.244
1668363876648,2022-11-13T20.24.36.648,13.200,0.793,-0.366,0.427
1668363876688,2022-11-13T20.24.36.688,13.240,1.037,0.000,0.579
1668363876728,2022-11-13T20.24.36.728,13.280,0.976,0.122,0.762
1668363876768,2022-11-13T20.24.36.768,13.320,0.884,-0.183,0.701
1668363876808,2022-11-13T20.24.36.808,13.360,0.640,-0.152,0.732
1668363876848,2022-11-13T20.24.36.848,13.400,0.945,0.274,0.549
1668363876888,2022-11-13T20.24.36.888,13.440,0.793,-0.061,0.488
1668363876928,2022-11-13T20.24.36.928,13.480,0.671,-0.091,0.274
1668363876968,2022-11-13T20.24.36.968,13.520,0.152,-0.396,0.274
1668363877008,2022-11-13T20.24.37.008,13.560,0.152,-0.396,0.335
1668363877048,2022-11-13T20.24.37.048,13.600,0.793,0.152,0.244
1668363877088,2022-11-13T20.24.37.088,13.640,0.396,-0.213,0.457
1668363877128,2022-11-13T20.24.37.128,13.680,0.213,-0.396,0.732
1668363877168,2022-11-13T20.24.37.168,13.720,0.549,-0.213,0.823
1668363877208,2022-11-13T20.24.37.208,13.760,0.640,-0.183,0.793
1668363877248,2022-11-13T20.24.37.248,13.800,0.457,-0.396,0.732
1668363877288,2022-11-13T20.24.37.288,13.840,0.610,-0.244,0.854
1668363877328,2022-11-13T20.24.37.328,13.880,0.549,-0.366,0.762
1668363877368,2022-11-13T20.24.37.368,13.920,0.427,-0.518,0.671
1668363877408,2022-11-13T20.24.37.408,13.960,0.366,-0.488,0.732
1668363877448,2022-11-13T20.24.37.448,14.000,1.006,0.061,0.518
1668363877488,2022-11-13T20.24.37.488,14.040,0.732,-0.213,0.488
1668363877528,2022-11-13T20.24.37.528,14.080,0.579,-0.366,0.457
1668363877568,2022-11-13T20.24.37.568,14.120,0.915,-0.091,0.366
1668363877608,2022-11-13T20.24.37.608,14.160,0.610,-0.274,0.488
1668363877648,2022-11-13T20.24.37.648,14.200,0.549,-0.396,0.488
1668363877688,2022-11-13T20.24.37.688,14.240,0.518,-0.305,0.457
1668363877728,2022-11-13T20.24.37.728,14.280,0.549,-0.305,0.274
1668363877768,2022-11-13T20.24.37.768,14.320,0.427,-0.305,0.396
1668363877808,2022-11-13T20.24.37.808,14.360,0.671,-0.152,0.427
1668363877848,2022-11-13T20.24.37.848,14.400,0.610,-0.305,0.518
1668363877888,2022-11-13T20.24.37.888,14.440,0.610,-0.244,0.549
1668363877928,2022-11-13T20.24.37.928,14.480,0.640,-0.122,0.549
1668363877968,2022-11-13T20.24.37.968,14.520,0.488,-0.274,0.549
1668363878008,2022-11-13T20.24.38.008,14.560,0.701,-0.213,0.457
1668363878048,2022-11-13T20.24.38.048,14.600,0.823,-0.061,0.518
