epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667718736004,2022-11-06T09:12:16.004,0.000,-0.108,0.183,-0.938
1667718736044,2022-11-06T09:12:16.044,0.040,-0.108,0.196,-0.945
1667718736084,2022-11-06T09:12:16.084,0.080,-0.108,0.187,-0.943
1667718736124,2022-11-06T09:12:16.124,0.120,-0.106,0.188,-0.942
1667718736164,2022-11-06T09:12:16.164,0.160,-0.106,0.194,-0.942
1667718736204,2022-11-06T09:12:16.204,0.200,-0.106,0.187,-0.943
1667718736244,2022-11-06T09:12:16.244,0.240,-0.108,0.192,-0.942
1667718736284,2022-11-06T09:12:16.284,0.280,-0.109,0.191,-0.941
1667718736324,2022-11-06T09:12:16.324,0.320,-0.105,0.185,-0.943
1667718736364,2022-11-06T09:12:16.364,0.360,-0.107,0.194,-0.942
1667718736404,2022-11-06T09:12:16.404,0.400,-0.109,0.182,-0.943
1667718736444,2022-11-06T09:12:16.444,0.440,-0.110,0.188,-0.942
1667718736484,2022-11-06T09:12:16.484,0.480,-0.106,0.191,-0.941
1667718736524,2022-11-06T09:12:16.524,0.520,-0.107,0.186,-0.943
1667718736564,2022-11-06T09:12:16.564,0.560,-0.109,0.190,-0.941
1667718736604,2022-11-06T09:12:16.604,0.600,-0.107,0.191,-0.941
1667718736644,2022-11-06T09:12:16.644,0.640,-0.106,0.188,-0.943
1667718736684,2022-11-06T09:12:16.684,0.680,-0.107,0.192,-0.942
1667718736724,2022-11-06T09:12:16.724,0.720,-0.109,0.188,-0.942
1667718736764,2022-11-06T09:12:16.764,0.760,-0.108,0.186,-0.942
1667718736804,2022-11-06T09:12:16.804,0.800,-0.108,0.194,-0.941
1667718736844,2022-11-06T09:12:16.844,0.840,-0.106,0.189,-0.943
1667718736884,2022-11-06T09:12:16.884,0.880,-0.110,0.188,-0.942
1667718736924,2022-11-06T09:12:16.924,0.920,-0.110,0.192,-0.942
1667718736964,2022-11-06T09:12:16.964,0.960,-0.108,0.187,-0.942
1667718737004,2022-11-06T09:12:17.004,1.000,-0.107,0.190,-0.943
1667718737044,2022-11-06T09:12:17.044,1.040,-0.109,0.188,-0.941
1667718737084,2022-11-06T09:12:17.084,1.080,-0.110,0.189,-0.941
1667718737124,2022-11-06T09:12:17.124,1.120,-0.107,0.192,-0.942
1667718737164,2022-11-06T09:12:17.164,1.160,-0.108,0.189,-0.943
1667718737204,2022-11-06T09:12:17.204,1.200,-0.109,0.189,-0.942
1667718737244,2022-11-06T09:12:17.244,1.240,-0.108,0.188,-0.942
1667718737284,2022-11-06T09:12:17.284,1.280,-0.109,0.192,-0.941
1667718737324,2022-11-06T09:12:17.324,1.320,-0.107,0.191,-0.942
1667718737364,2022-11-06T09:12:17.364,1.360,-0.109,0.188,-0.942
1667718737404,2022-11-06T09:12:17.404,1.400,-0.110,0.190,-0.941
1667718737444,2022-11-06T09:12:17.444,1.440,-0.106,0.188,-0.943
1667718737484,2022-11-06T09:12:17.484,1.480,-0.108,0.191,-0.942
1667718737524,2022-11-06T09:12:17.524,1.520,-0.108,0.190,-0.941
1667718737564,2022-11-06T09:12:17.564,1.560,-0.108,0.189,-0.941
1667718737604,2022-11-06T09:12:17.604,1.600,-0.108,0.187,-0.941
1667718737644,2022-11-06T09:12:17.644,1.640,-0.108,0.189,-0.942
1667718737684,2022-11-06T09:12:17.684,1.680,-0.109,0.190,-0.943
1667718737724,2022-11-06T09:12:17.724,1.720,-0.109,0.191,-0.941
1667718737764,2022-11-06T09:12:17.764,1.760,-0.109,0.195,-0.941
1667718737804,2022-11-06T09:12:17.804,1.800,-0.108,0.186,-0.943
1667718737844,2022-11-06T09:12:17.844,1.840,-0.110,0.190,-0.941
1667718737884,2022-11-06T09:12:17.884,1.880,-0.109,0.195,-0.941
1667718737924,2022-11-06T09:12:17.924,1.920,-0.106,0.188,-0.942
1667718737964,2022-11-06T09:12:17.964,1.960,-0.109,0.195,-0.940
1667718738004,2022-11-06T09:12:18.004,2.000,-0.109,0.190,-0.941
