epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667941941743,2022-11-08T23:12:21.743,0.000,0.159,-0.155,-0.972
1667941941783,2022-11-08T23:12:21.783,0.040,0.162,-0.156,-0.978
1667941941823,2022-11-08T23:12:21.823,0.080,0.161,-0.155,-0.975
1667941941863,2022-11-08T23:12:21.863,0.120,0.160,-0.156,-0.977
1667941941903,2022-11-08T23:12:21.903,0.160,0.161,-0.154,-0.977
1667941941943,2022-11-08T23:12:21.943,0.200,0.161,-0.154,-0.977
1667941941983,2022-11-08T23:12:21.983,0.240,0.161,-0.155,-0.977
1667941942023,2022-11-08T23:12:22.023,0.280,0.160,-0.157,-0.976
1667941942063,2022-11-08T23:12:22.063,0.320,0.160,-0.158,-0.975
1667941942103,2022-11-08T23:12:22.103,0.360,0.159,-0.155,-0.976
1667941942143,2022-11-08T23:12:22.143,0.400,0.160,-0.155,-0.977
1667941942183,2022-11-08T23:12:22.183,0.440,0.160,-0.154,-0.976
1667941942223,2022-11-08T23:12:22.223,0.480,0.160,-0.156,-0.976
1667941942263,2022-11-08T23:12:22.263,0.520,0.160,-0.157,-0.976
1667941942303,2022-11-08T23:12:22.303,0.560,0.159,-0.161,-0.976
1667941942343,2022-11-08T23:12:22.343,0.600,0.160,-0.157,-0.975
1667941942383,2022-11-08T23:12:22.383,0.640,0.160,-0.156,-0.977
1667941942423,2022-11-08T23:12:22.423,0.680,0.159,-0.158,-0.975
1667941942463,2022-11-08T23:12:22.463,0.720,0.159,-0.159,-0.977
1667941942503,2022-11-08T23:12:22.503,0.760,0.158,-0.159,-0.979
1667941942543,2022-11-08T23:12:22.543,0.800,0.160,-0.158,-0.973
1667941942583,2022-11-08T23:12:22.583,0.840,0.162,-0.159,-0.973
1667941942623,2022-11-08T23:12:22.623,0.880,0.158,-0.160,-0.975
1667941942663,2022-11-08T23:12:22.663,0.920,0.158,-0.161,-0.976
1667941942703,2022-11-08T23:12:22.703,0.960,0.158,-0.159,-0.976
1667941942743,2022-11-08T23:12:22.743,1.000,0.160,-0.162,-0.972
1667941942783,2022-11-08T23:12:22.783,1.040,0.159,-0.161,-0.976
1667941942823,2022-11-08T23:12:22.823,1.080,0.158,-0.162,-0.978
1667941942863,2022-11-08T23:12:22.863,1.120,0.158,-0.161,-0.974
1667941942903,2022-11-08T23:12:22.903,1.160,0.158,-0.160,-0.976
1667941942943,2022-11-08T23:12:22.943,1.200,0.159,-0.160,-0.974
1667941942983,2022-11-08T23:12:22.983,1.240,0.157,-0.161,-0.975
1667941943023,2022-11-08T23:12:23.023,1.280,0.158,-0.159,-0.976
1667941943063,2022-11-08T23:12:23.063,1.320,0.159,-0.161,-0.975
1667941943103,2022-11-08T23:12:23.103,1.360,0.158,-0.162,-0.974
1667941943143,2022-11-08T23:12:23.143,1.400,0.159,-0.160,-0.975
1667941943183,2022-11-08T23:12:23.183,1.440,0.158,-0.161,-0.976
1667941943223,2022-11-08T23:12:23.223,1.480,0.159,-0.160,-0.976
1667941943263,2022-11-08T23:12:23.263,1.520,0.160,-0.158,-0.975
1667941943303,2022-11-08T23:12:23.303,1.560,0.159,-0.162,-0.975
1667941943343,2022-11-08T23:12:23.343,1.600,0.158,-0.160,-0.976
1667941943383,2022-11-08T23:12:23.383,1.640,0.159,-0.161,-0.973
1667941943423,2022-11-08T23:12:23.423,1.680,0.158,-0.162,-0.978
1667941943463,2022-11-08T23:12:23.463,1.720,0.160,-0.161,-0.977
1667941943503,2022-11-08T23:12:23.503,1.760,0.161,-0.159,-0.972
1667941943543,2022-11-08T23:12:23.543,1.800,0.161,-0.156,-0.974
1667941943583,2022-11-08T23:12:23.583,1.840,0.158,-0.160,-0.975
1667941943623,2022-11-08T23:12:23.623,1.880,0.159,-0.161,-0.974
1667941943663,2022-11-08T23:12:23.663,1.920,0.160,-0.158,-0.975
1667941943703,2022-11-08T23:12:23.703,1.960,0.161,-0.159,-0.974
1667941943743,2022-11-08T23:12:23.743,2.000,0.160,-0.158,-0.975
1667941943783,2022-11-08T23:12:23.783,2.040,0.160,-0.159,-0.975
1667941943823,2022-11-08T23:12:23.823,2.080,0.160,-0.157,-0.974
1667941943863,2022-11-08T23:12:23.863,2.120,0.160,-0.158,-0.975
1667941943903,2022-11-08T23:12:23.903,2.160,0.161,-0.158,-0.974
1667941943943,2022-11-08T23:12:23.943,2.200,0.160,-0.157,-0.974
1667941943983,2022-11-08T23:12:23.983,2.240,0.159,-0.157,-0.976
1667941944023,2022-11-08T23:12:24.023,2.280,0.160,-0.158,-0.975
1667941944063,2022-11-08T23:12:24.063,2.320,0.160,-0.157,-0.976
1667941944103,2022-11-08T23:12:24.103,2.360,0.160,-0.157,-0.974
1667941944143,2022-11-08T23:12:24.143,2.400,0.161,-0.158,-0.974
1667941944183,2022-11-08T23:12:24.183,2.440,0.161,-0.156,-0.975
1667941944223,2022-11-08T23:12:24.223,2.480,0.161,-0.159,-0.975
1667941944263,2022-11-08T23:12:24.263,2.520,0.161,-0.156,-0.975
1667941944303,2022-11-08T23:12:24.303,2.560,0.160,-0.159,-0.975
1667941944343,2022-11-08T23:12:24.343,2.600,0.160,-0.159,-0.973
1667941944383,2022-11-08T23:12:24.383,2.640,0.160,-0.157,-0.976
1667941944423,2022-11-08T23:12:24.423,2.680,0.160,-0.158,-0.978
1667941944463,2022-11-08T23:12:24.463,2.720,0.161,-0.159,-0.972
1667941944503,2022-11-08T23:12:24.503,2.760,0.161,-0.156,-0.975
1667941944543,2022-11-08T23:12:24.543,2.800,0.160,-0.156,-0.976
1667941944583,2022-11-08T23:12:24.583,2.840,0.160,-0.158,-0.974
1667941944623,2022-11-08T23:12:24.623,2.880,0.159,-0.166,-0.974
1667941944663,2022-11-08T23:12:24.663,2.920,0.158,-0.160,-0.974
1667941944703,2022-11-08T23:12:24.703,2.960,0.163,-0.154,-0.975
1667941944743,2022-11-08T23:12:24.743,3.000,0.163,-0.152,-0.980
1667941944783,2022-11-08T23:12:24.783,3.040,0.160,-0.155,-0.977
1667941944823,2022-11-08T23:12:24.823,3.080,0.160,-0.159,-0.972
1667941944863,2022-11-08T23:12:24.863,3.120,0.161,-0.156,-0.975
1667941944903,2022-11-08T23:12:24.903,3.160,0.160,-0.165,-0.976
1667941944943,2022-11-08T23:12:24.943,3.200,0.161,-0.165,-0.972
1667941944983,2022-11-08T23:12:24.983,3.240,0.161,-0.159,-0.974
1667941945023,2022-11-08T23:12:25.023,3.280,0.160,-0.159,-0.976
1667941945063,2022-11-08T23:12:25.063,3.320,0.161,-0.155,-0.974
1667941945103,2022-11-08T23:12:25.103,3.360,0.162,-0.152,-0.972
1667941945143,2022-11-08T23:12:25.143,3.400,0.162,-0.154,-0.975
1667941945183,2022-11-08T23:12:25.183,3.440,0.160,-0.159,-0.976
1667941945223,2022-11-08T23:12:25.223,3.480,0.161,-0.161,-0.974
1667941945263,2022-11-08T23:12:25.263,3.520,0.161,-0.156,-0.973
1667941945303,2022-11-08T23:12:25.303,3.560,0.160,-0.157,-0.972
1667941945343,2022-11-08T23:12:25.343,3.600,0.165,-0.156,-0.975
1667941945383,2022-11-08T23:12:25.383,3.640,0.162,-0.161,-0.979
1667941945423,2022-11-08T23:12:25.423,3.680,0.159,-0.162,-0.978
1667941945463,2022-11-08T23:12:25.463,3.720,0.163,-0.159,-0.972
1667941945503,2022-11-08T23:12:25.503,3.760,0.165,-0.156,-0.972
1667941945543,2022-11-08T23:12:25.543,3.800,0.160,-0.160,-0.974
1667941945583,2022-11-08T23:12:25.583,3.840,0.157,-0.166,-0.974
