epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668363864780,2022-11-13T20.24.24.780,1.240,-0.332,0.200,-0.926
1668363864820,2022-11-13T20.24.24.820,1.280,-0.335,0.200,-0.928
1668363864860,2022-11-13T20.24.24.860,1.320,-0.336,0.203,-0.923
1668363864900,2022-11-13T20.24.24.900,1.360,-0.337,0.208,-0.923
1668363864940,2022-11-13T20.24.24.940,1.400,-0.335,0.199,-0.928
1668363864980,2022-11-13T20.24.24.980,1.440,-0.335,0.204,-0.925
1668363865020,2022-11-13T20.24.25.020,1.480,-0.335,0.201,-0.925
1668363865060,2022-11-13T20.24.25.060,1.520,-0.336,0.198,-0.929
1668363865100,2022-11-13T20.24.25.100,1.560,-0.336,0.203,-0.925
1668363865140,2022-11-13T20.24.25.140,1.600,-0.335,0.200,-0.925
1668363865180,2022-11-13T20.24.25.180,1.640,-0.336,0.196,-0.927
1668363865220,2022-11-13T20.24.25.220,1.680,-0.334,0.202,-0.924
1668363865260,2022-11-13T20.24.25.260,1.720,-0.338,0.202,-0.926
1668363865300,2022-11-13T20.24.25.300,1.760,-0.335,0.199,-0.927
1668363865340,2022-11-13T20.24.25.340,1.800,-0.336,0.201,-0.926
1668363865380,2022-11-13T20.24.25.380,1.840,-0.335,0.200,-0.924
1668363865420,2022-11-13T20.24.25.420,1.880,-0.336,0.207,-0.923
1668363865460,2022-11-13T20.24.25.460,1.920,-0.335,0.192,-0.930
1668363865500,2022-11-13T20.24.25.500,1.960,-0.332,0.195,-0.930
1668363865540,2022-11-13T20.24.25.540,2.000,-0.333,0.202,-0.924
1668363865580,2022-11-13T20.24.25.580,2.040,-0.332,0.193,-0.929
1668363865620,2022-11-13T20.24.25.620,2.080,-0.335,0.202,-0.926
1668363865660,2022-11-13T20.24.25.660,2.120,-0.334,0.197,-0.926
1668363865700,2022-11-13T20.24.25.700,2.160,-0.335,0.200,-0.928
1668363865740,2022-11-13T20.24.25.740,2.200,-0.334,0.200,-0.925
1668363865780,2022-11-13T20.24.25.780,2.240,-0.334,0.200,-0.927
1668363865820,2022-11-13T20.24.25.820,2.280,-0.334,0.198,-0.927
1668363865860,2022-11-13T20.24.25.860,2.320,-0.335,0.202,-0.925
1668363865900,2022-11-13T20.24.25.900,2.360,-0.336,0.202,-0.928
1668363865940,2022-11-13T20.24.25.940,2.400,-0.339,0.192,-0.928
1668363865980,2022-11-13T20.24.25.980,2.440,-0.341,0.194,-0.918
1668363866020,2022-11-13T20.24.26.020,2.480,-0.336,0.205,-0.927
1668363866060,2022-11-13T20.24.26.060,2.520,-0.338,0.193,-0.928
1668363866100,2022-11-13T20.24.26.100,2.560,-0.337,0.202,-0.924
1668363866140,2022-11-13T20.24.26.140,2.600,-0.339,0.198,-0.924
1668363866180,2022-11-13T20.24.26.180,2.640,-0.338,0.200,-0.926
1668363866220,2022-11-13T20.24.26.220,2.680,-0.337,0.198,-0.927
1668363866260,2022-11-13T20.24.26.260,2.720,-0.337,0.199,-0.927
1668363866300,2022-11-13T20.24.26.300,2.760,-0.337,0.196,-0.925
1668363866340,2022-11-13T20.24.26.340,2.800,-0.339,0.200,-0.926
1668363866380,2022-11-13T20.24.26.380,2.840,-0.338,0.201,-0.924
1668363866420,2022-11-13T20.24.26.420,2.880,-0.338,0.198,-0.927
1668363866460,2022-11-13T20.24.26.460,2.920,-0.338,0.201,-0.925
1668363866500,2022-11-13T20.24.26.500,2.960,-0.338,0.197,-0.924
1668363866540,2022-11-13T20.24.26.540,3.000,-0.337,0.198,-0.927
1668363866580,2022-11-13T20.24.26.580,3.040,-0.338,0.196,-0.926
1668363866620,2022-11-13T20.24.26.620,3.080,-0.336,0.198,-0.926
1668363866660,2022-11-13T20.24.26.660,3.120,-0.337,0.197,-0.926
1668363866700,2022-11-13T20.24.26.700,3.160,-0.338,0.202,-0.925
1668363866740,2022-11-13T20.24.26.740,3.200,-0.337,0.197,-0.926
1668363866780,2022-11-13T20.24.26.780,3.240,-0.339,0.201,-0.925
1668363866820,2022-11-13T20.24.26.820,3.280,-0.337,0.198,-0.927
1668363866860,2022-11-13T20.24.26.860,3.320,-0.337,0.196,-0.927
1668363866900,2022-11-13T20.24.26.900,3.360,-0.337,0.197,-0.925
1668363866940,2022-11-13T20.24.26.940,3.400,-0.338,0.203,-0.925
1668363866980,2022-11-13T20.24.26.980,3.440,-0.336,0.199,-0.927
1668363867020,2022-11-13T20.24.27.020,3.480,-0.332,0.201,-0.929
1668363867060,2022-11-13T20.24.27.060,3.520,-0.334,0.197,-0.924
1668363867100,2022-11-13T20.24.27.100,3.560,-0.334,0.194,-0.926
1668363867140,2022-11-13T20.24.27.140,3.600,-0.340,0.203,-0.929
1668363867180,2022-11-13T20.24.27.180,3.640,-0.339,0.198,-0.930
1668363867220,2022-11-13T20.24.27.220,3.680,-0.333,0.201,-0.922
1668363867260,2022-11-13T20.24.27.260,3.720,-0.339,0.191,-0.927
1668363867300,2022-11-13T20.24.27.300,3.760,-0.346,0.213,-0.918
1668363867340,2022-11-13T20.24.27.340,3.800,-0.341,0.189,-0.924
1668363867380,2022-11-13T20.24.27.380,3.840,-0.341,0.192,-0.926
1668363867420,2022-11-13T20.24.27.420,3.880,-0.340,0.196,-0.921
1668363867460,2022-11-13T20.24.27.460,3.920,-0.341,0.193,-0.927
1668363867500,2022-11-13T20.24.27.500,3.960,-0.342,0.195,-0.925
1668363867540,2022-11-13T20.24.27.540,4.000,-0.343,0.195,-0.922
1668363867580,2022-11-13T20.24.27.580,4.040,-0.343,0.189,-0.926
1668363867620,2022-11-13T20.24.27.620,4.080,-0.342,0.208,-0.929
1668363867660,2022-11-13T20.24.27.660,4.120,-0.340,0.185,-0.922
1668363867700,2022-11-13T20.24.27.700,4.160,-0.341,0.197,-0.928
1668363867740,2022-11-13T20.24.27.740,4.200,-0.345,0.194,-0.924
1668363867780,2022-11-13T20.24.27.780,4.240,-0.342,0.194,-0.924
1668363867820,2022-11-13T20.24.27.820,4.280,-0.343,0.190,-0.926
1668363867860,2022-11-13T20.24.27.860,4.320,-0.344,0.197,-0.924
1668363867900,2022-11-13T20.24.27.900,4.360,-0.344,0.193,-0.925
1668363867940,2022-11-13T20.24.27.940,4.400,-0.344,0.187,-0.922
1668363867980,2022-11-13T20.24.27.980,4.440,-0.347,0.191,-0.927
1668363868020,2022-11-13T20.24.28.020,4.480,-0.343,0.193,-0.923
1668363868060,2022-11-13T20.24.28.060,4.520,-0.344,0.195,-0.922
1668363868100,2022-11-13T20.24.28.100,4.560,-0.344,0.189,-0.927
1668363868140,2022-11-13T20.24.28.140,4.600,-0.347,0.190,-0.928
1668363868180,2022-11-13T20.24.28.180,4.640,-0.348,0.195,-0.919
1668363868220,2022-11-13T20.24.28.220,4.680,-0.346,0.188,-0.920
1668363868260,2022-11-13T20.24.28.260,4.720,-0.347,0.197,-0.927
1668363868300,2022-11-13T20.24.28.300,4.760,-0.344,0.197,-0.924
1668363868340,2022-11-13T20.24.28.340,4.800,-0.346,0.190,-0.918
1668363868380,2022-11-13T20.24.28.380,4.840,-0.345,0.195,-0.925
1668363868420,2022-11-13T20.24.28.420,4.880,-0.346,0.203,-0.923
1668363868460,2022-11-13T20.24.28.460,4.920,-0.346,0.187,-0.925
1668363868500,2022-11-13T20.24.28.500,4.960,-0.354,0.211,-0.921
1668363868540,2022-11-13T20.24.28.540,5.000,-0.343,0.190,-0.927
1668363868580,2022-11-13T20.24.28.580,5.040,-0.348,0.194,-0.919
1668363868620,2022-11-13T20.24.28.620,5.080,-0.344,0.199,-0.925
1668363868660,2022-11-13T20.24.28.660,5.120,-0.347,0.191,-0.921
1668363868700,2022-11-13T20.24.28.700,5.160,-0.350,0.195,-0.924
1668363868740,2022-11-13T20.24.28.740,5.200,-0.348,0.203,-0.917
1668363868780,2022-11-13T20.24.28.780,5.240,-0.346,0.196,-0.919
1668363868820,2022-11-13T20.24.28.820,5.280,-0.347,0.193,-0.927
1668363868860,2022-11-13T20.24.28.860,5.320,-0.352,0.211,-0.920
1668363868900,2022-11-13T20.24.28.900,5.360,-0.348,0.189,-0.923
1668363868940,2022-11-13T20.24.28.940,5.400,-0.348,0.203,-0.928
1668363868980,2022-11-13T20.24.28.980,5.440,-0.342,0.185,-0.926
1668363869020,2022-11-13T20.24.29.020,5.480,-0.350,0.198,-0.911
1668363869060,2022-11-13T20.24.29.060,5.520,-0.353,0.205,-0.921
1668363869100,2022-11-13T20.24.29.100,5.560,-0.350,0.192,-0.926
1668363869140,2022-11-13T20.24.29.140,5.600,-0.351,0.190,-0.915
1668363869180,2022-11-13T20.24.29.180,5.640,-0.356,0.199,-0.926
1668363869220,2022-11-13T20.24.29.220,5.680,-0.346,0.186,-0.919
1668363869260,2022-11-13T20.24.29.260,5.720,-0.354,0.207,-0.921
1668363869300,2022-11-13T20.24.29.300,5.760,-0.349,0.194,-0.924
1668363869340,2022-11-13T20.24.29.340,5.800,-0.353,0.184,-0.920
1668363869380,2022-11-13T20.24.29.380,5.840,-0.351,0.201,-0.923
1668363869420,2022-11-13T20.24.29.420,5.880,-0.353,0.198,-0.923
1668363869460,2022-11-13T20.24.29.460,5.920,-0.348,0.182,-0.922
1668363869500,2022-11-13T20.24.29.500,5.960,-0.352,0.207,-0.919
1668363869540,2022-11-13T20.24.29.540,6.000,-0.349,0.189,-0.924
1668363869580,2022-11-13T20.24.29.580,6.040,-0.351,0.186,-0.919
1668363869620,2022-11-13T20.24.29.620,6.080,-0.350,0.207,-0.923
1668363869660,2022-11-13T20.24.29.660,6.120,-0.349,0.191,-0.923
1668363869700,2022-11-13T20.24.29.700,6.160,-0.350,0.188,-0.921
1668363869740,2022-11-13T20.24.29.740,6.200,-0.353,0.191,-0.924
1668363869780,2022-11-13T20.24.29.780,6.240,-0.347,0.193,-0.924
1668363869820,2022-11-13T20.24.29.820,6.280,-0.350,0.187,-0.921
1668363869860,2022-11-13T20.24.29.860,6.320,-0.349,0.193,-0.923
1668363869900,2022-11-13T20.24.29.900,6.360,-0.352,0.192,-0.922
1668363869940,2022-11-13T20.24.29.940,6.400,-0.351,0.193,-0.922
1668363869980,2022-11-13T20.24.29.980,6.440,-0.349,0.195,-0.923
1668363870020,2022-11-13T20.24.30.020,6.480,-0.347,0.177,-0.925
1668363870060,2022-11-13T20.24.30.060,6.520,-0.349,0.198,-0.921
1668363870100,2022-11-13T20.24.30.100,6.560,-0.352,0.198,-0.922
1668363870140,2022-11-13T20.24.30.140,6.600,-0.350,0.187,-0.924
1668363870180,2022-11-13T20.24.30.180,6.640,-0.352,0.195,-0.923
1668363870220,2022-11-13T20.24.30.220,6.680,-0.348,0.190,-0.923
1668363870260,2022-11-13T20.24.30.260,6.720,-0.351,0.195,-0.922
1668363870300,2022-11-13T20.24.30.300,6.760,-0.349,0.187,-0.925
1668363870340,2022-11-13T20.24.30.340,6.800,-0.350,0.193,-0.921
1668363870380,2022-11-13T20.24.30.380,6.840,-0.348,0.187,-0.922
1668363870420,2022-11-13T20.24.30.420,6.880,-0.350,0.196,-0.925
1668363870460,2022-11-13T20.24.30.460,6.920,-0.348,0.189,-0.923
1668363870500,2022-11-13T20.24.30.500,6.960,-0.348,0.192,-0.922
1668363870540,2022-11-13T20.24.30.540,7.000,-0.351,0.195,-0.922
1668363870580,2022-11-13T20.24.30.580,7.040,-0.348,0.187,-0.924
1668363870620,2022-11-13T20.24.30.620,7.080,-0.348,0.194,-0.922
1668363870660,2022-11-13T20.24.30.660,7.120,-0.349,0.191,-0.922
1668363870700,2022-11-13T20.24.30.700,7.160,-0.349,0.196,-0.923
1668363870740,2022-11-13T20.24.30.740,7.200,-0.348,0.193,-0.921
1668363870780,2022-11-13T20.24.30.780,7.240,-0.347,0.192,-0.923
1668363870820,2022-11-13T20.24.30.820,7.280,-0.346,0.185,-0.926
1668363870860,2022-11-13T20.24.30.860,7.320,-0.350,0.196,-0.921
1668363870900,2022-11-13T20.24.30.900,7.360,-0.341,0.198,-0.920
1668363870940,2022-11-13T20.24.30.940,7.400,-0.334,0.180,-0.934
1668363870980,2022-11-13T20.24.30.980,7.440,-0.337,0.214,-0.927
1668363871020,2022-11-13T20.24.31.020,7.480,-0.336,0.197,-0.926
1668363871060,2022-11-13T20.24.31.060,7.520,-0.339,0.198,-0.925
1668363871100,2022-11-13T20.24.31.100,7.560,-0.343,0.202,-0.922
1668363871140,2022-11-13T20.24.31.140,7.600,-0.340,0.198,-0.921
1668363871180,2022-11-13T20.24.31.180,7.640,-0.339,0.198,-0.925
1668363871220,2022-11-13T20.24.31.220,7.680,-0.339,0.194,-0.925
1668363871260,2022-11-13T20.24.31.260,7.720,-0.336,0.189,-0.927
1668363871300,2022-11-13T20.24.31.300,7.760,-0.333,0.192,-0.931
1668363871340,2022-11-13T20.24.31.340,7.800,-0.335,0.195,-0.926
1668363871380,2022-11-13T20.24.31.380,7.840,-0.332,0.195,-0.930
1668363871420,2022-11-13T20.24.31.420,7.880,-0.338,0.182,-0.920
1668363871460,2022-11-13T20.24.31.460,7.920,-0.335,0.195,-0.925
1668363871500,2022-11-13T20.24.31.500,7.960,-0.327,0.183,-0.934
1668363871540,2022-11-13T20.24.31.540,8.000,-0.334,0.204,-0.927
1668363871580,2022-11-13T20.24.31.580,8.040,-0.328,0.184,-0.935
1668363871620,2022-11-13T20.24.31.620,8.080,-0.331,0.206,-0.930
1668363871660,2022-11-13T20.24.31.660,8.120,-0.330,0.175,-0.934
1668363871700,2022-11-13T20.24.31.700,8.160,-0.336,0.201,-0.924
1668363871740,2022-11-13T20.24.31.740,8.200,-0.334,0.180,-0.931
1668363871780,2022-11-13T20.24.31.780,8.240,-0.337,0.195,-0.927
1668363871820,2022-11-13T20.24.31.820,8.280,-0.337,0.192,-0.925
1668363871860,2022-11-13T20.24.31.860,8.320,-0.336,0.191,-0.925
1668363871900,2022-11-13T20.24.31.900,8.360,-0.339,0.197,-0.925
1668363871940,2022-11-13T20.24.31.940,8.400,-0.338,0.188,-0.928
1668363871980,2022-11-13T20.24.31.980,8.440,-0.340,0.197,-0.925
1668363872020,2022-11-13T20.24.32.020,8.480,-0.339,0.190,-0.928
1668363872060,2022-11-13T20.24.32.060,8.520,-0.340,0.201,-0.924
1668363872100,2022-11-13T20.24.32.100,8.560,-0.342,0.194,-0.928
1668363872140,2022-11-13T20.24.32.140,8.600,-0.340,0.192,-0.924
1668363872180,2022-11-13T20.24.32.180,8.640,-0.340,0.192,-0.927
1668363872220,2022-11-13T20.24.32.220,8.680,-0.342,0.193,-0.925
1668363872260,2022-11-13T20.24.32.260,8.720,-0.343,0.195,-0.924
1668363872300,2022-11-13T20.24.32.300,8.760,-0.344,0.193,-0.925
1668363872340,2022-11-13T20.24.32.340,8.800,-0.346,0.197,-0.923
1668363872380,2022-11-13T20.24.32.380,8.840,-0.345,0.195,-0.924
1668363872420,2022-11-13T20.24.32.420,8.880,-0.345,0.189,-0.926
1668363872460,2022-11-13T20.24.32.460,8.920,-0.345,0.194,-0.924
1668363872500,2022-11-13T20.24.32.500,8.960,-0.346,0.193,-0.923
1668363872540,2022-11-13T20.24.32.540,9.000,-0.346,0.192,-0.920
1668363872580,2022-11-13T20.24.32.580,9.040,-0.347,0.191,-0.925
1668363872620,2022-11-13T20.24.32.620,9.080,-0.346,0.191,-0.925
1668363872660,2022-11-13T20.24.32.660,9.120,-0.347,0.194,-0.923
1668363872700,2022-11-13T20.24.32.700,9.160,-0.347,0.192,-0.923
1668363872740,2022-11-13T20.24.32.740,9.200,-0.347,0.193,-0.923
1668363872780,2022-11-13T20.24.32.780,9.240,-0.348,0.194,-0.923
1668363872820,2022-11-13T20.24.32.820,9.280,-0.348,0.194,-0.923
1668363872860,2022-11-13T20.24.32.860,9.320,-0.349,0.195,-0.922
1668363872900,2022-11-13T20.24.32.900,9.360,-0.350,0.195,-0.923
1668363872940,2022-11-13T20.24.32.940,9.400,-0.349,0.194,-0.923
1668363872980,2022-11-13T20.24.32.980,9.440,-0.351,0.201,-0.917
1668363873020,2022-11-13T20.24.33.020,9.480,-0.351,0.195,-0.922
1668363873060,2022-11-13T20.24.33.060,9.520,-0.350,0.191,-0.925
1668363873100,2022-11-13T20.24.33.100,9.560,-0.350,0.195,-0.922
1668363873140,2022-11-13T20.24.33.140,9.600,-0.351,0.195,-0.923
1668363873180,2022-11-13T20.24.33.180,9.640,-0.350,0.192,-0.923
1668363873220,2022-11-13T20.24.33.220,9.680,-0.349,0.193,-0.923
1668363873260,2022-11-13T20.24.33.260,9.720,-0.349,0.194,-0.921
1668363873300,2022-11-13T20.24.33.300,9.760,-0.350,0.194,-0.922
1668363873340,2022-11-13T20.24.33.340,9.800,-0.351,0.192,-0.924
1668363873380,2022-11-13T20.24.33.380,9.840,-0.351,0.194,-0.921
1668363873420,2022-11-13T20.24.33.420,9.880,-0.350,0.192,-0.923
1668363873460,2022-11-13T20.24.33.460,9.920,-0.350,0.195,-0.923
1668363873500,2022-11-13T20.24.33.500,9.960,-0.351,0.192,-0.921
1668363873540,2022-11-13T20.24.33.540,10.000,-0.350,0.192,-0.923
1668363873580,2022-11-13T20.24.33.580,10.040,-0.349,0.192,-0.922
1668363873620,2022-11-13T20.24.33.620,10.080,-0.350,0.194,-0.921
1668363873660,2022-11-13T20.24.33.660,10.120,-0.349,0.191,-0.922
1668363873700,2022-11-13T20.24.33.700,10.160,-0.350,0.193,-0.922
1668363873740,2022-11-13T20.24.33.740,10.200,-0.349,0.192,-0.922
1668363873780,2022-11-13T20.24.33.780,10.240,-0.349,0.194,-0.922
1668363873820,2022-11-13T20.24.33.820,10.280,-0.350,0.192,-0.921
1668363873860,2022-11-13T20.24.33.860,10.320,-0.350,0.193,-0.922
1668363873900,2022-11-13T20.24.33.900,10.360,-0.349,0.191,-0.922
1668363873940,2022-11-13T20.24.33.940,10.400,-0.349,0.190,-0.922
1668363873980,2022-11-13T20.24.33.980,10.440,-0.351,0.196,-0.921
1668363874020,2022-11-13T20.24.34.020,10.480,-0.350,0.194,-0.923
1668363874060,2022-11-13T20.24.34.060,10.520,-0.349,0.189,-0.923
1668363874100,2022-11-13T20.24.34.100,10.560,-0.350,0.194,-0.921
1668363874140,2022-11-13T20.24.34.140,10.600,-0.350,0.193,-0.923
1668363874180,2022-11-13T20.24.34.180,10.640,-0.349,0.194,-0.921
1668363874220,2022-11-13T20.24.34.220,10.680,-0.349,0.192,-0.923
1668363874260,2022-11-13T20.24.34.260,10.720,-0.350,0.191,-0.923
1668363874300,2022-11-13T20.24.34.300,10.760,-0.351,0.197,-0.920
1668363874340,2022-11-13T20.24.34.340,10.800,-0.351,0.193,-0.923
1668363874380,2022-11-13T20.24.34.380,10.840,-0.349,0.193,-0.922
1668363874420,2022-11-13T20.24.34.420,10.880,-0.348,0.191,-0.922
1668363874460,2022-11-13T20.24.34.460,10.920,-0.350,0.191,-0.922
1668363874500,2022-11-13T20.24.34.500,10.960,-0.350,0.189,-0.923
1668363874540,2022-11-13T20.24.34.540,11.000,-0.349,0.192,-0.922
1668363874580,2022-11-13T20.24.34.580,11.040,-0.348,0.191,-0.922
1668363874620,2022-11-13T20.24.34.620,11.080,-0.347,0.190,-0.923
1668363874660,2022-11-13T20.24.34.660,11.120,-0.347,0.192,-0.926
1668363874700,2022-11-13T20.24.34.700,11.160,-0.350,0.194,-0.924
1668363874740,2022-11-13T20.24.34.740,11.200,-0.348,0.196,-0.923
1668363874780,2022-11-13T20.24.34.780,11.240,-0.347,0.191,-0.924
1668363874820,2022-11-13T20.24.34.820,11.280,-0.348,0.196,-0.921
1668363874860,2022-11-13T20.24.34.860,11.320,-0.350,0.194,-0.923
1668363874900,2022-11-13T20.24.34.900,11.360,-0.349,0.195,-0.922
1668363874940,2022-11-13T20.24.34.940,11.400,-0.347,0.193,-0.922
1668363874980,2022-11-13T20.24.34.980,11.440,-0.347,0.191,-0.922
1668363875020,2022-11-13T20.24.35.020,11.480,-0.349,0.193,-0.922
1668363875060,2022-11-13T20.24.35.060,11.520,-0.350,0.192,-0.924
1668363875100,2022-11-13T20.24.35.100,11.560,-0.350,0.195,-0.922
1668363875140,2022-11-13T20.24.35.140,11.600,-0.350,0.193,-0.921
1668363875180,2022-11-13T20.24.35.180,11.640,-0.349,0.193,-0.925
1668363875220,2022-11-13T20.24.35.220,11.680,-0.349,0.193,-0.922
1668363875260,2022-11-13T20.24.35.260,11.720,-0.349,0.195,-0.920
1668363875300,2022-11-13T20.24.35.300,11.760,-0.349,0.193,-0.923
1668363875340,2022-11-13T20.24.35.340,11.800,-0.350,0.197,-0.922
1668363875380,2022-11-13T20.24.35.380,11.840,-0.349,0.196,-0.920
1668363875420,2022-11-13T20.24.35.420,11.880,-0.349,0.193,-0.922
1668363875460,2022-11-13T20.24.35.460,11.920,-0.349,0.196,-0.923
1668363875500,2022-11-13T20.24.35.500,11.960,-0.348,0.197,-0.921
1668363875540,2022-11-13T20.24.35.540,12.000,-0.348,0.191,-0.924
1668363875580,2022-11-13T20.24.35.580,12.040,-0.349,0.194,-0.923
1668363875620,2022-11-13T20.24.35.620,12.080,-0.349,0.196,-0.922
1668363875660,2022-11-13T20.24.35.660,12.120,-0.350,0.194,-0.923
1668363875700,2022-11-13T20.24.35.700,12.160,-0.350,0.192,-0.922
1668363875740,2022-11-13T20.24.35.740,12.200,-0.349,0.194,-0.921
1668363875780,2022-11-13T20.24.35.780,12.240,-0.349,0.195,-0.921
1668363875820,2022-11-13T20.24.35.820,12.280,-0.350,0.192,-0.923
1668363875860,2022-11-13T20.24.35.860,12.320,-0.348,0.192,-0.921
1668363875900,2022-11-13T20.24.35.900,12.360,-0.347,0.198,-0.924
1668363875940,2022-11-13T20.24.35.940,12.400,-0.350,0.205,-0.919
1668363875980,2022-11-13T20.24.35.980,12.440,-0.349,0.198,-0.922
1668363876020,2022-11-13T20.24.36.020,12.480,-0.350,0.199,-0.923
1668363876060,2022-11-13T20.24.36.060,12.520,-0.347,0.197,-0.922
1668363876100,2022-11-13T20.24.36.100,12.560,-0.345,0.198,-0.925
1668363876140,2022-11-13T20.24.36.140,12.600,-0.345,0.198,-0.924
1668363876180,2022-11-13T20.24.36.180,12.640,-0.345,0.201,-0.924
1668363876220,2022-11-13T20.24.36.220,12.680,-0.346,0.196,-0.923
1668363876260,2022-11-13T20.24.36.260,12.720,-0.346,0.198,-0.924
1668363876300,2022-11-13T20.24.36.300,12.760,-0.345,0.201,-0.922
1668363876340,2022-11-13T20.24.36.340,12.800,-0.344,0.198,-0.923
1668363876380,2022-11-13T20.24.36.380,12.840,-0.346,0.200,-0.922
1668363876420,2022-11-13T20.24.36.420,12.880,-0.344,0.197,-0.924
1668363876460,2022-11-13T20.24.36.460,12.920,-0.344,0.197,-0.925
1668363876500,2022-11-13T20.24.36.500,12.960,-0.346,0.196,-0.924
1668363876540,2022-11-13T20.24.36.540,13.000,-0.345,0.195,-0.922
1668363876580,2022-11-13T20.24.36.580,13.040,-0.344,0.197,-0.922
1668363876620,2022-11-13T20.24.36.620,13.080,-0.345,0.193,-0.924
1668363876660,2022-11-13T20.24.36.660,13.120,-0.345,0.194,-0.924
1668363876700,2022-11-13T20.24.36.700,13.160,-0.345,0.193,-0.923
1668363876740,2022-11-13T20.24.36.740,13.200,-0.345,0.195,-0.924
1668363876780,2022-11-13T20.24.36.780,13.240,-0.343,0.193,-0.922
1668363876820,2022-11-13T20.24.36.820,13.280,-0.345,0.195,-0.922
1668363876860,2022-11-13T20.24.36.860,13.320,-0.346,0.194,-0.926
1668363876900,2022-11-13T20.24.36.900,13.360,-0.345,0.192,-0.924
1668363876940,2022-11-13T20.24.36.940,13.400,-0.345,0.194,-0.923
1668363876980,2022-11-13T20.24.36.980,13.440,-0.345,0.191,-0.924
1668363877020,2022-11-13T20.24.37.020,13.480,-0.344,0.197,-0.921
1668363877060,2022-11-13T20.24.37.060,13.520,-0.345,0.191,-0.925
1668363877100,2022-11-13T20.24.37.100,13.560,-0.344,0.194,-0.924
1668363877140,2022-11-13T20.24.37.140,13.600,-0.346,0.194,-0.924
1668363877180,2022-11-13T20.24.37.180,13.640,-0.345,0.195,-0.924
1668363877220,2022-11-13T20.24.37.220,13.680,-0.345,0.195,-0.925
1668363877260,2022-11-13T20.24.37.260,13.720,-0.345,0.195,-0.923
1668363877300,2022-11-13T20.24.37.300,13.760,-0.345,0.195,-0.924
1668363877340,2022-11-13T20.24.37.340,13.800,-0.345,0.195,-0.923
1668363877380,2022-11-13T20.24.37.380,13.840,-0.345,0.194,-0.924
1668363877420,2022-11-13T20.24.37.420,13.880,-0.345,0.198,-0.922
1668363877460,2022-11-13T20.24.37.460,13.920,-0.344,0.196,-0.923
1668363877500,2022-11-13T20.24.37.500,13.960,-0.347,0.195,-0.924
1668363877540,2022-11-13T20.24.37.540,14.000,-0.346,0.198,-0.923
1668363877580,2022-11-13T20.24.37.580,14.040,-0.344,0.193,-0.924
1668363877620,2022-11-13T20.24.37.620,14.080,-0.346,0.195,-0.924
1668363877660,2022-11-13T20.24.37.660,14.120,-0.344,0.195,-0.924
1668363877700,2022-11-13T20.24.37.700,14.160,-0.347,0.196,-0.923
1668363877740,2022-11-13T20.24.37.740,14.200,-0.346,0.195,-0.923
