epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667988743366,2022-11-09T12:12:23.366,0.000,0.115,-0.308,-0.924
1667988743405,2022-11-09T12:12:23.405,0.039,0.115,-0.308,-0.930
1667988743446,2022-11-09T12:12:23.446,0.080,0.115,-0.295,-0.930
1667988743487,2022-11-09T12:12:23.487,0.121,0.115,-0.302,-0.932
1667988743527,2022-11-09T12:12:23.527,0.161,0.111,-0.299,-0.931
1667988743568,2022-11-09T12:12:23.568,0.202,0.115,-0.301,-0.927
1667988743609,2022-11-09T12:12:23.609,0.243,0.110,-0.315,-0.924
1667988743648,2022-11-09T12:12:23.648,0.282,0.116,-0.309,-0.928
1667988743689,2022-11-09T12:12:23.689,0.323,0.116,-0.302,-0.930
1667988743730,2022-11-09T12:12:23.730,0.364,0.118,-0.297,-0.932
1667988743770,2022-11-09T12:12:23.770,0.404,0.111,-0.298,-0.929
1667988743811,2022-11-09T12:12:23.811,0.445,0.118,-0.308,-0.927
1667988743850,2022-11-09T12:12:23.850,0.484,0.115,-0.307,-0.925
1667988743891,2022-11-09T12:12:23.891,0.525,0.113,-0.307,-0.925
1667988743932,2022-11-09T12:12:23.932,0.566,0.113,-0.301,-0.928
1667988743972,2022-11-09T12:12:23.972,0.606,0.120,-0.295,-0.931
1667988744013,2022-11-09T12:12:24.013,0.647,0.118,-0.296,-0.933
1667988744054,2022-11-09T12:12:24.054,0.688,0.119,-0.294,-0.932
1667988744094,2022-11-09T12:12:24.094,0.728,0.118,-0.303,-0.928
1667988744135,2022-11-09T12:12:24.135,0.769,0.124,-0.305,-0.930
1667988744176,2022-11-09T12:12:24.176,0.810,0.123,-0.298,-0.930
1667988744215,2022-11-09T12:12:24.215,0.849,0.118,-0.297,-0.929
1667988744256,2022-11-09T12:12:24.256,0.890,0.116,-0.296,-0.928
1667988744297,2022-11-09T12:12:24.297,0.931,0.117,-0.290,-0.930
1667988744337,2022-11-09T12:12:24.337,0.971,0.130,-0.288,-0.932
1667988744378,2022-11-09T12:12:24.378,1.012,0.117,-0.294,-0.933
1667988744419,2022-11-09T12:12:24.419,1.053,0.120,-0.293,-0.931
1667988744458,2022-11-09T12:12:24.458,1.092,0.124,-0.300,-0.929
1667988744499,2022-11-09T12:12:24.499,1.133,0.120,-0.296,-0.932
1667988744539,2022-11-09T12:12:24.539,1.173,0.117,-0.294,-0.927
1667988744580,2022-11-09T12:12:24.580,1.214,0.115,-0.306,-0.925
1667988744621,2022-11-09T12:12:24.621,1.255,0.123,-0.307,-0.925
1667988744660,2022-11-09T12:12:24.660,1.294,0.130,-0.282,-0.930
1667988744701,2022-11-09T12:12:24.701,1.335,0.119,-0.303,-0.929
1667988744742,2022-11-09T12:12:24.742,1.376,0.128,-0.306,-0.931
1667988744782,2022-11-09T12:12:24.782,1.416,0.121,-0.296,-0.932
1667988744823,2022-11-09T12:12:24.823,1.457,0.114,-0.272,-0.939
1667988744864,2022-11-09T12:12:24.864,1.498,0.120,-0.291,-0.928
1667988744904,2022-11-09T12:12:24.904,1.538,0.133,-0.307,-0.925
1667988744945,2022-11-09T12:12:24.945,1.579,0.138,-0.297,-0.926
1667988744986,2022-11-09T12:12:24.986,1.620,0.120,-0.286,-0.935
1667988745025,2022-11-09T12:12:25.025,1.659,0.097,-0.277,-0.935
1667988745066,2022-11-09T12:12:25.066,1.700,0.099,-0.299,-0.937
1667988745107,2022-11-09T12:12:25.107,1.741,0.111,-0.280,-0.935
1667988745147,2022-11-09T12:12:25.147,1.781,0.139,-0.303,-0.920
1667988745188,2022-11-09T12:12:25.188,1.822,0.135,-0.326,-0.916
1667988745227,2022-11-09T12:12:25.227,1.861,0.166,-0.338,-0.910
1667988745268,2022-11-09T12:12:25.268,1.902,0.138,-0.317,-0.923
1667988745309,2022-11-09T12:12:25.309,1.943,0.086,-0.279,-0.932
1667988745349,2022-11-09T12:12:25.349,1.983,0.114,-0.286,-0.933
1667988745390,2022-11-09T12:12:25.390,2.024,0.102,-0.300,-0.936
1667988745431,2022-11-09T12:12:25.431,2.065,0.105,-0.302,-0.930
1667988745470,2022-11-09T12:12:25.470,2.104,0.135,-0.293,-0.927
1667988745512,2022-11-09T12:12:25.512,2.146,0.152,-0.319,-0.922
1667988745553,2022-11-09T12:12:25.553,2.187,0.132,-0.331,-0.924
1667988745592,2022-11-09T12:12:25.592,2.226,0.123,-0.298,-0.928
1667988745633,2022-11-09T12:12:25.633,2.267,0.094,-0.264,-0.922
1667988745674,2022-11-09T12:12:25.674,2.308,0.136,-0.292,-0.930
1667988745714,2022-11-09T12:12:25.714,2.348,0.149,-0.322,-0.919
1667988745755,2022-11-09T12:12:25.755,2.389,0.148,-0.335,-0.916
1667988745796,2022-11-09T12:12:25.796,2.430,0.131,-0.327,-0.920
1667988745835,2022-11-09T12:12:25.835,2.469,0.131,-0.298,-0.930
1667988745876,2022-11-09T12:12:25.876,2.510,0.131,-0.277,-0.930
1667988745916,2022-11-09T12:12:25.916,2.550,0.103,-0.294,-0.931
1667988745957,2022-11-09T12:12:25.957,2.591,0.122,-0.282,-0.934
1667988745998,2022-11-09T12:12:25.998,2.632,0.129,-0.286,-0.932
1667988746037,2022-11-09T12:12:26.037,2.671,0.135,-0.313,-0.920
1667988746078,2022-11-09T12:12:26.078,2.712,0.146,-0.329,-0.916
1667988746119,2022-11-09T12:12:26.119,2.753,0.146,-0.334,-0.916
1667988746159,2022-11-09T12:12:26.159,2.793,0.140,-0.326,-0.922
1667988746200,2022-11-09T12:12:26.200,2.834,0.103,-0.294,-0.927
1667988746241,2022-11-09T12:12:26.241,2.875,0.096,-0.301,-0.925
1667988746281,2022-11-09T12:12:26.281,2.915,0.116,-0.308,-0.926
1667988746322,2022-11-09T12:12:26.322,2.956,0.125,-0.313,-0.921
1667988746363,2022-11-09T12:12:26.363,2.997,0.131,-0.322,-0.920
1667988746402,2022-11-09T12:12:26.402,3.036,0.133,-0.323,-0.922
1667988746443,2022-11-09T12:12:26.443,3.077,0.124,-0.319,-0.921
1667988746484,2022-11-09T12:12:26.484,3.118,0.120,-0.304,-0.926
1667988746524,2022-11-09T12:12:26.524,3.158,0.123,-0.307,-0.925
1667988746565,2022-11-09T12:12:26.565,3.199,0.129,-0.311,-0.924
1667988746604,2022-11-09T12:12:26.604,3.238,0.127,-0.312,-0.919
1667988746645,2022-11-09T12:12:26.645,3.279,0.126,-0.323,-0.915
1667988746686,2022-11-09T12:12:26.686,3.320,0.141,-0.313,-0.924
1667988746726,2022-11-09T12:12:26.726,3.360,0.133,-0.310,-0.924
1667988746767,2022-11-09T12:12:26.767,3.401,0.127,-0.303,-0.926
1667988746808,2022-11-09T12:12:26.808,3.442,0.129,-0.297,-0.927
1667988746847,2022-11-09T12:12:26.847,3.481,0.134,-0.297,-0.926
1667988746888,2022-11-09T12:12:26.888,3.522,0.141,-0.304,-0.924
1667988746929,2022-11-09T12:12:26.929,3.563,0.135,-0.312,-0.924
