epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668268006231,2022-11-12T17.46.46.231,4.520,-0.439,0.115,-0.900
1668268006271,2022-11-12T17.46.46.271,4.560,-0.439,0.117,-0.897
1668268006311,2022-11-12T17.46.46.311,4.600,-0.439,0.115,-0.896
1668268006351,2022-11-12T17.46.46.351,4.640,-0.438,0.114,-0.899
1668268006391,2022-11-12T17.46.46.391,4.680,-0.439,0.115,-0.898
1668268006431,2022-11-12T17.46.46.431,4.720,-0.439,0.116,-0.896
1668268006471,2022-11-12T17.46.46.471,4.760,-0.439,0.115,-0.898
1668268006511,2022-11-12T17.46.46.511,4.800,-0.439,0.116,-0.897
1668268006551,2022-11-12T17.46.46.551,4.840,-0.439,0.115,-0.898
1668268006591,2022-11-12T17.46.46.591,4.880,-0.439,0.115,-0.897
1668268006631,2022-11-12T17.46.46.631,4.920,-0.439,0.117,-0.897
1668268006671,2022-11-12T17.46.46.671,4.960,-0.438,0.116,-0.897
1668268006711,2022-11-12T17.46.46.711,5.000,-0.439,0.117,-0.898
1668268006751,2022-11-12T17.46.46.751,5.040,-0.440,0.115,-0.897
1668268006791,2022-11-12T17.46.46.791,5.080,-0.440,0.117,-0.898
1668268006831,2022-11-12T17.46.46.831,5.120,-0.439,0.115,-0.897
1668268006871,2022-11-12T17.46.46.871,5.160,-0.440,0.117,-0.896
1668268006911,2022-11-12T17.46.46.911,5.200,-0.439,0.116,-0.897
1668268006951,2022-11-12T17.46.46.951,5.240,-0.439,0.117,-0.897
1668268006991,2022-11-12T17.46.46.991,5.280,-0.439,0.117,-0.898
1668268007031,2022-11-12T17.46.47.031,5.320,-0.440,0.117,-0.898
1668268007071,2022-11-12T17.46.47.071,5.360,-0.440,0.116,-0.898
1668268007111,2022-11-12T17.46.47.111,5.400,-0.440,0.116,-0.897
1668268007151,2022-11-12T17.46.47.151,5.440,-0.441,0.117,-0.896
1668268007191,2022-11-12T17.46.47.191,5.480,-0.440,0.117,-0.898
1668268007231,2022-11-12T17.46.47.231,5.520,-0.440,0.117,-0.898
1668268007271,2022-11-12T17.46.47.271,5.560,-0.440,0.116,-0.897
1668268007311,2022-11-12T17.46.47.311,5.600,-0.439,0.115,-0.897
1668268007351,2022-11-12T17.46.47.351,5.640,-0.439,0.119,-0.896
1668268007391,2022-11-12T17.46.47.391,5.680,-0.438,0.116,-0.898
1668268007431,2022-11-12T17.46.47.431,5.720,-0.440,0.116,-0.897
1668268007471,2022-11-12T17.46.47.471,5.760,-0.439,0.114,-0.897
1668268007511,2022-11-12T17.46.47.511,5.800,-0.439,0.116,-0.896
1668268007551,2022-11-12T17.46.47.551,5.840,-0.440,0.115,-0.898
1668268007591,2022-11-12T17.46.47.591,5.880,-0.441,0.118,-0.897
1668268007631,2022-11-12T17.46.47.631,5.920,-0.438,0.117,-0.898
1668268007671,2022-11-12T17.46.47.671,5.960,-0.439,0.116,-0.898
1668268007711,2022-11-12T17.46.47.711,6.000,-0.438,0.115,-0.898
1668268007751,2022-11-12T17.46.47.751,6.040,-0.439,0.114,-0.897
1668268007791,2022-11-12T17.46.47.791,6.080,-0.440,0.116,-0.897
1668268007831,2022-11-12T17.46.47.831,6.120,-0.438,0.115,-0.896
1668268007871,2022-11-12T17.46.47.871,6.160,-0.439,0.115,-0.898
1668268007911,2022-11-12T17.46.47.911,6.200,-0.439,0.115,-0.896
1668268007951,2022-11-12T17.46.47.951,6.240,-0.439,0.115,-0.898
1668268007991,2022-11-12T17.46.47.991,6.280,-0.439,0.116,-0.898
1668268008031,2022-11-12T17.46.48.031,6.320,-0.439,0.115,-0.898
1668268008071,2022-11-12T17.46.48.071,6.360,-0.440,0.113,-0.897
1668268008111,2022-11-12T17.46.48.111,6.400,-0.438,0.116,-0.898
1668268008151,2022-11-12T17.46.48.151,6.440,-0.438,0.115,-0.898
1668268008191,2022-11-12T17.46.48.191,6.480,-0.440,0.115,-0.899
1668268008231,2022-11-12T17.46.48.231,6.520,-0.439,0.113,-0.900
1668268008271,2022-11-12T17.46.48.271,6.560,-0.439,0.115,-0.898
1668268008311,2022-11-12T17.46.48.311,6.600,-0.439,0.115,-0.898
1668268008351,2022-11-12T17.46.48.351,6.640,-0.438,0.114,-0.899
1668268008391,2022-11-12T17.46.48.391,6.680,-0.438,0.114,-0.897
1668268008431,2022-11-12T17.46.48.431,6.720,-0.439,0.115,-0.898
1668268008471,2022-11-12T17.46.48.471,6.760,-0.438,0.114,-0.896
1668268008511,2022-11-12T17.46.48.511,6.800,-0.438,0.115,-0.898
1668268008551,2022-11-12T17.46.48.551,6.840,-0.438,0.115,-0.898
1668268008591,2022-11-12T17.46.48.591,6.880,-0.438,0.113,-0.898
1668268008631,2022-11-12T17.46.48.631,6.920,-0.439,0.114,-0.897
1668268008671,2022-11-12T17.46.48.671,6.960,-0.439,0.114,-0.898
1668268008711,2022-11-12T17.46.48.711,7.000,-0.438,0.115,-0.897
1668268008751,2022-11-12T17.46.48.751,7.040,-0.438,0.116,-0.898
1668268008791,2022-11-12T17.46.48.791,7.080,-0.439,0.114,-0.897
1668268008831,2022-11-12T17.46.48.831,7.120,-0.439,0.113,-0.898
1668268008871,2022-11-12T17.46.48.871,7.160,-0.437,0.114,-0.898
1668268008911,2022-11-12T17.46.48.911,7.200,-0.439,0.116,-0.899
1668268008951,2022-11-12T17.46.48.951,7.240,-0.439,0.114,-0.898
1668268008991,2022-11-12T17.46.48.991,7.280,-0.439,0.113,-0.898
1668268009031,2022-11-12T17.46.49.031,7.320,-0.439,0.115,-0.898
1668268009071,2022-11-12T17.46.49.071,7.360,-0.439,0.115,-0.897
1668268009111,2022-11-12T17.46.49.111,7.400,-0.438,0.114,-0.898
1668268009151,2022-11-12T17.46.49.151,7.440,-0.439,0.115,-0.898
1668268009191,2022-11-12T17.46.49.191,7.480,-0.440,0.116,-0.898
1668268009231,2022-11-12T17.46.49.231,7.520,-0.439,0.113,-0.897
1668268009271,2022-11-12T17.46.49.271,7.560,-0.439,0.117,-0.898
1668268009311,2022-11-12T17.46.49.311,7.600,-0.438,0.115,-0.897
1668268009351,2022-11-12T17.46.49.351,7.640,-0.440,0.115,-0.897
1668268009391,2022-11-12T17.46.49.391,7.680,-0.439,0.115,-0.897
1668268009431,2022-11-12T17.46.49.431,7.720,-0.440,0.117,-0.898
1668268009471,2022-11-12T17.46.49.471,7.760,-0.439,0.117,-0.896
1668268009511,2022-11-12T17.46.49.511,7.800,-0.439,0.116,-0.896
1668268009551,2022-11-12T17.46.49.551,7.840,-0.440,0.114,-0.897
1668268009591,2022-11-12T17.46.49.591,7.880,-0.441,0.116,-0.896
1668268009631,2022-11-12T17.46.49.631,7.920,-0.439,0.116,-0.896
1668268009671,2022-11-12T17.46.49.671,7.960,-0.440,0.116,-0.897
1668268009711,2022-11-12T17.46.49.711,8.000,-0.440,0.115,-0.897
1668268009751,2022-11-12T17.46.49.751,8.040,-0.441,0.115,-0.897
1668268009791,2022-11-12T17.46.49.791,8.080,-0.441,0.116,-0.896
1668268009831,2022-11-12T17.46.49.831,8.120,-0.440,0.117,-0.896
1668268009871,2022-11-12T17.46.49.871,8.160,-0.440,0.116,-0.898
1668268009911,2022-11-12T17.46.49.911,8.200,-0.440,0.114,-0.899
1668268009951,2022-11-12T17.46.49.951,8.240,-0.441,0.117,-0.898
1668268009991,2022-11-12T17.46.49.991,8.280,-0.438,0.116,-0.898
1668268010031,2022-11-12T17.46.50.031,8.320,-0.439,0.117,-0.898
1668268010071,2022-11-12T17.46.50.071,8.360,-0.440,0.115,-0.898
1668268010111,2022-11-12T17.46.50.111,8.400,-0.439,0.114,-0.897
1668268010151,2022-11-12T17.46.50.151,8.440,-0.440,0.115,-0.896
1668268010191,2022-11-12T17.46.50.191,8.480,-0.440,0.116,-0.898
1668268010231,2022-11-12T17.46.50.231,8.520,-0.440,0.116,-0.898
1668268010271,2022-11-12T17.46.50.271,8.560,-0.440,0.115,-0.897
1668268010311,2022-11-12T17.46.50.311,8.600,-0.440,0.116,-0.897
1668268010351,2022-11-12T17.46.50.351,8.640,-0.439,0.115,-0.899
1668268010391,2022-11-12T17.46.50.391,8.680,-0.439,0.115,-0.899
1668268010431,2022-11-12T17.46.50.431,8.720,-0.439,0.117,-0.895
1668268010471,2022-11-12T17.46.50.471,8.760,-0.440,0.115,-0.897
1668268010511,2022-11-12T17.46.50.511,8.800,-0.441,0.115,-0.897
1668268010551,2022-11-12T17.46.50.551,8.840,-0.440,0.115,-0.896
1668268010591,2022-11-12T17.46.50.591,8.880,-0.439,0.116,-0.897
1668268010631,2022-11-12T17.46.50.631,8.920,-0.440,0.113,-0.898
1668268010671,2022-11-12T17.46.50.671,8.960,-0.439,0.115,-0.899
1668268010711,2022-11-12T17.46.50.711,9.000,-0.439,0.115,-0.899
1668268010751,2022-11-12T17.46.50.751,9.040,-0.438,0.115,-0.898
1668268010791,2022-11-12T17.46.50.791,9.080,-0.439,0.115,-0.897
1668268010831,2022-11-12T17.46.50.831,9.120,-0.439,0.115,-0.898
1668268010871,2022-11-12T17.46.50.871,9.160,-0.439,0.114,-0.898
1668268010911,2022-11-12T17.46.50.911,9.200,-0.439,0.114,-0.898
1668268010951,2022-11-12T17.46.50.951,9.240,-0.439,0.115,-0.898
1668268010991,2022-11-12T17.46.50.991,9.280,-0.439,0.116,-0.897
1668268011031,2022-11-12T17.46.51.031,9.320,-0.438,0.115,-0.898
1668268011071,2022-11-12T17.46.51.071,9.360,-0.439,0.114,-0.898
1668268011111,2022-11-12T17.46.51.111,9.400,-0.439,0.115,-0.898
1668268011151,2022-11-12T17.46.51.151,9.440,-0.438,0.115,-0.899
1668268011191,2022-11-12T17.46.51.191,9.480,-0.439,0.115,-0.898
1668268011231,2022-11-12T17.46.51.231,9.520,-0.440,0.115,-0.898
1668268011271,2022-11-12T17.46.51.271,9.560,-0.439,0.115,-0.898
1668268011311,2022-11-12T17.46.51.311,9.600,-0.439,0.115,-0.897
1668268011351,2022-11-12T17.46.51.351,9.640,-0.439,0.116,-0.897
1668268011391,2022-11-12T17.46.51.391,9.680,-0.439,0.114,-0.898
1668268011431,2022-11-12T17.46.51.431,9.720,-0.438,0.114,-0.898
1668268011471,2022-11-12T17.46.51.471,9.760,-0.438,0.114,-0.899
1668268011511,2022-11-12T17.46.51.511,9.800,-0.440,0.115,-0.898
1668268011551,2022-11-12T17.46.51.551,9.840,-0.438,0.114,-0.898
1668268011591,2022-11-12T17.46.51.591,9.880,-0.439,0.115,-0.897
1668268011631,2022-11-12T17.46.51.631,9.920,-0.439,0.114,-0.897
1668268011671,2022-11-12T17.46.51.671,9.960,-0.440,0.115,-0.898
1668268011711,2022-11-12T17.46.51.711,10.000,-0.439,0.114,-0.898
1668268011751,2022-11-12T17.46.51.751,10.040,-0.439,0.115,-0.898
1668268011791,2022-11-12T17.46.51.791,10.080,-0.439,0.116,-0.897
1668268011831,2022-11-12T17.46.51.831,10.120,-0.439,0.115,-0.897
1668268011871,2022-11-12T17.46.51.871,10.160,-0.440,0.114,-0.898
1668268011911,2022-11-12T17.46.51.911,10.200,-0.439,0.115,-0.897
1668268011951,2022-11-12T17.46.51.951,10.240,-0.440,0.116,-0.897
1668268011991,2022-11-12T17.46.51.991,10.280,-0.440,0.115,-0.898
1668268012031,2022-11-12T17.46.52.031,10.320,-0.440,0.116,-0.898
1668268012071,2022-11-12T17.46.52.071,10.360,-0.440,0.115,-0.896
1668268012111,2022-11-12T17.46.52.111,10.400,-0.439,0.116,-0.898
1668268012151,2022-11-12T17.46.52.151,10.440,-0.439,0.116,-0.898
1668268012191,2022-11-12T17.46.52.191,10.480,-0.440,0.115,-0.897
1668268012231,2022-11-12T17.46.52.231,10.520,-0.439,0.116,-0.897
1668268012271,2022-11-12T17.46.52.271,10.560,-0.439,0.115,-0.898
1668268012311,2022-11-12T17.46.52.311,10.600,-0.439,0.116,-0.897
1668268012351,2022-11-12T17.46.52.351,10.640,-0.441,0.116,-0.898
1668268012391,2022-11-12T17.46.52.391,10.680,-0.440,0.115,-0.897
1668268012431,2022-11-12T17.46.52.431,10.720,-0.439,0.116,-0.896
1668268012471,2022-11-12T17.46.52.471,10.760,-0.440,0.116,-0.898
1668268012511,2022-11-12T17.46.52.511,10.800,-0.439,0.117,-0.898
1668268012551,2022-11-12T17.46.52.551,10.840,-0.440,0.116,-0.897
1668268012591,2022-11-12T17.46.52.591,10.880,-0.441,0.116,-0.897
1668268012631,2022-11-12T17.46.52.631,10.920,-0.440,0.117,-0.897
1668268012671,2022-11-12T17.46.52.671,10.960,-0.440,0.116,-0.897
1668268012711,2022-11-12T17.46.52.711,11.000,-0.441,0.116,-0.896
1668268012751,2022-11-12T17.46.52.751,11.040,-0.441,0.116,-0.897
1668268012791,2022-11-12T17.46.52.791,11.080,-0.442,0.117,-0.896
1668268012831,2022-11-12T17.46.52.831,11.120,-0.440,0.117,-0.896
1668268012871,2022-11-12T17.46.52.871,11.160,-0.440,0.115,-0.897
1668268012911,2022-11-12T17.46.52.911,11.200,-0.441,0.115,-0.896
1668268012951,2022-11-12T17.46.52.951,11.240,-0.440,0.115,-0.898
1668268012991,2022-11-12T17.46.52.991,11.280,-0.439,0.116,-0.898
1668268013031,2022-11-12T17.46.53.031,11.320,-0.439,0.115,-0.897
1668268013071,2022-11-12T17.46.53.071,11.360,-0.441,0.115,-0.898
1668268013111,2022-11-12T17.46.53.111,11.400,-0.440,0.116,-0.897
1668268013151,2022-11-12T17.46.53.151,11.440,-0.440,0.116,-0.896
1668268013191,2022-11-12T17.46.53.191,11.480,-0.441,0.117,-0.898
1668268013231,2022-11-12T17.46.53.231,11.520,-0.441,0.116,-0.897
1668268013271,2022-11-12T17.46.53.271,11.560,-0.438,0.115,-0.897
1668268013311,2022-11-12T17.46.53.311,11.600,-0.440,0.116,-0.896
1668268013351,2022-11-12T17.46.53.351,11.640,-0.441,0.115,-0.896
1668268013391,2022-11-12T17.46.53.391,11.680,-0.438,0.115,-0.898
1668268013431,2022-11-12T17.46.53.431,11.720,-0.440,0.116,-0.897
1668268013471,2022-11-12T17.46.53.471,11.760,-0.440,0.115,-0.898
1668268013511,2022-11-12T17.46.53.511,11.800,-0.439,0.115,-0.896
1668268013551,2022-11-12T17.46.53.551,11.840,-0.439,0.114,-0.897
1668268013591,2022-11-12T17.46.53.591,11.880,-0.440,0.115,-0.897
1668268013631,2022-11-12T17.46.53.631,11.920,-0.440,0.114,-0.898
1668268013671,2022-11-12T17.46.53.671,11.960,-0.440,0.116,-0.898
1668268013711,2022-11-12T17.46.53.711,12.000,-0.439,0.115,-0.897
1668268013751,2022-11-12T17.46.53.751,12.040,-0.438,0.115,-0.898
1668268013791,2022-11-12T17.46.53.791,12.080,-0.439,0.115,-0.898
1668268013831,2022-11-12T17.46.53.831,12.120,-0.439,0.115,-0.897
1668268013871,2022-11-12T17.46.53.871,12.160,-0.440,0.115,-0.897
1668268013911,2022-11-12T17.46.53.911,12.200,-0.440,0.115,-0.897
1668268013951,2022-11-12T17.46.53.951,12.240,-0.440,0.115,-0.897
1668268013991,2022-11-12T17.46.53.991,12.280,-0.440,0.114,-0.898
1668268014031,2022-11-12T17.46.54.031,12.320,-0.440,0.115,-0.897
1668268014071,2022-11-12T17.46.54.071,12.360,-0.440,0.115,-0.898
1668268014111,2022-11-12T17.46.54.111,12.400,-0.438,0.116,-0.898
1668268014151,2022-11-12T17.46.54.151,12.440,-0.439,0.115,-0.897
1668268014191,2022-11-12T17.46.54.191,12.480,-0.440,0.115,-0.898
1668268014231,2022-11-12T17.46.54.231,12.520,-0.441,0.114,-0.898
1668268014271,2022-11-12T17.46.54.271,12.560,-0.440,0.116,-0.897
1668268014311,2022-11-12T17.46.54.311,12.600,-0.439,0.114,-0.898
1668268014351,2022-11-12T17.46.54.351,12.640,-0.439,0.114,-0.897
1668268014391,2022-11-12T17.46.54.391,12.680,-0.440,0.115,-0.898
1668268014431,2022-11-12T17.46.54.431,12.720,-0.440,0.114,-0.897
1668268014471,2022-11-12T17.46.54.471,12.760,-0.439,0.114,-0.898
1668268014511,2022-11-12T17.46.54.511,12.800,-0.440,0.115,-0.897
1668268014551,2022-11-12T17.46.54.551,12.840,-0.439,0.115,-0.898
1668268014591,2022-11-12T17.46.54.591,12.880,-0.440,0.115,-0.898
1668268014631,2022-11-12T17.46.54.631,12.920,-0.439,0.115,-0.898
1668268014671,2022-11-12T17.46.54.671,12.960,-0.440,0.116,-0.897
1668268014711,2022-11-12T17.46.54.711,13.000,-0.439,0.114,-0.896
1668268014751,2022-11-12T17.46.54.751,13.040,-0.439,0.114,-0.898
1668268014791,2022-11-12T17.46.54.791,13.080,-0.439,0.116,-0.898
1668268014831,2022-11-12T17.46.54.831,13.120,-0.439,0.114,-0.899
1668268014871,2022-11-12T17.46.54.871,13.160,-0.441,0.115,-0.896
1668268014911,2022-11-12T17.46.54.911,13.200,-0.440,0.116,-0.897
1668268014951,2022-11-12T17.46.54.951,13.240,-0.440,0.115,-0.897
1668268014991,2022-11-12T17.46.54.991,13.280,-0.440,0.116,-0.896
1668268015031,2022-11-12T17.46.55.031,13.320,-0.440,0.116,-0.897
1668268015071,2022-11-12T17.46.55.071,13.360,-0.440,0.115,-0.898
1668268015111,2022-11-12T17.46.55.111,13.400,-0.440,0.117,-0.897
1668268015151,2022-11-12T17.46.55.151,13.440,-0.439,0.114,-0.897
1668268015191,2022-11-12T17.46.55.191,13.480,-0.440,0.116,-0.898
1668268015231,2022-11-12T17.46.55.231,13.520,-0.440,0.116,-0.897
1668268015271,2022-11-12T17.46.55.271,13.560,-0.441,0.116,-0.896
1668268015311,2022-11-12T17.46.55.311,13.600,-0.440,0.115,-0.896
1668268015351,2022-11-12T17.46.55.351,13.640,-0.441,0.115,-0.897
1668268015391,2022-11-12T17.46.55.391,13.680,-0.439,0.115,-0.897
1668268015431,2022-11-12T17.46.55.431,13.720,-0.440,0.115,-0.898
1668268015471,2022-11-12T17.46.55.471,13.760,-0.440,0.116,-0.898
1668268015511,2022-11-12T17.46.55.511,13.800,-0.439,0.116,-0.897
1668268015551,2022-11-12T17.46.55.551,13.840,-0.440,0.115,-0.897
1668268015591,2022-11-12T17.46.55.591,13.880,-0.440,0.115,-0.898
1668268015631,2022-11-12T17.46.55.631,13.920,-0.440,0.114,-0.897
1668268015671,2022-11-12T17.46.55.671,13.960,-0.439,0.116,-0.898
1668268015711,2022-11-12T17.46.55.711,14.000,-0.439,0.115,-0.898
1668268015751,2022-11-12T17.46.55.751,14.040,-0.439,0.115,-0.896
1668268015791,2022-11-12T17.46.55.791,14.080,-0.439,0.116,-0.897
1668268015831,2022-11-12T17.46.55.831,14.120,-0.439,0.116,-0.898
1668268015871,2022-11-12T17.46.55.871,14.160,-0.441,0.115,-0.897
1668268015911,2022-11-12T17.46.55.911,14.200,-0.440,0.115,-0.896
