epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667468756999,2022-11-03T11:45:56.999,0.000,0.000,-0.274,0.183
1667468757039,2022-11-03T11:45:57.039,0.040,-0.640,-0.244,0.122
1667468757079,2022-11-03T11:45:57.079,0.080,-1.006,0.366,-0.305
1667468757119,2022-11-03T11:45:57.119,0.120,-1.250,0.762,-0.335
1667468757159,2022-11-03T11:45:57.159,0.160,-0.366,0.305,0.030
1667468757199,2022-11-03T11:45:57.199,0.200,0.061,0.091,0.366
1667468757239,2022-11-03T11:45:57.239,0.240,0.579,-0.213,0.457
1667468757279,2022-11-03T11:45:57.279,0.280,1.037,-0.549,0.579
1667468757319,2022-11-03T11:45:57.319,0.320,1.128,-0.640,0.945
1667468757359,2022-11-03T11:45:57.359,0.360,0.884,-0.701,1.341
1667468757399,2022-11-03T11:45:57.399,0.400,0.457,-0.335,0.945
1667468757439,2022-11-03T11:45:57.439,0.440,-0.061,-0.122,0.244
1667468757479,2022-11-03T11:45:57.479,0.480,-0.213,0.030,-0.366
1667468757519,2022-11-03T11:45:57.519,0.520,-0.335,0.061,-0.335
1667468757559,2022-11-03T11:45:57.559,0.560,-0.183,-0.091,0.183
1667468757599,2022-11-03T11:45:57.599,0.600,-0.274,0.030,0.762
1667468757639,2022-11-03T11:45:57.639,0.640,0.427,-0.213,0.640
1667468757679,2022-11-03T11:45:57.679,0.680,0.762,-0.183,0.396
1667468757719,2022-11-03T11:45:57.719,0.720,0.518,-0.030,0.396
1667468757759,2022-11-03T11:45:57.759,0.760,0.244,-0.030,0.488
1667468757799,2022-11-03T11:45:57.799,0.800,-0.152,0.000,0.396
1667468757839,2022-11-03T11:45:57.839,0.840,0.000,-0.091,0.274
1667468757879,2022-11-03T11:45:57.879,0.880,-0.213,0.000,0.305
1667468757919,2022-11-03T11:45:57.919,0.920,-0.274,0.091,0.518
1667468757959,2022-11-03T11:45:57.959,0.960,0.091,0.061,0.518
1667468757999,2022-11-03T11:45:57.999,1.000,0.122,0.091,0.518
1667468758039,2022-11-03T11:45:58.039,1.040,-0.579,0.000,0.610
1667468758079,2022-11-03T11:45:58.079,1.080,-0.488,0.000,0.274
1667468758119,2022-11-03T11:45:58.119,1.120,0.061,0.061,0.152
1667468758159,2022-11-03T11:45:58.159,1.160,-0.030,0.213,0.091
1667468758199,2022-11-03T11:45:58.199,1.200,-0.091,0.335,0.152
1667468758239,2022-11-03T11:45:58.239,1.240,0.000,0.366,0.213
1667468758279,2022-11-03T11:45:58.279,1.280,0.152,0.244,0.335
1667468758319,2022-11-03T11:45:58.319,1.320,0.091,-0.183,0.671
1667468758359,2022-11-03T11:45:58.359,1.360,-0.152,-0.183,0.762
1667468758399,2022-11-03T11:45:58.399,1.400,-0.762,0.213,0.732
1667468758439,2022-11-03T11:45:58.439,1.440,-0.335,0.183,0.671
1667468758479,2022-11-03T11:45:58.479,1.480,0.976,-0.549,0.701
1667468758519,2022-11-03T11:45:58.519,1.520,0.579,-0.976,1.494
1667468758559,2022-11-03T11:45:58.559,1.560,1.006,-1.220,1.494
1667468758599,2022-11-03T11:45:58.599,1.600,1.128,-0.976,0.732
1667468758639,2022-11-03T11:45:58.639,1.640,0.640,-0.305,0.610
1667468758679,2022-11-03T11:45:58.679,1.680,-0.488,0.000,1.098
1667468758719,2022-11-03T11:45:58.719,1.720,-0.061,0.000,0.610
1667468758759,2022-11-03T11:45:58.759,1.760,1.037,-0.640,0.000
1667468758799,2022-11-03T11:45:58.799,1.800,0.549,-0.976,0.396
1667468758839,2022-11-03T11:45:58.839,1.840,0.030,-0.091,0.884
1667468758879,2022-11-03T11:45:58.879,1.880,0.244,0.152,1.006
1667468758919,2022-11-03T11:45:58.919,1.920,0.823,-0.457,0.671
1667468758959,2022-11-03T11:45:58.959,1.960,0.152,-0.579,0.823
1667468758999,2022-11-03T11:45:58.999,2.000,0.427,0.030,0.945
1667468759039,2022-11-03T11:45:59.039,2.040,0.671,-0.091,0.610
1667468759079,2022-11-03T11:45:59.079,2.080,1.128,-0.549,0.518
1667468759119,2022-11-03T11:45:59.119,2.120,-0.854,0.244,1.037
1667468759159,2022-11-03T11:45:59.159,2.160,-0.915,1.128,0.518
1667468759199,2022-11-03T11:45:59.199,2.200,-0.488,1.006,0.732
1667468759239,2022-11-03T11:45:59.239,2.240,-0.335,0.305,0.915
1667468759279,2022-11-03T11:45:59.279,2.280,0.091,0.152,0.000
1667468759319,2022-11-03T11:45:59.319,2.320,-0.640,0.854,-0.091
1667468759359,2022-11-03T11:45:59.359,2.360,-0.884,1.006,0.488
1667468759399,2022-11-03T11:45:59.399,2.400,-0.610,0.671,0.762
1667468759439,2022-11-03T11:45:59.439,2.440,-0.640,-0.030,0.976
1667468759479,2022-11-03T11:45:59.479,2.480,0.335,-0.579,0.915
1667468759519,2022-11-03T11:45:59.519,2.520,1.738,-0.579,0.976
1667468759559,2022-11-03T11:45:59.559,2.560,1.463,0.091,1.707
1667468759599,2022-11-03T11:45:59.599,2.600,1.982,-0.366,1.829
1667468759639,2022-11-03T11:45:59.639,2.640,1.494,-0.640,0.884
1667468759679,2022-11-03T11:45:59.679,2.680,0.945,-0.396,0.030
1667468759719,2022-11-03T11:45:59.719,2.720,0.854,0.030,-0.122
1667468759759,2022-11-03T11:45:59.759,2.760,-0.152,0.335,0.488
1667468759799,2022-11-03T11:45:59.799,2.800,-0.518,0.335,0.671
1667468759839,2022-11-03T11:45:59.839,2.840,-0.030,0.396,0.396
1667468759879,2022-11-03T11:45:59.879,2.880,-0.396,0.366,0.213
1667468759919,2022-11-03T11:45:59.919,2.920,-0.884,0.579,0.061
1667468759959,2022-11-03T11:45:59.959,2.960,-1.250,0.793,0.091
1667468759999,2022-11-03T11:45:59.999,3.000,-0.579,0.427,-0.061
1667468760039,2022-11-03T11:46:00.039,3.040,-0.335,0.518,0.000
1667468760079,2022-11-03T11:46:00.079,3.080,-0.701,0.915,-0.091
1667468760119,2022-11-03T11:46:00.119,3.120,-0.762,1.159,-0.366
1667468760159,2022-11-03T11:46:00.159,3.160,-0.305,0.915,-0.396
1667468760199,2022-11-03T11:46:00.199,3.200,0.000,0.000,-0.396
1667468760239,2022-11-03T11:46:00.239,3.240,0.671,-0.945,-0.030
1667468760279,2022-11-03T11:46:00.279,3.280,-0.183,-0.396,0.396
1667468760319,2022-11-03T11:46:00.319,3.320,0.732,-0.122,0.152
1667468760359,2022-11-03T11:46:00.359,3.360,0.030,0.152,0.488
1667468760399,2022-11-03T11:46:00.399,3.400,0.427,-0.183,0.305
1667468760439,2022-11-03T11:46:00.439,3.440,0.244,-0.274,0.579
1667468760479,2022-11-03T11:46:00.479,3.480,0.152,0.030,0.244
1667468760519,2022-11-03T11:46:00.519,3.520,-0.915,0.366,0.671
1667468760559,2022-11-03T11:46:00.559,3.560,-0.274,0.091,0.671
1667468760599,2022-11-03T11:46:00.599,3.600,-0.427,-0.061,0.610
1667468760639,2022-11-03T11:46:00.639,3.640,-0.945,0.000,0.610
1667468760679,2022-11-03T11:46:00.679,3.680,-0.793,0.183,0.518
1667468760719,2022-11-03T11:46:00.719,3.720,-0.183,0.305,0.061
1667468760759,2022-11-03T11:46:00.759,3.760,-0.396,0.335,0.061
1667468760799,2022-11-03T11:46:00.799,3.800,0.030,-0.152,0.152
1667468760839,2022-11-03T11:46:00.839,3.840,-0.061,-0.244,0.366
1667468760879,2022-11-03T11:46:00.879,3.880,0.427,-0.335,0.579
1667468760919,2022-11-03T11:46:00.919,3.920,0.244,-0.183,0.518
1667468760959,2022-11-03T11:46:00.959,3.960,-0.305,0.274,0.366
1667468760999,2022-11-03T11:46:00.999,4.000,-0.549,0.549,0.213
1667468761039,2022-11-03T11:46:01.039,4.040,-0.793,0.335,0.518
1667468761079,2022-11-03T11:46:01.079,4.080,-0.488,0.091,0.396
1667468761119,2022-11-03T11:46:01.119,4.120,-0.457,0.030,0.457
1667468761159,2022-11-03T11:46:01.159,4.160,-0.671,0.427,0.274
1667468761199,2022-11-03T11:46:01.199,4.200,-0.610,0.274,0.457
1667468761239,2022-11-03T11:46:01.239,4.240,-0.549,0.274,0.488
1667468761279,2022-11-03T11:46:01.279,4.280,-0.549,0.457,0.457
1667468761319,2022-11-03T11:46:01.319,4.320,-0.396,0.152,0.488
1667468761359,2022-11-03T11:46:01.359,4.360,0.061,-0.427,0.396
1667468761399,2022-11-03T11:46:01.399,4.400,0.000,-0.061,0.427
1667468761439,2022-11-03T11:46:01.439,4.440,-0.152,0.152,0.488
1667468761479,2022-11-03T11:46:01.479,4.480,-0.122,0.244,0.305
1667468761519,2022-11-03T11:46:01.519,4.520,-0.579,0.579,0.244
1667468761559,2022-11-03T11:46:01.559,4.560,-0.549,0.488,0.396
1667468761599,2022-11-03T11:46:01.599,4.600,-0.488,0.213,0.427
1667468761639,2022-11-03T11:46:01.639,4.640,-0.427,0.061,0.549
1667468761679,2022-11-03T11:46:01.679,4.680,0.061,-0.183,0.610
1667468761719,2022-11-03T11:46:01.719,4.720,-0.152,-0.183,0.701
1667468761759,2022-11-03T11:46:01.759,4.760,-0.183,-0.061,0.671
1667468761799,2022-11-03T11:46:01.799,4.800,-0.152,0.152,0.335
1667468761839,2022-11-03T11:46:01.839,4.840,-0.152,0.030,0.305
1667468761879,2022-11-03T11:46:01.879,4.880,0.030,-0.152,0.610
1667468761919,2022-11-03T11:46:01.919,4.920,0.305,-0.335,0.579
1667468761959,2022-11-03T11:46:01.959,4.960,0.640,-0.274,0.518
1667468761999,2022-11-03T11:46:01.999,5.000,0.427,-0.030,0.366
1667468762039,2022-11-03T11:46:02.039,5.040,0.366,-0.183,0.396
1667468762079,2022-11-03T11:46:02.079,5.080,0.305,-0.183,0.549
1667468762119,2022-11-03T11:46:02.119,5.120,0.030,0.000,0.518
1667468762159,2022-11-03T11:46:02.159,5.160,0.274,-0.030,0.366
1667468762199,2022-11-03T11:46:02.199,5.200,0.244,0.000,0.183
1667468762239,2022-11-03T11:46:02.239,5.240,0.152,0.152,0.183
1667468762279,2022-11-03T11:46:02.279,5.280,0.030,0.213,0.183
