epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667421877076,2022-11-02T22.44.37.076,0.000,-0.455,0.193,-0.874
1667421877117,2022-11-02T22.44.37.117,0.041,-0.452,0.177,-0.881
1667421877158,2022-11-02T22.44.37.158,0.082,-0.440,0.173,-0.888
1667421877199,2022-11-02T22.44.37.199,0.123,-0.443,0.179,-0.887
1667421877238,2022-11-02T22.44.37.238,0.162,-0.446,0.177,-0.881
1667421877279,2022-11-02T22.44.37.279,0.203,-0.449,0.179,-0.882
1667421877320,2022-11-02T22.44.37.320,0.244,-0.448,0.177,-0.882
1667421877361,2022-11-02T22.44.37.361,0.285,-0.449,0.176,-0.880
1667421877401,2022-11-02T22.44.37.401,0.325,-0.447,0.179,-0.885
1667421877442,2022-11-02T22.44.37.442,0.366,-0.447,0.179,-0.882
1667421877483,2022-11-02T22.44.37.483,0.407,-0.446,0.182,-0.878
1667421877524,2022-11-02T22.44.37.524,0.448,-0.444,0.183,-0.884
1667421877563,2022-11-02T22.44.37.563,0.487,-0.447,0.179,-0.879
1667421877604,2022-11-02T22.44.37.604,0.528,-0.447,0.180,-0.881
1667421877645,2022-11-02T22.44.37.645,0.569,-0.450,0.178,-0.883
1667421877685,2022-11-02T22.44.37.685,0.609,-0.446,0.176,-0.883
1667421877726,2022-11-02T22.44.37.726,0.650,-0.443,0.176,-0.882
1667421877767,2022-11-02T22.44.37.767,0.691,-0.443,0.181,-0.883
1667421877808,2022-11-02T22.44.37.808,0.732,-0.449,0.184,-0.879
1667421877849,2022-11-02T22.44.37.849,0.773,-0.450,0.182,-0.879
1667421877889,2022-11-02T22.44.37.889,0.813,-0.445,0.178,-0.882
1667421877930,2022-11-02T22.44.37.930,0.854,-0.443,0.179,-0.883
1667421877971,2022-11-02T22.44.37.971,0.895,-0.447,0.183,-0.881
1667421878010,2022-11-02T22.44.38.010,0.934,-0.447,0.183,-0.882
1667421878051,2022-11-02T22.44.38.051,0.975,-0.447,0.182,-0.883
1667421878092,2022-11-02T22.44.38.092,1.016,-0.446,0.182,-0.881
1667421878133,2022-11-02T22.44.38.133,1.057,-0.448,0.181,-0.880
1667421878173,2022-11-02T22.44.38.173,1.097,-0.449,0.179,-0.881
1667421878214,2022-11-02T22.44.38.214,1.138,-0.448,0.177,-0.883
1667421878255,2022-11-02T22.44.38.255,1.179,-0.446,0.179,-0.883
1667421878296,2022-11-02T22.44.38.296,1.220,-0.441,0.181,-0.883
1667421878335,2022-11-02T22.44.38.335,1.259,-0.447,0.183,-0.878
1667421878376,2022-11-02T22.44.38.376,1.300,-0.449,0.183,-0.881
1667421878417,2022-11-02T22.44.38.417,1.341,-0.449,0.179,-0.881
1667421878457,2022-11-02T22.44.38.457,1.381,-0.446,0.178,-0.882
1667421878498,2022-11-02T22.44.38.498,1.422,-0.447,0.181,-0.880
1667421878539,2022-11-02T22.44.38.539,1.463,-0.446,0.182,-0.881
1667421878580,2022-11-02T22.44.38.580,1.504,-0.445,0.181,-0.884
1667421878620,2022-11-02T22.44.38.620,1.544,-0.443,0.177,-0.883
1667421878661,2022-11-02T22.44.38.661,1.585,-0.448,0.180,-0.879
1667421878702,2022-11-02T22.44.38.702,1.626,-0.448,0.179,-0.881
1667421878743,2022-11-02T22.44.38.743,1.667,-0.446,0.176,-0.882
1667421878782,2022-11-02T22.44.38.782,1.706,-0.447,0.177,-0.882
1667421878823,2022-11-02T22.44.38.823,1.747,-0.443,0.181,-0.883
