epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668268005372,2022-11-12T17.46.45.372,3.720,0.579,0.000,0.335
1668268005412,2022-11-12T17.46.45.412,3.760,0.732,-0.030,0.396
1668268005452,2022-11-12T17.46.45.452,3.800,0.579,-0.122,0.610
1668268005492,2022-11-12T17.46.45.492,3.840,0.549,-0.213,0.579
1668268005532,2022-11-12T17.46.45.532,3.880,0.579,-0.122,0.518
1668268005572,2022-11-12T17.46.45.572,3.920,0.549,-0.122,0.610
1668268005612,2022-11-12T17.46.45.612,3.960,0.579,-0.091,0.396
1668268005652,2022-11-12T17.46.45.652,4.000,0.396,-0.213,0.457
1668268005692,2022-11-12T17.46.45.692,4.040,0.701,-0.091,0.518
1668268005732,2022-11-12T17.46.45.732,4.080,0.701,-0.061,0.549
1668268005772,2022-11-12T17.46.45.772,4.120,0.671,-0.213,0.518
1668268005812,2022-11-12T17.46.45.812,4.160,0.579,-0.244,0.427
1668268005852,2022-11-12T17.46.45.852,4.200,0.518,-0.244,0.366
1668268005892,2022-11-12T17.46.45.892,4.240,0.457,-0.152,0.488
1668268005932,2022-11-12T17.46.45.932,4.280,0.579,-0.061,0.579
1668268005972,2022-11-12T17.46.45.972,4.320,0.884,0.030,0.549
1668268006012,2022-11-12T17.46.46.012,4.360,0.610,-0.244,0.427
1668268006052,2022-11-12T17.46.46.052,4.400,0.488,-0.213,0.396
1668268006092,2022-11-12T17.46.46.092,4.440,0.640,-0.122,0.579
1668268006132,2022-11-12T17.46.46.132,4.480,0.549,-0.213,0.549
1668268006172,2022-11-12T17.46.46.172,4.520,0.549,-0.152,0.457
1668268006212,2022-11-12T17.46.46.212,4.560,0.701,-0.091,0.366
1668268006252,2022-11-12T17.46.46.252,4.600,0.732,0.000,0.518
1668268006292,2022-11-12T17.46.46.292,4.640,0.579,-0.152,0.518
1668268006332,2022-11-12T17.46.46.332,4.680,0.610,-0.091,0.427
1668268006372,2022-11-12T17.46.46.372,4.720,0.549,-0.213,0.457
1668268006412,2022-11-12T17.46.46.412,4.760,0.549,-0.274,0.518
1668268006452,2022-11-12T17.46.46.452,4.800,0.579,-0.274,0.488
1668268006492,2022-11-12T17.46.46.492,4.840,0.610,-0.152,0.488
1668268006532,2022-11-12T17.46.46.532,4.880,0.579,-0.152,0.549
1668268006572,2022-11-12T17.46.46.572,4.920,0.640,-0.213,0.518
1668268006612,2022-11-12T17.46.46.612,4.960,0.610,-0.244,0.396
1668268006652,2022-11-12T17.46.46.652,5.000,0.549,-0.152,0.488
1668268006692,2022-11-12T17.46.46.692,5.040,0.610,-0.122,0.549
1668268006732,2022-11-12T17.46.46.732,5.080,0.488,-0.335,0.549
1668268006772,2022-11-12T17.46.46.772,5.120,0.396,-0.427,0.335
1668268006812,2022-11-12T17.46.46.812,5.160,0.488,-0.274,0.549
1668268006852,2022-11-12T17.46.46.852,5.200,0.671,-0.152,0.671
1668268006892,2022-11-12T17.46.46.892,5.240,0.610,-0.152,0.579
1668268006932,2022-11-12T17.46.46.932,5.280,0.671,-0.061,0.488
1668268006972,2022-11-12T17.46.46.972,5.320,0.579,-0.061,0.579
1668268007012,2022-11-12T17.46.47.012,5.360,0.549,-0.152,0.518
1668268007052,2022-11-12T17.46.47.052,5.400,0.427,-0.335,0.427
1668268007092,2022-11-12T17.46.47.092,5.440,0.518,-0.274,0.457
1668268007132,2022-11-12T17.46.47.132,5.480,0.671,-0.244,0.579
1668268007172,2022-11-12T17.46.47.172,5.520,0.488,-0.305,0.640
1668268007212,2022-11-12T17.46.47.212,5.560,0.610,-0.152,0.610
1668268007252,2022-11-12T17.46.47.252,5.600,0.732,-0.030,0.579
1668268007292,2022-11-12T17.46.47.292,5.640,0.762,-0.030,0.427
1668268007332,2022-11-12T17.46.47.332,5.680,0.671,-0.061,0.396
1668268007372,2022-11-12T17.46.47.372,5.720,0.732,-0.091,0.457
1668268007412,2022-11-12T17.46.47.412,5.760,0.976,0.000,0.396
1668268007452,2022-11-12T17.46.47.452,5.800,0.671,-0.244,0.305
1668268007492,2022-11-12T17.46.47.492,5.840,0.671,-0.091,0.274
1668268007532,2022-11-12T17.46.47.532,5.880,0.701,-0.061,0.488
1668268007572,2022-11-12T17.46.47.572,5.920,0.823,-0.061,0.518
1668268007612,2022-11-12T17.46.47.612,5.960,0.640,-0.091,0.518
1668268007652,2022-11-12T17.46.47.652,6.000,0.762,0.000,0.366
1668268007692,2022-11-12T17.46.47.692,6.040,0.762,0.030,0.396
1668268007732,2022-11-12T17.46.47.732,6.080,0.640,-0.091,0.366
1668268007772,2022-11-12T17.46.47.772,6.120,0.610,-0.183,0.305
1668268007812,2022-11-12T17.46.47.812,6.160,0.732,-0.030,0.396
1668268007852,2022-11-12T17.46.47.852,6.200,0.823,0.061,0.366
1668268007892,2022-11-12T17.46.47.892,6.240,0.732,0.030,0.366
1668268007932,2022-11-12T17.46.47.932,6.280,0.610,-0.061,0.427
1668268007972,2022-11-12T17.46.47.972,6.320,0.671,-0.122,0.488
1668268008012,2022-11-12T17.46.48.012,6.360,0.671,-0.122,0.488
1668268008052,2022-11-12T17.46.48.052,6.400,0.579,-0.122,0.427
1668268008092,2022-11-12T17.46.48.092,6.440,0.701,-0.061,0.396
1668268008132,2022-11-12T17.46.48.132,6.480,0.610,-0.183,0.518
1668268008172,2022-11-12T17.46.48.172,6.520,0.579,-0.244,0.488
1668268008212,2022-11-12T17.46.48.212,6.560,0.518,-0.274,0.366
1668268008252,2022-11-12T17.46.48.252,6.600,0.701,-0.061,0.335
1668268008292,2022-11-12T17.46.48.292,6.640,0.732,-0.122,0.427
1668268008332,2022-11-12T17.46.48.332,6.680,0.671,-0.122,0.427
1668268008372,2022-11-12T17.46.48.372,6.720,0.732,-0.030,0.335
1668268008412,2022-11-12T17.46.48.412,6.760,0.732,-0.030,0.366
1668268008452,2022-11-12T17.46.48.452,6.800,0.671,-0.030,0.518
1668268008492,2022-11-12T17.46.48.492,6.840,0.640,-0.152,0.427
1668268008532,2022-11-12T17.46.48.532,6.880,0.518,-0.183,0.518
1668268008572,2022-11-12T17.46.48.572,6.920,0.640,-0.183,0.488
1668268008612,2022-11-12T17.46.48.612,6.960,0.732,-0.152,0.457
1668268008652,2022-11-12T17.46.48.652,7.000,0.610,-0.091,0.518
1668268008692,2022-11-12T17.46.48.692,7.040,0.518,-0.122,0.549
1668268008732,2022-11-12T17.46.48.732,7.080,0.488,-0.152,0.549
1668268008772,2022-11-12T17.46.48.772,7.120,0.671,-0.061,0.427
1668268008812,2022-11-12T17.46.48.812,7.160,0.732,-0.091,0.396
1668268008852,2022-11-12T17.46.48.852,7.200,0.701,-0.061,0.427
1668268008892,2022-11-12T17.46.48.892,7.240,0.549,-0.122,0.610
1668268008932,2022-11-12T17.46.48.932,7.280,0.427,-0.366,0.549
1668268008972,2022-11-12T17.46.48.972,7.320,0.488,-0.427,0.457
1668268009012,2022-11-12T17.46.49.012,7.360,0.549,-0.335,0.488
1668268009052,2022-11-12T17.46.49.052,7.400,0.518,-0.274,0.579
1668268009092,2022-11-12T17.46.49.092,7.440,0.579,-0.152,0.579
1668268009132,2022-11-12T17.46.49.132,7.480,0.610,-0.091,0.549
1668268009172,2022-11-12T17.46.49.172,7.520,0.549,-0.213,0.549
1668268009212,2022-11-12T17.46.49.212,7.560,0.610,-0.213,0.671
1668268009252,2022-11-12T17.46.49.252,7.600,0.610,-0.244,0.518
1668268009292,2022-11-12T17.46.49.292,7.640,0.366,-0.305,0.579
1668268009332,2022-11-12T17.46.49.332,7.680,0.671,-0.183,0.518
1668268009372,2022-11-12T17.46.49.372,7.720,0.488,-0.274,0.549
1668268009412,2022-11-12T17.46.49.412,7.760,0.518,-0.152,0.518
1668268009452,2022-11-12T17.46.49.452,7.800,0.549,-0.091,0.549
1668268009492,2022-11-12T17.46.49.492,7.840,0.671,-0.091,0.427
1668268009532,2022-11-12T17.46.49.532,7.880,0.549,-0.183,0.396
1668268009572,2022-11-12T17.46.49.572,7.920,0.701,-0.152,0.366
1668268009612,2022-11-12T17.46.49.612,7.960,0.488,-0.213,0.549
1668268009652,2022-11-12T17.46.49.652,8.000,0.610,-0.183,0.671
1668268009692,2022-11-12T17.46.49.692,8.040,0.549,-0.244,0.610
1668268009732,2022-11-12T17.46.49.732,8.080,0.457,-0.427,0.427
1668268009772,2022-11-12T17.46.49.772,8.120,0.427,-0.335,0.549
1668268009812,2022-11-12T17.46.49.812,8.160,0.610,-0.183,0.579
1668268009852,2022-11-12T17.46.49.852,8.200,0.640,-0.122,0.457
1668268009892,2022-11-12T17.46.49.892,8.240,0.793,0.030,0.427
1668268009932,2022-11-12T17.46.49.932,8.280,0.762,0.061,0.457
1668268009972,2022-11-12T17.46.49.972,8.320,0.610,-0.061,0.518
1668268010012,2022-11-12T17.46.50.012,8.360,0.610,-0.122,0.396
1668268010052,2022-11-12T17.46.50.052,8.400,0.701,-0.122,0.427
1668268010092,2022-11-12T17.46.50.092,8.440,0.854,-0.091,0.396
1668268010132,2022-11-12T17.46.50.132,8.480,0.640,-0.183,0.457
1668268010172,2022-11-12T17.46.50.172,8.520,0.610,-0.152,0.549
1668268010212,2022-11-12T17.46.50.212,8.560,0.640,0.000,0.549
1668268010252,2022-11-12T17.46.50.252,8.600,0.671,-0.061,0.488
1668268010292,2022-11-12T17.46.50.292,8.640,0.793,0.000,0.335
1668268010332,2022-11-12T17.46.50.332,8.680,0.732,0.030,0.366
1668268010372,2022-11-12T17.46.50.372,8.720,0.854,0.030,0.427
1668268010412,2022-11-12T17.46.50.412,8.760,0.640,-0.183,0.549
1668268010452,2022-11-12T17.46.50.452,8.800,0.427,-0.366,0.427
1668268010492,2022-11-12T17.46.50.492,8.840,0.823,-0.061,0.335
1668268010532,2022-11-12T17.46.50.532,8.880,0.793,-0.091,0.427
1668268010572,2022-11-12T17.46.50.572,8.920,0.762,0.000,0.457
1668268010612,2022-11-12T17.46.50.612,8.960,0.793,0.061,0.366
1668268010652,2022-11-12T17.46.50.652,9.000,0.854,0.152,0.335
1668268010692,2022-11-12T17.46.50.692,9.040,0.701,-0.061,0.427
1668268010732,2022-11-12T17.46.50.732,9.080,0.610,-0.183,0.396
1668268010772,2022-11-12T17.46.50.772,9.120,0.518,-0.244,0.427
1668268010812,2022-11-12T17.46.50.812,9.160,0.579,-0.183,0.488
1668268010852,2022-11-12T17.46.50.852,9.200,0.579,-0.152,0.518
1668268010892,2022-11-12T17.46.50.892,9.240,0.640,-0.122,0.549
1668268010932,2022-11-12T17.46.50.932,9.280,0.671,-0.122,0.549
1668268010972,2022-11-12T17.46.50.972,9.320,0.549,-0.122,0.640
1668268011012,2022-11-12T17.46.51.012,9.360,0.701,-0.091,0.488
1668268011052,2022-11-12T17.46.51.052,9.400,0.732,-0.122,0.427
1668268011092,2022-11-12T17.46.51.092,9.440,0.640,-0.122,0.366
1668268011132,2022-11-12T17.46.51.132,9.480,0.610,-0.061,0.488
1668268011172,2022-11-12T17.46.51.172,9.520,0.640,-0.122,0.518
1668268011212,2022-11-12T17.46.51.212,9.560,0.610,-0.335,0.427
1668268011252,2022-11-12T17.46.51.252,9.600,0.518,-0.213,0.335
1668268011292,2022-11-12T17.46.51.292,9.640,0.671,-0.091,0.396
1668268011332,2022-11-12T17.46.51.332,9.680,0.671,-0.122,0.457
1668268011372,2022-11-12T17.46.51.372,9.720,0.732,0.030,0.396
1668268011412,2022-11-12T17.46.51.412,9.760,0.823,0.000,0.366
1668268011452,2022-11-12T17.46.51.452,9.800,0.762,0.030,0.457
1668268011492,2022-11-12T17.46.51.492,9.840,0.732,-0.030,0.457
1668268011532,2022-11-12T17.46.51.532,9.880,0.549,-0.183,0.396
1668268011572,2022-11-12T17.46.51.572,9.920,0.610,-0.183,0.488
1668268011612,2022-11-12T17.46.51.612,9.960,0.488,-0.244,0.640
1668268011652,2022-11-12T17.46.51.652,10.000,0.488,-0.244,0.610
1668268011692,2022-11-12T17.46.51.692,10.040,0.549,-0.183,0.579
1668268011732,2022-11-12T17.46.51.732,10.080,0.671,-0.061,0.488
1668268011772,2022-11-12T17.46.51.772,10.120,0.488,-0.183,0.640
1668268011812,2022-11-12T17.46.51.812,10.160,0.488,-0.244,0.518
1668268011852,2022-11-12T17.46.51.852,10.200,0.640,-0.152,0.457
1668268011892,2022-11-12T17.46.51.892,10.240,0.579,-0.122,0.549
1668268011932,2022-11-12T17.46.51.932,10.280,0.518,-0.213,0.640
1668268011972,2022-11-12T17.46.51.972,10.320,0.427,-0.366,0.579
1668268012012,2022-11-12T17.46.52.012,10.360,0.488,-0.335,0.396
1668268012052,2022-11-12T17.46.52.052,10.400,0.488,-0.213,0.488
1668268012092,2022-11-12T17.46.52.092,10.440,0.701,-0.152,0.518
1668268012132,2022-11-12T17.46.52.132,10.480,0.579,-0.183,0.518
1668268012172,2022-11-12T17.46.52.172,10.520,0.640,-0.061,0.427
1668268012212,2022-11-12T17.46.52.212,10.560,0.671,0.000,0.488
1668268012252,2022-11-12T17.46.52.252,10.600,0.488,-0.213,0.549
1668268012292,2022-11-12T17.46.52.292,10.640,0.457,-0.305,0.488
1668268012332,2022-11-12T17.46.52.332,10.680,0.427,-0.274,0.579
1668268012372,2022-11-12T17.46.52.372,10.720,0.579,-0.213,0.610
1668268012412,2022-11-12T17.46.52.412,10.760,0.427,-0.274,0.549
1668268012452,2022-11-12T17.46.52.452,10.800,0.488,-0.244,0.610
1668268012492,2022-11-12T17.46.52.492,10.840,0.579,-0.122,0.640
1668268012532,2022-11-12T17.46.52.532,10.880,0.579,-0.152,0.579
1668268012572,2022-11-12T17.46.52.572,10.920,0.579,-0.183,0.518
1668268012612,2022-11-12T17.46.52.612,10.960,0.579,-0.152,0.579
1668268012652,2022-11-12T17.46.52.652,11.000,0.640,-0.152,0.579
1668268012692,2022-11-12T17.46.52.692,11.040,0.610,-0.213,0.427
1668268012732,2022-11-12T17.46.52.732,11.080,0.488,-0.274,0.396
1668268012772,2022-11-12T17.46.52.772,11.120,0.640,-0.122,0.427
1668268012812,2022-11-12T17.46.52.812,11.160,0.701,-0.091,0.488
1668268012852,2022-11-12T17.46.52.852,11.200,0.793,0.061,0.396
1668268012892,2022-11-12T17.46.52.892,11.240,0.854,0.122,0.305
1668268012932,2022-11-12T17.46.52.932,11.280,0.762,0.030,0.427
1668268012972,2022-11-12T17.46.52.972,11.320,0.671,-0.030,0.518
1668268013012,2022-11-12T17.46.53.012,11.360,0.610,-0.122,0.488
1668268013052,2022-11-12T17.46.53.052,11.400,0.579,-0.152,0.488
1668268013092,2022-11-12T17.46.53.092,11.440,0.671,-0.152,0.518
1668268013132,2022-11-12T17.46.53.132,11.480,0.579,-0.183,0.579
1668268013172,2022-11-12T17.46.53.172,11.520,0.579,-0.213,0.579
1668268013212,2022-11-12T17.46.53.212,11.560,0.579,-0.122,0.640
1668268013252,2022-11-12T17.46.53.252,11.600,0.671,-0.091,0.488
1668268013292,2022-11-12T17.46.53.292,11.640,0.732,-0.061,0.427
1668268013332,2022-11-12T17.46.53.332,11.680,0.732,0.030,0.396
1668268013372,2022-11-12T17.46.53.372,11.720,0.854,0.061,0.305
1668268013412,2022-11-12T17.46.53.412,11.760,0.640,-0.152,0.305
1668268013452,2022-11-12T17.46.53.452,11.800,0.488,-0.305,0.305
1668268013492,2022-11-12T17.46.53.492,11.840,0.671,-0.091,0.305
1668268013532,2022-11-12T17.46.53.532,11.880,0.762,-0.030,0.335
1668268013572,2022-11-12T17.46.53.572,11.920,0.762,0.000,0.366
1668268013612,2022-11-12T17.46.53.612,11.960,0.640,0.000,0.366
1668268013652,2022-11-12T17.46.53.652,12.000,0.732,0.061,0.518
1668268013692,2022-11-12T17.46.53.692,12.040,0.671,-0.030,0.579
1668268013732,2022-11-12T17.46.53.732,12.080,0.549,-0.122,0.488
1668268013772,2022-11-12T17.46.53.772,12.120,0.579,-0.213,0.457
1668268013812,2022-11-12T17.46.53.812,12.160,0.671,-0.213,0.488
1668268013852,2022-11-12T17.46.53.852,12.200,0.640,-0.213,0.518
1668268013892,2022-11-12T17.46.53.892,12.240,0.579,-0.122,0.549
1668268013932,2022-11-12T17.46.53.932,12.280,0.671,-0.091,0.549
1668268013972,2022-11-12T17.46.53.972,12.320,0.701,-0.030,0.488
1668268014012,2022-11-12T17.46.54.012,12.360,0.732,-0.061,0.427
1668268014052,2022-11-12T17.46.54.052,12.400,0.671,-0.091,0.457
1668268014092,2022-11-12T17.46.54.092,12.440,0.671,-0.152,0.549
1668268014132,2022-11-12T17.46.54.132,12.480,0.579,-0.274,0.457
1668268014172,2022-11-12T17.46.54.172,12.520,0.579,-0.244,0.366
1668268014212,2022-11-12T17.46.54.212,12.560,0.610,-0.152,0.488
1668268014252,2022-11-12T17.46.54.252,12.600,0.701,-0.061,0.518
1668268014292,2022-11-12T17.46.54.292,12.640,0.640,-0.091,0.518
1668268014332,2022-11-12T17.46.54.332,12.680,0.640,-0.030,0.457
1668268014372,2022-11-12T17.46.54.372,12.720,0.762,0.000,0.549
1668268014412,2022-11-12T17.46.54.412,12.760,0.579,-0.213,0.549
1668268014452,2022-11-12T17.46.54.452,12.800,0.610,-0.183,0.396
1668268014492,2022-11-12T17.46.54.492,12.840,0.671,-0.152,0.518
1668268014532,2022-11-12T17.46.54.532,12.880,0.610,-0.213,0.549
1668268014572,2022-11-12T17.46.54.572,12.920,0.518,-0.213,0.579
1668268014612,2022-11-12T17.46.54.612,12.960,0.488,-0.183,0.549
1668268014652,2022-11-12T17.46.54.652,13.000,0.640,-0.091,0.488
1668268014692,2022-11-12T17.46.54.692,13.040,0.671,-0.091,0.488
1668268014732,2022-11-12T17.46.54.732,13.080,0.671,-0.122,0.396
1668268014772,2022-11-12T17.46.54.772,13.120,0.610,-0.122,0.488
1668268014812,2022-11-12T17.46.54.812,13.160,0.579,-0.244,0.549
1668268014852,2022-11-12T17.46.54.852,13.200,0.549,-0.335,0.488
1668268014892,2022-11-12T17.46.54.892,13.240,0.366,-0.366,0.457
1668268014932,2022-11-12T17.46.54.932,13.280,0.518,-0.213,0.579
1668268014972,2022-11-12T17.46.54.972,13.320,0.671,-0.152,0.579
1668268015012,2022-11-12T17.46.55.012,13.360,0.640,-0.091,0.518
1668268015052,2022-11-12T17.46.55.052,13.400,0.671,-0.030,0.396
1668268015092,2022-11-12T17.46.55.092,13.440,0.610,-0.030,0.518
1668268015132,2022-11-12T17.46.55.132,13.480,0.488,-0.152,0.488
1668268015172,2022-11-12T17.46.55.172,13.520,0.610,-0.152,0.366
1668268015212,2022-11-12T17.46.55.212,13.560,0.579,-0.213,0.518
1668268015252,2022-11-12T17.46.55.252,13.600,0.518,-0.244,0.549
1668268015292,2022-11-12T17.46.55.292,13.640,0.549,-0.152,0.549
1668268015332,2022-11-12T17.46.55.332,13.680,0.732,0.030,0.518
1668268015372,2022-11-12T17.46.55.372,13.720,0.732,-0.030,0.457
1668268015412,2022-11-12T17.46.55.412,13.760,0.762,0.000,0.396
1668268015452,2022-11-12T17.46.55.452,13.800,0.762,0.030,0.488
1668268015492,2022-11-12T17.46.55.492,13.840,0.854,-0.061,0.396
1668268015532,2022-11-12T17.46.55.532,13.880,0.610,-0.213,0.396
1668268015572,2022-11-12T17.46.55.572,13.920,0.610,-0.183,0.366
1668268015612,2022-11-12T17.46.55.612,13.960,0.701,-0.091,0.457
1668268015652,2022-11-12T17.46.55.652,14.000,0.732,-0.122,0.488
1668268015692,2022-11-12T17.46.55.692,14.040,0.610,-0.061,0.488
1668268015732,2022-11-12T17.46.55.732,14.080,0.793,0.061,0.396
1668268015772,2022-11-12T17.46.55.772,14.120,0.732,-0.030,0.396
1668268015812,2022-11-12T17.46.55.812,14.160,0.762,-0.061,0.183
1668268015852,2022-11-12T17.46.55.852,14.200,0.823,0.030,0.061
1668268015892,2022-11-12T17.46.55.892,14.240,0.671,-0.030,-0.030
1668268015932,2022-11-12T17.46.55.932,14.280,0.762,0.122,-0.061
1668268015972,2022-11-12T17.46.55.972,14.320,0.732,0.122,-0.122
1668268016012,2022-11-12T17.46.56.012,14.360,0.793,0.122,-0.244
1668268016052,2022-11-12T17.46.56.052,14.400,0.762,0.183,-0.030
1668268016092,2022-11-12T17.46.56.092,14.440,0.823,0.091,0.213
1668268016132,2022-11-12T17.46.56.132,14.480,0.762,0.000,0.274
1668268016172,2022-11-12T17.46.56.172,14.520,0.732,0.061,0.396
1668268016212,2022-11-12T17.46.56.212,14.560,0.610,-0.061,0.671
1668268016252,2022-11-12T17.46.56.252,14.600,0.488,-0.366,0.701
