epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668086123509,2022-11-10T15.15.23.509,3.480,-0.299,0.103,-0.944
1668086123549,2022-11-10T15.15.23.549,3.520,-0.299,0.116,-0.944
1668086123589,2022-11-10T15.15.23.589,3.560,-0.300,0.110,-0.943
1668086123629,2022-11-10T15.15.23.629,3.600,-0.300,0.102,-0.943
1668086123669,2022-11-10T15.15.23.669,3.640,-0.302,0.098,-0.943
1668086123709,2022-11-10T15.15.23.709,3.680,-0.298,0.106,-0.944
1668086123749,2022-11-10T15.15.23.749,3.720,-0.301,0.118,-0.942
1668086123789,2022-11-10T15.15.23.789,3.760,-0.298,0.106,-0.944
1668086123829,2022-11-10T15.15.23.829,3.800,-0.299,0.105,-0.942
1668086123869,2022-11-10T15.15.23.869,3.840,-0.299,0.103,-0.943
1668086123909,2022-11-10T15.15.23.909,3.880,-0.299,0.112,-0.943
1668086123949,2022-11-10T15.15.23.949,3.920,-0.297,0.113,-0.943
1668086123989,2022-11-10T15.15.23.989,3.960,-0.298,0.106,-0.945
1668086124029,2022-11-10T15.15.24.029,4.000,-0.303,0.115,-0.940
1668086124069,2022-11-10T15.15.24.069,4.040,-0.295,0.099,-0.944
1668086124109,2022-11-10T15.15.24.109,4.080,-0.305,0.110,-0.941
1668086124149,2022-11-10T15.15.24.149,4.120,-0.296,0.095,-0.944
1668086124189,2022-11-10T15.15.24.189,4.160,-0.300,0.111,-0.942
1668086124229,2022-11-10T15.15.24.229,4.200,-0.293,0.127,-0.945
1668086124269,2022-11-10T15.15.24.269,4.240,-0.302,0.106,-0.942
1668086124309,2022-11-10T15.15.24.309,4.280,-0.297,0.098,-0.945
1668086124349,2022-11-10T15.15.24.349,4.320,-0.300,0.118,-0.943
1668086124389,2022-11-10T15.15.24.389,4.360,-0.297,0.102,-0.945
1668086124429,2022-11-10T15.15.24.429,4.400,-0.301,0.115,-0.941
1668086124469,2022-11-10T15.15.24.469,4.440,-0.297,0.117,-0.943
1668086124509,2022-11-10T15.15.24.509,4.480,-0.300,0.114,-0.941
1668086124549,2022-11-10T15.15.24.549,4.520,-0.301,0.100,-0.943
1668086124589,2022-11-10T15.15.24.589,4.560,-0.298,0.104,-0.945
1668086124629,2022-11-10T15.15.24.629,4.600,-0.299,0.116,-0.944
1668086124669,2022-11-10T15.15.24.669,4.640,-0.299,0.105,-0.942
1668086124709,2022-11-10T15.15.24.709,4.680,-0.300,0.110,-0.942
1668086124749,2022-11-10T15.15.24.749,4.720,-0.300,0.110,-0.944
1668086124789,2022-11-10T15.15.24.789,4.760,-0.299,0.110,-0.943
1668086124829,2022-11-10T15.15.24.829,4.800,-0.298,0.103,-0.944
1668086124869,2022-11-10T15.15.24.869,4.840,-0.301,0.102,-0.943
1668086124909,2022-11-10T15.15.24.909,4.880,-0.300,0.108,-0.942
1668086124949,2022-11-10T15.15.24.949,4.920,-0.299,0.108,-0.943
1668086124989,2022-11-10T15.15.24.989,4.960,-0.299,0.107,-0.943
1668086125029,2022-11-10T15.15.25.029,5.000,-0.300,0.109,-0.941
1668086125069,2022-11-10T15.15.25.069,5.040,-0.297,0.109,-0.944
1668086125109,2022-11-10T15.15.25.109,5.080,-0.300,0.105,-0.943
1668086125149,2022-11-10T15.15.25.149,5.120,-0.299,0.105,-0.943
1668086125189,2022-11-10T15.15.25.189,5.160,-0.299,0.106,-0.942
1668086125229,2022-11-10T15.15.25.229,5.200,-0.298,0.106,-0.943
1668086125269,2022-11-10T15.15.25.269,5.240,-0.298,0.113,-0.943
1668086125309,2022-11-10T15.15.25.309,5.280,-0.297,0.108,-0.943
1668086125349,2022-11-10T15.15.25.349,5.320,-0.298,0.107,-0.943
1668086125389,2022-11-10T15.15.25.389,5.360,-0.299,0.109,-0.943
1668086125429,2022-11-10T15.15.25.429,5.400,-0.299,0.109,-0.943
1668086125469,2022-11-10T15.15.25.469,5.440,-0.299,0.108,-0.944
1668086125509,2022-11-10T15.15.25.509,5.480,-0.299,0.108,-0.943
1668086125549,2022-11-10T15.15.25.549,5.520,-0.299,0.109,-0.942
1668086125589,2022-11-10T15.15.25.589,5.560,-0.298,0.108,-0.943
1668086125629,2022-11-10T15.15.25.629,5.600,-0.299,0.108,-0.944
1668086125669,2022-11-10T15.15.25.669,5.640,-0.298,0.107,-0.944
1668086125709,2022-11-10T15.15.25.709,5.680,-0.299,0.110,-0.943
1668086125749,2022-11-10T15.15.25.749,5.720,-0.299,0.108,-0.944
1668086125789,2022-11-10T15.15.25.789,5.760,-0.300,0.109,-0.941
1668086125829,2022-11-10T15.15.25.829,5.800,-0.299,0.110,-0.943
1668086125869,2022-11-10T15.15.25.869,5.840,-0.299,0.107,-0.943
1668086125909,2022-11-10T15.15.25.909,5.880,-0.299,0.108,-0.943
1668086125949,2022-11-10T15.15.25.949,5.920,-0.299,0.113,-0.944
1668086125989,2022-11-10T15.15.25.989,5.960,-0.299,0.107,-0.942
1668086126029,2022-11-10T15.15.26.029,6.000,-0.300,0.109,-0.942
1668086126069,2022-11-10T15.15.26.069,6.040,-0.299,0.110,-0.943
1668086126109,2022-11-10T15.15.26.109,6.080,-0.300,0.109,-0.944
1668086126149,2022-11-10T15.15.26.149,6.120,-0.300,0.108,-0.943
1668086126189,2022-11-10T15.15.26.189,6.160,-0.300,0.107,-0.943
1668086126229,2022-11-10T15.15.26.229,6.200,-0.300,0.109,-0.944
1668086126269,2022-11-10T15.15.26.269,6.240,-0.298,0.110,-0.944
1668086126309,2022-11-10T15.15.26.309,6.280,-0.300,0.108,-0.943
1668086126349,2022-11-10T15.15.26.349,6.320,-0.299,0.108,-0.943
1668086126389,2022-11-10T15.15.26.389,6.360,-0.298,0.108,-0.943
1668086126429,2022-11-10T15.15.26.429,6.400,-0.299,0.108,-0.944
1668086126469,2022-11-10T15.15.26.469,6.440,-0.299,0.108,-0.943
1668086126509,2022-11-10T15.15.26.509,6.480,-0.299,0.108,-0.943
1668086126549,2022-11-10T15.15.26.549,6.520,-0.299,0.107,-0.944
1668086126589,2022-11-10T15.15.26.589,6.560,-0.298,0.109,-0.943
1668086126629,2022-11-10T15.15.26.629,6.600,-0.298,0.108,-0.943
1668086126669,2022-11-10T15.15.26.669,6.640,-0.299,0.107,-0.942
1668086126709,2022-11-10T15.15.26.709,6.680,-0.299,0.107,-0.943
1668086126749,2022-11-10T15.15.26.749,6.720,-0.299,0.108,-0.943
1668086126789,2022-11-10T15.15.26.789,6.760,-0.299,0.108,-0.942
1668086126829,2022-11-10T15.15.26.829,6.800,-0.299,0.108,-0.943
1668086126869,2022-11-10T15.15.26.869,6.840,-0.298,0.109,-0.944
1668086126909,2022-11-10T15.15.26.909,6.880,-0.299,0.110,-0.944
1668086126949,2022-11-10T15.15.26.949,6.920,-0.299,0.109,-0.943
1668086126989,2022-11-10T15.15.26.989,6.960,-0.300,0.109,-0.941
1668086127029,2022-11-10T15.15.27.029,7.000,-0.298,0.107,-0.943
1668086127069,2022-11-10T15.15.27.069,7.040,-0.299,0.108,-0.943
1668086127109,2022-11-10T15.15.27.109,7.080,-0.299,0.107,-0.944
1668086127149,2022-11-10T15.15.27.149,7.120,-0.298,0.108,-0.944
1668086127189,2022-11-10T15.15.27.189,7.160,-0.299,0.109,-0.944
1668086127229,2022-11-10T15.15.27.229,7.200,-0.299,0.107,-0.943
1668086127269,2022-11-10T15.15.27.269,7.240,-0.298,0.106,-0.942
1668086127309,2022-11-10T15.15.27.309,7.280,-0.299,0.109,-0.943
1668086127349,2022-11-10T15.15.27.349,7.320,-0.300,0.108,-0.943
1668086127389,2022-11-10T15.15.27.389,7.360,-0.299,0.109,-0.944
1668086127429,2022-11-10T15.15.27.429,7.400,-0.300,0.107,-0.944
1668086127469,2022-11-10T15.15.27.469,7.440,-0.299,0.106,-0.943
1668086127509,2022-11-10T15.15.27.509,7.480,-0.299,0.107,-0.943
1668086127549,2022-11-10T15.15.27.549,7.520,-0.300,0.106,-0.943
1668086127589,2022-11-10T15.15.27.589,7.560,-0.298,0.108,-0.944
1668086127629,2022-11-10T15.15.27.629,7.600,-0.299,0.110,-0.943
1668086127669,2022-11-10T15.15.27.669,7.640,-0.299,0.106,-0.943
1668086127709,2022-11-10T15.15.27.709,7.680,-0.298,0.106,-0.943
1668086127749,2022-11-10T15.15.27.749,7.720,-0.299,0.107,-0.943
1668086127789,2022-11-10T15.15.27.789,7.760,-0.298,0.107,-0.943
1668086127829,2022-11-10T15.15.27.829,7.800,-0.298,0.108,-0.943
1668086127869,2022-11-10T15.15.27.869,7.840,-0.298,0.108,-0.944
1668086127909,2022-11-10T15.15.27.909,7.880,-0.299,0.109,-0.943
1668086127949,2022-11-10T15.15.27.949,7.920,-0.298,0.108,-0.942
1668086127989,2022-11-10T15.15.27.989,7.960,-0.299,0.106,-0.943
1668086128029,2022-11-10T15.15.28.029,8.000,-0.300,0.108,-0.943
1668086128069,2022-11-10T15.15.28.069,8.040,-0.298,0.109,-0.943
1668086128109,2022-11-10T15.15.28.109,8.080,-0.298,0.110,-0.944
1668086128149,2022-11-10T15.15.28.149,8.120,-0.299,0.108,-0.943
1668086128189,2022-11-10T15.15.28.189,8.160,-0.299,0.108,-0.943
1668086128229,2022-11-10T15.15.28.229,8.200,-0.299,0.107,-0.942
1668086128269,2022-11-10T15.15.28.269,8.240,-0.298,0.111,-0.943
1668086128309,2022-11-10T15.15.28.309,8.280,-0.299,0.109,-0.943
1668086128349,2022-11-10T15.15.28.349,8.320,-0.298,0.109,-0.943
1668086128389,2022-11-10T15.15.28.389,8.360,-0.297,0.113,-0.944
1668086128429,2022-11-10T15.15.28.429,8.400,-0.299,0.110,-0.944
1668086128469,2022-11-10T15.15.28.469,8.440,-0.298,0.111,-0.944
1668086128509,2022-11-10T15.15.28.509,8.480,-0.299,0.109,-0.944
1668086128549,2022-11-10T15.15.28.549,8.520,-0.299,0.110,-0.943
1668086128589,2022-11-10T15.15.28.589,8.560,-0.299,0.109,-0.943
1668086128629,2022-11-10T15.15.28.629,8.600,-0.299,0.110,-0.943
1668086128669,2022-11-10T15.15.28.669,8.640,-0.300,0.109,-0.944
1668086128709,2022-11-10T15.15.28.709,8.680,-0.299,0.110,-0.943
1668086128749,2022-11-10T15.15.28.749,8.720,-0.298,0.109,-0.943
1668086128789,2022-11-10T15.15.28.789,8.760,-0.298,0.110,-0.943
1668086128829,2022-11-10T15.15.28.829,8.800,-0.299,0.109,-0.943
1668086128869,2022-11-10T15.15.28.869,8.840,-0.299,0.108,-0.943
1668086128909,2022-11-10T15.15.28.909,8.880,-0.300,0.109,-0.942
1668086128949,2022-11-10T15.15.28.949,8.920,-0.299,0.110,-0.943
1668086128989,2022-11-10T15.15.28.989,8.960,-0.298,0.110,-0.943
1668086129029,2022-11-10T15.15.29.029,9.000,-0.298,0.109,-0.943
1668086129069,2022-11-10T15.15.29.069,9.040,-0.299,0.110,-0.942
1668086129109,2022-11-10T15.15.29.109,9.080,-0.298,0.110,-0.943
1668086129149,2022-11-10T15.15.29.149,9.120,-0.298,0.110,-0.944
1668086129189,2022-11-10T15.15.29.189,9.160,-0.299,0.110,-0.943
1668086129229,2022-11-10T15.15.29.229,9.200,-0.299,0.110,-0.944
1668086129269,2022-11-10T15.15.29.269,9.240,-0.299,0.108,-0.944
1668086129309,2022-11-10T15.15.29.309,9.280,-0.299,0.110,-0.942
1668086129349,2022-11-10T15.15.29.349,9.320,-0.298,0.109,-0.944
1668086129389,2022-11-10T15.15.29.389,9.360,-0.298,0.110,-0.943
1668086129429,2022-11-10T15.15.29.429,9.400,-0.297,0.110,-0.943
1668086129469,2022-11-10T15.15.29.469,9.440,-0.297,0.109,-0.943
1668086129509,2022-11-10T15.15.29.509,9.480,-0.299,0.110,-0.943
1668086129549,2022-11-10T15.15.29.549,9.520,-0.299,0.108,-0.943
1668086129589,2022-11-10T15.15.29.589,9.560,-0.298,0.112,-0.943
1668086129629,2022-11-10T15.15.29.629,9.600,-0.298,0.109,-0.943
1668086129669,2022-11-10T15.15.29.669,9.640,-0.298,0.109,-0.943
1668086129709,2022-11-10T15.15.29.709,9.680,-0.299,0.111,-0.943
1668086129749,2022-11-10T15.15.29.749,9.720,-0.299,0.109,-0.944
1668086129789,2022-11-10T15.15.29.789,9.760,-0.298,0.110,-0.942
1668086129829,2022-11-10T15.15.29.829,9.800,-0.298,0.108,-0.943
1668086129869,2022-11-10T15.15.29.869,9.840,-0.298,0.110,-0.943
1668086129909,2022-11-10T15.15.29.909,9.880,-0.299,0.110,-0.943
1668086129949,2022-11-10T15.15.29.949,9.920,-0.298,0.108,-0.944
1668086129989,2022-11-10T15.15.29.989,9.960,-0.297,0.108,-0.943
1668086130029,2022-11-10T15.15.30.029,10.000,-0.298,0.110,-0.943
1668086130069,2022-11-10T15.15.30.069,10.040,-0.298,0.110,-0.943
1668086130109,2022-11-10T15.15.30.109,10.080,-0.297,0.112,-0.943
1668086130149,2022-11-10T15.15.30.149,10.120,-0.297,0.110,-0.944
1668086130189,2022-11-10T15.15.30.189,10.160,-0.298,0.110,-0.943
1668086130229,2022-11-10T15.15.30.229,10.200,-0.299,0.110,-0.943
1668086130269,2022-11-10T15.15.30.269,10.240,-0.298,0.111,-0.944
1668086130309,2022-11-10T15.15.30.309,10.280,-0.299,0.109,-0.943
1668086130349,2022-11-10T15.15.30.349,10.320,-0.299,0.110,-0.943
1668086130389,2022-11-10T15.15.30.389,10.360,-0.298,0.111,-0.943
1668086130429,2022-11-10T15.15.30.429,10.400,-0.298,0.109,-0.943
1668086130469,2022-11-10T15.15.30.469,10.440,-0.298,0.108,-0.944
1668086130509,2022-11-10T15.15.30.509,10.480,-0.298,0.110,-0.943
1668086130549,2022-11-10T15.15.30.549,10.520,-0.298,0.111,-0.943
1668086130589,2022-11-10T15.15.30.589,10.560,-0.298,0.108,-0.944
1668086130629,2022-11-10T15.15.30.629,10.600,-0.297,0.108,-0.943
1668086130669,2022-11-10T15.15.30.669,10.640,-0.298,0.111,-0.943
1668086130709,2022-11-10T15.15.30.709,10.680,-0.297,0.108,-0.943
1668086130749,2022-11-10T15.15.30.749,10.720,-0.298,0.111,-0.943
1668086130789,2022-11-10T15.15.30.789,10.760,-0.297,0.108,-0.943
1668086130829,2022-11-10T15.15.30.829,10.800,-0.298,0.110,-0.943
1668086130869,2022-11-10T15.15.30.869,10.840,-0.300,0.109,-0.943
1668086130909,2022-11-10T15.15.30.909,10.880,-0.298,0.109,-0.944
1668086130949,2022-11-10T15.15.30.949,10.920,-0.298,0.112,-0.943
1668086130989,2022-11-10T15.15.30.989,10.960,-0.298,0.109,-0.942
1668086131029,2022-11-10T15.15.31.029,11.000,-0.299,0.110,-0.943
1668086131069,2022-11-10T15.15.31.069,11.040,-0.298,0.109,-0.943
1668086131109,2022-11-10T15.15.31.109,11.080,-0.297,0.108,-0.943
1668086131149,2022-11-10T15.15.31.149,11.120,-0.298,0.110,-0.943
1668086131189,2022-11-10T15.15.31.189,11.160,-0.297,0.110,-0.943
1668086131229,2022-11-10T15.15.31.229,11.200,-0.298,0.111,-0.943
1668086131269,2022-11-10T15.15.31.269,11.240,-0.299,0.109,-0.943
1668086131309,2022-11-10T15.15.31.309,11.280,-0.299,0.108,-0.942
1668086131349,2022-11-10T15.15.31.349,11.320,-0.298,0.109,-0.943
1668086131389,2022-11-10T15.15.31.389,11.360,-0.298,0.111,-0.944
1668086131429,2022-11-10T15.15.31.429,11.400,-0.298,0.108,-0.943
1668086131469,2022-11-10T15.15.31.469,11.440,-0.298,0.110,-0.943
1668086131509,2022-11-10T15.15.31.509,11.480,-0.299,0.111,-0.944
1668086131549,2022-11-10T15.15.31.549,11.520,-0.297,0.108,-0.943
1668086131589,2022-11-10T15.15.31.589,11.560,-0.298,0.110,-0.942
1668086131629,2022-11-10T15.15.31.629,11.600,-0.298,0.107,-0.944
1668086131669,2022-11-10T15.15.31.669,11.640,-0.299,0.111,-0.943
1668086131709,2022-11-10T15.15.31.709,11.680,-0.300,0.109,-0.943
1668086131749,2022-11-10T15.15.31.749,11.720,-0.299,0.111,-0.943
1668086131789,2022-11-10T15.15.31.789,11.760,-0.298,0.110,-0.943
1668086131829,2022-11-10T15.15.31.829,11.800,-0.297,0.111,-0.944
1668086131869,2022-11-10T15.15.31.869,11.840,-0.298,0.108,-0.943
1668086131909,2022-11-10T15.15.31.909,11.880,-0.298,0.111,-0.944
1668086131949,2022-11-10T15.15.31.949,11.920,-0.298,0.110,-0.943
1668086131989,2022-11-10T15.15.31.989,11.960,-0.299,0.111,-0.944
1668086132029,2022-11-10T15.15.32.029,12.000,-0.298,0.108,-0.944
1668086132069,2022-11-10T15.15.32.069,12.040,-0.299,0.110,-0.943
1668086132109,2022-11-10T15.15.32.109,12.080,-0.298,0.109,-0.943
1668086132149,2022-11-10T15.15.32.149,12.120,-0.298,0.110,-0.943
1668086132189,2022-11-10T15.15.32.189,12.160,-0.298,0.108,-0.944
1668086132229,2022-11-10T15.15.32.229,12.200,-0.298,0.110,-0.944
1668086132269,2022-11-10T15.15.32.269,12.240,-0.299,0.111,-0.943
1668086132309,2022-11-10T15.15.32.309,12.280,-0.297,0.108,-0.944
1668086132349,2022-11-10T15.15.32.349,12.320,-0.299,0.109,-0.944
1668086132389,2022-11-10T15.15.32.389,12.360,-0.298,0.110,-0.943
1668086132429,2022-11-10T15.15.32.429,12.400,-0.299,0.110,-0.942
1668086132469,2022-11-10T15.15.32.469,12.440,-0.299,0.109,-0.942
1668086132509,2022-11-10T15.15.32.509,12.480,-0.298,0.111,-0.942
1668086132549,2022-11-10T15.15.32.549,12.520,-0.297,0.110,-0.943
1668086132589,2022-11-10T15.15.32.589,12.560,-0.298,0.111,-0.943
1668086132629,2022-11-10T15.15.32.629,12.600,-0.299,0.109,-0.942
1668086132669,2022-11-10T15.15.32.669,12.640,-0.299,0.107,-0.943
1668086132709,2022-11-10T15.15.32.709,12.680,-0.298,0.111,-0.943
1668086132749,2022-11-10T15.15.32.749,12.720,-0.298,0.109,-0.943
1668086132789,2022-11-10T15.15.32.789,12.760,-0.299,0.110,-0.942
1668086132829,2022-11-10T15.15.32.829,12.800,-0.299,0.109,-0.943
1668086132869,2022-11-10T15.15.32.869,12.840,-0.297,0.110,-0.944
1668086132909,2022-11-10T15.15.32.909,12.880,-0.297,0.109,-0.943
1668086132949,2022-11-10T15.15.32.949,12.920,-0.297,0.110,-0.943
1668086132989,2022-11-10T15.15.32.989,12.960,-0.298,0.108,-0.943
1668086133029,2022-11-10T15.15.33.029,13.000,-0.297,0.109,-0.944
1668086133069,2022-11-10T15.15.33.069,13.040,-0.298,0.111,-0.943
1668086133109,2022-11-10T15.15.33.109,13.080,-0.298,0.110,-0.944
1668086133149,2022-11-10T15.15.33.149,13.120,-0.298,0.108,-0.944
1668086133189,2022-11-10T15.15.33.189,13.160,-0.298,0.110,-0.944
1668086133229,2022-11-10T15.15.33.229,13.200,-0.299,0.110,-0.943
1668086133269,2022-11-10T15.15.33.269,13.240,-0.298,0.109,-0.942
1668086133309,2022-11-10T15.15.33.309,13.280,-0.298,0.110,-0.942
1668086133349,2022-11-10T15.15.33.349,13.320,-0.299,0.109,-0.943
1668086133389,2022-11-10T15.15.33.389,13.360,-0.298,0.109,-0.942
1668086133429,2022-11-10T15.15.33.429,13.400,-0.299,0.110,-0.942
1668086133469,2022-11-10T15.15.33.469,13.440,-0.298,0.109,-0.943
1668086133509,2022-11-10T15.15.33.509,13.480,-0.297,0.111,-0.943
1668086133549,2022-11-10T15.15.33.549,13.520,-0.298,0.110,-0.943
1668086133589,2022-11-10T15.15.33.589,13.560,-0.299,0.109,-0.943
1668086133629,2022-11-10T15.15.33.629,13.600,-0.298,0.109,-0.943
1668086133669,2022-11-10T15.15.33.669,13.640,-0.297,0.108,-0.944
1668086133709,2022-11-10T15.15.33.709,13.680,-0.298,0.109,-0.943
1668086133749,2022-11-10T15.15.33.749,13.720,-0.299,0.110,-0.944
1668086133789,2022-11-10T15.15.33.789,13.760,-0.299,0.109,-0.943
1668086133829,2022-11-10T15.15.33.829,13.800,-0.299,0.110,-0.943
1668086133869,2022-11-10T15.15.33.869,13.840,-0.298,0.111,-0.943
1668086133909,2022-11-10T15.15.33.909,13.880,-0.298,0.109,-0.943
1668086133949,2022-11-10T15.15.33.949,13.920,-0.299,0.110,-0.943
1668086133989,2022-11-10T15.15.33.989,13.960,-0.299,0.110,-0.943
1668086134029,2022-11-10T15.15.34.029,14.000,-0.299,0.110,-0.943
1668086134069,2022-11-10T15.15.34.069,14.040,-0.298,0.109,-0.943
1668086134109,2022-11-10T15.15.34.109,14.080,-0.298,0.111,-0.943
1668086134149,2022-11-10T15.15.34.149,14.120,-0.298,0.109,-0.943
1668086134189,2022-11-10T15.15.34.189,14.160,-0.299,0.110,-0.943
1668086134229,2022-11-10T15.15.34.229,14.200,-0.298,0.110,-0.942
