epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668331183418,2022-11-13T11:19:43.418,0.000,-0.202,0.359,-0.914
1668331183458,2022-11-13T11:19:43.458,0.040,-0.203,0.358,-0.923
1668331183498,2022-11-13T11:19:43.498,0.080,-0.202,0.369,-0.917
1668331183538,2022-11-13T11:19:43.538,0.120,-0.200,0.358,-0.920
1668331183578,2022-11-13T11:19:43.578,0.160,-0.203,0.361,-0.920
1668331183618,2022-11-13T11:19:43.618,0.200,-0.203,0.365,-0.919
1668331183658,2022-11-13T11:19:43.658,0.240,-0.202,0.363,-0.920
1668331183698,2022-11-13T11:19:43.698,0.280,-0.201,0.366,-0.919
1668331183738,2022-11-13T11:19:43.738,0.320,-0.204,0.366,-0.918
1668331183778,2022-11-13T11:19:43.778,0.360,-0.203,0.363,-0.920
1668331183818,2022-11-13T11:19:43.818,0.400,-0.201,0.363,-0.919
1668331183858,2022-11-13T11:19:43.858,0.440,-0.202,0.364,-0.919
1668331183898,2022-11-13T11:19:43.898,0.480,-0.202,0.368,-0.919
1668331183938,2022-11-13T11:19:43.938,0.520,-0.202,0.358,-0.921
1668331183978,2022-11-13T11:19:43.978,0.560,-0.202,0.367,-0.919
1668331184018,2022-11-13T11:19:44.018,0.600,-0.202,0.365,-0.919
1668331184058,2022-11-13T11:19:44.058,0.640,-0.202,0.363,-0.920
1668331184098,2022-11-13T11:19:44.098,0.680,-0.201,0.362,-0.920
1668331184138,2022-11-13T11:19:44.138,0.720,-0.202,0.367,-0.917
1668331184178,2022-11-13T11:19:44.178,0.760,-0.202,0.363,-0.919
1668331184218,2022-11-13T11:19:44.218,0.800,-0.202,0.359,-0.919
1668331184258,2022-11-13T11:19:44.258,0.840,-0.201,0.365,-0.918
1668331184298,2022-11-13T11:19:44.298,0.880,-0.202,0.367,-0.918
1668331184338,2022-11-13T11:19:44.338,0.920,-0.201,0.359,-0.920
1668331184378,2022-11-13T11:19:44.378,0.960,-0.202,0.363,-0.920
1668331184418,2022-11-13T11:19:44.418,1.000,-0.203,0.365,-0.919
1668331184458,2022-11-13T11:19:44.458,1.040,-0.203,0.362,-0.919
1668331184498,2022-11-13T11:19:44.498,1.080,-0.202,0.365,-0.918
1668331184538,2022-11-13T11:19:44.538,1.120,-0.202,0.360,-0.919
1668331184578,2022-11-13T11:19:44.578,1.160,-0.203,0.362,-0.919
1668331184618,2022-11-13T11:19:44.618,1.200,-0.202,0.364,-0.919
1668331184658,2022-11-13T11:19:44.658,1.240,-0.202,0.364,-0.919
1668331184698,2022-11-13T11:19:44.698,1.280,-0.201,0.360,-0.920
1668331184738,2022-11-13T11:19:44.738,1.320,-0.201,0.357,-0.921
1668331184778,2022-11-13T11:19:44.778,1.360,-0.202,0.366,-0.919
1668331184818,2022-11-13T11:19:44.818,1.400,-0.201,0.358,-0.921
1668331184858,2022-11-13T11:19:44.858,1.440,-0.200,0.363,-0.920
1668331184898,2022-11-13T11:19:44.898,1.480,-0.203,0.366,-0.918
1668331184938,2022-11-13T11:19:44.938,1.520,-0.197,0.357,-0.920
1668331184978,2022-11-13T11:19:44.978,1.560,-0.205,0.358,-0.921
1668331185018,2022-11-13T11:19:45.018,1.600,-0.197,0.350,-0.923
1668331185058,2022-11-13T11:19:45.058,1.640,-0.200,0.362,-0.919
1668331185098,2022-11-13T11:19:45.098,1.680,-0.201,0.360,-0.920
1668331185138,2022-11-13T11:19:45.138,1.720,-0.198,0.360,-0.920
1668331185178,2022-11-13T11:19:45.178,1.760,-0.198,0.354,-0.922
1668331185218,2022-11-13T11:19:45.218,1.800,-0.202,0.357,-0.920
1668331185258,2022-11-13T11:19:45.258,1.840,-0.200,0.357,-0.922
1668331185298,2022-11-13T11:19:45.298,1.880,-0.197,0.356,-0.922
1668331185338,2022-11-13T11:19:45.338,1.920,-0.196,0.360,-0.920
1668331185378,2022-11-13T11:19:45.378,1.960,-0.198,0.355,-0.922
1668331185418,2022-11-13T11:19:45.418,2.000,-0.197,0.354,-0.923
1668331185458,2022-11-13T11:19:45.458,2.040,-0.197,0.357,-0.922
1668331185498,2022-11-13T11:19:45.498,2.080,-0.197,0.352,-0.920
1668331185538,2022-11-13T11:19:45.538,2.120,-0.210,0.384,-0.914
1668331185578,2022-11-13T11:19:45.578,2.160,-0.198,0.352,-0.923
1668331185618,2022-11-13T11:19:45.618,2.200,-0.200,0.366,-0.918
1668331185658,2022-11-13T11:19:45.658,2.240,-0.189,0.346,-0.924
1668331185698,2022-11-13T11:19:45.698,2.280,-0.201,0.373,-0.915
1668331185738,2022-11-13T11:19:45.738,2.320,-0.207,0.376,-0.914
1668331185778,2022-11-13T11:19:45.778,2.360,-0.194,0.347,-0.924
1668331185818,2022-11-13T11:19:45.818,2.400,-0.202,0.355,-0.920
1668331185858,2022-11-13T11:19:45.858,2.440,-0.210,0.381,-0.911
1668331185898,2022-11-13T11:19:45.898,2.480,-0.193,0.362,-0.919
1668331185938,2022-11-13T11:19:45.938,2.520,-0.189,0.350,-0.924
1668331185978,2022-11-13T11:19:45.978,2.560,-0.199,0.373,-0.917
1668331186018,2022-11-13T11:19:46.018,2.600,-0.201,0.369,-0.913
1668331186058,2022-11-13T11:19:46.058,2.640,-0.201,0.380,-0.914
1668331186098,2022-11-13T11:19:46.098,2.680,-0.196,0.358,-0.922
1668331186138,2022-11-13T11:19:46.138,2.720,-0.203,0.372,-0.918
1668331186178,2022-11-13T11:19:46.178,2.760,-0.201,0.359,-0.919
1668331186218,2022-11-13T11:19:46.218,2.800,-0.198,0.365,-0.919
1668331186258,2022-11-13T11:19:46.258,2.840,-0.196,0.360,-0.922
1668331186298,2022-11-13T11:19:46.298,2.880,-0.202,0.360,-0.919
1668331186338,2022-11-13T11:19:46.338,2.920,-0.200,0.358,-0.919
1668331186378,2022-11-13T11:19:46.378,2.960,-0.198,0.371,-0.917
1668331186418,2022-11-13T11:19:46.418,3.000,-0.199,0.362,-0.919
1668331186458,2022-11-13T11:19:46.458,3.040,-0.203,0.371,-0.916
1668331186498,2022-11-13T11:19:46.498,3.080,-0.200,0.362,-0.918
1668331186538,2022-11-13T11:19:46.538,3.120,-0.200,0.365,-0.917
1668331186578,2022-11-13T11:19:46.578,3.160,-0.205,0.372,-0.916
1668331186618,2022-11-13T11:19:46.618,3.200,-0.202,0.364,-0.918
1668331186658,2022-11-13T11:19:46.658,3.240,-0.202,0.365,-0.917
1668331186698,2022-11-13T11:19:46.698,3.280,-0.201,0.367,-0.917
1668331186738,2022-11-13T11:19:46.738,3.320,-0.203,0.368,-0.916
1668331186778,2022-11-13T11:19:46.778,3.360,-0.202,0.369,-0.916
1668331186818,2022-11-13T11:19:46.818,3.400,-0.202,0.367,-0.917
1668331186858,2022-11-13T11:19:46.858,3.440,-0.202,0.365,-0.918
1668331186898,2022-11-13T11:19:46.898,3.480,-0.202,0.372,-0.915
1668331186938,2022-11-13T11:19:46.938,3.520,-0.203,0.367,-0.917
