epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668159594315,2022-11-11T11.39.54.315,2.440,0.823,-0.457,0.640
1668159594355,2022-11-11T11.39.54.355,2.480,0.579,0.000,0.518
1668159594395,2022-11-11T11.39.54.395,2.520,0.335,-0.061,0.396
1668159594435,2022-11-11T11.39.54.435,2.560,0.305,-0.427,0.305
1668159594475,2022-11-11T11.39.54.475,2.600,0.762,-0.549,0.335
1668159594515,2022-11-11T11.39.54.515,2.640,0.701,-0.335,0.427
1668159594555,2022-11-11T11.39.54.555,2.680,0.396,-0.183,0.518
1668159594595,2022-11-11T11.39.54.595,2.720,0.671,-0.091,0.335
1668159594635,2022-11-11T11.39.54.635,2.760,0.183,-0.152,0.427
1668159594675,2022-11-11T11.39.54.675,2.800,0.091,-0.366,0.305
1668159594715,2022-11-11T11.39.54.715,2.840,0.884,-0.427,-0.183
1668159594755,2022-11-11T11.39.54.755,2.880,0.335,-0.183,0.030
1668159594795,2022-11-11T11.39.54.795,2.920,-0.244,-0.457,0.579
1668159594835,2022-11-11T11.39.54.835,2.960,0.671,-0.640,0.488
1668159594875,2022-11-11T11.39.54.875,3.000,0.305,-0.823,0.671
1668159594915,2022-11-11T11.39.54.915,3.040,-0.091,-0.762,0.640
1668159594955,2022-11-11T11.39.54.955,3.080,0.152,-0.488,0.396
1668159594995,2022-11-11T11.39.54.995,3.120,0.640,-0.030,0.518
1668159595035,2022-11-11T11.39.55.035,3.160,1.220,0.061,0.396
1668159595075,2022-11-11T11.39.55.075,3.200,1.098,-0.640,0.457
1668159595115,2022-11-11T11.39.55.115,3.240,1.402,-0.945,0.579
1668159595155,2022-11-11T11.39.55.155,3.280,0.976,-0.427,0.793
1668159595195,2022-11-11T11.39.55.195,3.320,0.732,-0.061,0.640
1668159595235,2022-11-11T11.39.55.235,3.360,0.640,-0.244,0.457
1668159595275,2022-11-11T11.39.55.275,3.400,0.091,-0.610,0.610
1668159595315,2022-11-11T11.39.55.315,3.440,0.030,0.518,0.427
1668159595355,2022-11-11T11.39.55.355,3.480,-0.945,0.762,0.854
1668159595395,2022-11-11T11.39.55.395,3.520,0.762,-0.732,0.457
1668159595435,2022-11-11T11.39.55.435,3.560,1.250,-0.335,0.091
1668159595475,2022-11-11T11.39.55.475,3.600,0.701,1.372,0.061
1668159595515,2022-11-11T11.39.55.515,3.640,0.305,1.098,0.396
1668159595555,2022-11-11T11.39.55.555,3.680,0.335,0.030,0.488
1668159595595,2022-11-11T11.39.55.595,3.720,0.488,-0.152,0.640
1668159595635,2022-11-11T11.39.55.635,3.760,0.183,-0.640,0.976
1668159595675,2022-11-11T11.39.55.675,3.800,0.884,-1.402,0.762
1668159595715,2022-11-11T11.39.55.715,3.840,1.128,-1.768,0.305
1668159595755,2022-11-11T11.39.55.755,3.880,-0.274,-1.524,0.793
1668159595795,2022-11-11T11.39.55.795,3.920,-0.671,-1.280,0.884
1668159595835,2022-11-11T11.39.55.835,3.960,0.305,-0.030,-0.061
1668159595875,2022-11-11T11.39.55.875,4.000,-0.091,0.366,0.488
1668159595915,2022-11-11T11.39.55.915,4.040,0.152,-0.457,0.701
1668159595955,2022-11-11T11.39.55.955,4.080,0.945,-0.030,0.274
1668159595995,2022-11-11T11.39.55.995,4.120,0.152,0.335,0.915
1668159596035,2022-11-11T11.39.56.035,4.160,0.457,-0.152,0.671
1668159596075,2022-11-11T11.39.56.075,4.200,0.793,-0.610,0.366
1668159596115,2022-11-11T11.39.56.115,4.240,0.823,-0.274,0.610
1668159596155,2022-11-11T11.39.56.155,4.280,1.006,0.213,0.854
1668159596195,2022-11-11T11.39.56.195,4.320,0.915,-0.274,0.945
1668159596235,2022-11-11T11.39.56.235,4.360,2.104,-0.640,0.518
1668159596275,2022-11-11T11.39.56.275,4.400,2.439,-0.579,0.335
1668159596315,2022-11-11T11.39.56.315,4.440,1.159,-0.549,0.732
1668159596355,2022-11-11T11.39.56.355,4.480,1.159,-0.854,0.457
1668159596395,2022-11-11T11.39.56.395,4.520,1.890,-1.402,0.091
1668159596435,2022-11-11T11.39.56.435,4.560,1.494,-1.707,0.183
1668159596475,2022-11-11T11.39.56.475,4.600,-0.549,-1.067,0.427
1668159596515,2022-11-11T11.39.56.515,4.640,-0.091,-0.396,0.793
1668159596555,2022-11-11T11.39.56.555,4.680,0.671,-0.366,0.610
1668159596595,2022-11-11T11.39.56.595,4.720,0.579,-0.488,0.610
1668159596635,2022-11-11T11.39.56.635,4.760,0.488,-0.488,0.610
1668159596675,2022-11-11T11.39.56.675,4.800,0.213,-0.274,0.549
1668159596715,2022-11-11T11.39.56.715,4.840,-0.152,-0.396,0.945
1668159596755,2022-11-11T11.39.56.755,4.880,0.396,-0.610,1.189
1668159596795,2022-11-11T11.39.56.795,4.920,1.311,-0.671,1.463
1668159596835,2022-11-11T11.39.56.835,4.960,1.250,-1.220,1.768
1668159596875,2022-11-11T11.39.56.875,5.000,1.860,-0.793,1.189
1668159596915,2022-11-11T11.39.56.915,5.040,1.555,-0.122,0.884
1668159596955,2022-11-11T11.39.56.955,5.080,0.610,0.000,1.189
1668159596995,2022-11-11T11.39.56.995,5.120,0.305,-0.061,0.854
1668159597035,2022-11-11T11.39.57.035,5.160,0.732,0.152,0.030
1668159597075,2022-11-11T11.39.57.075,5.200,0.793,0.061,0.122
1668159597115,2022-11-11T11.39.57.115,5.240,1.128,-0.091,0.183
1668159597155,2022-11-11T11.39.57.155,5.280,1.433,-0.183,0.183
1668159597195,2022-11-11T11.39.57.195,5.320,1.372,-0.457,0.457
1668159597235,2022-11-11T11.39.57.235,5.360,1.738,-0.610,0.579
1668159597275,2022-11-11T11.39.57.275,5.400,1.524,-0.457,0.640
1668159597315,2022-11-11T11.39.57.315,5.440,1.982,0.030,0.366
1668159597355,2022-11-11T11.39.57.355,5.480,1.098,-0.427,0.671
1668159597395,2022-11-11T11.39.57.395,5.520,0.579,-0.640,0.854
1668159597435,2022-11-11T11.39.57.435,5.560,1.738,0.000,0.213
1668159597475,2022-11-11T11.39.57.475,5.600,0.915,-0.061,0.518
1668159597515,2022-11-11T11.39.57.515,5.640,1.189,0.030,0.244
1668159597555,2022-11-11T11.39.57.555,5.680,0.945,0.183,0.122
1668159597595,2022-11-11T11.39.57.595,5.720,0.030,0.152,0.427
1668159597635,2022-11-11T11.39.57.635,5.760,0.091,-0.274,0.305
1668159597675,2022-11-11T11.39.57.675,5.800,1.220,-0.152,-0.244
1668159597715,2022-11-11T11.39.57.715,5.840,0.701,0.274,0.000
1668159597755,2022-11-11T11.39.57.755,5.880,-0.091,0.335,0.305
1668159597795,2022-11-11T11.39.57.795,5.920,0.122,0.030,0.274
1668159597835,2022-11-11T11.39.57.835,5.960,0.610,-0.061,0.183
1668159597875,2022-11-11T11.39.57.875,6.000,0.579,-0.030,0.366
1668159597915,2022-11-11T11.39.57.915,6.040,0.732,0.030,0.335
1668159597955,2022-11-11T11.39.57.955,6.080,0.671,0.061,0.183
1668159597995,2022-11-11T11.39.57.995,6.120,0.549,0.213,0.091
1668159598035,2022-11-11T11.39.58.035,6.160,0.427,-0.030,0.183
1668159598075,2022-11-11T11.39.58.075,6.200,0.457,-0.030,0.274
1668159598115,2022-11-11T11.39.58.115,6.240,0.335,-0.030,0.457
1668159598155,2022-11-11T11.39.58.155,6.280,0.457,0.030,0.366
1668159598195,2022-11-11T11.39.58.195,6.320,0.396,-0.183,0.457
1668159598235,2022-11-11T11.39.58.235,6.360,0.762,-0.122,0.366
1668159598275,2022-11-11T11.39.58.275,6.400,0.457,-0.274,0.671
1668159598315,2022-11-11T11.39.58.315,6.440,0.579,0.061,0.457
1668159598355,2022-11-11T11.39.58.355,6.480,0.244,-0.183,0.579
1668159598395,2022-11-11T11.39.58.395,6.520,0.610,-0.518,0.335
1668159598435,2022-11-11T11.39.58.435,6.560,0.640,-0.061,0.335
1668159598475,2022-11-11T11.39.58.475,6.600,0.305,0.122,0.518
1668159598515,2022-11-11T11.39.58.515,6.640,0.366,-0.305,0.610
1668159598555,2022-11-11T11.39.58.555,6.680,0.640,-0.152,0.396
1668159598595,2022-11-11T11.39.58.595,6.720,0.305,0.030,0.518
1668159598635,2022-11-11T11.39.58.635,6.760,0.640,-0.183,0.518
1668159598675,2022-11-11T11.39.58.675,6.800,0.640,-0.274,0.488
1668159598715,2022-11-11T11.39.58.715,6.840,0.732,-0.122,0.457
1668159598755,2022-11-11T11.39.58.755,6.880,0.732,0.030,0.396
1668159598795,2022-11-11T11.39.58.795,6.920,0.640,-0.061,0.335
1668159598835,2022-11-11T11.39.58.835,6.960,0.488,-0.183,0.335
1668159598875,2022-11-11T11.39.58.875,7.000,0.518,-0.091,0.305
1668159598915,2022-11-11T11.39.58.915,7.040,0.762,-0.213,0.488
1668159598955,2022-11-11T11.39.58.955,7.080,0.823,-0.091,0.488
1668159598995,2022-11-11T11.39.58.995,7.120,0.457,-0.122,0.488
1668159599035,2022-11-11T11.39.59.035,7.160,0.488,-0.366,0.579
1668159599075,2022-11-11T11.39.59.075,7.200,0.884,-0.274,0.610
1668159599115,2022-11-11T11.39.59.115,7.240,0.823,-0.152,0.701
1668159599155,2022-11-11T11.39.59.155,7.280,0.671,-0.213,0.640
1668159599195,2022-11-11T11.39.59.195,7.320,0.701,-0.305,0.701
1668159599235,2022-11-11T11.39.59.235,7.360,0.640,-0.213,0.732
1668159599275,2022-11-11T11.39.59.275,7.400,0.701,-0.244,0.732
1668159599315,2022-11-11T11.39.59.315,7.440,0.671,-0.274,0.732
1668159599355,2022-11-11T11.39.59.355,7.480,0.976,-0.305,0.671
1668159599395,2022-11-11T11.39.59.395,7.520,0.793,-0.427,0.701
1668159599435,2022-11-11T11.39.59.435,7.560,1.006,-0.549,0.732
1668159599475,2022-11-11T11.39.59.475,7.600,1.341,-0.427,0.549
1668159599515,2022-11-11T11.39.59.515,7.640,1.433,0.091,0.305
1668159599555,2022-11-11T11.39.59.555,7.680,1.006,0.091,0.396
1668159599595,2022-11-11T11.39.59.595,7.720,1.098,-0.335,0.274
1668159599635,2022-11-11T11.39.59.635,7.760,1.250,0.183,0.091
1668159599675,2022-11-11T11.39.59.675,7.800,0.335,0.244,0.427
1668159599715,2022-11-11T11.39.59.715,7.840,0.854,-0.152,0.183
1668159599755,2022-11-11T11.39.59.755,7.880,1.311,-0.122,0.122
1668159599795,2022-11-11T11.39.59.795,7.920,0.762,0.000,0.457
1668159599835,2022-11-11T11.39.59.835,7.960,0.793,-0.305,0.427
1668159599875,2022-11-11T11.39.59.875,8.000,1.220,-0.274,0.213
1668159599915,2022-11-11T11.39.59.915,8.040,0.854,0.091,0.366
1668159599955,2022-11-11T11.39.59.955,8.080,-0.061,0.030,0.518
1668159599995,2022-11-11T11.39.59.995,8.120,0.305,-0.274,0.335
1668159600035,2022-11-11T11.40.00.035,8.160,0.518,0.152,0.274
1668159600075,2022-11-11T11.40.00.075,8.200,-0.061,0.213,0.549
1668159600115,2022-11-11T11.40.00.115,8.240,-0.213,0.152,0.335
1668159600155,2022-11-11T11.40.00.155,8.280,0.061,0.122,0.091
1668159600195,2022-11-11T11.40.00.195,8.320,0.122,0.213,0.122
1668159600235,2022-11-11T11.40.00.235,8.360,-0.061,0.183,0.305
1668159600275,2022-11-11T11.40.00.275,8.400,0.091,0.152,0.305
1668159600315,2022-11-11T11.40.00.315,8.440,0.427,0.183,0.274
1668159600355,2022-11-11T11.40.00.355,8.480,0.152,0.305,0.488
1668159600395,2022-11-11T11.40.00.395,8.520,-0.183,0.305,0.579
1668159600435,2022-11-11T11.40.00.435,8.560,0.244,0.091,0.366
1668159600475,2022-11-11T11.40.00.475,8.600,0.793,-0.122,0.305
1668159600515,2022-11-11T11.40.00.515,8.640,1.067,-0.091,0.244
1668159600555,2022-11-11T11.40.00.555,8.680,0.793,0.030,0.366
1668159600595,2022-11-11T11.40.00.595,8.720,0.640,-0.091,0.457
1668159600635,2022-11-11T11.40.00.635,8.760,0.518,-0.061,0.335
1668159600675,2022-11-11T11.40.00.675,8.800,0.335,-0.091,0.427
1668159600715,2022-11-11T11.40.00.715,8.840,0.335,-0.183,0.549
1668159600755,2022-11-11T11.40.00.755,8.880,0.427,-0.335,0.640
1668159600795,2022-11-11T11.40.00.795,8.920,0.732,-0.122,0.579
1668159600835,2022-11-11T11.40.00.835,8.960,0.579,-0.030,0.701
1668159600875,2022-11-11T11.40.00.875,9.000,0.884,-0.213,0.640
1668159600915,2022-11-11T11.40.00.915,9.040,0.976,-0.305,0.549
1668159600955,2022-11-11T11.40.00.955,9.080,0.945,-0.305,0.610
1668159600995,2022-11-11T11.40.00.995,9.120,1.311,-0.396,0.610
1668159601035,2022-11-11T11.40.01.035,9.160,1.524,-0.427,0.671
1668159601075,2022-11-11T11.40.01.075,9.200,1.220,-0.305,0.671
1668159601115,2022-11-11T11.40.01.115,9.240,0.854,-0.183,0.549
1668159601155,2022-11-11T11.40.01.155,9.280,0.640,-0.183,0.366
1668159601195,2022-11-11T11.40.01.195,9.320,-0.091,-0.183,0.396
1668159601235,2022-11-11T11.40.01.235,9.360,0.000,0.091,-0.030
1668159601275,2022-11-11T11.40.01.275,9.400,0.091,0.549,-0.457
1668159601315,2022-11-11T11.40.01.315,9.440,-0.061,0.244,-0.335
1668159601355,2022-11-11T11.40.01.355,9.480,0.732,-0.061,-0.183
1668159601395,2022-11-11T11.40.01.395,9.520,0.762,-0.518,0.610
1668159601435,2022-11-11T11.40.01.435,9.560,1.128,-0.518,0.884
1668159601475,2022-11-11T11.40.01.475,9.600,1.128,-0.183,0.854
1668159601515,2022-11-11T11.40.01.515,9.640,0.732,-0.030,0.945
1668159601555,2022-11-11T11.40.01.555,9.680,0.701,-0.030,0.701
1668159601595,2022-11-11T11.40.01.595,9.720,0.854,-0.152,0.640
1668159601635,2022-11-11T11.40.01.635,9.760,0.793,-0.183,0.762
1668159601675,2022-11-11T11.40.01.675,9.800,1.037,-0.427,0.762
1668159601715,2022-11-11T11.40.01.715,9.840,0.823,-0.457,0.610
1668159601755,2022-11-11T11.40.01.755,9.880,0.396,-0.183,0.457
1668159601795,2022-11-11T11.40.01.795,9.920,0.152,-0.030,0.457
1668159601835,2022-11-11T11.40.01.835,9.960,0.091,-0.488,0.610
1668159601875,2022-11-11T11.40.01.875,10.000,0.610,-0.427,0.518
1668159601915,2022-11-11T11.40.01.915,10.040,0.762,0.152,0.732
1668159601955,2022-11-11T11.40.01.955,10.080,1.067,-0.152,0.884
1668159601995,2022-11-11T11.40.01.995,10.120,1.616,-0.366,0.762
1668159602035,2022-11-11T11.40.02.035,10.160,1.372,-0.579,0.793
1668159602075,2022-11-11T11.40.02.075,10.200,1.463,-0.366,0.549
1668159602115,2022-11-11T11.40.02.115,10.240,0.518,-0.061,0.671
1668159602155,2022-11-11T11.40.02.155,10.280,0.945,-0.427,0.488
1668159602195,2022-11-11T11.40.02.195,10.320,0.915,-0.427,0.061
1668159602235,2022-11-11T11.40.02.235,10.360,0.823,-0.061,0.183
1668159602275,2022-11-11T11.40.02.275,10.400,0.732,0.366,0.335
1668159602315,2022-11-11T11.40.02.315,10.440,0.335,-0.061,0.610
1668159602355,2022-11-11T11.40.02.355,10.480,0.579,0.000,0.244
1668159602395,2022-11-11T11.40.02.395,10.520,0.457,0.366,0.183
1668159602435,2022-11-11T11.40.02.435,10.560,0.488,0.305,0.122
1668159602475,2022-11-11T11.40.02.475,10.600,0.732,-0.030,0.305
1668159602515,2022-11-11T11.40.02.515,10.640,1.037,-0.396,0.427
1668159602555,2022-11-11T11.40.02.555,10.680,1.280,-0.183,0.335
1668159602595,2022-11-11T11.40.02.595,10.720,0.854,0.213,0.549
1668159602635,2022-11-11T11.40.02.635,10.760,1.494,-0.091,0.701
1668159602675,2022-11-11T11.40.02.675,10.800,1.585,0.427,0.488
1668159602715,2022-11-11T11.40.02.715,10.840,-1.098,1.311,0.945
1668159602755,2022-11-11T11.40.02.755,10.880,-1.280,0.152,0.854
1668159602795,2022-11-11T11.40.02.795,10.920,1.311,-0.640,-0.305
1668159602835,2022-11-11T11.40.02.835,10.960,0.610,1.006,-0.213
1668159602875,2022-11-11T11.40.02.875,11.000,-0.427,0.579,0.793
1668159602915,2022-11-11T11.40.02.915,11.040,0.823,-0.518,0.274
1668159602955,2022-11-11T11.40.02.955,11.080,1.280,-0.213,0.305
1668159602995,2022-11-11T11.40.02.995,11.120,0.976,0.732,0.518
1668159603035,2022-11-11T11.40.03.035,11.160,0.244,-0.274,0.884
1668159603075,2022-11-11T11.40.03.075,11.200,1.799,-0.671,-0.183
1668159603115,2022-11-11T11.40.03.115,11.240,0.854,-0.030,0.183
1668159603155,2022-11-11T11.40.03.155,11.280,-0.640,0.335,0.945
1668159603195,2022-11-11T11.40.03.195,11.320,0.091,0.610,0.091
1668159603235,2022-11-11T11.40.03.235,11.360,-0.091,0.457,-0.274
1668159603275,2022-11-11T11.40.03.275,11.400,-0.457,-0.335,0.030
1668159603315,2022-11-11T11.40.03.315,11.440,0.274,-0.579,-0.061
1668159603355,2022-11-11T11.40.03.355,11.480,-0.396,-0.793,0.610
1668159603395,2022-11-11T11.40.03.395,11.520,0.427,-0.823,0.335
1668159603435,2022-11-11T11.40.03.435,11.560,1.433,-0.488,-0.244
1668159603475,2022-11-11T11.40.03.475,11.600,0.549,0.183,0.274
1668159603515,2022-11-11T11.40.03.515,11.640,-0.030,-0.152,0.640
1668159603555,2022-11-11T11.40.03.555,11.680,1.128,-0.518,0.183
1668159603595,2022-11-11T11.40.03.595,11.720,1.220,-0.152,0.274
1668159603635,2022-11-11T11.40.03.635,11.760,0.457,-0.274,0.884
1668159603675,2022-11-11T11.40.03.675,11.800,0.640,-0.823,0.793
1668159603715,2022-11-11T11.40.03.715,11.840,1.555,-0.884,0.457
1668159603755,2022-11-11T11.40.03.755,11.880,0.976,-0.396,0.640
1668159603795,2022-11-11T11.40.03.795,11.920,0.488,-0.457,0.732
1668159603835,2022-11-11T11.40.03.835,11.960,0.793,-0.671,0.457
1668159603875,2022-11-11T11.40.03.875,12.000,0.488,-0.518,0.579
1668159603915,2022-11-11T11.40.03.915,12.040,0.549,-0.213,0.488
1668159603955,2022-11-11T11.40.03.955,12.080,0.732,-0.366,0.518
1668159603995,2022-11-11T11.40.03.995,12.120,0.945,-0.549,0.579
1668159604035,2022-11-11T11.40.04.035,12.160,1.159,-0.122,0.396
1668159604075,2022-11-11T11.40.04.075,12.200,0.793,-0.030,0.549
1668159604115,2022-11-11T11.40.04.115,12.240,0.671,-0.335,0.579
1668159604155,2022-11-11T11.40.04.155,12.280,0.915,-0.396,0.518
1668159604195,2022-11-11T11.40.04.195,12.320,0.732,-0.274,0.610
1668159604235,2022-11-11T11.40.04.235,12.360,0.732,-0.122,0.610
1668159604275,2022-11-11T11.40.04.275,12.400,0.732,-0.305,0.640
1668159604315,2022-11-11T11.40.04.315,12.440,0.854,-0.549,0.549
1668159604355,2022-11-11T11.40.04.355,12.480,0.945,-0.488,0.549
1668159604395,2022-11-11T11.40.04.395,12.520,1.189,-0.244,0.457
1668159604435,2022-11-11T11.40.04.435,12.560,0.793,-0.213,0.549
1668159604475,2022-11-11T11.40.04.475,12.600,0.366,-0.366,0.518
1668159604515,2022-11-11T11.40.04.515,12.640,0.518,-0.427,0.396
1668159604555,2022-11-11T11.40.04.555,12.680,0.823,-0.061,0.366
1668159604595,2022-11-11T11.40.04.595,12.720,0.549,0.000,0.488
1668159604635,2022-11-11T11.40.04.635,12.760,0.610,-0.457,0.366
1668159604675,2022-11-11T11.40.04.675,12.800,0.732,-0.183,0.366
1668159604715,2022-11-11T11.40.04.715,12.840,0.579,0.274,0.518
1668159604755,2022-11-11T11.40.04.755,12.880,0.610,-0.061,0.335
1668159604795,2022-11-11T11.40.04.795,12.920,0.457,-0.335,0.274
1668159604835,2022-11-11T11.40.04.835,12.960,0.396,-0.213,0.396
1668159604875,2022-11-11T11.40.04.875,13.000,0.610,-0.091,0.427
1668159604915,2022-11-11T11.40.04.915,13.040,0.610,-0.183,0.396
1668159604955,2022-11-11T11.40.04.955,13.080,0.732,-0.244,0.396
1668159604995,2022-11-11T11.40.04.995,13.120,0.762,-0.091,0.518
1668159605035,2022-11-11T11.40.05.035,13.160,0.854,0.030,0.518
1668159605075,2022-11-11T11.40.05.075,13.200,0.762,-0.152,0.518
1668159605115,2022-11-11T11.40.05.115,13.240,0.671,-0.122,0.518
1668159605155,2022-11-11T11.40.05.155,13.280,0.701,-0.061,0.427
1668159605195,2022-11-11T11.40.05.195,13.320,0.610,-0.152,0.427
1668159605235,2022-11-11T11.40.05.235,13.360,0.762,-0.213,0.396
1668159605275,2022-11-11T11.40.05.275,13.400,0.610,-0.152,0.427
1668159605315,2022-11-11T11.40.05.315,13.440,0.671,-0.122,0.396
1668159605355,2022-11-11T11.40.05.355,13.480,0.701,-0.122,0.457
1668159605395,2022-11-11T11.40.05.395,13.520,0.823,-0.091,0.518
1668159605435,2022-11-11T11.40.05.435,13.560,0.640,-0.152,0.518
1668159605475,2022-11-11T11.40.05.475,13.600,0.640,-0.274,0.427
1668159605515,2022-11-11T11.40.05.515,13.640,0.610,-0.244,0.579
1668159605555,2022-11-11T11.40.05.555,13.680,0.793,0.000,0.518
1668159605595,2022-11-11T11.40.05.595,13.720,0.701,-0.122,0.549
1668159605635,2022-11-11T11.40.05.635,13.760,0.732,-0.274,0.518
1668159605675,2022-11-11T11.40.05.675,13.800,0.701,-0.274,0.518
1668159605715,2022-11-11T11.40.05.715,13.840,0.701,-0.183,0.518
1668159605755,2022-11-11T11.40.05.755,13.880,0.762,-0.183,0.427
1668159605795,2022-11-11T11.40.05.795,13.920,0.945,-0.122,0.518
1668159605835,2022-11-11T11.40.05.835,13.960,0.671,-0.030,0.579
1668159605875,2022-11-11T11.40.05.875,14.000,0.488,-0.152,0.366
1668159605915,2022-11-11T11.40.05.915,14.040,0.518,-0.213,0.427
1668159605955,2022-11-11T11.40.05.955,14.080,0.671,-0.061,0.457
1668159605995,2022-11-11T11.40.05.995,14.120,0.549,-0.152,0.457
1668159606035,2022-11-11T11.40.06.035,14.160,0.610,-0.305,0.396
1668159606075,2022-11-11T11.40.06.075,14.200,0.549,-0.091,0.457
1668159606115,2022-11-11T11.40.06.115,14.240,0.518,-0.183,0.518
1668159606155,2022-11-11T11.40.06.155,14.280,0.823,-0.030,0.366
1668159606195,2022-11-11T11.40.06.195,14.320,0.701,-0.061,0.488
1668159606235,2022-11-11T11.40.06.235,14.360,0.732,-0.122,0.488
1668159606275,2022-11-11T11.40.06.275,14.400,0.732,-0.091,0.457
1668159606315,2022-11-11T11.40.06.315,14.440,0.640,-0.030,0.366
1668159606355,2022-11-11T11.40.06.355,14.480,0.640,-0.122,0.274
1668159606395,2022-11-11T11.40.06.395,14.520,1.006,-0.244,0.396
1668159606435,2022-11-11T11.40.06.435,14.560,1.067,-0.091,0.671
1668159606475,2022-11-11T11.40.06.475,14.600,0.884,-0.183,0.732
