epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667752142992,2022-11-06T18.29.02.992,0.000,-0.284,0.171,-0.934
1667752143032,2022-11-06T18.29.03.032,0.040,-0.288,0.179,-0.942
1667752143072,2022-11-06T18.29.03.072,0.080,-0.293,0.174,-0.938
1667752143112,2022-11-06T18.29.03.112,0.120,-0.290,0.175,-0.938
1667752143152,2022-11-06T18.29.03.152,0.160,-0.288,0.177,-0.938
1667752143192,2022-11-06T18.29.03.192,0.200,-0.290,0.177,-0.938
1667752143232,2022-11-06T18.29.03.232,0.240,-0.290,0.176,-0.938
1667752143272,2022-11-06T18.29.03.272,0.280,-0.289,0.176,-0.938
1667752143312,2022-11-06T18.29.03.312,0.320,-0.290,0.177,-0.940
1667752143352,2022-11-06T18.29.03.352,0.360,-0.289,0.177,-0.939
1667752143392,2022-11-06T18.29.03.392,0.400,-0.289,0.174,-0.937
1667752143432,2022-11-06T18.29.03.432,0.440,-0.289,0.176,-0.939
1667752143472,2022-11-06T18.29.03.472,0.480,-0.289,0.177,-0.938
1667752143512,2022-11-06T18.29.03.512,0.520,-0.289,0.175,-0.938
1667752143552,2022-11-06T18.29.03.552,0.560,-0.289,0.174,-0.938
1667752143592,2022-11-06T18.29.03.592,0.600,-0.290,0.179,-0.937
1667752143632,2022-11-06T18.29.03.632,0.640,-0.288,0.176,-0.939
1667752143672,2022-11-06T18.29.03.672,0.680,-0.289,0.176,-0.938
1667752143712,2022-11-06T18.29.03.712,0.720,-0.290,0.175,-0.937
1667752143752,2022-11-06T18.29.03.752,0.760,-0.291,0.175,-0.935
1667752143792,2022-11-06T18.29.03.792,0.800,-0.289,0.175,-0.937
1667752143832,2022-11-06T18.29.03.832,0.840,-0.289,0.175,-0.938
1667752143872,2022-11-06T18.29.03.872,0.880,-0.290,0.177,-0.937
1667752143912,2022-11-06T18.29.03.912,0.920,-0.290,0.177,-0.937
1667752143952,2022-11-06T18.29.03.952,0.960,-0.287,0.175,-0.938
1667752143992,2022-11-06T18.29.03.992,1.000,-0.290,0.177,-0.938
