epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1668338585462,2022-11-13T13:23:05.462,0.000,-0.298,0.099,-0.958
1668338585502,2022-11-13T13:23:05.502,0.040,-0.300,0.102,-0.965
1668338585542,2022-11-13T13:23:05.542,0.080,-0.300,0.106,-0.963
1668338585582,2022-11-13T13:23:05.582,0.120,-0.300,0.098,-0.966
1668338585622,2022-11-13T13:23:05.622,0.160,-0.299,0.099,-0.964
1668338585662,2022-11-13T13:23:05.662,0.200,-0.296,0.101,-0.964
1668338585702,2022-11-13T13:23:05.702,0.240,-0.298,0.103,-0.964
1668338585742,2022-11-13T13:23:05.742,0.280,-0.301,0.099,-0.968
1668338585782,2022-11-13T13:23:05.782,0.320,-0.297,0.091,-0.967
1668338585822,2022-11-13T13:23:05.822,0.360,-0.294,0.096,-0.965
1668338585862,2022-11-13T13:23:05.862,0.400,-0.296,0.105,-0.964
1668338585902,2022-11-13T13:23:05.902,0.440,-0.297,0.106,-0.963
1668338585942,2022-11-13T13:23:05.942,0.480,-0.295,0.105,-0.962
1668338585982,2022-11-13T13:23:05.982,0.520,-0.299,0.100,-0.964
1668338586022,2022-11-13T13:23:06.022,0.560,-0.298,0.096,-0.966
1668338586062,2022-11-13T13:23:06.062,0.600,-0.297,0.100,-0.961
1668338586102,2022-11-13T13:23:06.102,0.640,-0.296,0.095,-0.965
1668338586142,2022-11-13T13:23:06.142,0.680,-0.297,0.100,-0.966
1668338586182,2022-11-13T13:23:06.182,0.720,-0.297,0.102,-0.964
1668338586222,2022-11-13T13:23:06.222,0.760,-0.297,0.099,-0.964
1668338586262,2022-11-13T13:23:06.262,0.800,-0.297,0.098,-0.965
1668338586302,2022-11-13T13:23:06.302,0.840,-0.296,0.096,-0.965
1668338586342,2022-11-13T13:23:06.342,0.880,-0.298,0.103,-0.962
1668338586382,2022-11-13T13:23:06.382,0.920,-0.297,0.102,-0.963
1668338586422,2022-11-13T13:23:06.422,0.960,-0.296,0.105,-0.964
1668338586462,2022-11-13T13:23:06.462,1.000,-0.297,0.101,-0.964
1668338586502,2022-11-13T13:23:06.502,1.040,-0.297,0.099,-0.965
1668338586542,2022-11-13T13:23:06.542,1.080,-0.295,0.102,-0.964
1668338586582,2022-11-13T13:23:06.582,1.120,-0.296,0.101,-0.962
1668338586622,2022-11-13T13:23:06.622,1.160,-0.296,0.105,-0.964
1668338586662,2022-11-13T13:23:06.662,1.200,-0.297,0.108,-0.963
1668338586702,2022-11-13T13:23:06.702,1.240,-0.295,0.103,-0.965
1668338586742,2022-11-13T13:23:06.742,1.280,-0.296,0.101,-0.965
1668338586782,2022-11-13T13:23:06.782,1.320,-0.298,0.096,-0.964
1668338586822,2022-11-13T13:23:06.822,1.360,-0.296,0.100,-0.964
1668338586862,2022-11-13T13:23:06.862,1.400,-0.295,0.102,-0.965
1668338586902,2022-11-13T13:23:06.902,1.440,-0.296,0.102,-0.964
1668338586942,2022-11-13T13:23:06.942,1.480,-0.296,0.103,-0.963
1668338586982,2022-11-13T13:23:06.982,1.520,-0.296,0.103,-0.963
1668338587022,2022-11-13T13:23:07.022,1.560,-0.296,0.099,-0.964
1668338587062,2022-11-13T13:23:07.062,1.600,-0.297,0.099,-0.964
1668338587102,2022-11-13T13:23:07.102,1.640,-0.297,0.102,-0.964
1668338587142,2022-11-13T13:23:07.142,1.680,-0.295,0.099,-0.965
1668338587182,2022-11-13T13:23:07.182,1.720,-0.295,0.099,-0.964
1668338587222,2022-11-13T13:23:07.222,1.760,-0.296,0.101,-0.965
1668338587262,2022-11-13T13:23:07.262,1.800,-0.299,0.103,-0.964
1668338587302,2022-11-13T13:23:07.302,1.840,-0.296,0.103,-0.963
1668338587342,2022-11-13T13:23:07.342,1.880,-0.295,0.103,-0.961
1668338587382,2022-11-13T13:23:07.382,1.920,-0.296,0.107,-0.963
1668338587422,2022-11-13T13:23:07.422,1.960,-0.297,0.105,-0.962
1668338587462,2022-11-13T13:23:07.462,2.000,-0.298,0.101,-0.965
1668338587502,2022-11-13T13:23:07.502,2.040,-0.298,0.103,-0.962
1668338587542,2022-11-13T13:23:07.542,2.080,-0.297,0.104,-0.963
1668338587582,2022-11-13T13:23:07.582,2.120,-0.297,0.105,-0.963
1668338587622,2022-11-13T13:23:07.622,2.160,-0.297,0.105,-0.963
1668338587662,2022-11-13T13:23:07.662,2.200,-0.298,0.105,-0.962
1668338587702,2022-11-13T13:23:07.702,2.240,-0.299,0.106,-0.962
1668338587742,2022-11-13T13:23:07.742,2.280,-0.298,0.107,-0.963
1668338587782,2022-11-13T13:23:07.782,2.320,-0.297,0.105,-0.962
1668338587822,2022-11-13T13:23:07.822,2.360,-0.298,0.108,-0.959
1668338587862,2022-11-13T13:23:07.862,2.400,-0.298,0.107,-0.962
1668338587902,2022-11-13T13:23:07.902,2.440,-0.298,0.109,-0.961
1668338587942,2022-11-13T13:23:07.942,2.480,-0.300,0.106,-0.964
1668338587982,2022-11-13T13:23:07.982,2.520,-0.299,0.109,-0.961
1668338588022,2022-11-13T13:23:08.022,2.560,-0.299,0.110,-0.963
1668338588062,2022-11-13T13:23:08.062,2.600,-0.297,0.108,-0.960
1668338588102,2022-11-13T13:23:08.102,2.640,-0.299,0.111,-0.959
1668338588142,2022-11-13T13:23:08.142,2.680,-0.300,0.114,-0.960
1668338588182,2022-11-13T13:23:08.182,2.720,-0.299,0.112,-0.962
1668338588222,2022-11-13T13:23:08.222,2.760,-0.298,0.108,-0.963
1668338588262,2022-11-13T13:23:08.262,2.800,-0.299,0.109,-0.962
1668338588302,2022-11-13T13:23:08.302,2.840,-0.299,0.110,-0.961
1668338588342,2022-11-13T13:23:08.342,2.880,-0.299,0.112,-0.961
1668338588382,2022-11-13T13:23:08.382,2.920,-0.298,0.110,-0.962
1668338588422,2022-11-13T13:23:08.422,2.960,-0.298,0.114,-0.960
1668338588462,2022-11-13T13:23:08.462,3.000,-0.299,0.110,-0.961
1668338588502,2022-11-13T13:23:08.502,3.040,-0.300,0.109,-0.961
1668338588542,2022-11-13T13:23:08.542,3.080,-0.298,0.105,-0.964
1668338588582,2022-11-13T13:23:08.582,3.120,-0.300,0.111,-0.961
1668338588622,2022-11-13T13:23:08.622,3.160,-0.300,0.106,-0.962
1668338588662,2022-11-13T13:23:08.662,3.200,-0.300,0.108,-0.963
1668338588702,2022-11-13T13:23:08.702,3.240,-0.297,0.109,-0.962
1668338588742,2022-11-13T13:23:08.742,3.280,-0.297,0.110,-0.959
1668338588782,2022-11-13T13:23:08.782,3.320,-0.300,0.111,-0.960
1668338588822,2022-11-13T13:23:08.822,3.360,-0.300,0.109,-0.962
1668338588862,2022-11-13T13:23:08.862,3.400,-0.297,0.106,-0.962
1668338588902,2022-11-13T13:23:08.902,3.440,-0.297,0.106,-0.960
1668338588942,2022-11-13T13:23:08.942,3.480,-0.299,0.109,-0.962
1668338588982,2022-11-13T13:23:08.982,3.520,-0.298,0.109,-0.962
1668338589022,2022-11-13T13:23:09.022,3.560,-0.298,0.108,-0.962
1668338589062,2022-11-13T13:23:09.062,3.600,-0.298,0.109,-0.960
1668338589102,2022-11-13T13:23:09.102,3.640,-0.298,0.110,-0.961
1668338589142,2022-11-13T13:23:09.142,3.680,-0.297,0.103,-0.964
1668338589182,2022-11-13T13:23:09.182,3.720,-0.297,0.105,-0.963
1668338589222,2022-11-13T13:23:09.222,3.760,-0.297,0.104,-0.964
1668338589262,2022-11-13T13:23:09.262,3.800,-0.297,0.108,-0.964
1668338589302,2022-11-13T13:23:09.302,3.840,-0.297,0.104,-0.962
1668338589342,2022-11-13T13:23:09.342,3.880,-0.297,0.105,-0.963
1668338589382,2022-11-13T13:23:09.382,3.920,-0.296,0.105,-0.962
1668338589422,2022-11-13T13:23:09.422,3.960,-0.296,0.108,-0.961
1668338589462,2022-11-13T13:23:09.462,4.000,-0.298,0.111,-0.962
1668338589502,2022-11-13T13:23:09.502,4.040,-0.298,0.105,-0.963
1668338589542,2022-11-13T13:23:09.542,4.080,-0.296,0.106,-0.962
1668338589582,2022-11-13T13:23:09.582,4.120,-0.297,0.103,-0.963
1668338589622,2022-11-13T13:23:09.622,4.160,-0.298,0.101,-0.964
1668338589662,2022-11-13T13:23:09.662,4.200,-0.297,0.106,-0.961
1668338589702,2022-11-13T13:23:09.702,4.240,-0.297,0.104,-0.964
1668338589742,2022-11-13T13:23:09.742,4.280,-0.297,0.106,-0.963
1668338589782,2022-11-13T13:23:09.782,4.320,-0.297,0.105,-0.962
1668338589822,2022-11-13T13:23:09.822,4.360,-0.297,0.104,-0.962
1668338589862,2022-11-13T13:23:09.862,4.400,-0.297,0.106,-0.962
1668338589902,2022-11-13T13:23:09.902,4.440,-0.296,0.101,-0.963
1668338589942,2022-11-13T13:23:09.942,4.480,-0.296,0.101,-0.965
1668338589982,2022-11-13T13:23:09.982,4.520,-0.299,0.104,-0.964
1668338590022,2022-11-13T13:23:10.022,4.560,-0.297,0.104,-0.962
1668338590062,2022-11-13T13:23:10.062,4.600,-0.296,0.103,-0.962
1668338590102,2022-11-13T13:23:10.102,4.640,-0.297,0.106,-0.962
1668338590142,2022-11-13T13:23:10.142,4.680,-0.297,0.109,-0.961
1668338590182,2022-11-13T13:23:10.182,4.720,-0.298,0.104,-0.964
1668338590222,2022-11-13T13:23:10.222,4.760,-0.295,0.102,-0.965
1668338590262,2022-11-13T13:23:10.262,4.800,-0.296,0.099,-0.963
1668338590302,2022-11-13T13:23:10.302,4.840,-0.296,0.102,-0.964
1668338590342,2022-11-13T13:23:10.342,4.880,-0.295,0.104,-0.963
1668338590382,2022-11-13T13:23:10.382,4.920,-0.297,0.104,-0.964
1668338590422,2022-11-13T13:23:10.422,4.960,-0.298,0.106,-0.962
1668338590462,2022-11-13T13:23:10.462,5.000,-0.297,0.103,-0.964
1668338590502,2022-11-13T13:23:10.502,5.040,-0.296,0.102,-0.961
1668338590542,2022-11-13T13:23:10.542,5.080,-0.297,0.104,-0.962
1668338590582,2022-11-13T13:23:10.582,5.120,-0.296,0.102,-0.964
1668338590622,2022-11-13T13:23:10.622,5.160,-0.296,0.105,-0.964
1668338590662,2022-11-13T13:23:10.662,5.200,-0.298,0.100,-0.964
1668338590702,2022-11-13T13:23:10.702,5.240,-0.299,0.104,-0.965
1668338590742,2022-11-13T13:23:10.742,5.280,-0.295,0.105,-0.962
1668338590782,2022-11-13T13:23:10.782,5.320,-0.294,0.103,-0.962
1668338590822,2022-11-13T13:23:10.822,5.360,-0.296,0.108,-0.961
1668338590862,2022-11-13T13:23:10.862,5.400,-0.296,0.105,-0.963
1668338590902,2022-11-13T13:23:10.902,5.440,-0.294,0.102,-0.965
1668338590942,2022-11-13T13:23:10.942,5.480,-0.297,0.101,-0.964
1668338590982,2022-11-13T13:23:10.982,5.520,-0.297,0.099,-0.963
1668338591022,2022-11-13T13:23:11.022,5.560,-0.297,0.105,-0.961
