epoch (ms),time (03:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1667909677641,2022-11-08T14:14:37.641,0.000,0.250,0.188,-0.925
1667909677681,2022-11-08T14:14:37.681,0.040,0.251,0.196,-0.933
1667909677721,2022-11-08T14:14:37.721,0.080,0.251,0.196,-0.928
1667909677761,2022-11-08T14:14:37.761,0.120,0.253,0.193,-0.927
1667909677801,2022-11-08T14:14:37.801,0.160,0.257,0.192,-0.929
1667909677841,2022-11-08T14:14:37.841,0.200,0.255,0.196,-0.930
1667909677881,2022-11-08T14:14:37.881,0.240,0.252,0.188,-0.931
1667909677921,2022-11-08T14:14:37.921,0.280,0.252,0.192,-0.929
1667909677961,2022-11-08T14:14:37.961,0.320,0.252,0.196,-0.929
1667909678001,2022-11-08T14:14:38.001,0.360,0.251,0.197,-0.928
1667909678041,2022-11-08T14:14:38.041,0.400,0.253,0.193,-0.932
1667909678081,2022-11-08T14:14:38.081,0.440,0.257,0.187,-0.934
1667909678121,2022-11-08T14:14:38.121,0.480,0.251,0.186,-0.925
1667909678161,2022-11-08T14:14:38.161,0.520,0.249,0.186,-0.930
1667909678201,2022-11-08T14:14:38.201,0.560,0.253,0.197,-0.932
1667909678241,2022-11-08T14:14:38.241,0.600,0.254,0.197,-0.928
1667909678281,2022-11-08T14:14:38.281,0.640,0.256,0.191,-0.926
1667909678321,2022-11-08T14:14:38.321,0.680,0.252,0.194,-0.927
1667909678361,2022-11-08T14:14:38.361,0.720,0.251,0.191,-0.932
1667909678401,2022-11-08T14:14:38.401,0.760,0.253,0.191,-0.929
1667909678441,2022-11-08T14:14:38.441,0.800,0.254,0.195,-0.927
1667909678481,2022-11-08T14:14:38.481,0.840,0.257,0.202,-0.929
1667909678521,2022-11-08T14:14:38.521,0.880,0.256,0.199,-0.924
1667909678561,2022-11-08T14:14:38.561,0.920,0.253,0.203,-0.926
1667909678601,2022-11-08T14:14:38.601,0.960,0.254,0.187,-0.932
1667909678641,2022-11-08T14:14:38.641,1.000,0.253,0.201,-0.927
1667909678681,2022-11-08T14:14:38.681,1.040,0.257,0.204,-0.926
1667909678721,2022-11-08T14:14:38.721,1.080,0.256,0.194,-0.926
1667909678761,2022-11-08T14:14:38.761,1.120,0.251,0.198,-0.929
1667909678801,2022-11-08T14:14:38.801,1.160,0.258,0.196,-0.929
1667909678841,2022-11-08T14:14:38.841,1.200,0.256,0.200,-0.925
1667909678881,2022-11-08T14:14:38.881,1.240,0.251,0.195,-0.927
1667909678921,2022-11-08T14:14:38.921,1.280,0.254,0.198,-0.928
1667909678961,2022-11-08T14:14:38.961,1.320,0.257,0.199,-0.925
1667909679001,2022-11-08T14:14:39.001,1.360,0.255,0.197,-0.926
1667909679041,2022-11-08T14:14:39.041,1.400,0.253,0.200,-0.928
1667909679081,2022-11-08T14:14:39.081,1.440,0.252,0.192,-0.927
1667909679121,2022-11-08T14:14:39.121,1.480,0.255,0.198,-0.928
1667909679161,2022-11-08T14:14:39.161,1.520,0.257,0.199,-0.930
1667909679201,2022-11-08T14:14:39.201,1.560,0.255,0.195,-0.927
1667909679241,2022-11-08T14:14:39.241,1.600,0.254,0.203,-0.924
1667909679281,2022-11-08T14:14:39.281,1.640,0.254,0.193,-0.927
1667909679321,2022-11-08T14:14:39.321,1.680,0.254,0.195,-0.927
1667909679361,2022-11-08T14:14:39.361,1.720,0.255,0.194,-0.925
1667909679401,2022-11-08T14:14:39.401,1.760,0.258,0.203,-0.926
1667909679441,2022-11-08T14:14:39.441,1.800,0.255,0.192,-0.931
1667909679481,2022-11-08T14:14:39.481,1.840,0.254,0.186,-0.929
1667909679521,2022-11-08T14:14:39.521,1.880,0.254,0.201,-0.925
1667909679561,2022-11-08T14:14:39.561,1.920,0.255,0.194,-0.928
1667909679601,2022-11-08T14:14:39.601,1.960,0.254,0.190,-0.929
1667909679641,2022-11-08T14:14:39.641,2.000,0.257,0.191,-0.927
1667909679681,2022-11-08T14:14:39.681,2.040,0.256,0.193,-0.929
1667909679721,2022-11-08T14:14:39.721,2.080,0.254,0.193,-0.928
1667909679761,2022-11-08T14:14:39.761,2.120,0.254,0.190,-0.929
1667909679801,2022-11-08T14:14:39.801,2.160,0.255,0.196,-0.927
1667909679841,2022-11-08T14:14:39.841,2.200,0.255,0.189,-0.928
1667909679881,2022-11-08T14:14:39.881,2.240,0.255,0.195,-0.927
1667909679921,2022-11-08T14:14:39.921,2.280,0.256,0.193,-0.928
1667909679961,2022-11-08T14:14:39.961,2.320,0.254,0.192,-0.928
1667909680001,2022-11-08T14:14:40.001,2.360,0.254,0.188,-0.929
1667909680041,2022-11-08T14:14:40.041,2.400,0.253,0.196,-0.926
1667909680081,2022-11-08T14:14:40.081,2.440,0.255,0.192,-0.931
1667909680121,2022-11-08T14:14:40.121,2.480,0.257,0.194,-0.927
1667909680161,2022-11-08T14:14:40.161,2.520,0.253,0.195,-0.924
1667909680201,2022-11-08T14:14:40.201,2.560,0.257,0.194,-0.930
1667909680241,2022-11-08T14:14:40.241,2.600,0.255,0.188,-0.925
1667909680281,2022-11-08T14:14:40.281,2.640,0.255,0.182,-0.928
1667909680321,2022-11-08T14:14:40.321,2.680,0.249,0.212,-0.931
1667909680361,2022-11-08T14:14:40.361,2.720,0.259,0.189,-0.924
1667909680401,2022-11-08T14:14:40.401,2.760,0.264,0.171,-0.926
