epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668246290573,2022-11-12T11.44.50.573,1.000,0.823,-0.274,0.427
1668246290613,2022-11-12T11.44.50.613,1.040,0.701,-0.274,0.579
1668246290653,2022-11-12T11.44.50.653,1.080,0.793,-0.244,0.640
1668246290693,2022-11-12T11.44.50.693,1.120,0.915,-0.152,0.579
1668246290733,2022-11-12T11.44.50.733,1.160,0.976,-0.091,0.549
1668246290773,2022-11-12T11.44.50.773,1.200,1.037,0.030,0.518
1668246290813,2022-11-12T11.44.50.813,1.240,0.732,-0.091,0.640
1668246290853,2022-11-12T11.44.50.853,1.280,0.396,-0.396,0.671
1668246290893,2022-11-12T11.44.50.893,1.320,0.488,-0.274,0.549
1668246290933,2022-11-12T11.44.50.933,1.360,0.488,-0.213,0.671
1668246290973,2022-11-12T11.44.50.973,1.400,0.122,-0.213,0.671
1668246291013,2022-11-12T11.44.51.013,1.440,0.274,-0.061,0.488
1668246291053,2022-11-12T11.44.51.053,1.480,0.366,-0.091,0.579
1668246291093,2022-11-12T11.44.51.093,1.520,0.396,-0.183,0.610
1668246291133,2022-11-12T11.44.51.133,1.560,0.579,-0.305,0.549
1668246291173,2022-11-12T11.44.51.173,1.600,0.732,-0.061,0.457
1668246291213,2022-11-12T11.44.51.213,1.640,0.945,0.000,0.366
1668246291253,2022-11-12T11.44.51.253,1.680,0.793,-0.061,0.244
1668246291293,2022-11-12T11.44.51.293,1.720,0.823,0.061,0.000
1668246291333,2022-11-12T11.44.51.333,1.760,0.732,0.152,-0.061
1668246291373,2022-11-12T11.44.51.373,1.800,0.732,0.091,-0.091
1668246291413,2022-11-12T11.44.51.413,1.840,0.671,0.030,0.030
1668246291453,2022-11-12T11.44.51.453,1.880,0.732,0.030,0.122
1668246291493,2022-11-12T11.44.51.493,1.920,0.762,0.000,0.244
1668246291533,2022-11-12T11.44.51.533,1.960,0.701,0.000,0.274
1668246291573,2022-11-12T11.44.51.573,2.000,0.457,-0.061,0.579
1668246291613,2022-11-12T11.44.51.613,2.040,0.244,-0.152,0.915
1668246291653,2022-11-12T11.44.51.653,2.080,0.518,-0.427,1.006
1668246291693,2022-11-12T11.44.51.693,2.120,0.823,-0.610,0.915
1668246291733,2022-11-12T11.44.51.733,2.160,0.976,-0.427,0.854
1668246291773,2022-11-12T11.44.51.773,2.200,0.732,-0.274,0.884
1668246291813,2022-11-12T11.44.51.813,2.240,0.701,-0.152,0.762
1668246291853,2022-11-12T11.44.51.853,2.280,0.854,-0.030,0.518
1668246291893,2022-11-12T11.44.51.893,2.320,0.701,-0.061,0.335
1668246291933,2022-11-12T11.44.51.933,2.360,0.549,0.000,0.274
1668246291973,2022-11-12T11.44.51.973,2.400,0.518,0.061,0.213
1668246292013,2022-11-12T11.44.52.013,2.440,0.640,0.183,0.091
1668246292053,2022-11-12T11.44.52.053,2.480,0.396,0.122,0.061
1668246292093,2022-11-12T11.44.52.093,2.520,0.366,-0.061,0.091
1668246292133,2022-11-12T11.44.52.133,2.560,-0.244,-0.305,0.427
1668246292173,2022-11-12T11.44.52.173,2.600,0.000,-0.488,0.579
1668246292213,2022-11-12T11.44.52.213,2.640,0.427,-0.823,0.793
1668246292253,2022-11-12T11.44.52.253,2.680,0.640,-0.579,0.213
1668246292293,2022-11-12T11.44.52.293,2.720,-0.152,-0.610,0.457
1668246292333,2022-11-12T11.44.52.333,2.760,0.305,-0.457,0.305
1668246292373,2022-11-12T11.44.52.373,2.800,0.457,-0.122,0.122
1668246292413,2022-11-12T11.44.52.413,2.840,0.061,0.122,0.213
1668246292453,2022-11-12T11.44.52.453,2.880,0.000,0.518,-0.030
1668246292493,2022-11-12T11.44.52.493,2.920,0.335,0.640,-0.366
1668246292533,2022-11-12T11.44.52.533,2.960,0.518,0.366,-0.335
1668246292573,2022-11-12T11.44.52.573,3.000,-0.030,0.244,0.091
1668246292613,2022-11-12T11.44.52.613,3.040,-0.762,-0.152,0.579
1668246292653,2022-11-12T11.44.52.653,3.080,-0.152,-0.152,0.518
1668246292693,2022-11-12T11.44.52.693,3.120,-0.030,-0.305,0.610
1668246292733,2022-11-12T11.44.52.733,3.160,0.366,-0.427,0.610
1668246292773,2022-11-12T11.44.52.773,3.200,0.976,0.122,0.457
1668246292813,2022-11-12T11.44.52.813,3.240,1.037,0.457,0.518
1668246292853,2022-11-12T11.44.52.853,3.280,1.159,0.518,0.518
1668246292893,2022-11-12T11.44.52.893,3.320,0.579,-0.396,0.518
1668246292933,2022-11-12T11.44.52.933,3.360,0.701,-0.640,0.183
1668246292973,2022-11-12T11.44.52.973,3.400,0.183,-0.488,0.335
1668246293013,2022-11-12T11.44.53.013,3.440,0.427,-0.427,0.579
1668246293053,2022-11-12T11.44.53.053,3.480,0.762,-0.335,0.579
1668246293093,2022-11-12T11.44.53.093,3.520,0.640,-0.427,0.457
1668246293133,2022-11-12T11.44.53.133,3.560,0.854,-0.762,0.244
1668246293173,2022-11-12T11.44.53.173,3.600,0.884,-0.945,0.183
1668246293213,2022-11-12T11.44.53.213,3.640,0.701,-0.884,0.366
1668246293253,2022-11-12T11.44.53.253,3.680,0.732,-0.762,0.335
1668246293293,2022-11-12T11.44.53.293,3.720,0.152,-0.518,0.457
1668246293333,2022-11-12T11.44.53.333,3.760,-0.305,-0.366,0.671
1668246293373,2022-11-12T11.44.53.373,3.800,0.244,0.000,0.549
1668246293413,2022-11-12T11.44.53.413,3.840,0.732,0.213,0.305
1668246293453,2022-11-12T11.44.53.453,3.880,0.244,0.396,0.396
1668246293493,2022-11-12T11.44.53.493,3.920,-0.091,0.183,0.427
1668246293533,2022-11-12T11.44.53.533,3.960,-0.183,0.000,0.366
1668246293573,2022-11-12T11.44.53.573,4.000,-1.006,-0.152,0.671
1668246293613,2022-11-12T11.44.53.613,4.040,-0.152,-0.305,0.457
1668246293653,2022-11-12T11.44.53.653,4.080,1.128,-0.305,0.183
1668246293693,2022-11-12T11.44.53.693,4.120,0.610,-0.549,0.579
1668246293733,2022-11-12T11.44.53.733,4.160,1.280,-0.427,0.579
1668246293773,2022-11-12T11.44.53.773,4.200,1.921,-0.457,0.457
1668246293813,2022-11-12T11.44.53.813,4.240,1.707,-0.579,0.488
1668246293853,2022-11-12T11.44.53.853,4.280,1.433,-0.396,0.701
1668246293893,2022-11-12T11.44.53.893,4.320,1.159,-0.610,0.793
1668246293933,2022-11-12T11.44.53.933,4.360,1.646,-0.305,0.549
1668246293973,2022-11-12T11.44.53.973,4.400,0.762,-0.366,0.823
1668246294013,2022-11-12T11.44.54.013,4.440,0.732,-0.396,0.732
1668246294053,2022-11-12T11.44.54.053,4.480,0.701,-0.366,0.671
1668246294093,2022-11-12T11.44.54.093,4.520,0.640,-0.549,0.640
1668246294133,2022-11-12T11.44.54.133,4.560,0.793,-0.488,0.488
1668246294173,2022-11-12T11.44.54.173,4.600,0.884,-0.274,0.396
1668246294213,2022-11-12T11.44.54.213,4.640,0.854,-0.122,0.396
1668246294253,2022-11-12T11.44.54.253,4.680,1.067,-0.030,0.244
1668246294293,2022-11-12T11.44.54.293,4.720,0.610,-0.244,0.457
1668246294333,2022-11-12T11.44.54.333,4.760,1.159,0.000,0.366
1668246294373,2022-11-12T11.44.54.373,4.800,0.732,-0.183,0.518
1668246294413,2022-11-12T11.44.54.413,4.840,0.610,-0.183,0.549
1668246294453,2022-11-12T11.44.54.453,4.880,0.457,-0.488,0.549
1668246294493,2022-11-12T11.44.54.493,4.920,0.762,-0.640,0.488
1668246294533,2022-11-12T11.44.54.533,4.960,0.579,-0.640,0.518
1668246294573,2022-11-12T11.44.54.573,5.000,0.701,-0.335,0.457
1668246294613,2022-11-12T11.44.54.613,5.040,0.579,-0.488,0.335
1668246294653,2022-11-12T11.44.54.653,5.080,0.610,-0.396,0.152
1668246294693,2022-11-12T11.44.54.693,5.120,0.671,-0.030,0.091
1668246294733,2022-11-12T11.44.54.733,5.160,0.640,-0.274,0.183
1668246294773,2022-11-12T11.44.54.773,5.200,0.823,-0.244,0.061
1668246294813,2022-11-12T11.44.54.813,5.240,-0.610,-0.701,0.091
1668246294853,2022-11-12T11.44.54.853,5.280,0.579,-0.213,0.000
1668246294893,2022-11-12T11.44.54.893,5.320,0.183,-0.030,0.305
1668246294933,2022-11-12T11.44.54.933,5.360,0.183,0.244,0.396
1668246294973,2022-11-12T11.44.54.973,5.400,0.061,0.213,0.457
1668246295013,2022-11-12T11.44.55.013,5.440,0.396,-0.030,0.396
1668246295053,2022-11-12T11.44.55.053,5.480,0.274,-0.152,0.549
1668246295093,2022-11-12T11.44.55.093,5.520,0.701,0.061,0.457
1668246295133,2022-11-12T11.44.55.133,5.560,0.640,0.183,0.640
1668246295173,2022-11-12T11.44.55.173,5.600,0.823,0.244,0.579
1668246295213,2022-11-12T11.44.55.213,5.640,0.579,0.091,0.610
1668246295253,2022-11-12T11.44.55.253,5.680,0.488,-0.061,0.610
1668246295293,2022-11-12T11.44.55.293,5.720,0.488,-0.335,0.610
1668246295333,2022-11-12T11.44.55.333,5.760,0.549,-0.213,0.549
1668246295373,2022-11-12T11.44.55.373,5.800,0.488,-0.122,0.457
1668246295413,2022-11-12T11.44.55.413,5.840,0.488,-0.122,0.457
1668246295453,2022-11-12T11.44.55.453,5.880,0.671,-0.213,0.427
1668246295493,2022-11-12T11.44.55.493,5.920,0.701,-0.122,0.427
1668246295533,2022-11-12T11.44.55.533,5.960,0.793,-0.091,0.396
1668246295573,2022-11-12T11.44.55.573,6.000,0.701,-0.122,0.427
1668246295613,2022-11-12T11.44.55.613,6.040,0.640,-0.061,0.427
1668246295653,2022-11-12T11.44.55.653,6.080,0.610,-0.061,0.335
1668246295693,2022-11-12T11.44.55.693,6.120,0.701,0.000,0.305
1668246295733,2022-11-12T11.44.55.733,6.160,0.549,-0.061,0.457
1668246295773,2022-11-12T11.44.55.773,6.200,0.152,-0.274,0.610
1668246295813,2022-11-12T11.44.55.813,6.240,0.122,-0.244,0.518
1668246295853,2022-11-12T11.44.55.853,6.280,0.335,-0.122,0.457
1668246295893,2022-11-12T11.44.55.893,6.320,0.396,-0.152,0.549
1668246295933,2022-11-12T11.44.55.933,6.360,0.518,-0.122,0.518
1668246295973,2022-11-12T11.44.55.973,6.400,0.518,-0.091,0.427
1668246296013,2022-11-12T11.44.56.013,6.440,0.579,-0.213,0.549
1668246296053,2022-11-12T11.44.56.053,6.480,0.427,-0.305,0.579
1668246296093,2022-11-12T11.44.56.093,6.520,0.396,-0.274,0.488
1668246296133,2022-11-12T11.44.56.133,6.560,0.427,-0.244,0.396
1668246296173,2022-11-12T11.44.56.173,6.600,0.701,-0.122,0.427
1668246296213,2022-11-12T11.44.56.213,6.640,0.640,-0.061,0.488
1668246296253,2022-11-12T11.44.56.253,6.680,0.732,-0.030,0.427
1668246296293,2022-11-12T11.44.56.293,6.720,0.640,-0.152,0.427
1668246296333,2022-11-12T11.44.56.333,6.760,0.732,-0.030,0.396
1668246296373,2022-11-12T11.44.56.373,6.800,0.579,-0.061,0.427
1668246296413,2022-11-12T11.44.56.413,6.840,0.640,-0.122,0.366
1668246296453,2022-11-12T11.44.56.453,6.880,0.701,-0.152,0.457
1668246296493,2022-11-12T11.44.56.493,6.920,0.640,-0.061,0.488
1668246296533,2022-11-12T11.44.56.533,6.960,0.579,-0.030,0.427
1668246296573,2022-11-12T11.44.56.573,7.000,0.610,-0.152,0.457
1668246296613,2022-11-12T11.44.56.613,7.040,0.518,-0.244,0.518
1668246296653,2022-11-12T11.44.56.653,7.080,0.671,-0.152,0.518
1668246296693,2022-11-12T11.44.56.693,7.120,0.518,-0.122,0.579
1668246296733,2022-11-12T11.44.56.733,7.160,0.488,-0.183,0.549
1668246296773,2022-11-12T11.44.56.773,7.200,0.488,-0.183,0.579
1668246296813,2022-11-12T11.44.56.813,7.240,0.488,-0.091,0.549
1668246296853,2022-11-12T11.44.56.853,7.280,0.610,-0.091,0.427
1668246296893,2022-11-12T11.44.56.893,7.320,0.671,-0.244,0.366
1668246296933,2022-11-12T11.44.56.933,7.360,0.854,-0.488,0.457
1668246296973,2022-11-12T11.44.56.973,7.400,1.098,-0.579,0.518
1668246297013,2022-11-12T11.44.57.013,7.440,0.671,0.061,0.396
1668246297053,2022-11-12T11.44.57.053,7.480,0.427,0.244,0.335
1668246297093,2022-11-12T11.44.57.093,7.520,0.488,0.183,0.396
1668246297133,2022-11-12T11.44.57.133,7.560,0.457,-0.061,0.366
1668246297173,2022-11-12T11.44.57.173,7.600,0.640,-0.122,0.335
1668246297213,2022-11-12T11.44.57.213,7.640,0.701,-0.152,0.457
1668246297253,2022-11-12T11.44.57.253,7.680,0.610,-0.152,0.457
1668246297293,2022-11-12T11.44.57.293,7.720,0.579,-0.152,0.396
1668246297333,2022-11-12T11.44.57.333,7.760,0.701,-0.061,0.457
1668246297373,2022-11-12T11.44.57.373,7.800,0.549,-0.152,0.579
1668246297413,2022-11-12T11.44.57.413,7.840,0.701,-0.091,0.457
1668246297453,2022-11-12T11.44.57.453,7.880,0.640,-0.122,0.427
1668246297493,2022-11-12T11.44.57.493,7.920,0.579,-0.061,0.518
1668246297533,2022-11-12T11.44.57.533,7.960,0.549,-0.122,0.579
1668246297573,2022-11-12T11.44.57.573,8.000,0.518,-0.061,0.457
1668246297613,2022-11-12T11.44.57.613,8.040,0.427,-0.091,0.427
1668246297653,2022-11-12T11.44.57.653,8.080,0.610,-0.183,0.396
1668246297693,2022-11-12T11.44.57.693,8.120,0.945,0.000,0.366
1668246297733,2022-11-12T11.44.57.733,8.160,0.610,-0.213,0.396
1668246297773,2022-11-12T11.44.57.773,8.200,0.488,-0.244,0.366
1668246297813,2022-11-12T11.44.57.813,8.240,0.579,-0.274,0.366
1668246297853,2022-11-12T11.44.57.853,8.280,0.640,-0.213,0.366
1668246297893,2022-11-12T11.44.57.893,8.320,0.549,-0.213,0.335
1668246297933,2022-11-12T11.44.57.933,8.360,0.610,-0.213,0.366
1668246297973,2022-11-12T11.44.57.973,8.400,0.640,-0.213,0.427
1668246298013,2022-11-12T11.44.58.013,8.440,0.579,-0.244,0.457
1668246298053,2022-11-12T11.44.58.053,8.480,0.488,-0.274,0.457
1668246298093,2022-11-12T11.44.58.093,8.520,0.488,-0.366,0.427
1668246298133,2022-11-12T11.44.58.133,8.560,0.549,-0.335,0.457
1668246298173,2022-11-12T11.44.58.173,8.600,0.549,-0.152,0.488
1668246298213,2022-11-12T11.44.58.213,8.640,0.762,-0.030,0.427
1668246298253,2022-11-12T11.44.58.253,8.680,0.610,-0.183,0.518
1668246298293,2022-11-12T11.44.58.293,8.720,0.549,-0.213,0.549
1668246298333,2022-11-12T11.44.58.333,8.760,0.579,-0.274,0.610
1668246298373,2022-11-12T11.44.58.373,8.800,0.610,-0.183,0.518
1668246298413,2022-11-12T11.44.58.413,8.840,0.518,0.030,0.457
1668246298453,2022-11-12T11.44.58.453,8.880,0.518,-0.061,0.457
1668246298493,2022-11-12T11.44.58.493,8.920,0.762,-0.030,0.366
1668246298533,2022-11-12T11.44.58.533,8.960,0.610,-0.030,0.457
1668246298573,2022-11-12T11.44.58.573,9.000,0.701,-0.061,0.335
1668246298613,2022-11-12T11.44.58.613,9.040,0.701,-0.091,0.366
1668246298653,2022-11-12T11.44.58.653,9.080,0.518,-0.274,0.457
1668246298693,2022-11-12T11.44.58.693,9.120,0.488,-0.213,0.335
1668246298733,2022-11-12T11.44.58.733,9.160,0.610,-0.061,0.366
1668246298773,2022-11-12T11.44.58.773,9.200,0.640,-0.122,0.427
1668246298813,2022-11-12T11.44.58.813,9.240,0.579,-0.091,0.427
1668246298853,2022-11-12T11.44.58.853,9.280,0.457,-0.122,0.488
1668246298893,2022-11-12T11.44.58.893,9.320,0.335,-0.274,0.549
1668246298933,2022-11-12T11.44.58.933,9.360,0.457,-0.183,0.579
1668246298973,2022-11-12T11.44.58.973,9.400,0.610,0.000,0.549
1668246299013,2022-11-12T11.44.59.013,9.440,0.823,-0.091,0.457
1668246299053,2022-11-12T11.44.59.053,9.480,0.610,-0.183,0.457
1668246299093,2022-11-12T11.44.59.093,9.520,0.640,-0.061,0.549
1668246299133,2022-11-12T11.44.59.133,9.560,0.610,-0.091,0.579
1668246299173,2022-11-12T11.44.59.173,9.600,0.640,-0.061,0.457
1668246299213,2022-11-12T11.44.59.213,9.640,0.427,-0.091,0.396
1668246299253,2022-11-12T11.44.59.253,9.680,0.610,-0.152,0.396
1668246299293,2022-11-12T11.44.59.293,9.720,0.732,-0.122,0.457
1668246299333,2022-11-12T11.44.59.333,9.760,0.610,0.030,0.457
1668246299373,2022-11-12T11.44.59.373,9.800,0.732,-0.030,0.366
1668246299413,2022-11-12T11.44.59.413,9.840,0.579,-0.183,0.488
1668246299453,2022-11-12T11.44.59.453,9.880,0.579,-0.152,0.457
1668246299493,2022-11-12T11.44.59.493,9.920,0.579,-0.091,0.366
1668246299533,2022-11-12T11.44.59.533,9.960,0.671,-0.122,0.427
1668246299573,2022-11-12T11.44.59.573,10.000,0.640,-0.030,0.488
1668246299613,2022-11-12T11.44.59.613,10.040,0.549,-0.122,0.518
1668246299653,2022-11-12T11.44.59.653,10.080,0.579,-0.274,0.396
1668246299693,2022-11-12T11.44.59.693,10.120,0.518,-0.183,0.457
1668246299733,2022-11-12T11.44.59.733,10.160,0.640,-0.030,0.549
1668246299773,2022-11-12T11.44.59.773,10.200,0.671,-0.152,0.518
1668246299813,2022-11-12T11.44.59.813,10.240,0.427,-0.122,0.579
1668246299853,2022-11-12T11.44.59.853,10.280,0.579,0.030,0.549
1668246299893,2022-11-12T11.44.59.893,10.320,0.793,-0.122,0.427
1668246299933,2022-11-12T11.44.59.933,10.360,0.579,-0.305,0.457
1668246299973,2022-11-12T11.44.59.973,10.400,0.396,-0.213,0.427
1668246300013,2022-11-12T11.45.00.013,10.440,0.457,0.030,0.335
1668246300053,2022-11-12T11.45.00.053,10.480,0.762,0.061,0.366
1668246300093,2022-11-12T11.45.00.093,10.520,0.701,-0.061,0.427
1668246300133,2022-11-12T11.45.00.133,10.560,0.579,-0.183,0.457
1668246300173,2022-11-12T11.45.00.173,10.600,0.671,-0.091,0.396
1668246300213,2022-11-12T11.45.00.213,10.640,0.671,-0.061,0.457
1668246300253,2022-11-12T11.45.00.253,10.680,0.671,-0.244,0.427
1668246300293,2022-11-12T11.45.00.293,10.720,0.518,-0.366,0.396
1668246300333,2022-11-12T11.45.00.333,10.760,0.579,-0.274,0.396
1668246300373,2022-11-12T11.45.00.373,10.800,0.671,-0.183,0.488
1668246300413,2022-11-12T11.45.00.413,10.840,0.610,-0.061,0.457
1668246300453,2022-11-12T11.45.00.453,10.880,0.640,-0.030,0.488
1668246300493,2022-11-12T11.45.00.493,10.920,0.640,0.000,0.457
1668246300533,2022-11-12T11.45.00.533,10.960,0.488,-0.091,0.518
1668246300573,2022-11-12T11.45.00.573,11.000,0.579,-0.122,0.488
1668246300613,2022-11-12T11.45.00.613,11.040,0.732,0.061,0.549
1668246300653,2022-11-12T11.45.00.653,11.080,0.640,-0.030,0.518
1668246300693,2022-11-12T11.45.00.693,11.120,0.488,-0.091,0.518
1668246300733,2022-11-12T11.45.00.733,11.160,0.549,-0.061,0.549
1668246300773,2022-11-12T11.45.00.773,11.200,0.640,0.030,0.610
1668246300813,2022-11-12T11.45.00.813,11.240,0.457,-0.122,0.610
1668246300853,2022-11-12T11.45.00.853,11.280,0.579,-0.244,0.549
1668246300893,2022-11-12T11.45.00.893,11.320,0.671,-0.152,0.549
1668246300933,2022-11-12T11.45.00.933,11.360,0.610,0.000,0.549
1668246300973,2022-11-12T11.45.00.973,11.400,0.579,-0.183,0.488
1668246301013,2022-11-12T11.45.01.013,11.440,0.610,-0.274,0.518
1668246301053,2022-11-12T11.45.01.053,11.480,0.396,-0.366,0.762
1668246301093,2022-11-12T11.45.01.093,11.520,0.732,-0.122,0.762
1668246301133,2022-11-12T11.45.01.133,11.560,0.640,-0.122,0.854
1668246301173,2022-11-12T11.45.01.173,11.600,0.396,-0.427,0.976
1668246301213,2022-11-12T11.45.01.213,11.640,0.396,-0.427,1.098
1668246301253,2022-11-12T11.45.01.253,11.680,0.488,-0.091,0.915
1668246301293,2022-11-12T11.45.01.293,11.720,0.518,-0.183,0.732
1668246301333,2022-11-12T11.45.01.333,11.760,0.518,-0.366,0.762
1668246301373,2022-11-12T11.45.01.373,11.800,0.488,-0.305,0.732
1668246301413,2022-11-12T11.45.01.413,11.840,0.671,-0.152,0.518
1668246301453,2022-11-12T11.45.01.453,11.880,0.701,-0.183,0.427
1668246301493,2022-11-12T11.45.01.493,11.920,0.579,-0.152,0.213
1668246301533,2022-11-12T11.45.01.533,11.960,0.640,0.152,0.122
1668246301573,2022-11-12T11.45.01.573,12.000,0.640,0.122,0.305
1668246301613,2022-11-12T11.45.01.613,12.040,0.427,-0.122,0.305
1668246301653,2022-11-12T11.45.01.653,12.080,0.244,-0.396,0.457
1668246301693,2022-11-12T11.45.01.693,12.120,0.518,-0.396,0.488
1668246301733,2022-11-12T11.45.01.733,12.160,0.640,0.030,0.610
1668246301773,2022-11-12T11.45.01.773,12.200,0.244,-0.213,0.762
1668246301813,2022-11-12T11.45.01.813,12.240,0.701,-0.213,0.488
1668246301853,2022-11-12T11.45.01.853,12.280,0.579,-0.091,0.610
1668246301893,2022-11-12T11.45.01.893,12.320,0.854,-0.061,0.732
1668246301933,2022-11-12T11.45.01.933,12.360,0.945,-0.274,0.671
1668246301973,2022-11-12T11.45.01.973,12.400,1.037,-0.305,0.488
1668246302013,2022-11-12T11.45.02.013,12.440,1.006,-0.183,0.366
1668246302053,2022-11-12T11.45.02.053,12.480,0.579,0.091,0.366
1668246302093,2022-11-12T11.45.02.093,12.520,0.396,0.030,0.213
1668246302133,2022-11-12T11.45.02.133,12.560,0.305,-0.091,0.183
1668246302173,2022-11-12T11.45.02.173,12.600,0.366,-0.030,0.244
1668246302213,2022-11-12T11.45.02.213,12.640,0.518,-0.061,0.396
1668246302253,2022-11-12T11.45.02.253,12.680,0.671,-0.152,0.396
1668246302293,2022-11-12T11.45.02.293,12.720,0.610,-0.305,0.305
1668246302333,2022-11-12T11.45.02.333,12.760,0.793,-0.274,0.305
1668246302373,2022-11-12T11.45.02.373,12.800,0.701,-0.122,0.488
1668246302413,2022-11-12T11.45.02.413,12.840,0.366,0.091,0.549
1668246302453,2022-11-12T11.45.02.453,12.880,0.366,-0.122,0.518
1668246302493,2022-11-12T11.45.02.493,12.920,0.671,-0.427,0.396
1668246302533,2022-11-12T11.45.02.533,12.960,0.671,-0.366,0.457
1668246302573,2022-11-12T11.45.02.573,13.000,0.427,-0.152,0.579
1668246302613,2022-11-12T11.45.02.613,13.040,0.488,-0.183,0.671
1668246302653,2022-11-12T11.45.02.653,13.080,0.610,-0.305,0.701
1668246302693,2022-11-12T11.45.02.693,13.120,0.518,-0.152,0.610
1668246302733,2022-11-12T11.45.02.733,13.160,0.396,-0.091,0.579
1668246302773,2022-11-12T11.45.02.773,13.200,0.335,-0.366,0.762
1668246302813,2022-11-12T11.45.02.813,13.240,0.488,-0.305,0.732
1668246302853,2022-11-12T11.45.02.853,13.280,0.427,-0.183,0.701
1668246302893,2022-11-12T11.45.02.893,13.320,0.732,-0.152,0.549
1668246302933,2022-11-12T11.45.02.933,13.360,0.762,-0.213,0.549
1668246302973,2022-11-12T11.45.02.973,13.400,0.671,-0.244,0.549
1668246303013,2022-11-12T11.45.03.013,13.440,0.640,0.000,0.518
1668246303053,2022-11-12T11.45.03.053,13.480,0.793,0.061,0.488
1668246303093,2022-11-12T11.45.03.093,13.520,0.671,0.000,0.488
1668246303133,2022-11-12T11.45.03.133,13.560,0.518,-0.091,0.396
1668246303173,2022-11-12T11.45.03.173,13.600,0.762,-0.061,0.305
1668246303213,2022-11-12T11.45.03.213,13.640,0.976,0.030,0.366
1668246303253,2022-11-12T11.45.03.253,13.680,0.732,-0.061,0.427
1668246303293,2022-11-12T11.45.03.293,13.720,0.579,-0.091,0.335
1668246303333,2022-11-12T11.45.03.333,13.760,0.610,0.030,0.396
1668246303373,2022-11-12T11.45.03.373,13.800,0.610,0.061,0.488
1668246303413,2022-11-12T11.45.03.413,13.840,0.640,-0.091,0.488
1668246303453,2022-11-12T11.45.03.453,13.880,0.457,-0.335,0.549
1668246303493,2022-11-12T11.45.03.493,13.920,0.549,-0.274,0.640
1668246303533,2022-11-12T11.45.03.533,13.960,0.671,-0.091,0.732
1668246303573,2022-11-12T11.45.03.573,14.000,0.671,-0.030,0.762
1668246303613,2022-11-12T11.45.03.613,14.040,0.488,-0.213,0.701
1668246303653,2022-11-12T11.45.03.653,14.080,0.579,-0.213,0.671
1668246303693,2022-11-12T11.45.03.693,14.120,0.701,-0.061,0.610
1668246303733,2022-11-12T11.45.03.733,14.160,0.793,-0.122,0.579
1668246303773,2022-11-12T11.45.03.773,14.200,0.640,-0.152,0.488
1668246303813,2022-11-12T11.45.03.813,14.240,0.671,-0.061,0.518
1668246303853,2022-11-12T11.45.03.853,14.280,0.549,-0.030,0.518
1668246303893,2022-11-12T11.45.03.893,14.320,0.335,0.061,0.366
1668246303933,2022-11-12T11.45.03.933,14.360,0.518,-0.152,0.305
1668246303973,2022-11-12T11.45.03.973,14.400,1.098,0.244,0.366
1668246304013,2022-11-12T11.45.04.013,14.440,0.854,0.396,0.610
1668246304053,2022-11-12T11.45.04.053,14.480,0.854,0.305,0.518
1668246304093,2022-11-12T11.45.04.093,14.520,0.671,0.061,0.366
1668246304133,2022-11-12T11.45.04.133,14.560,0.457,-0.061,0.427
1668246304173,2022-11-12T11.45.04.173,14.600,0.518,-0.152,0.457
