epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668188014634,2022-11-11T19:33:34.634,0.000,-0.640,-0.427,0.366
1668188014674,2022-11-11T19:33:34.674,0.040,-0.762,-0.335,0.396
1668188014714,2022-11-11T19:33:34.714,0.080,-0.488,-0.244,0.366
1668188014754,2022-11-11T19:33:34.754,0.120,-0.335,-0.335,0.366
1668188014794,2022-11-11T19:33:34.794,0.160,-0.457,-0.335,0.335
1668188014834,2022-11-11T19:33:34.834,0.200,-0.366,-0.366,0.335
1668188014874,2022-11-11T19:33:34.874,0.240,-0.366,-0.396,0.305
1668188014914,2022-11-11T19:33:34.914,0.280,-0.335,-0.457,0.305
1668188014954,2022-11-11T19:33:34.954,0.320,-0.183,-0.396,0.274
1668188014994,2022-11-11T19:33:34.994,0.360,-0.091,-0.305,0.305
1668188015034,2022-11-11T19:33:35.034,0.400,-0.274,-0.183,0.335
1668188015074,2022-11-11T19:33:35.074,0.440,-0.213,-0.152,0.396
1668188015114,2022-11-11T19:33:35.114,0.480,-0.183,-0.061,0.396
1668188015154,2022-11-11T19:33:35.154,0.520,-0.366,-0.183,0.366
1668188015194,2022-11-11T19:33:35.194,0.560,-0.244,0.000,0.427
1668188015234,2022-11-11T19:33:35.234,0.600,-0.457,-0.030,0.579
1668188015274,2022-11-11T19:33:35.274,0.640,-0.579,0.091,0.579
1668188015314,2022-11-11T19:33:35.314,0.680,-0.549,0.061,0.610
1668188015354,2022-11-11T19:33:35.354,0.720,-0.213,0.122,0.671
1668188015394,2022-11-11T19:33:35.394,0.760,-0.732,-0.091,0.549
1668188015434,2022-11-11T19:33:35.434,0.800,-0.549,-0.152,0.518
1668188015474,2022-11-11T19:33:35.474,0.840,-0.366,-0.274,0.396
1668188015514,2022-11-11T19:33:35.514,0.880,-0.305,-0.396,0.335
1668188015554,2022-11-11T19:33:35.554,0.920,-0.427,-0.305,0.335
1668188015594,2022-11-11T19:33:35.594,0.960,-0.427,-0.244,0.457
1668188015634,2022-11-11T19:33:35.634,1.000,-0.579,-0.244,0.518
1668188015674,2022-11-11T19:33:35.674,1.040,-0.549,-0.244,0.457
1668188015714,2022-11-11T19:33:35.714,1.080,-0.335,-0.305,0.396
1668188015754,2022-11-11T19:33:35.754,1.120,-0.305,-0.396,0.335
1668188015794,2022-11-11T19:33:35.794,1.160,-0.335,-0.335,0.335
1668188015834,2022-11-11T19:33:35.834,1.200,-0.274,-0.274,0.305
1668188015874,2022-11-11T19:33:35.874,1.240,-0.671,-0.366,0.366
1668188015914,2022-11-11T19:33:35.914,1.280,-0.457,-0.457,0.396
1668188015954,2022-11-11T19:33:35.954,1.320,-0.122,-0.305,0.366
1668188015994,2022-11-11T19:33:35.994,1.360,-0.366,-0.274,0.274
1668188016034,2022-11-11T19:33:36.034,1.400,-0.427,-0.152,0.305
1668188016074,2022-11-11T19:33:36.074,1.440,-0.396,-0.213,0.427
1668188016114,2022-11-11T19:33:36.114,1.480,-0.366,-0.335,0.396
1668188016154,2022-11-11T19:33:36.154,1.520,-0.335,-0.274,0.396
1668188016194,2022-11-11T19:33:36.194,1.560,-0.549,-0.366,0.396
1668188016234,2022-11-11T19:33:36.234,1.600,-0.183,-0.366,0.396
1668188016274,2022-11-11T19:33:36.274,1.640,-0.091,-0.335,0.274
1668188016314,2022-11-11T19:33:36.314,1.680,-0.213,-0.183,0.244
1668188016354,2022-11-11T19:33:36.354,1.720,-0.396,-0.152,0.396
1668188016394,2022-11-11T19:33:36.394,1.760,-0.518,-0.183,0.579
1668188016434,2022-11-11T19:33:36.434,1.800,-0.274,-0.122,0.549
1668188016474,2022-11-11T19:33:36.474,1.840,-0.427,-0.152,0.427
1668188016514,2022-11-11T19:33:36.514,1.880,-0.488,-0.213,0.366
1668188016554,2022-11-11T19:33:36.554,1.920,-0.305,-0.305,0.366
1668188016594,2022-11-11T19:33:36.594,1.960,-0.152,-0.274,0.366
1668188016634,2022-11-11T19:33:36.634,2.000,-0.335,-0.274,0.427
1668188016674,2022-11-11T19:33:36.674,2.040,-0.213,-0.244,0.366
1668188016714,2022-11-11T19:33:36.714,2.080,-0.122,-0.213,0.396
1668188016754,2022-11-11T19:33:36.754,2.120,-0.366,-0.244,0.396
1668188016794,2022-11-11T19:33:36.794,2.160,-0.335,-0.244,0.396
1668188016834,2022-11-11T19:33:36.834,2.200,-0.244,-0.244,0.396
1668188016874,2022-11-11T19:33:36.874,2.240,-0.244,-0.244,0.366
1668188016914,2022-11-11T19:33:36.914,2.280,-0.274,-0.244,0.335
1668188016954,2022-11-11T19:33:36.954,2.320,-0.274,-0.213,0.366
1668188016994,2022-11-11T19:33:36.994,2.360,-0.213,-0.305,0.427
1668188017034,2022-11-11T19:33:37.034,2.400,-0.244,-0.274,0.427
1668188017074,2022-11-11T19:33:37.074,2.440,-0.366,-0.305,0.396
1668188017114,2022-11-11T19:33:37.114,2.480,-0.396,-0.305,0.457
1668188017154,2022-11-11T19:33:37.154,2.520,-0.274,-0.305,0.457
1668188017194,2022-11-11T19:33:37.194,2.560,-0.396,-0.335,0.396
1668188017234,2022-11-11T19:33:37.234,2.600,-0.366,-0.305,0.396
1668188017274,2022-11-11T19:33:37.274,2.640,-0.335,-0.305,0.396
1668188017314,2022-11-11T19:33:37.314,2.680,-0.396,-0.305,0.396
1668188017354,2022-11-11T19:33:37.354,2.720,-0.427,-0.335,0.366
1668188017394,2022-11-11T19:33:37.394,2.760,-0.427,-0.335,0.366
1668188017434,2022-11-11T19:33:37.434,2.800,-0.335,-0.335,0.335
1668188017474,2022-11-11T19:33:37.474,2.840,-0.396,-0.366,0.335
1668188017514,2022-11-11T19:33:37.514,2.880,-0.335,-0.274,0.335
1668188017554,2022-11-11T19:33:37.554,2.920,-0.427,-0.305,0.366
1668188017594,2022-11-11T19:33:37.594,2.960,-0.427,-0.335,0.396
1668188017634,2022-11-11T19:33:37.634,3.000,-0.396,-0.305,0.335
1668188017674,2022-11-11T19:33:37.674,3.040,-0.488,-0.335,0.305
1668188017714,2022-11-11T19:33:37.714,3.080,-0.518,-0.305,0.366
1668188017754,2022-11-11T19:33:37.754,3.120,-0.427,-0.305,0.366
1668188017794,2022-11-11T19:33:37.794,3.160,-0.427,-0.335,0.366
1668188017834,2022-11-11T19:33:37.834,3.200,-0.457,-0.305,0.366
1668188017874,2022-11-11T19:33:37.874,3.240,-0.366,-0.335,0.396
1668188017914,2022-11-11T19:33:37.914,3.280,-0.335,-0.305,0.366
1668188017954,2022-11-11T19:33:37.954,3.320,-0.427,-0.335,0.366
1668188017994,2022-11-11T19:33:37.994,3.360,-0.396,-0.335,0.396
1668188018034,2022-11-11T19:33:38.034,3.400,-0.396,-0.305,0.366
1668188018074,2022-11-11T19:33:38.074,3.440,-0.427,-0.335,0.335
1668188018114,2022-11-11T19:33:38.114,3.480,-0.335,-0.305,0.396
1668188018154,2022-11-11T19:33:38.154,3.520,-0.396,-0.244,0.335
1668188018194,2022-11-11T19:33:38.194,3.560,-0.274,-0.244,0.427
1668188018234,2022-11-11T19:33:38.234,3.600,-0.396,-0.335,0.427
1668188018274,2022-11-11T19:33:38.274,3.640,-0.579,-0.335,0.366
1668188018314,2022-11-11T19:33:38.314,3.680,-0.457,-0.305,0.396
1668188018354,2022-11-11T19:33:38.354,3.720,-0.366,-0.335,0.366
1668188018394,2022-11-11T19:33:38.394,3.760,-0.305,-0.305,0.335
1668188018434,2022-11-11T19:33:38.434,3.800,-0.427,-0.274,0.396
1668188018474,2022-11-11T19:33:38.474,3.840,-0.457,-0.305,0.396
