epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1667988743203,2022-11-09T12:12:23.203,0.000,0.671,-0.091,-1.159
1667988743244,2022-11-09T12:12:23.244,0.041,0.274,-0.274,-0.579
1667988743283,2022-11-09T12:12:23.283,0.080,-0.335,-0.640,-0.488
1667988743325,2022-11-09T12:12:23.325,0.122,-0.671,-0.610,-0.549
1667988743366,2022-11-09T12:12:23.366,0.163,-0.549,-0.457,0.000
1667988743405,2022-11-09T12:12:23.405,0.202,-0.793,0.000,0.335
1667988743446,2022-11-09T12:12:23.446,0.243,-1.189,0.091,0.274
1667988743487,2022-11-09T12:12:23.487,0.284,0.305,-0.671,-0.122
1667988743527,2022-11-09T12:12:23.527,0.324,0.915,-1.098,-0.244
1667988743568,2022-11-09T12:12:23.568,0.365,1.829,-1.524,-0.701
1667988743609,2022-11-09T12:12:23.609,0.406,1.616,-1.250,-0.610
1667988743648,2022-11-09T12:12:23.648,0.445,-1.250,-0.061,0.000
1667988743689,2022-11-09T12:12:23.689,0.486,-1.829,0.213,0.427
1667988743730,2022-11-09T12:12:23.730,0.527,-0.579,-0.183,0.274
1667988743770,2022-11-09T12:12:23.770,0.567,1.402,-0.854,0.091
1667988743811,2022-11-09T12:12:23.811,0.608,1.280,-1.220,-0.305
1667988743852,2022-11-09T12:12:23.852,0.649,0.305,-0.762,-0.183
1667988743891,2022-11-09T12:12:23.891,0.688,-1.006,-0.061,-0.030
1667988743932,2022-11-09T12:12:23.932,0.729,-2.713,0.518,0.000
1667988743972,2022-11-09T12:12:23.972,0.769,-3.201,0.549,-0.457
1667988744013,2022-11-09T12:12:24.013,0.810,-1.829,-0.091,-0.976
1667988744054,2022-11-09T12:12:24.054,0.851,-0.518,-0.335,-1.067
1667988744094,2022-11-09T12:12:24.094,0.891,0.091,-0.823,-0.945
1667988744135,2022-11-09T12:12:24.135,0.932,-0.579,-0.518,-0.549
1667988744176,2022-11-09T12:12:24.176,0.973,-0.457,0.000,0.640
1667988744215,2022-11-09T12:12:24.215,1.012,0.152,0.061,1.341
1667988744256,2022-11-09T12:12:24.256,1.053,-0.488,0.152,1.128
1667988744297,2022-11-09T12:12:24.297,1.094,-2.043,-0.061,0.122
1667988744337,2022-11-09T12:12:24.337,1.134,-1.524,-0.793,-1.524
1667988744378,2022-11-09T12:12:24.378,1.175,0.976,-1.280,-2.073
1667988744419,2022-11-09T12:12:24.419,1.216,1.524,-0.762,-1.768
1667988744458,2022-11-09T12:12:24.458,1.255,1.860,-1.280,-0.915
1667988744499,2022-11-09T12:12:24.499,1.296,1.799,-1.220,0.335
1667988744539,2022-11-09T12:12:24.539,1.336,1.829,-1.220,0.701
1667988744580,2022-11-09T12:12:24.580,1.377,1.250,-1.280,0.549
1667988744621,2022-11-09T12:12:24.621,1.418,-1.890,-0.122,0.915
1667988744660,2022-11-09T12:12:24.660,1.457,-2.561,-0.122,0.213
1667988744701,2022-11-09T12:12:24.701,1.498,0.061,-0.915,-1.341
1667988744742,2022-11-09T12:12:24.742,1.539,-1.006,0.579,-1.098
1667988744782,2022-11-09T12:12:24.782,1.579,-1.677,0.915,0.671
1667988744823,2022-11-09T12:12:24.823,1.620,-1.037,1.555,1.128
1667988744864,2022-11-09T12:12:24.864,1.661,2.043,0.396,0.366
1667988744904,2022-11-09T12:12:24.904,1.701,1.220,-1.128,0.518
1667988744945,2022-11-09T12:12:24.945,1.742,0.213,-1.555,0.884
1667988744986,2022-11-09T12:12:24.986,1.783,1.159,-2.561,0.000
1667988745025,2022-11-09T12:12:25.025,1.822,2.835,-2.652,-0.945
1667988745066,2022-11-09T12:12:25.066,1.863,2.409,-2.134,-1.646
1667988745107,2022-11-09T12:12:25.107,1.904,1.250,0.854,-0.579
1667988745147,2022-11-09T12:12:25.147,1.944,3.445,-0.396,-1.250
1667988745188,2022-11-09T12:12:25.188,1.985,3.994,-1.768,-0.549
1667988745227,2022-11-09T12:12:25.227,2.024,1.860,-0.579,1.372
1667988745268,2022-11-09T12:12:25.268,2.065,-0.793,0.244,3.750
1667988745309,2022-11-09T12:12:25.309,2.106,-0.945,-0.183,3.018
1667988745349,2022-11-09T12:12:25.349,2.146,-1.006,-1.159,-0.610
1667988745390,2022-11-09T12:12:25.390,2.187,0.579,-0.030,-1.098
1667988745431,2022-11-09T12:12:25.431,2.228,-0.671,1.890,0.091
1667988745470,2022-11-09T12:12:25.470,2.267,-1.890,1.860,-0.579
1667988745512,2022-11-09T12:12:25.512,2.309,1.433,0.305,-1.677
1667988745553,2022-11-09T12:12:25.553,2.350,2.896,0.152,0.274
1667988745592,2022-11-09T12:12:25.592,2.389,0.305,3.140,2.713
1667988745633,2022-11-09T12:12:25.633,2.430,-0.030,1.982,2.774
1667988745674,2022-11-09T12:12:25.674,2.471,-0.884,-0.762,-3.598
1667988745714,2022-11-09T12:12:25.714,2.511,1.707,-1.402,-4.909
1667988745755,2022-11-09T12:12:25.755,2.552,1.524,-2.683,-1.311
1667988745796,2022-11-09T12:12:25.796,2.593,-1.037,-1.341,2.805
1667988745835,2022-11-09T12:12:25.835,2.632,-3.750,1.159,4.329
1667988745876,2022-11-09T12:12:25.876,2.673,-2.317,0.366,1.829
1667988745916,2022-11-09T12:12:25.916,2.713,0.823,-0.457,0.152
1667988745957,2022-11-09T12:12:25.957,2.754,-0.274,-0.671,0.335
1667988745998,2022-11-09T12:12:25.998,2.795,3.445,-2.226,-0.945
1667988746037,2022-11-09T12:12:26.037,2.834,5.732,-3.384,-3.262
1667988746078,2022-11-09T12:12:26.078,2.875,4.299,-3.445,-3.445
1667988746119,2022-11-09T12:12:26.119,2.916,3.780,-2.073,-1.037
1667988746159,2022-11-09T12:12:26.159,2.956,1.890,-1.677,1.646
1667988746200,2022-11-09T12:12:26.200,2.997,1.341,-1.707,3.201
1667988746241,2022-11-09T12:12:26.241,3.038,0.854,-2.073,1.951
1667988746281,2022-11-09T12:12:26.281,3.078,-0.366,-0.945,-0.549
1667988746322,2022-11-09T12:12:26.322,3.119,0.396,-0.427,-1.341
1667988746363,2022-11-09T12:12:26.363,3.160,0.244,-1.006,-1.677
1667988746402,2022-11-09T12:12:26.402,3.199,-0.366,-0.518,-1.311
1667988746443,2022-11-09T12:12:26.443,3.240,-1.220,0.793,-0.427
1667988746484,2022-11-09T12:12:26.484,3.281,-1.585,0.305,0.061
1667988746524,2022-11-09T12:12:26.524,3.321,-0.579,-0.152,0.213
1667988746565,2022-11-09T12:12:26.565,3.362,0.152,-0.305,0.335
1667988746604,2022-11-09T12:12:26.604,3.401,0.305,-0.183,0.152
1667988746645,2022-11-09T12:12:26.645,3.442,-1.220,0.183,-0.091
1667988746686,2022-11-09T12:12:26.686,3.483,-3.476,1.128,0.396
1667988746726,2022-11-09T12:12:26.726,3.523,-2.104,1.311,0.823
1667988746767,2022-11-09T12:12:26.767,3.564,-2.683,1.890,0.701
1667988746808,2022-11-09T12:12:26.808,3.605,-2.439,1.341,0.793
1667988746847,2022-11-09T12:12:26.847,3.644,-1.890,0.793,0.061
1667988746888,2022-11-09T12:12:26.888,3.685,-0.854,0.030,-0.549
1667988746929,2022-11-09T12:12:26.929,3.726,-1.463,0.152,-0.244
