epoch (ms),time (03:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1668100976708,2022-11-10T19:22:56.708,0.000,2.012,-0.305,0.762
1668100976748,2022-11-10T19:22:56.748,0.040,1.616,-0.427,0.579
1668100976789,2022-11-10T19:22:56.789,0.081,1.616,0.183,-0.335
1668100976828,2022-11-10T19:22:56.828,0.120,0.457,-0.518,-1.006
1668100976869,2022-11-10T19:22:56.869,0.161,0.305,-0.183,-0.854
1668100976910,2022-11-10T19:22:56.910,0.202,0.518,0.701,-0.732
1668100976950,2022-11-10T19:22:56.950,0.242,-0.671,-0.610,0.183
1668100976991,2022-11-10T19:22:56.991,0.283,-3.293,-1.402,1.037
1668100977032,2022-11-10T19:22:57.032,0.324,-4.543,-0.884,1.616
1668100977071,2022-11-10T19:22:57.071,0.363,-4.299,-0.091,2.500
1668100977112,2022-11-10T19:22:57.112,0.404,-2.805,-0.640,2.561
1668100977153,2022-11-10T19:22:57.153,0.445,-1.189,-1.250,1.829
1668100977193,2022-11-10T19:22:57.193,0.485,-1.402,-1.341,0.579
1668100977234,2022-11-10T19:22:57.234,0.526,-1.037,-1.311,-0.762
1668100977275,2022-11-10T19:22:57.275,0.567,-0.274,-0.732,-1.433
1668100977315,2022-11-10T19:22:57.315,0.607,-0.396,-0.854,-0.823
1668100977356,2022-11-10T19:22:57.356,0.648,0.762,-0.854,-0.122
1668100977397,2022-11-10T19:22:57.397,0.689,1.341,-0.366,-0.091
1668100977436,2022-11-10T19:22:57.436,0.728,0.945,-0.183,-0.274
1668100977477,2022-11-10T19:22:57.477,0.769,0.244,-1.037,-1.098
1668100977517,2022-11-10T19:22:57.517,0.809,-0.610,-0.183,-0.793
1668100977558,2022-11-10T19:22:57.558,0.850,-0.457,0.396,-0.335
1668100977599,2022-11-10T19:22:57.599,0.891,-0.732,0.427,-0.457
1668100977638,2022-11-10T19:22:57.638,0.930,-0.854,-0.030,-0.030
1668100977679,2022-11-10T19:22:57.679,0.971,-2.561,-0.427,1.006
1668100977720,2022-11-10T19:22:57.720,1.012,-1.098,-1.372,0.976
1668100977760,2022-11-10T19:22:57.760,1.052,0.000,-1.890,-0.671
1668100977801,2022-11-10T19:22:57.801,1.093,-0.793,-0.701,-0.366
1668100977842,2022-11-10T19:22:57.842,1.134,-0.793,-0.793,0.305
1668100977881,2022-11-10T19:22:57.881,1.173,-3.598,-0.518,1.280
1668100977922,2022-11-10T19:22:57.922,1.214,0.061,0.335,0.732
1668100977963,2022-11-10T19:22:57.963,1.255,-0.213,-0.274,-0.122
1668100978003,2022-11-10T19:22:58.003,1.295,-1.738,-1.067,-0.335
1668100978044,2022-11-10T19:22:58.044,1.336,-0.701,-1.037,-0.427
1668100978085,2022-11-10T19:22:58.085,1.377,-1.220,-0.366,0.000
1668100978125,2022-11-10T19:22:58.125,1.417,-0.945,-0.396,0.000
1668100978166,2022-11-10T19:22:58.166,1.458,-1.159,-0.823,0.579
1668100978205,2022-11-10T19:22:58.205,1.497,-0.640,-0.854,0.091
1668100978246,2022-11-10T19:22:58.246,1.538,-1.037,-0.610,-0.183
1668100978287,2022-11-10T19:22:58.287,1.579,0.305,-1.067,-0.366
1668100978327,2022-11-10T19:22:58.327,1.619,-0.213,-1.463,-0.335
1668100978368,2022-11-10T19:22:58.368,1.660,-1.128,-1.250,-0.213
1668100978409,2022-11-10T19:22:58.409,1.701,-1.220,-0.488,0.213
1668100978448,2022-11-10T19:22:58.448,1.740,-2.012,-0.091,0.671
1668100978489,2022-11-10T19:22:58.489,1.781,-0.488,-0.671,-0.457
1668100978530,2022-11-10T19:22:58.530,1.822,0.366,-1.463,-0.152
1668100978570,2022-11-10T19:22:58.570,1.862,0.244,-2.073,-0.427
1668100978611,2022-11-10T19:22:58.611,1.903,0.213,-1.433,-0.793
1668100978652,2022-11-10T19:22:58.652,1.944,-0.945,-1.311,-0.213
1668100978691,2022-11-10T19:22:58.691,1.983,-1.463,-1.738,0.213
1668100978733,2022-11-10T19:22:58.733,2.025,-2.317,-0.671,0.640
1668100978774,2022-11-10T19:22:58.774,2.066,-0.396,-0.701,-0.091
1668100978813,2022-11-10T19:22:58.813,2.105,1.128,-0.122,-0.274
1668100978854,2022-11-10T19:22:58.854,2.146,1.463,-0.549,-0.061
1668100978894,2022-11-10T19:22:58.894,2.186,0.579,-1.067,0.183
1668100978935,2022-11-10T19:22:58.935,2.227,0.518,-0.488,-0.549
1668100978976,2022-11-10T19:22:58.976,2.268,-0.457,-1.463,-1.037
1668100979015,2022-11-10T19:22:59.015,2.307,-1.616,-0.945,-0.183
1668100979056,2022-11-10T19:22:59.056,2.348,-0.671,-0.945,-0.579
1668100979097,2022-11-10T19:22:59.097,2.389,-0.640,-0.305,-0.640
1668100979137,2022-11-10T19:22:59.137,2.429,-0.671,-0.579,-0.579
1668100979178,2022-11-10T19:22:59.178,2.470,-0.579,-2.134,-0.274
1668100979219,2022-11-10T19:22:59.219,2.511,-1.037,-2.195,0.244
1668100979258,2022-11-10T19:22:59.258,2.550,-0.671,-1.585,0.366
1668100979299,2022-11-10T19:22:59.299,2.591,0.579,-1.189,0.213
1668100979340,2022-11-10T19:22:59.340,2.632,-0.183,-1.646,0.122
1668100979380,2022-11-10T19:22:59.380,2.672,0.396,-1.463,-0.030
1668100979421,2022-11-10T19:22:59.421,2.713,0.701,-1.555,-0.183
1668100979462,2022-11-10T19:22:59.462,2.754,0.610,-2.165,-0.091
1668100979502,2022-11-10T19:22:59.502,2.794,1.098,-1.677,0.030
1668100979543,2022-11-10T19:22:59.543,2.835,1.250,-1.372,0.335
1668100979582,2022-11-10T19:22:59.582,2.874,0.244,-1.067,0.610
1668100979623,2022-11-10T19:22:59.623,2.915,0.152,-1.067,0.396
1668100979664,2022-11-10T19:22:59.664,2.956,-0.091,-1.311,0.305
1668100979704,2022-11-10T19:22:59.704,2.996,-0.030,-0.884,0.030
1668100979745,2022-11-10T19:22:59.745,3.037,0.274,0.000,-0.671
1668100979786,2022-11-10T19:22:59.786,3.078,0.061,1.006,-0.518
1668100979825,2022-11-10T19:22:59.825,3.117,0.488,1.250,0.122
1668100979866,2022-11-10T19:22:59.866,3.158,-0.518,0.671,0.091
1668100979907,2022-11-10T19:22:59.907,3.199,-0.305,-0.671,-0.152
1668100979947,2022-11-10T19:22:59.947,3.239,0.701,-0.884,-0.152
